  37.77
2612.00
  22367932
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33868.80	0.28	252.61	0.00	-9.22	-9.22	245.13
1980 01 02 12	33868.80	0.08	291.24	0.00	-8.68	-8.68	275.16
1980 01 03 12	33868.80	0.00	279.79	0.00	-10.50	-10.50	233.81
1980 01 04 12	34214.40	0.00	290.14	0.00	-10.53	-10.53	230.25
1980 01 05 12	34214.40	0.00	290.51	0.00	-9.71	-9.71	229.58
1980 01 06 12	34214.40	0.00	282.28	0.00	-8.47	-8.47	241.61
1980 01 07 12	34214.40	0.00	275.06	0.00	-9.60	-9.60	245.32
1980 01 08 12	34214.40	7.59	254.87	0.00	-6.85	-6.85	327.91
1980 01 09 12	34214.40	6.65	219.31	0.00	-5.23	-5.23	362.32
1980 01 10 12	34560.00	26.27	184.38	0.00	-2.32	-2.32	464.28
1980 01 11 12	34560.00	8.79	201.75	0.00	-5.30	-5.30	320.18
1980 01 12 12	34560.00	3.61	202.51	0.00	-3.38	-3.38	446.86
1980 01 13 12	34560.00	5.65	244.41	0.00	-2.14	-2.14	485.88
1980 01 14 12	34560.00	9.12	131.86	0.00	-1.14	-1.14	524.73
1980 01 15 12	34905.60	4.15	267.24	0.00	-1.59	-1.59	489.06
1980 01 16 12	34905.60	4.81	246.33	0.00	-2.94	-2.94	426.64
1980 01 17 12	34905.60	4.56	251.25	0.00	-3.39	-3.39	426.89
1980 01 18 12	34905.60	37.39	229.57	0.00	-2.29	-2.29	463.93
1980 01 19 12	35251.20	14.53	273.43	0.00	-2.84	-2.84	419.79
1980 01 20 12	35251.20	1.29	309.03	0.00	-4.80	-4.80	361.38
1980 01 21 12	35251.20	0.00	309.35	0.00	-6.19	-6.19	300.40
1980 01 22 12	35251.20	0.00	324.92	0.00	-7.28	-7.28	280.14
1980 01 23 12	35596.80	0.00	319.72	0.00	-8.36	-8.36	217.12
1980 01 24 12	35596.80	0.00	316.34	0.00	-7.51	-7.51	235.45
1980 01 25 12	35596.80	0.00	315.87	0.00	-6.77	-6.77	278.84
1980 01 26 12	35596.80	0.00	238.23	0.00	-5.89	-5.89	290.53
1980 01 27 12	35942.40	0.91	288.97	0.00	-4.20	-4.20	308.05
1980 01 28 12	35942.40	6.49	219.77	0.00	-3.43	-3.43	359.05
1980 01 29 12	35942.40	32.57	220.40	0.00	-2.85	-2.85	433.89
1980 01 30 12	36288.00	1.31	323.33	0.00	-2.64	-2.64	386.63
1980 01 31 12	36288.00	0.00	337.76	0.00	-6.07	-6.07	254.25
1980 02 01 12	36288.00	0.00	354.97	0.00	-6.72	-6.72	289.28
1980 02 02 12	36633.60	0.00	351.98	0.00	-4.90	-4.90	284.50
1980 02 03 12	36633.60	0.00	346.46	0.00	-3.93	-3.93	319.18
1980 02 04 12	36633.60	0.00	360.64	0.00	-2.23	-2.23	330.13
1980 02 05 12	36979.20	0.18	361.74	0.00	-4.59	-4.59	277.46
1980 02 06 12	36979.20	0.22	306.48	0.00	-4.01	-4.01	317.72
1980 02 07 12	36979.20	3.25	282.02	0.00	-3.14	-3.14	385.53
1980 02 08 12	37324.80	0.41	264.43	0.00	-4.75	-4.75	299.66
1980 02 09 12	37324.80	0.00	383.37	0.00	-6.13	-6.13	191.76
1980 02 10 12	37324.80	0.00	384.94	0.00	-6.41	-6.41	194.84
1980 02 11 12	37670.40	0.00	362.87	0.00	-6.17	-6.17	191.16
1980 02 12 12	37670.40	0.00	378.25	0.00	-5.48	-5.48	228.42
1980 02 13 12	38016.00	0.00	368.82	0.00	-3.45	-3.45	267.38
1980 02 14 12	38016.00	30.50	220.62	0.00	-0.83	-0.83	465.56
1980 02 15 12	38016.00	12.19	171.86	0.00	-0.43	-0.43	522.93
1980 02 16 12	38361.60	8.39	311.05	0.00	-0.12	-0.12	493.16
1980 02 17 12	38361.60	7.83	209.36	0.00	-1.14	-1.14	466.51
1980 02 18 12	38361.60	5.13	191.48	0.00	-0.71	-0.71	533.67
1980 02 19 12	38707.20	10.33	282.18	0.00	0.64	0.64	519.36
1980 02 20 12	38707.20	33.85	292.33	0.00	-0.37	-0.37	493.44
1980 02 21 12	39052.80	9.74	281.64	0.00	-2.41	-2.41	418.92
1980 02 22 12	39052.80	5.71	400.31	0.00	-2.07	-2.07	423.46
1980 02 23 12	39052.80	0.09	372.43	0.00	-3.04	-3.04	373.03
1980 02 24 12	39398.40	0.10	408.73	0.00	-2.47	-2.47	310.05
1980 02 25 12	39398.40	0.00	406.57	0.00	-2.54	-2.54	265.59
1980 02 26 12	39744.00	0.00	409.97	0.00	-1.73	-1.73	300.30
1980 02 27 12	39744.00	0.00	417.25	0.00	0.22	0.22	356.02
1980 02 28 12	40089.60	0.00	405.07	0.00	1.03	1.03	374.60
1980 02 29 12	40089.60	0.00	411.35	0.00	0.17	0.17	336.16
1980 03 01 12	40089.60	0.00	417.63	0.00	-0.68	-0.68	297.70
1980 03 02 12	40435.20	0.00	261.79	0.00	-1.10	-1.10	307.88
1980 03 03 12	40435.20	6.59	239.46	0.00	1.04	1.04	404.02
1980 03 04 12	40780.80	1.12	279.15	0.00	-1.29	-1.29	376.46
1980 03 05 12	40780.80	0.12	386.98	0.00	-2.40	-2.40	358.67
1980 03 06 12	41126.40	3.84	272.04	0.00	-0.28	-0.28	425.38
1980 03 07 12	41126.40	9.56	180.83	0.00	-2.00	-2.00	380.23
1980 03 08 12	41126.40	0.85	397.67	0.00	-3.32	-3.32	327.50
1980 03 09 12	41472.00	0.00	437.00	0.00	-2.99	-2.99	303.62
1980 03 10 12	41472.00	0.00	442.01	0.00	-1.66	-1.66	284.86
1980 03 11 12	41817.60	13.35	285.09	0.00	-2.39	-2.39	355.78
1980 03 12 12	41817.60	2.87	420.62	0.00	-1.57	-1.57	367.19
1980 03 13 12	42163.20	0.00	443.66	0.00	-2.36	-2.36	267.99
1980 03 14 12	42163.20	0.00	444.12	0.00	-0.34	-0.34	324.67
1980 03 15 12	42163.20	0.00	418.20	0.00	1.67	1.67	359.66
1980 03 16 12	42508.80	1.13	307.39	0.00	-0.49	-0.49	294.74
1980 03 17 12	42508.80	0.00	461.99	0.00	-4.62	-4.62	157.71
1980 03 18 12	42854.40	0.00	429.05	0.00	-2.26	-2.26	210.01
1980 03 19 12	42854.40	0.23	438.12	0.00	1.27	1.27	307.72
1980 03 20 12	43200.00	0.00	459.58	0.00	0.11	0.11	295.93
1980 03 21 12	43200.00	1.97	450.02	0.00	0.45	0.45	332.17
1980 03 22 12	43200.00	4.66	273.10	0.00	0.87	0.87	378.15
1980 03 23 12	43545.60	2.01	331.76	0.00	-0.90	-0.90	372.91
1980 03 24 12	43545.60	2.10	247.77	0.00	-0.56	-0.56	365.10
1980 03 25 12	43891.20	27.69	331.95	0.00	-2.33	-2.33	384.53
1980 03 26 12	43891.20	0.08	411.24	0.00	-3.55	-3.55	282.65
1980 03 27 12	44236.80	4.32	440.83	0.00	-2.62	-2.62	297.02
1980 03 28 12	44236.80	3.96	388.10	0.00	-2.47	-2.47	308.02
1980 03 29 12	44236.80	3.32	391.54	0.00	-1.46	-1.46	263.38
1980 03 30 12	44582.40	0.00	367.79	0.00	-0.76	-0.76	290.10
1980 03 31 12	44582.40	0.27	373.14	0.00	-4.81	-4.81	234.63
1980 04 01 12	44928.00	0.03	415.29	0.00	-5.43	-5.43	196.30
1980 04 02 12	44928.00	13.97	274.14	0.00	-4.23	-4.23	315.63
1980 04 03 12	45273.60	0.00	492.40	0.00	-4.01	-4.01	317.17
1980 04 04 12	45273.60	0.00	492.02	0.00	-1.15	-1.15	334.07
1980 04 05 12	45273.60	0.00	471.66	0.00	2.14	2.14	388.82
1980 04 06 12	45619.20	0.00	496.59	0.00	3.30	3.30	410.99
1980 04 07 12	45619.20	0.00	476.43	0.00	1.13	1.13	286.40
1980 04 08 12	45964.80	0.00	514.25	0.00	-0.90	-0.90	209.25
1980 04 09 12	45964.80	0.00	455.83	0.00	2.56	2.56	287.45
1980 04 10 12	46310.40	0.00	509.97	0.00	3.99	3.99	355.86
1980 04 11 12	46310.40	0.00	305.51	0.00	0.72	0.72	245.46
1980 04 12 12	46310.40	0.00	486.31	0.00	-0.88	-0.88	247.52
1980 04 13 12	46656.00	0.00	521.99	0.00	-0.35	-0.35	224.23
1980 04 14 12	46656.00	0.00	524.62	0.00	2.63	2.63	264.02
1980 04 15 12	47001.60	0.00	519.09	0.00	6.23	6.23	353.27
1980 04 16 12	47001.60	0.00	529.97	0.00	6.85	6.85	304.80
1980 04 17 12	47347.20	0.00	527.59	0.00	7.51	7.51	289.73
1980 04 18 12	47347.20	0.00	526.95	0.00	9.10	9.10	354.44
1980 04 19 12	47347.20	0.00	526.74	0.00	9.99	9.99	372.99
1980 04 20 12	47692.80	0.00	510.05	0.00	10.83	10.83	396.56
1980 04 21 12	47692.80	8.99	445.37	0.00	11.12	11.12	561.87
1980 04 22 12	48038.40	3.33	441.33	0.00	9.21	9.21	577.28
1980 04 23 12	48038.40	11.95	405.52	0.00	6.08	6.08	488.56
1980 04 24 12	48038.40	8.18	385.19	0.00	2.99	2.99	464.08
1980 04 25 12	48384.00	1.93	517.27	0.00	6.65	6.65	515.97
1980 04 26 12	48384.00	0.00	503.10	0.00	6.83	6.83	507.95
1980 04 27 12	48384.00	0.00	427.91	0.00	8.98	8.98	504.59
1980 04 28 12	48729.60	0.00	477.51	0.00	9.59	9.59	544.54
1980 04 29 12	48729.60	6.37	411.00	0.00	8.92	8.92	547.55
1980 04 30 12	49075.20	3.12	452.26	0.00	5.31	5.31	491.48
1980 05 01 12	49075.20	1.71	391.63	0.00	5.23	5.23	525.94
1980 05 02 12	49075.20	0.34	485.89	0.00	6.28	6.28	522.42
1980 05 03 12	49420.80	0.00	545.81	0.00	8.48	8.48	553.36
1980 05 04 12	49420.80	0.37	541.20	0.00	10.49	10.49	613.97
1980 05 05 12	49420.80	8.22	474.46	0.00	11.27	11.27	639.79
1980 05 06 12	49766.40	2.57	490.59	0.00	10.84	10.84	645.86
1980 05 07 12	49766.40	7.21	465.80	0.00	10.13	10.13	706.98
1980 05 08 12	49766.40	2.21	508.60	0.00	8.97	8.97	629.16
1980 05 09 12	50112.00	0.23	473.41	0.00	7.95	7.95	565.03
1980 05 10 12	50112.00	0.36	237.98	0.00	7.22	7.22	524.41
1980 05 11 12	50112.00	15.94	376.71	0.00	5.41	5.41	570.96
1980 05 12 12	50457.60	3.58	377.44	0.00	2.10	2.10	376.32
1980 05 13 12	50457.60	0.33	533.83	0.00	4.09	4.09	459.08
1980 05 14 12	50457.60	0.88	462.84	0.00	7.26	7.26	480.10
