  39.48
3231.00
  32361012
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33186.15	0.00	215.19	0.00	-8.81	-8.81	231.37
1980 01 02 12	33523.20	7.48	167.20	0.00	-10.29	-10.29	243.93
1980 01 03 12	33523.20	0.05	248.62	0.00	-14.33	-14.33	163.35
1980 01 04 12	33523.20	9.36	255.75	0.00	-9.88	-9.88	235.68
1980 01 05 12	33523.20	0.48	250.29	0.00	-7.58	-7.58	220.87
1980 01 06 12	33523.20	5.10	235.38	0.00	-9.23	-9.23	203.69
1980 01 07 12	33523.20	9.58	234.57	0.00	-12.26	-12.26	196.97
1980 01 08 12	33531.75	4.65	209.48	0.00	-12.28	-12.28	202.35
1980 01 09 12	33868.80	1.96	250.47	0.00	-9.14	-9.14	264.24
1980 01 10 12	33868.80	7.73	242.39	0.00	-6.92	-6.92	315.91
1980 01 11 12	33868.80	5.56	265.71	0.00	-13.58	-13.58	160.28
1980 01 12 12	33868.80	8.55	224.03	0.00	-7.37	-7.37	310.34
1980 01 13 12	33877.35	6.60	225.52	0.00	-3.66	-3.66	409.01
1980 01 14 12	34214.40	2.57	218.15	0.00	-3.66	-3.66	425.16
1980 01 15 12	34214.40	1.65	263.90	0.00	-7.00	-7.00	326.70
1980 01 16 12	34214.40	1.14	226.01	0.00	-9.65	-9.65	263.90
1980 01 17 12	34214.40	0.76	232.46	0.00	-10.07	-10.07	255.53
1980 01 18 12	34560.00	0.92	244.87	0.00	-9.82	-9.82	247.06
1980 01 19 12	34560.00	1.27	258.43	0.00	-9.97	-9.97	243.91
1980 01 20 12	34560.00	0.04	298.60	0.00	-10.67	-10.67	193.28
1980 01 21 12	34794.25	0.00	281.58	0.00	-11.17	-11.17	211.47
1980 01 22 12	34905.60	0.77	306.53	0.00	-14.67	-14.67	148.20
1980 01 23 12	34905.60	0.22	300.69	0.00	-12.78	-12.78	137.41
1980 01 24 12	34905.60	0.26	301.23	0.00	-9.06	-9.06	206.60
1980 01 25 12	35251.20	3.96	219.37	0.00	-9.46	-9.46	224.84
1980 01 26 12	35251.20	10.21	239.57	0.00	-11.69	-11.69	201.51
1980 01 27 12	35251.20	8.34	269.77	0.00	-9.75	-9.75	241.78
1980 01 28 12	35596.80	20.34	263.77	0.00	-8.35	-8.35	279.98
1980 01 29 12	35596.80	12.74	263.86	0.00	-8.36	-8.36	288.59
1980 01 30 12	35596.80	4.08	303.31	0.00	-10.54	-10.54	219.28
1980 01 31 12	35942.40	0.00	322.49	0.00	-14.53	-14.53	112.72
1980 02 01 12	35942.40	0.25	323.28	0.00	-10.67	-10.67	144.08
1980 02 02 12	35942.40	0.00	316.13	0.00	-9.34	-9.34	257.14
1980 02 03 12	36288.00	0.00	279.70	0.00	-7.27	-7.27	250.20
1980 02 04 12	36288.00	2.51	291.67	0.00	-5.93	-5.93	288.62
1980 02 05 12	36288.00	0.25	340.92	0.00	-11.10	-11.10	180.20
1980 02 06 12	36633.60	0.00	286.98	0.00	-7.32	-7.32	215.69
1980 02 07 12	36633.60	4.44	288.06	0.00	-7.89	-7.89	279.63
1980 02 08 12	36979.20	0.25	351.24	0.00	-15.75	-15.75	141.31
1980 02 09 12	36979.20	0.00	352.72	0.00	-14.51	-14.51	102.76
1980 02 10 12	36979.20	0.00	353.16	0.00	-11.54	-11.54	143.10
1980 02 11 12	37324.80	0.12	341.63	0.00	-12.52	-12.52	148.44
1980 02 12 12	37324.80	0.14	353.59	0.00	-12.14	-12.14	174.82
1980 02 13 12	37670.40	0.00	349.50	0.00	-9.77	-9.77	218.84
1980 02 14 12	37670.40	6.23	275.23	0.00	-7.21	-7.21	289.50
1980 02 15 12	37670.40	16.90	253.64	0.00	-4.28	-4.28	400.05
1980 02 16 12	38016.00	4.12	298.16	0.00	-7.17	-7.17	320.79
1980 02 17 12	38016.00	4.12	311.57	0.00	-7.90	-7.90	304.22
1980 02 18 12	38361.60	8.01	288.89	0.00	-4.94	-4.94	379.64
1980 02 19 12	38361.60	24.20	290.88	0.00	-4.52	-4.52	387.54
1980 02 20 12	38361.60	2.57	310.05	0.00	-5.98	-5.98	338.62
1980 02 21 12	38707.20	6.97	319.71	0.00	-7.19	-7.19	304.68
1980 02 22 12	38707.20	6.81	284.39	0.00	-7.87	-7.87	289.74
1980 02 23 12	39052.80	8.53	346.20	0.00	-9.53	-9.53	232.77
1980 02 24 12	39052.80	6.12	352.64	0.00	-11.86	-11.86	200.28
1980 02 25 12	39398.40	0.00	390.67	0.00	-11.14	-11.14	138.79
1980 02 26 12	39398.40	0.00	379.00	0.00	-8.23	-8.23	186.25
1980 02 27 12	39632.65	0.00	383.25	0.00	-5.30	-5.30	269.09
1980 02 28 12	39744.00	0.00	385.04	0.00	-3.79	-3.79	242.65
1980 02 29 12	39744.00	1.96	407.98	0.00	-6.74	-6.74	236.39
1980 03 01 12	40089.60	3.92	427.20	0.00	-9.68	-9.68	230.14
1980 03 02 12	40089.60	0.97	390.75	0.00	-8.27	-8.27	202.65
1980 03 03 12	40435.20	1.04	327.32	0.00	-4.69	-4.69	330.90
1980 03 04 12	40435.20	5.81	338.66	0.00	-7.43	-7.43	286.65
1980 03 05 12	40780.80	0.05	392.20	0.00	-8.40	-8.40	256.05
1980 03 06 12	40780.80	15.47	370.14	0.00	-6.23	-6.23	312.47
1980 03 07 12	41126.40	8.18	306.95	0.00	-8.19	-8.19	278.26
1980 03 08 12	41126.40	1.26	374.90	0.00	-9.98	-9.98	241.86
1980 03 09 12	41126.40	0.00	383.39	0.00	-10.30	-10.30	217.11
1980 03 10 12	41472.00	0.00	438.97	0.00	-7.75	-7.75	251.85
1980 03 11 12	41472.00	0.04	399.51	0.00	-7.58	-7.58	219.33
1980 03 12 12	41817.60	3.87	299.25	0.00	-8.45	-8.45	255.47
1980 03 13 12	41817.60	0.67	446.14	0.00	-11.30	-11.30	194.03
