  37.81
  42.00
  72229780
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33868.80	0.00	266.70	0.00	3.00	3.00	471.10
1980 01 02 12	33868.80	0.00	217.57	0.00	2.56	2.56	499.33
1980 01 03 12	33868.80	0.00	260.06	0.00	0.54	0.54	428.37
1980 01 04 12	34214.40	2.87	132.42	0.00	0.70	0.70	470.89
1980 01 05 12	34214.40	14.70	88.12	0.00	-0.78	-0.78	446.69
1980 01 06 12	34214.40	6.40	214.74	0.00	-3.69	-3.69	332.27
1980 01 07 12	34214.40	1.04	238.92	0.00	-2.31	-2.31	362.95
1980 01 08 12	34214.40	0.08	217.99	0.00	2.37	2.37	547.43
1980 01 09 12	34214.40	0.01	137.17	0.00	1.67	1.67	533.13
1980 01 10 12	34396.74	0.00	286.11	0.00	-1.74	-1.74	391.22
1980 01 11 12	34560.00	11.42	220.90	0.00	4.75	4.75	538.54
1980 01 12 12	34560.00	12.08	206.42	0.00	8.53	8.53	686.93
1980 01 13 12	34560.00	2.39	152.57	0.00	2.39	2.39	554.35
1980 01 14 12	34560.00	2.39	156.93	0.00	3.00	3.00	636.18
1980 01 15 12	34905.60	1.02	164.33	0.00	7.93	7.93	808.51
1980 01 16 12	34905.60	0.10	293.00	0.00	5.70	5.70	614.19
1980 01 17 12	34905.60	0.06	238.10	0.00	4.64	4.64	628.40
1980 01 18 12	34905.60	22.66	68.15	0.00	6.25	6.25	790.57
1980 01 19 12	35087.94	7.57	179.84	0.00	4.94	4.94	673.75
1980 01 20 12	35251.20	0.42	301.23	0.00	3.59	3.59	518.75
1980 01 21 12	35251.20	0.00	312.21	0.00	2.28	2.28	462.41
1980 01 22 12	35251.20	7.16	184.06	0.00	5.39	5.39	648.79
1980 01 23 12	35596.80	7.95	189.61	0.00	5.06	5.06	621.26
1980 01 24 12	35596.80	1.60	280.80	0.00	-0.93	-0.93	412.19
1980 01 25 12	35596.80	0.00	315.56	0.00	3.85	3.85	542.65
1980 01 26 12	35596.80	0.00	273.57	0.00	5.02	5.02	594.31
1980 01 27 12	35942.40	0.00	241.71	0.00	2.52	2.52	543.35
1980 01 28 12	35942.40	0.00	286.33	0.00	3.29	3.29	558.58
1980 01 29 12	35942.40	0.00	228.30	0.00	2.06	2.06	508.81
1980 01 30 12	36288.00	0.03	292.25	0.00	-1.46	-1.46	382.35
1980 01 31 12	36288.00	3.02	140.68	0.00	-2.99	-2.99	347.46
1980 02 01 12	36288.00	0.79	324.84	0.00	-6.74	-6.74	244.84
1980 02 02 12	36633.60	0.00	324.46	0.00	-5.82	-5.82	244.00
1980 02 03 12	36633.60	0.00	348.86	0.00	-6.32	-6.32	232.93
1980 02 04 12	36633.60	0.00	321.56	0.00	-3.88	-3.88	289.73
1980 02 05 12	36979.20	0.00	353.01	0.00	-3.35	-3.35	304.18
1980 02 06 12	36979.20	2.00	179.69	0.00	-1.27	-1.27	393.75
1980 02 07 12	36979.20	1.89	251.23	0.00	-1.77	-1.77	377.85
1980 02 08 12	37324.80	0.36	359.19	0.00	-0.52	-0.52	397.18
1980 02 09 12	37324.80	1.47	171.07	0.00	0.68	0.68	470.16
1980 02 10 12	37324.80	6.95	159.17	0.00	-1.47	-1.47	393.07
1980 02 11 12	37670.40	1.73	389.07	0.00	-5.01	-5.01	229.95
1980 02 12 12	37670.40	0.00	372.31	0.00	-2.32	-2.32	276.77
1980 02 13 12	38016.00	0.00	390.00	0.00	-3.59	-3.59	260.92
1980 02 14 12	38016.00	0.00	392.29	0.00	1.37	1.37	370.00
1980 02 15 12	38016.00	0.03	341.94	0.00	3.18	3.18	494.86
1980 02 16 12	38361.60	2.17	242.34	0.00	4.26	4.26	553.58
1980 02 17 12	38361.60	0.57	361.77	0.00	-0.84	-0.84	354.05
1980 02 18 12	38361.60	0.00	406.75	0.00	-2.76	-2.76	281.59
1980 02 19 12	38707.20	0.00	407.85	0.00	1.12	1.12	377.03
