  39.23
 837.00
   5954426
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33523.20	0.00	265.57	0.00	-1.71	-1.71	313.37
1980 01 02 12	33523.20	0.00	209.38	0.00	-2.37	-2.37	342.47
1980 01 03 12	33523.20	0.36	81.37	0.00	-3.55	-3.55	363.15
1980 01 04 12	33523.20	4.17	65.72	0.00	-4.13	-4.13	363.74
1980 01 05 12	33523.20	2.97	133.22	0.00	-5.03	-5.03	332.48
1980 01 06 12	33523.20	0.91	158.89	0.00	-4.77	-4.77	330.38
1980 01 07 12	33868.80	1.10	231.97	0.00	-2.70	-2.70	335.53
1980 01 08 12	33868.80	1.00	212.87	0.00	-4.11	-4.11	304.36
1980 01 09 12	33868.80	1.68	189.81	0.00	-3.20	-3.20	326.47
1980 01 10 12	33868.80	0.39	336.78	0.00	-5.90	-5.90	237.22
1980 01 11 12	33868.80	3.60	259.18	0.00	2.33	2.33	396.43
1980 01 12 12	34214.40	0.95	332.90	0.00	2.06	2.06	349.65
1980 01 13 12	34214.40	4.41	257.05	0.00	-2.81	-2.81	297.67
1980 01 14 12	34214.40	2.77	187.55	0.00	1.17	1.17	497.31
1980 01 15 12	34214.40	0.49	145.90	0.00	2.44	2.44	570.56
1980 01 16 12	34214.40	0.02	330.28	0.00	1.72	1.72	472.25
1980 01 17 12	34560.00	0.28	217.39	0.00	3.23	3.23	546.09
1980 01 18 12	34560.00	2.29	195.95	0.00	3.82	3.82	590.59
1980 01 19 12	34560.00	0.58	297.90	0.00	1.39	1.39	469.99
1980 01 20 12	34560.00	0.00	139.56	0.00	-0.73	-0.73	427.62
1980 01 21 12	34905.60	0.00	241.43	0.00	-2.93	-2.93	364.26
1980 01 22 12	34905.60	1.27	185.35	0.00	-1.01	-1.01	393.61
1980 01 23 12	34905.60	1.22	263.81	0.00	-3.59	-3.59	283.22
1980 01 24 12	35251.20	12.05	280.50	0.00	-7.67	-7.67	222.22
1980 01 25 12	35251.20	5.86	170.12	0.00	-1.33	-1.33	405.05
1980 01 26 12	35251.20	0.72	312.77	0.00	-2.79	-2.79	328.16
1980 01 27 12	35596.80	0.00	370.47	0.00	-5.53	-5.53	234.88
1980 01 28 12	35596.80	0.71	235.91	0.00	-2.75	-2.75	312.22
1980 01 29 12	35596.80	0.56	173.17	0.00	-6.22	-6.22	254.89
1980 01 30 12	35942.40	2.14	289.44	0.00	-13.25	-13.25	136.03
