  38.83
  16.00
   7818421
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33523.20	0.00	259.88	0.00	1.44	1.44	440.08
1980 01 02 12	33523.20	0.00	211.13	0.00	2.42	2.42	522.97
1980 01 03 12	33523.20	0.00	175.03	0.00	2.56	2.56	555.78
1980 01 04 12	33868.80	0.09	134.97	0.00	-0.10	-0.10	465.07
1980 01 05 12	33868.80	11.07	82.96	0.00	-1.51	-1.51	422.16
1980 01 06 12	33868.80	4.58	226.14	0.00	-4.92	-4.92	289.58
1980 01 07 12	33868.80	2.59	249.17	0.00	-4.11	-4.11	292.40
1980 01 08 12	33868.80	0.63	186.79	0.00	1.18	1.18	484.01
1980 01 09 12	33868.80	0.02	166.63	0.00	0.35	0.35	475.59
1980 01 10 12	34191.26	0.00	303.14	0.00	-3.07	-3.07	349.66
1980 01 11 12	34214.40	1.14	251.65	0.00	4.41	4.41	502.25
1980 01 12 12	34214.40	17.32	203.76	0.00	8.44	8.44	650.98
1980 01 13 12	34214.40	4.48	232.76	0.00	2.07	2.07	503.57
1980 01 14 12	34214.40	0.08	205.07	0.00	5.16	5.16	655.86
1980 01 15 12	34560.00	2.27	153.27	0.00	9.94	9.94	887.79
1980 01 16 12	34560.00	0.59	266.44	0.00	6.12	6.12	657.36
1980 01 17 12	34560.00	0.00	233.60	0.00	3.28	3.28	575.02
1980 01 18 12	34560.00	7.70	79.81	0.00	4.76	4.76	713.67
1980 01 19 12	34905.60	14.76	149.29	0.00	4.56	4.56	671.66
1980 01 20 12	34905.60	3.35	243.95	0.00	2.57	2.57	531.03
1980 01 21 12	34905.60	0.00	287.43	0.00	0.41	0.41	420.84
1980 01 22 12	34905.60	3.64	222.99	0.00	1.43	1.43	462.70
1980 01 23 12	35251.20	9.80	146.63	0.00	4.40	4.40	601.01
1980 01 24 12	35251.20	2.33	289.75	0.00	-1.82	-1.82	374.38
1980 01 25 12	35251.20	0.00	257.63	0.00	-0.09	-0.09	425.99
1980 01 26 12	35596.80	0.00	264.04	0.00	0.66	0.66	445.49
1980 01 27 12	35596.80	0.00	253.53	0.00	-0.91	-0.91	412.09
1980 01 28 12	35596.80	0.00	228.29	0.00	0.54	0.54	475.21
1980 01 29 12	35919.26	0.00	215.21	0.00	0.49	0.49	464.24
1980 01 30 12	35942.40	0.00	294.98	0.00	-2.74	-2.74	340.01
