  36.91
 200.00
4315664627
dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1980 01 01 12	34214.40	0.00	271.52	0.00	1.98	1.98	493.15
1980 01 02 12	34214.40	2.52	208.71	0.00	3.29	3.29	488.49
1980 01 03 12	34214.40	1.02	166.03	0.00	1.36	1.36	461.61
1980 01 04 12	34217.92	0.06	137.96	0.00	-1.74	-1.74	412.74
1980 01 05 12	34560.00	0.08	170.50	0.00	-2.48	-2.48	394.41
1980 01 06 12	34560.00	1.62	218.13	0.00	-1.42	-1.42	379.47
1980 01 07 12	34560.00	0.60	305.90	0.00	-1.39	-1.39	329.20
1980 01 08 12	34560.00	0.02	258.26	0.00	-2.08	-2.08	330.04
1980 01 09 12	34560.00	0.00	306.67	0.00	-4.07	-4.07	299.37
1980 01 10 12	34560.00	4.76	240.85	0.00	-0.31	-0.31	416.74
1980 01 11 12	34843.72	1.59	286.46	0.00	6.05	6.05	613.33
1980 01 12 12	34905.60	0.00	300.90	0.00	1.94	1.94	432.53
1980 01 13 12	34905.60	0.32	255.67	0.00	-0.81	-0.81	377.25
1980 01 14 12	34905.60	0.11	321.03	0.00	1.81	1.81	465.57
1980 01 15 12	34905.60	3.62	203.30	0.00	7.17	7.17	740.87
1980 01 16 12	35189.32	1.45	191.64	0.00	10.90	10.90	973.45
1980 01 17 12	35251.20	0.08	308.66	0.00	7.03	7.03	677.99
1980 01 18 12	35251.20	0.00	327.29	0.00	4.87	4.87	522.63
1980 01 19 12	35251.20	0.19	272.89	0.00	6.16	6.16	588.86
1980 01 20 12	35366.82	0.08	274.39	0.00	6.08	6.08	619.93
1980 01 21 12	35596.80	0.22	186.08	0.00	1.91	1.91	512.89
1980 01 22 12	35596.80	0.07	185.52	0.00	1.31	1.31	505.94
1980 01 23 12	35596.80	0.00	338.25	0.00	-1.91	-1.91	349.83
1980 01 24 12	35880.52	0.00	340.55	0.00	3.43	3.43	461.59
1980 01 25 12	35942.40	0.00	326.52	0.00	8.97	8.97	650.32
1980 01 26 12	35942.40	0.00	292.44	0.00	4.99	4.99	527.77
1980 01 27 12	35942.40	0.00	240.84	0.00	-2.05	-2.05	355.75
1980 01 28 12	36288.00	0.00	168.76	0.00	-5.25	-5.25	299.71
1980 01 29 12	36288.00	2.42	239.87	0.00	-7.11	-7.11	254.05
1980 01 30 12	36288.00	4.24	217.32	0.00	-6.04	-6.04	263.27
1980 01 31 12	36633.60	1.26	272.70	0.00	-8.81	-8.81	202.66
1980 02 01 12	36633.60	0.06	372.64	0.00	-11.38	-11.38	146.33
1980 02 02 12	36633.60	0.38	280.30	0.00	-7.63	-7.63	217.42
1980 02 03 12	36979.20	0.20	195.83	0.00	-4.08	-4.08	322.68
1980 02 04 12	36979.20	6.56	274.45	0.00	-4.92	-4.92	298.42
1980 02 05 12	36979.20	2.71	313.63	0.00	-2.11	-2.11	349.81
1980 02 06 12	37324.80	0.18	378.07	0.00	-2.47	-2.47	320.13
1980 02 07 12	37324.80	12.43	241.19	0.00	-3.43	-3.43	320.97
1980 02 08 12	37324.80	5.70	191.62	0.00	-3.31	-3.31	354.68
1980 02 09 12	37670.40	0.52	259.04	0.00	-4.25	-4.25	317.15
1980 02 10 12	37670.40	0.00	411.95	0.00	-5.73	-5.73	240.21
1980 02 11 12	37670.40	0.00	423.48	0.00	-4.92	-4.92	221.04
1980 02 12 12	38016.00	0.00	443.87	0.00	-7.29	-7.29	168.94
1980 02 13 12	38016.00	0.00	445.74	0.00	-5.25	-5.25	222.04
1980 02 14 12	38016.00	7.24	339.86	0.00	1.24	1.24	414.76
1980 02 15 12	38361.60	9.34	308.53	0.00	5.77	5.77	551.84
1980 02 16 12	38361.60	2.36	420.45	0.00	-3.01	-3.01	268.98
1980 02 17 12	38645.32	0.02	450.87	0.00	-7.75	-7.75	178.24
1980 02 18 12	38707.20	0.01	450.76	0.00	-4.45	-4.45	255.30
1980 02 19 12	38707.20	0.23	296.82	0.00	0.96	0.96	462.80
1980 02 20 12	39052.80	0.15	312.78	0.00	5.36	5.36	659.88
1980 02 21 12	39052.80	0.06	400.78	0.00	10.11	10.11	789.81
1980 02 22 12	39056.32	0.02	432.15	0.00	11.82	11.82	773.30
1980 02 23 12	39398.40	0.04	407.39	0.00	9.44	9.44	681.27
1980 02 24 12	39398.40	1.27	269.28	0.00	4.93	4.93	555.87
1980 02 25 12	39744.00	0.42	400.23	0.00	0.11	0.11	363.75
1980 02 26 12	39744.00	0.00	481.27	0.00	-5.29	-5.29	224.48
1980 02 27 12	39744.00	0.00	477.12	0.00	1.66	1.66	392.88
1980 02 28 12	40089.60	0.00	448.81	0.00	9.95	9.95	641.41
1980 02 29 12	40089.60	0.61	443.17	0.00	2.70	2.70	419.90
1980 03 01 12	40435.20	1.23	433.78	0.00	-4.55	-4.55	198.01
1980 03 02 12	40435.20	0.11	480.24	0.00	-8.73	-8.73	163.13
1980 03 03 12	40438.72	0.00	489.26	0.00	-3.97	-3.97	262.44
1980 03 04 12	40780.80	0.10	345.45	0.00	2.48	2.48	461.47
1980 03 05 12	40780.80	0.03	448.75	0.00	2.65	2.65	428.91
1980 03 06 12	41126.40	0.00	487.01	0.00	1.06	1.06	379.65
1980 03 07 12	41126.40	0.34	406.00	0.00	7.86	7.86	593.02
1980 03 08 12	41472.00	0.14	462.47	0.00	10.69	10.69	615.66
1980 03 09 12	41472.00	0.01	490.86	0.00	5.11	5.11	421.02
1980 03 10 12	41472.00	0.00	497.60	0.00	7.48	7.48	479.83
1980 03 11 12	41817.60	3.44	395.49	0.00	5.89	5.89	419.68
1980 03 12 12	41817.60	2.21	279.24	0.00	4.05	4.05	483.46
1980 03 13 12	42163.20	0.39	213.40	0.00	1.56	1.56	490.19
1980 03 14 12	42163.20	0.02	490.54	0.00	1.16	1.16	386.72
1980 03 15 12	42163.20	0.46	475.21	0.00	7.70	7.70	566.69
1980 03 16 12	42508.80	12.78	319.31	0.00	11.99	11.99	810.60
1980 03 17 12	42508.80	5.08	392.39	0.00	8.08	8.08	634.76
1980 03 18 12	42854.40	0.29	506.33	0.00	4.63	4.63	473.63
1980 03 19 12	42854.40	0.71	452.93	0.00	8.91	8.91	671.63
1980 03 20 12	43200.00	24.67	325.67	0.00	11.61	11.61	825.18
1980 03 21 12	43200.00	8.81	439.53	0.00	7.97	7.97	627.30
1980 03 22 12	43200.00	0.26	510.42	0.00	5.77	5.77	526.49
1980 03 23 12	43545.60	11.02	332.29	0.00	10.84	10.84	777.48
1980 03 24 12	43545.60	4.20	293.42	0.00	9.09	9.09	759.30
1980 03 25 12	43891.20	0.18	263.23	0.00	4.72	4.72	621.11
1980 03 26 12	43891.20	0.03	366.24	0.00	3.94	3.94	562.26
1980 03 27 12	44236.80	5.10	381.97	0.00	6.25	6.25	601.87
1980 03 28 12	44236.80	2.06	335.69	0.00	10.64	10.64	833.71
1980 03 29 12	44236.80	16.32	227.48	0.00	10.52	10.52	909.01
1980 03 30 12	44582.40	7.21	273.22	0.00	8.85	8.85	815.89
1980 03 31 12	44582.40	0.62	322.40	0.00	7.20	7.20	712.99
1980 04 01 12	44928.00	0.01	523.00	0.00	7.32	7.32	629.29
1980 04 02 12	44928.00	1.88	401.02	0.00	12.39	12.39	847.79
1980 04 03 12	44928.00	0.79	429.41	0.00	17.29	17.29	1105.51
1980 04 04 12	45273.60	0.06	513.64	0.00	11.76	11.76	753.38
1980 04 05 12	45273.60	0.00	547.98	0.00	8.92	8.92	628.99
1980 04 06 12	45619.20	0.00	502.29	0.00	12.99	12.99	887.03
1980 04 07 12	45619.20	2.42	372.03	0.00	16.50	16.50	1115.34
1980 04 08 12	45961.28	1.50	485.80	0.00	15.43	15.43	975.66
1980 04 09 12	45964.80	0.23	433.48	0.00	11.60	11.60	820.06
1980 04 10 12	45964.80	1.00	420.74	0.00	9.80	9.80	729.05
1980 04 11 12	46310.40	2.80	371.08	0.00	14.23	14.23	915.70
1980 04 12 12	46310.40	0.84	521.97	0.00	9.24	9.24	666.48
1980 04 13 12	46656.00	8.48	360.46	0.00	7.76	7.76	649.37
1980 04 14 12	46656.00	5.30	392.08	0.00	5.09	5.09	567.91
1980 04 15 12	46656.00	0.91	483.11	0.00	6.09	6.09	568.44
1980 04 16 12	47001.60	0.05	554.01	0.00	9.37	9.37	656.55
1980 04 17 12	47001.60	2.18	387.45	0.00	13.13	13.13	888.90
1980 04 18 12	47343.68	0.78	488.14	0.00	13.10	13.10	876.65
1980 04 19 12	47347.20	0.02	565.65	0.00	13.86	13.86	853.67
1980 04 20 12	47347.20	0.00	558.14	0.00	17.06	17.06	1021.51
1980 04 21 12	47692.80	0.00	550.38	0.00	19.71	19.71	1186.98
1980 04 22 12	47692.80	0.00	551.57	0.00	21.12	21.12	1246.85
1980 04 23 12	47754.68	0.00	555.02	0.00	20.74	20.74	1209.00
1980 04 24 12	48038.40	1.90	407.08	0.00	19.31	19.31	1153.83
1980 04 25 12	48038.40	1.76	412.86	0.00	14.39	14.39	919.32
1980 04 26 12	48384.00	6.85	184.34	0.00	9.82	9.82	869.71
1980 04 27 12	48384.00	2.51	411.74	0.00	8.45	8.45	806.08
1980 04 28 12	48384.00	0.12	491.89	0.00	12.28	12.28	897.33
1980 04 29 12	48729.60	0.00	552.51	0.00	12.57	12.57	817.90
1980 04 30 12	48729.60	0.00	559.96	0.00	13.18	13.18	831.49
1980 05 01 12	48729.60	0.00	534.17	0.00	14.85	14.85	939.36
1980 05 02 12	49075.20	0.00	548.54	0.00	14.70	14.70	944.37
1980 05 03 12	49075.20	0.00	533.98	0.00	16.45	16.45	1038.75
1980 05 04 12	49075.20	0.04	548.92	0.00	16.48	16.48	1002.25
1980 05 05 12	49420.80	0.87	476.89	0.00	17.82	17.82	1071.74
1980 05 06 12	49420.80	0.29	544.95	0.00	19.17	19.17	1098.38
1980 05 07 12	49420.80	0.03	557.40	0.00	15.89	15.89	834.08
1980 05 08 12	49766.40	0.02	553.78	0.00	11.12	11.12	629.32
1980 05 09 12	49766.40	0.00	599.60	0.00	9.88	9.88	633.61
1980 05 10 12	49766.40	1.78	475.64	0.00	15.85	15.85	1036.95
1980 05 11 12	50112.00	5.10	405.07	0.00	21.09	21.09	1501.30
1980 05 12 12	50112.00	18.39	361.96	0.00	22.46	22.46	1643.99
1980 05 13 12	50112.00	6.11	401.82	0.00	20.14	20.14	1402.80
1980 05 14 12	50457.60	0.16	582.44	0.00	14.63	14.63	909.37
1980 05 15 12	50457.60	11.94	392.10	0.00	15.43	15.43	1032.70
1980 05 16 12	50457.60	8.82	364.47	0.00	16.35	16.35	1219.05
1980 05 17 12	50519.48	2.18	319.69	0.00	18.04	18.04	1392.03
1980 05 18 12	50803.20	0.68	419.61	0.00	17.73	17.73	1261.97
1980 05 19 12	50803.20	0.16	512.25	0.00	17.19	17.19	1156.74
1980 05 20 12	50803.20	0.00	508.82	0.00	16.96	16.96	1163.98
1980 05 21 12	51033.18	0.03	469.19	0.00	18.00	18.00	1288.67
1980 05 22 12	51148.80	14.88	350.97	0.00	18.25	18.25	1402.69
1980 05 23 12	51148.80	8.72	313.29	0.00	18.94	18.94	1513.22
1980 05 24 12	51148.80	2.38	445.30	0.00	19.46	19.46	1495.80
1980 05 25 12	51210.68	0.38	501.54	0.00	21.81	21.81	1611.15
1980 05 26 12	51494.40	0.00	521.16	0.00	22.52	22.52	1625.76
1980 05 27 12	51494.40	0.00	511.19	0.00	23.31	23.31	1676.25
1980 05 28 12	51494.40	0.00	522.99	0.00	22.64	22.64	1608.74
1980 05 29 12	51494.40	0.32	482.96	0.00	22.66	22.66	1671.33
1980 05 30 12	51556.28	1.87	366.35	0.00	23.63	23.63	1892.05
1980 05 31 12	51840.00	1.48	425.13	0.00	23.67	23.67	1947.14
1980 06 01 12	51840.00	0.31	386.97	0.00	24.91	24.91	2157.63
1980 06 02 12	51840.00	0.00	393.86	0.00	24.94	24.94	2158.22
1980 06 03 12	51840.00	0.00	474.70	0.00	25.39	25.39	2074.45
1980 06 04 12	51840.00	0.00	479.60	0.00	25.75	25.75	2022.58
1980 06 05 12	51840.00	0.00	496.62	0.00	24.38	24.38	1888.42
1980 06 06 12	52182.08	0.00	490.27	0.00	25.01	25.01	1974.40
1980 06 07 12	52185.60	0.04	471.70	0.00	25.56	25.56	1967.00
1980 06 08 12	52185.60	0.20	516.48	0.00	23.26	23.26	1550.34
1980 06 09 12	52185.60	0.06	584.47	0.00	17.72	17.72	1083.22
1980 06 10 12	52185.60	0.00	587.32	0.00	18.63	18.63	1117.52
1980 06 11 12	52185.60	0.00	579.65	0.00	19.77	19.77	1169.71
1980 06 12 12	52185.60	0.00	582.30	0.00	18.53	18.53	1108.75
1980 06 13 12	52185.60	0.00	588.14	0.00	19.53	19.53	1227.12
1980 06 14 12	52185.60	0.00	552.17	0.00	23.83	23.83	1611.83
1980 06 15 12	52185.60	0.00	544.13	0.00	24.90	24.90	1690.90
1980 06 16 12	52185.60	2.17	432.80	0.00	23.53	23.53	1591.31
1980 06 17 12	52185.60	0.84	457.45	0.00	19.45	19.45	1404.39
1980 06 18 12	52247.48	0.05	485.04	0.00	21.53	21.53	1554.56
1980 06 19 12	52247.48	0.01	554.53	0.00	22.86	22.86	1437.86
1980 06 20 12	52247.48	1.35	460.43	0.00	21.37	21.37	1291.41
1980 06 21 12	52247.48	0.86	459.82	0.00	20.77	20.77	1368.86
1980 06 22 12	52247.48	7.37	415.39	0.00	21.35	21.35	1473.82
1980 06 23 12	52247.48	5.68	367.11	0.00	23.19	23.19	1711.52
1980 06 24 12	52185.60	1.73	451.68	0.00	23.38	23.38	1722.22
1980 06 25 12	52185.60	0.21	502.12	0.00	24.27	24.27	1755.63
1980 06 26 12	52185.60	0.00	509.50	0.00	25.44	25.44	1824.95
1980 06 27 12	52185.60	0.00	512.16	0.00	26.36	26.36	1968.93
1980 06 28 12	52185.60	16.32	360.65	0.00	28.59	28.59	2272.74
1980 06 29 12	52185.60	5.57	487.14	0.00	28.20	28.20	1991.78
1980 06 30 12	52185.60	0.04	564.14	0.00	24.69	24.69	1591.51
1980 07 01 12	52185.60	0.00	523.40	0.00	27.64	27.64	1974.85
1980 07 02 12	52185.60	1.12	405.81	0.00	29.10	29.10	2187.57
1980 07 03 12	52185.60	1.16	452.56	0.00	27.78	27.78	2063.44
1980 07 04 12	52185.60	0.26	470.28	0.00	28.50	28.50	2237.00
1980 07 05 12	51901.88	0.00	481.42	0.00	29.89	29.89	2375.06
1980 07 06 12	51840.00	0.00	494.95	0.00	30.36	30.36	2338.16
1980 07 07 12	51840.00	0.00	507.44	0.00	30.02	30.02	2232.96
1980 07 08 12	51840.00	0.00	518.84	0.00	30.29	30.29	2202.62
1980 07 09 12	51840.00	0.00	518.99	0.00	30.65	30.65	2236.91
1980 07 10 12	51840.00	0.03	497.28	0.00	31.06	31.06	2333.81
1980 07 11 12	51836.48	0.01	508.89	0.00	31.09	31.09	2322.38
