  36.23
 200.00
  36762110
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	34560.00	0.00	298.32	0.00	2.04	2.04	482.67
1980 01 02 12	34560.00	5.04	207.22	0.00	4.55	4.55	548.72
1980 01 03 12	34560.00	6.63	193.63	0.00	2.81	2.81	504.61
1980 01 04 12	34560.00	1.65	173.73	0.00	-0.73	-0.73	429.19
1980 01 05 12	34560.00	0.00	191.52	0.00	-1.02	-1.02	449.91
1980 01 06 12	34560.00	0.01	286.20	0.00	1.52	1.52	465.23
1980 01 07 12	34905.60	0.00	318.34	0.00	1.01	1.01	350.56
1980 01 08 12	34905.60	0.00	266.51	0.00	-1.07	-1.07	329.95
1980 01 09 12	34905.60	0.00	304.91	0.00	-1.55	-1.55	360.27
1980 01 10 12	34905.60	0.00	302.84	0.00	2.67	2.67	506.89
1980 01 11 12	34905.60	0.00	267.30	0.00	7.53	7.53	711.28
1980 01 12 12	34905.60	0.00	298.87	0.00	3.72	3.72	537.26
1980 01 13 12	35251.20	0.00	303.29	0.00	4.20	4.20	552.18
1980 01 14 12	35251.20	0.00	313.52	0.00	6.78	6.78	659.45
1980 01 15 12	35251.20	2.55	214.80	0.00	10.38	10.38	879.56
1980 01 16 12	35251.20	2.96	153.58	0.00	10.99	10.99	960.50
1980 01 17 12	35251.20	0.70	304.18	0.00	4.97	4.97	623.39
1980 01 18 12	35596.80	0.00	314.02	0.00	4.73	4.73	578.92
1980 01 19 12	35596.80	5.01	240.80	0.00	7.01	7.01	672.74
1980 01 20 12	35596.80	4.96	165.14	0.00	7.49	7.49	757.71
1980 01 21 12	35596.80	1.57	104.70	0.00	4.73	4.73	708.76
1980 01 22 12	35942.40	0.16	219.83	0.00	3.17	3.17	601.39
1980 01 23 12	35942.40	0.00	335.39	0.00	-0.55	-0.55	401.67
1980 01 24 12	35942.40	0.00	345.98	0.00	3.85	3.85	511.22
1980 01 25 12	35942.40	0.00	339.55	0.00	8.90	8.90	692.13
1980 01 26 12	36288.00	0.00	296.32	0.00	6.73	6.73	622.43
1980 01 27 12	36288.00	0.00	297.29	0.00	-0.99	-0.99	380.50
1980 01 28 12	36288.00	0.00	139.90	0.00	-4.52	-4.52	322.32
1980 01 29 12	36400.51	0.06	213.81	0.00	-5.70	-5.70	306.29
1980 01 30 12	36633.60	0.78	178.98	0.00	-4.21	-4.21	326.72
1980 01 31 12	36633.60	0.25	363.48	0.00	-7.32	-7.32	227.30
1980 02 01 12	36633.60	0.00	393.35	0.00	-8.32	-8.32	193.65
1980 02 02 12	36979.20	0.00	402.40	0.00	-4.84	-4.84	256.74
1980 02 03 12	36979.20	0.00	340.17	0.00	-1.16	-1.16	377.26
1980 02 04 12	36979.20	0.73	120.66	0.00	0.08	0.08	493.78
1980 02 05 12	37324.80	0.56	206.81	0.00	1.63	1.63	533.85
1980 02 06 12	37324.80	0.11	370.87	0.00	1.33	1.33	432.99
1980 02 07 12	37324.80	7.37	212.18	0.00	-0.52	-0.52	393.09
1980 02 08 12	37670.40	11.28	166.66	0.00	-1.52	-1.52	408.73
1980 02 09 12	37670.40	2.94	216.12	0.00	-2.92	-2.92	361.43
1980 02 10 12	37670.40	0.00	375.14	0.00	-5.36	-5.36	267.37
1980 02 11 12	38016.00	0.00	378.95	0.00	-3.63	-3.63	269.68
1980 02 12 12	38016.00	0.00	414.17	0.00	-5.57	-5.57	214.56
1980 02 13 12	38016.00	0.00	410.92	0.00	-2.20	-2.20	315.53
