  35.71
 200.00
2146182349
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	34560.00	0.03	275.67	0.00	2.39	2.39	534.03
1980 01 02 12	34560.00	0.98	212.16	0.00	4.40	4.40	570.17
1980 01 03 12	34572.89	0.77	216.90	0.00	3.42	3.42	529.08
1980 01 04 12	34656.79	0.15	160.12	0.00	-0.55	-0.55	434.29
1980 01 05 12	34792.23	0.00	212.88	0.00	-2.04	-2.04	403.40
1980 01 06 12	34905.59	0.87	241.12	0.00	-0.44	-0.44	401.51
1980 01 07 12	34905.60	0.37	319.42	0.00	0.21	0.21	378.29
1980 01 08 12	34905.60	0.03	288.83	0.00	-0.62	-0.62	373.80
1980 01 09 12	34905.60	0.00	320.47	0.00	-2.03	-2.03	358.47
1980 01 10 12	34907.06	1.64	234.27	0.00	1.72	1.72	492.54
1980 01 11 12	35071.11	0.56	284.97	0.00	5.71	5.71	625.73
1980 01 12 12	35238.72	0.01	307.86	0.00	3.37	3.37	502.71
1980 01 13 12	35251.20	0.39	289.72	0.00	2.31	2.31	458.42
1980 01 14 12	35251.20	0.13	330.82	0.00	4.37	4.37	562.38
1980 01 15 12	35251.20	3.17	180.03	0.00	10.17	10.17	941.03
1980 01 16 12	35347.99	1.18	195.35	0.00	11.69	11.69	1050.21
1980 01 17 12	35596.79	0.04	318.41	0.00	7.11	7.11	709.76
1980 01 18 12	35596.80	0.00	329.32	0.00	7.57	7.57	672.02
1980 01 19 12	35596.80	0.67	243.41	0.00	8.86	8.86	763.71
1980 01 20 12	35609.69	0.63	189.20	0.00	8.53	8.53	806.00
1980 01 21 12	35890.06	2.55	158.91	0.00	4.82	4.82	682.11
1980 01 22 12	35942.40	1.13	153.10	0.00	3.50	3.50	616.92
1980 01 23 12	35942.40	0.11	341.94	0.00	-0.45	-0.45	410.59
1980 01 24 12	35955.29	0.00	351.42	0.00	3.81	3.81	505.88
1980 01 25 12	36275.52	0.00	343.06	0.00	8.22	8.22	656.93
1980 01 26 12	36288.00	0.00	305.59	0.00	5.75	5.75	589.08
1980 01 27 12	36288.00	0.31	204.22	0.00	0.29	0.29	444.67
1980 01 28 12	36384.79	1.12	125.56	0.00	-3.13	-3.13	372.73
1980 01 29 12	36633.60	1.56	195.64	0.00	-5.31	-5.31	316.84
1980 01 30 12	36633.60	1.03	174.88	0.00	-5.45	-5.45	303.79
1980 01 31 12	36635.06	0.21	327.67	0.00	-7.29	-7.29	239.24
1980 02 01 12	36979.19	0.00	394.91	0.00	-8.71	-8.71	191.01
1980 02 02 12	36979.20	0.56	355.92	0.00	-6.09	-6.09	241.03
1980 02 03 12	36979.20	0.21	271.93	0.00	-1.91	-1.91	377.36
1980 02 04 12	37272.46	1.17	202.56	0.00	-1.62	-1.62	418.32
1980 02 05 12	37324.80	0.44	315.85	0.00	-0.62	-0.62	421.25
1980 02 06 12	37324.80	0.02	385.50	0.00	0.37	0.37	394.47
1980 02 07 12	37618.06	12.74	304.52	0.00	-2.97	-2.97	308.88
1980 02 08 12	37670.40	5.45	230.55	0.00	-2.98	-2.98	350.80
1980 02 09 12	37670.40	0.43	240.13	0.00	-3.58	-3.58	344.46
1980 02 10 12	37963.66	0.01	411.29	0.00	-4.14	-4.14	286.62
1980 02 11 12	38016.00	0.00	431.52	0.00	-2.87	-2.87	277.67
1980 02 12 12	38016.00	0.00	455.13	0.00	-3.73	-3.73	246.14
1980 02 13 12	38349.12	0.00	454.24	0.00	-1.39	-1.39	306.39
1980 02 14 12	38361.60	2.12	344.59	0.00	3.17	3.17	469.51
