  32.33
  56.00
 600620392
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	35597.12	0.00	169.55	0.00	8.48	8.48	805.87
1980 01 02 12	35740.69	0.00	329.04	0.00	5.99	5.99	617.04
1980 01 03 12	35911.31	0.00	336.72	0.00	7.88	7.88	649.58
1980 01 04 12	35942.40	0.69	164.20	0.00	8.95	8.95	795.17
1980 01 05 12	35942.40	0.19	214.78	0.00	6.90	6.90	704.94
1980 01 06 12	35942.40	0.00	330.96	0.00	2.18	2.18	456.92
1980 01 07 12	35942.40	0.00	340.58	0.00	4.63	4.63	528.22
1980 01 08 12	35942.40	4.10	189.10	0.00	11.89	11.89	969.71
1980 01 09 12	35942.40	2.27	217.53	0.00	12.93	12.93	1048.73
1980 01 10 12	35990.93	3.36	220.00	0.00	12.46	12.46	1014.79
1980 01 11 12	36256.91	6.05	202.82	0.00	13.13	13.13	1091.10
1980 01 12 12	36288.00	1.76	193.94	0.00	13.46	13.46	1094.62
1980 01 13 12	36288.00	3.41	236.76	0.00	9.54	9.54	817.90
1980 01 14 12	36288.00	1.04	195.80	0.00	6.80	6.80	739.25
1980 01 15 12	36288.00	0.05	338.76	0.00	9.27	9.27	790.57
1980 01 16 12	36288.32	0.00	358.19	0.00	11.40	11.40	835.76
1980 01 17 12	36633.58	0.41	243.13	0.00	14.83	14.83	1122.81
1980 01 18 12	36633.60	2.28	192.07	0.00	16.52	16.52	1309.46
1980 01 19 12	36633.60	0.57	343.52	0.00	13.35	13.35	973.36
1980 01 20 12	36633.60	0.00	372.56	0.00	10.90	10.90	746.25
1980 01 21 12	36633.93	0.00	363.72	0.00	12.24	12.24	850.20
1980 01 22 12	36979.18	4.82	238.51	0.00	14.49	14.49	1069.56
1980 01 23 12	36979.20	10.59	250.65	0.00	12.60	12.60	924.26
1980 01 24 12	36979.20	2.47	340.13	0.00	6.75	6.75	625.65
1980 01 25 12	36979.20	0.12	250.18	0.00	9.00	9.00	789.83
1980 01 26 12	37213.56	14.86	158.79	0.00	9.70	9.70	933.95
1980 01 27 12	37324.80	6.26	62.07	0.00	9.21	9.21	976.20
1980 01 28 12	37324.80	0.67	292.03	0.00	7.50	7.50	784.24
1980 01 29 12	37324.80	0.01	379.03	0.00	8.90	8.90	732.03
1980 01 30 12	37559.16	1.23	285.00	0.00	8.92	8.92	719.02
1980 01 31 12	37670.40	6.01	268.48	0.00	8.83	8.83	709.63
1980 02 01 12	37670.40	1.50	334.49	0.00	2.55	2.55	469.79
1980 02 02 12	37670.40	0.00	382.67	0.00	-1.18	-1.18	347.45
