  35.10
 106.00
  19753162
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	34905.60	0.00	208.67	0.00	6.26	6.26	687.08
1980 01 02 12	34905.60	0.00	289.57	0.00	4.52	4.52	564.37
1980 01 03 12	34905.60	0.00	280.91	0.00	4.40	4.40	547.76
1980 01 04 12	34905.60	5.03	171.17	0.00	3.76	3.76	578.16
1980 01 05 12	34905.60	1.96	135.48	0.00	3.18	3.18	581.79
1980 01 06 12	34905.60	0.17	270.37	0.00	1.24	1.24	475.17
1980 01 07 12	35241.54	5.72	218.82	0.00	2.82	2.82	535.31
1980 01 08 12	35251.20	15.42	107.17	0.00	6.60	6.60	755.66
1980 01 09 12	35251.20	4.40	133.89	0.00	4.54	4.54	668.80
1980 01 10 12	35251.20	1.86	194.31	0.00	2.70	2.70	590.12
1980 01 11 12	35251.20	11.73	219.44	0.00	8.47	8.47	798.39
1980 01 12 12	35251.20	3.33	212.56	0.00	9.25	9.25	797.03
1980 01 13 12	35587.14	5.73	133.90	0.00	5.09	5.09	679.24
1980 01 14 12	35596.80	5.70	161.40	0.00	4.79	4.79	708.34
1980 01 15 12	35596.80	1.11	289.86	0.00	8.65	8.65	809.03
1980 01 16 12	35596.80	0.02	237.05	0.00	7.93	7.93	712.29
1980 01 17 12	35596.80	4.14	230.02	0.00	6.91	6.91	708.59
1980 01 18 12	35932.73	9.95	191.40	0.00	9.71	9.71	879.36
1980 01 19 12	35942.40	2.36	244.21	0.00	8.46	8.46	742.47
1980 01 20 12	35942.40	0.01	334.48	0.00	7.77	7.77	667.41
1980 01 21 12	35942.40	0.10	239.73	0.00	8.06	8.06	742.78
1980 01 22 12	35942.40	17.68	175.36	0.00	10.24	10.24	921.53
1980 01 23 12	36288.00	6.51	235.05	0.00	8.54	8.54	763.68
1980 01 24 12	36288.00	0.49	342.79	0.00	4.10	4.10	553.52
1980 01 25 12	36288.00	0.00	308.03	0.00	8.04	8.04	763.59
1980 01 26 12	36288.00	1.78	192.89	0.00	9.10	9.10	849.34
1980 01 27 12	36633.60	3.08	179.03	0.00	5.96	5.96	726.20
1980 01 28 12	36633.60	0.69	277.08	0.00	5.92	5.92	709.93
1980 01 29 12	36633.60	0.00	319.58	0.00	6.33	6.33	674.41
1980 01 30 12	36979.20	7.56	249.06	0.00	3.56	3.56	538.87
1980 01 31 12	36979.20	3.77	115.84	0.00	0.19	0.19	457.50
1980 02 01 12	36979.20	0.47	323.25	0.00	-3.62	-3.62	326.20
1980 02 02 12	36979.20	0.00	342.63	0.00	-3.78	-3.78	299.50
1980 02 03 12	37324.80	0.00	345.82	0.00	-3.43	-3.43	306.24
1980 02 04 12	37324.80	0.00	324.18	0.00	-3.03	-3.03	321.09
1980 02 05 12	37324.80	1.05	321.83	0.00	-2.65	-2.65	332.75
1980 02 06 12	37670.40	5.33	173.07	0.00	0.38	0.38	461.64
1980 02 07 12	37670.40	1.33	329.89	0.00	0.35	0.35	447.78
1980 02 08 12	37670.40	3.26	287.47	0.00	0.53	0.53	428.58
1980 02 09 12	38016.00	16.20	146.68	0.00	1.73	1.73	523.99
1980 02 10 12	38016.00	5.03	181.21	0.00	0.59	0.59	488.66
1980 02 11 12	38016.00	0.26	403.63	0.00	-0.21	-0.21	390.09
1980 02 12 12	38361.60	0.00	389.60	0.00	2.23	2.23	442.96
1980 02 13 12	38361.60	0.00	397.85	0.00	2.11	2.11	439.89
1980 02 14 12	38361.60	0.00	421.06	0.00	4.19	4.19	465.25
1980 02 15 12	38707.20	0.37	314.30	0.00	7.02	7.02	563.82
1980 02 16 12	38707.20	0.47	298.82	0.00	8.97	8.97	664.95
1980 02 17 12	38707.20	0.10	394.50	0.00	2.43	2.43	434.35
1980 02 18 12	39052.80	0.00	430.13	0.00	-0.88	-0.88	329.14
1980 02 19 12	39052.80	1.17	363.11	0.00	2.51	2.51	435.81
1980 02 20 12	39052.80	0.35	310.98	0.00	8.84	8.84	773.27
1980 02 21 12	39398.40	0.05	277.50	0.00	14.38	14.38	1142.80
1980 02 22 12	39398.40	0.01	371.27	0.00	15.72	15.72	1224.20
1980 02 23 12	39744.00	3.26	298.81	0.00	16.75	16.75	1216.79
1980 02 24 12	39744.00	0.86	425.92	0.00	14.58	14.58	956.79
1980 02 25 12	39744.00	2.07	293.76	0.00	10.87	10.87	791.59
1980 02 26 12	40089.60	1.12	284.17	0.00	4.43	4.43	541.02
1980 02 27 12	40089.60	0.15	457.19	0.00	2.37	2.37	427.49
1980 02 28 12	40089.60	0.00	464.97	0.00	7.52	7.52	537.53
1980 02 29 12	40435.20	1.21	397.18	0.00	3.69	3.69	451.23
1980 03 01 12	40435.20	2.42	333.36	0.00	-0.15	-0.15	364.88
1980 03 02 12	40780.80	8.70	154.77	0.00	-5.26	-5.26	295.19
1980 03 03 12	40780.80	2.12	484.86	0.00	-3.94	-3.94	275.73
1980 03 04 12	40780.80	0.36	404.31	0.00	-1.40	-1.40	329.59
1980 03 05 12	41126.40	3.04	312.14	0.00	7.07	7.07	672.92
1980 03 06 12	41126.40	0.77	449.53	0.00	8.11	8.11	693.15
1980 03 07 12	41462.34	0.06	392.15	0.00	8.78	8.78	741.26
1980 03 08 12	41472.00	0.79	221.59	0.00	15.47	15.47	1224.06
1980 03 09 12	41472.00	0.20	404.01	0.00	14.11	14.11	1030.88
1980 03 10 12	41817.60	0.00	479.07	0.00	10.90	10.90	754.85
1980 03 11 12	41817.60	0.00	423.39	0.00	10.85	10.85	762.14
1980 03 12 12	41817.60	13.30	299.35	0.00	5.76	5.76	620.75
1980 03 13 12	42163.20	5.97	143.71	0.00	3.97	3.97	654.34
1980 03 14 12	42163.20	4.24	294.94	0.00	6.65	6.65	707.81
1980 03 15 12	42508.80	0.94	501.02	0.00	8.22	8.22	622.38
1980 03 16 12	42508.80	0.00	513.52	0.00	9.45	9.45	683.92
1980 03 17 12	42508.80	26.26	324.48	0.00	15.35	15.35	1066.29
1980 03 18 12	42854.40	9.44	350.97	0.00	11.35	11.35	831.86
1980 03 19 12	42854.40	1.02	385.77	0.00	8.81	8.81	722.75
1980 03 20 12	43200.00	16.58	311.08	0.00	13.89	13.89	1074.20
1980 03 21 12	43200.00	6.14	353.83	0.00	15.11	15.11	1074.85
1980 03 22 12	43200.00	0.47	504.35	0.00	11.22	11.22	771.51
1980 03 23 12	43545.60	0.00	516.65	0.00	8.64	8.64	687.56
1980 03 24 12	43545.60	7.28	302.29	0.00	11.47	11.47	948.35
1980 03 25 12	43891.20	2.11	327.28	0.00	13.32	13.32	1037.34
1980 03 26 12	43891.20	0.05	467.01	0.00	11.41	11.41	922.79
1980 03 27 12	43891.20	0.00	298.89	0.00	13.21	13.21	1110.76
1980 03 28 12	44236.80	17.65	245.47	0.00	11.39	11.39	1058.96
1980 03 29 12	44236.80	6.25	312.48	0.00	13.86	13.86	1181.50
1980 03 30 12	44582.40	4.04	225.07	0.00	14.20	14.20	1271.45
1980 03 31 12	44582.40	1.01	241.90	0.00	15.55	15.55	1321.16
1980 04 01 12	44582.40	0.02	512.89	0.00	12.89	12.89	969.86
1980 04 02 12	44928.00	0.00	530.03	0.00	13.90	13.90	977.41
1980 04 03 12	44928.00	0.10	384.78	0.00	16.85	16.85	1242.59
1980 04 04 12	44937.66	0.06	366.62	0.00	19.92	19.92	1422.40
1980 04 05 12	45273.60	0.01	522.62	0.00	14.20	14.20	942.81
1980 04 06 12	45273.60	0.00	558.18	0.00	11.07	11.07	781.00
1980 04 07 12	45619.20	0.44	384.94	0.00	13.98	13.98	1025.41
1980 04 08 12	45619.20	1.36	365.82	0.00	15.89	15.89	1240.45
1980 04 09 12	45619.20	0.53	362.76	0.00	19.21	19.21	1396.43
1980 04 10 12	45964.80	0.05	548.03	0.00	15.97	15.97	1018.89
