  36.35
  31.00
 582498225
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	34560.00	2.27	211.49	0.00	5.36	5.36	583.00
1980 01 02 12	34560.00	1.08	222.10	0.00	4.40	4.40	535.85
1980 01 03 12	34560.00	0.14	280.71	0.00	2.26	2.26	455.26
1980 01 04 12	34560.00	7.51	189.62	0.00	2.66	2.66	500.12
1980 01 05 12	34560.00	12.39	151.07	0.00	2.19	2.19	509.53
1980 01 06 12	34560.00	2.74	198.84	0.00	-1.60	-1.60	394.30
1980 01 07 12	34651.95	1.20	251.46	0.00	-0.72	-0.72	414.48
1980 01 08 12	34893.46	2.62	161.99	0.00	5.34	5.34	666.15
1980 01 09 12	34905.60	1.83	102.35	0.00	4.84	4.84	672.88
1980 01 10 12	34905.60	0.60	205.54	0.00	1.39	1.39	510.61
1980 01 11 12	34905.60	8.36	228.48	0.00	6.20	6.20	639.94
1980 01 12 12	34905.60	3.71	222.49	0.00	10.96	10.96	812.40
1980 01 13 12	34997.56	1.08	184.33	0.00	5.45	5.45	635.31
1980 01 14 12	35251.20	11.63	142.67	0.00	4.35	4.35	674.05
1980 01 15 12	35251.20	11.53	175.18	0.00	7.60	7.60	799.16
1980 01 16 12	35251.20	2.24	304.67	0.00	7.56	7.56	694.24
1980 01 17 12	35251.20	2.07	229.22	0.00	6.56	6.56	653.23
1980 01 18 12	35478.43	14.17	161.13	0.00	7.50	7.50	767.94
1980 01 19 12	35596.80	4.79	178.87	0.00	6.39	6.39	720.31
1980 01 20 12	35596.80	0.32	315.02	0.00	4.96	4.96	582.86
1980 01 21 12	35596.80	0.00	317.74	0.00	4.99	4.99	565.76
1980 01 22 12	35824.03	9.28	222.90	0.00	6.07	6.07	665.53
1980 01 23 12	35942.40	10.12	174.90	0.00	8.27	8.27	776.03
1980 01 24 12	35942.40	2.02	320.66	0.00	2.25	2.25	498.17
1980 01 25 12	35942.40	0.00	314.13	0.00	4.98	4.98	614.89
1980 01 26 12	36275.86	1.63	193.37	0.00	8.15	8.15	777.39
1980 01 27 12	36288.00	1.77	178.68	0.00	4.83	4.83	646.05
1980 01 28 12	36288.00	0.39	259.63	0.00	3.34	3.34	562.00
1980 01 29 12	36290.02	0.01	289.86	0.00	3.93	3.93	560.13
1980 01 30 12	36633.60	5.62	225.65	0.00	0.82	0.82	444.75
1980 01 31 12	36633.60	8.58	176.83	0.00	-1.79	-1.79	370.10
1980 02 01 12	36633.60	1.87	335.62	0.00	-5.92	-5.92	250.87
1980 02 02 12	36979.20	0.00	352.30	0.00	-5.99	-5.99	226.91
1980 02 03 12	36979.20	0.00	368.18	0.00	-6.35	-6.35	214.06
1980 02 04 12	36979.20	0.00	357.06	0.00	-4.81	-4.81	250.82
1980 02 05 12	37324.80	0.02	357.36	0.00	-3.55	-3.55	291.40
1980 02 06 12	37324.80	7.38	240.24	0.00	-1.30	-1.30	369.42
1980 02 07 12	37324.80	1.97	312.33	0.00	-2.07	-2.07	346.26
1980 02 08 12	37670.40	0.01	398.53	0.00	-1.29	-1.29	358.39
1980 02 09 12	37670.40	9.89	227.41	0.00	1.29	1.29	475.98
1980 02 10 12	37670.40	8.64	166.73	0.00	0.90	0.90	470.90
1980 02 11 12	38016.00	1.59	408.12	0.00	-3.35	-3.35	288.12
1980 02 12 12	38016.00	0.00	392.19	0.00	-0.27	-0.27	341.99
1980 02 13 12	38016.00	0.00	409.89	0.00	-0.94	-0.94	326.55
1980 02 14 12	38361.60	0.00	413.15	0.00	1.78	1.78	404.72
1980 02 15 12	38361.60	0.56	312.04	0.00	6.40	6.40	586.96
1980 02 16 12	38363.62	0.46	270.82	0.00	8.74	8.74	705.06
1980 02 17 12	38707.20	0.08	423.07	0.00	3.13	3.13	420.15
1980 02 18 12	38707.20	0.00	407.08	0.00	-0.59	-0.59	331.85
1980 02 19 12	39052.80	0.00	427.14	0.00	1.63	1.63	402.61
1980 02 20 12	39052.80	0.36	319.35	0.00	7.19	7.19	624.45
1980 02 21 12	39052.80	0.94	302.98	0.00	11.24	11.24	856.29
1980 02 22 12	39398.40	1.65	291.44	0.00	14.59	14.59	1102.16
1980 02 23 12	39398.40	0.39	362.50	0.00	17.22	17.22	1217.57
1980 02 24 12	39490.35	3.92	310.46	0.00	14.41	14.41	964.04
1980 02 25 12	39744.00	4.80	292.14	0.00	11.28	11.28	793.56
1980 02 26 12	39744.00	9.38	241.17	0.00	3.75	3.75	526.63
1980 02 27 12	40089.60	2.21	427.63	0.00	0.76	0.76	400.79
1980 02 28 12	40089.60	0.00	395.71	0.00	3.33	3.33	477.09
1980 02 29 12	40089.60	4.81	372.78	0.00	0.83	0.83	396.52
