  40.42
3396.00
   3986877
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	32832.00	0.00	376.08	0.00	-10.95	-10.95	134.60
1980 01 02 12	33177.60	7.43	255.34	0.00	-9.55	-9.55	173.18
1980 01 03 12	33177.60	5.42	290.07	0.00	-13.30	-13.30	137.48
1980 01 04 12	33177.60	22.00	234.31	0.00	-9.65	-9.65	198.41
1980 01 05 12	33177.60	8.66	365.82	0.00	-7.80	-7.80	209.05
1980 01 06 12	33177.60	4.46	314.25	0.00	-9.35	-9.35	157.80
1980 01 07 12	33177.60	5.94	303.05	0.00	-13.05	-13.05	119.02
1980 01 08 12	33523.20	19.57	263.13	0.00	-13.02	-13.02	140.27
1980 01 09 12	33523.20	12.91	279.58	0.00	-9.84	-9.84	192.61
1980 01 10 12	33523.20	10.78	244.25	0.00	-8.17	-8.17	208.49
1980 01 11 12	33523.20	4.18	337.69	0.00	-16.58	-16.58	97.12
1980 01 12 12	33523.20	20.74	299.85	0.00	-9.25	-9.25	191.39
1980 01 13 12	33868.80	20.01	246.57	0.00	-3.36	-3.36	348.62
1980 01 14 12	33868.80	6.50	229.10	0.00	-2.58	-2.58	373.63
1980 01 15 12	33868.80	1.72	244.67	0.00	-5.43	-5.43	291.65
1980 01 16 12	33868.80	1.69	311.86	0.00	-8.63	-8.63	204.92
1980 01 17 12	34214.40	2.70	309.20	0.00	-9.13	-9.13	182.97
1980 01 18 12	34214.40	6.93	323.84	0.00	-9.99	-9.99	164.96
1980 01 19 12	34214.40	3.99	338.10	0.00	-11.01	-11.01	138.60
1980 01 20 12	34214.40	0.62	438.17	0.00	-13.41	-13.41	100.79
1980 01 21 12	34560.00	0.53	346.99	0.00	-11.21	-11.21	117.79
1980 01 22 12	34560.00	3.64	349.70	0.00	-13.83	-13.83	95.51
1980 01 23 12	34560.00	1.85	357.17	0.00	-16.22	-16.22	77.43
1980 01 24 12	34905.60	0.18	445.31	0.00	-13.13	-13.13	100.97
1980 01 25 12	34905.60	5.12	341.49	0.00	-9.21	-9.21	148.71
1980 01 26 12	34905.60	15.15	343.19	0.00	-14.38	-14.38	106.81
1980 01 27 12	35251.20	28.60	316.44	0.00	-14.89	-14.89	110.43
1980 01 28 12	35251.20	40.63	315.34	0.00	-14.75	-14.75	119.24
1980 01 29 12	35251.20	46.70	316.11	0.00	-13.44	-13.44	132.47
1980 01 30 12	35596.80	26.34	365.64	0.00	-14.29	-14.29	103.86
1980 01 31 12	35596.80	5.10	469.78	0.00	-17.29	-17.29	70.92
1980 02 01 12	35596.80	0.29	368.46	0.00	-12.42	-12.42	131.31
1980 02 02 12	35942.40	1.28	269.68	0.00	-6.91	-6.91	248.36
1980 02 03 12	35942.40	0.48	362.20	0.00	-5.73	-5.73	293.83
1980 02 04 12	35942.40	0.00	319.51	0.00	-4.30	-4.30	308.95
1980 02 05 12	36288.00	0.00	475.47	0.00	-11.51	-11.51	153.02
1980 02 06 12	36288.00	0.00	477.45	0.00	-8.85	-8.85	165.53
1980 02 07 12	36633.60	6.31	351.73	0.00	-7.53	-7.53	182.85
1980 02 08 12	36633.60	2.60	495.45	0.00	-17.00	-17.00	76.46
1980 02 09 12	36633.60	0.00	497.60	0.00	-16.26	-16.26	72.16
1980 02 10 12	36979.20	0.00	496.88	0.00	-14.82	-14.82	82.65
1980 02 11 12	36979.20	0.00	502.93	0.00	-15.10	-15.10	80.60
1980 02 12 12	37324.80	0.00	504.50	0.00	-14.19	-14.19	93.86
1980 02 13 12	37324.80	0.00	491.54	0.00	-9.73	-9.73	147.34
1980 02 14 12	37324.80	0.20	403.26	0.00	-8.79	-8.79	171.14
1980 02 15 12	37670.40	15.31	327.22	0.00	-5.26	-5.26	253.39
1980 02 16 12	37670.40	8.54	351.26	0.00	-7.43	-7.43	225.00
1980 02 17 12	38016.00	1.37	347.35	0.00	-7.72	-7.72	230.70
1980 02 18 12	38016.00	18.86	244.24	0.00	-5.29	-5.29	306.76
1980 02 19 12	38361.60	16.33	327.67	0.00	-4.90	-4.90	299.24
1980 02 20 12	38361.60	6.36	388.41	0.00	-7.88	-7.88	216.85
1980 02 21 12	38361.60	4.94	319.44	0.00	-6.18	-6.18	258.20
1980 02 22 12	38707.20	4.62	365.64	0.00	-6.85	-6.85	242.43
1980 02 23 12	38707.20	15.49	356.02	0.00	-7.94	-7.94	211.87
1980 02 24 12	39052.80	6.65	383.84	0.00	-11.04	-11.04	156.05
1980 02 25 12	39052.80	0.33	557.77	0.00	-13.23	-13.23	109.33
1980 02 26 12	39398.40	0.00	542.02	0.00	-10.31	-10.31	139.08
1980 02 27 12	39398.40	0.00	556.93	0.00	-7.47	-7.47	172.63
1980 02 28 12	39744.00	0.00	567.46	0.00	-7.66	-7.66	146.30
1980 02 29 12	39744.00	1.58	512.06	0.00	-9.86	-9.86	125.23
1980 03 01 12	40089.60	3.16	452.73	0.00	-12.07	-12.07	104.16
1980 03 02 12	40089.60	0.65	459.51	0.00	-11.78	-11.78	124.56
1980 03 03 12	40089.60	5.10	389.17	0.00	-4.84	-4.84	248.67
1980 03 04 12	40435.20	12.89	419.70	0.00	-8.19	-8.19	196.01
1980 03 05 12	40435.20	9.52	416.84	0.00	-8.68	-8.68	198.17
1980 03 06 12	40780.80	11.26	278.11	0.00	-6.24	-6.24	267.61
1980 03 07 12	40780.80	10.22	332.30	0.00	-8.02	-8.02	232.18
1980 03 08 12	41126.40	2.65	531.22	0.00	-10.40	-10.40	172.10
1980 03 09 12	41126.40	0.07	426.52	0.00	-9.86	-9.86	179.01
1980 03 10 12	41472.00	0.10	421.68	0.00	-7.20	-7.20	212.76
1980 03 11 12	41472.00	0.03	611.04	0.00	-10.70	-10.70	141.83
1980 03 12 12	41817.60	4.08	410.12	0.00	-7.12	-7.12	199.38
1980 03 13 12	41817.60	2.65	479.32	0.00	-9.77	-9.77	162.55
1980 03 14 12	42163.20	0.40	608.13	0.00	-7.12	-7.12	188.11
1980 03 15 12	42163.20	0.00	599.68	0.00	-4.74	-4.74	227.35
1980 03 16 12	42508.80	6.70	461.69	0.00	-6.70	-6.70	191.82
1980 03 17 12	42508.80	2.76	635.30	0.00	-14.20	-14.20	92.85
1980 03 18 12	42854.40	0.00	636.86	0.00	-11.09	-11.09	113.95
1980 03 19 12	42854.40	0.00	623.21	0.00	-6.85	-6.85	174.45
1980 03 20 12	43200.00	0.00	601.86	0.00	-7.28	-7.28	178.85
1980 03 21 12	43200.00	0.00	645.85	0.00	-8.68	-8.68	146.50
1980 03 22 12	43200.00	0.20	511.01	0.00	-6.72	-6.72	165.62
1980 03 23 12	43545.60	1.98	463.05	0.00	-7.54	-7.54	180.99
1980 03 24 12	43545.60	1.63	488.13	0.00	-7.87	-7.87	194.24
1980 03 25 12	43891.20	5.22	422.64	0.00	-6.08	-6.08	225.76
1980 03 26 12	43891.20	2.31	475.90	0.00	-10.16	-10.16	151.14
1980 03 27 12	44236.80	4.47	521.47	0.00	-14.17	-14.17	104.58
1980 03 28 12	44236.80	6.07	356.98	0.00	-9.28	-9.28	180.15
1980 03 29 12	44582.40	3.74	480.22	0.00	-11.82	-11.82	146.44
1980 03 30 12	44582.40	0.81	663.42	0.00	-9.61	-9.61	149.86
1980 03 31 12	44928.00	5.10	492.65	0.00	-7.64	-7.64	172.61
1980 04 01 12	44928.00	4.27	516.81	0.00	-11.98	-11.98	129.18
1980 04 02 12	45273.60	4.36	485.18	0.00	-9.85	-9.85	161.09
1980 04 03 12	45273.60	1.49	477.10	0.00	-10.16	-10.16	172.29
1980 04 04 12	45619.20	0.32	473.71	0.00	-6.82	-6.82	220.70
1980 04 05 12	45619.20	0.12	674.51	0.00	-7.09	-7.09	198.83
1980 04 06 12	45964.80	7.05	425.17	0.00	-3.39	-3.39	282.42
1980 04 07 12	45964.80	6.46	488.09	0.00	-7.19	-7.19	204.71
1980 04 08 12	46310.40	1.76	526.11	0.00	-10.16	-10.16	148.33
1980 04 09 12	46310.40	0.12	684.28	0.00	-7.43	-7.43	189.94
1980 04 10 12	46310.40	6.36	424.35	0.00	-2.57	-2.57	300.88
1980 04 11 12	46656.00	5.72	470.51	0.00	-7.81	-7.81	194.34
1980 04 12 12	46656.00	1.93	552.13	0.00	-13.31	-13.31	99.85
1980 04 13 12	47001.60	0.27	706.45	0.00	-12.63	-12.63	96.47
1980 04 14 12	47001.60	0.00	708.51	0.00	-7.80	-7.80	161.57
1980 04 15 12	47347.20	2.44	545.40	0.00	-2.31	-2.31	268.66
1980 04 16 12	47347.20	1.01	648.57	0.00	-1.35	-1.35	287.03
1980 04 17 12	47692.80	0.00	708.13	0.00	-4.86	-4.86	200.39
1980 04 18 12	47692.80	0.00	718.73	0.00	-3.10	-3.10	211.22
1980 04 19 12	48038.40	1.44	565.48	0.00	-0.41	-0.41	261.74
1980 04 20 12	48038.40	0.59	711.00	0.00	0.85	0.85	284.77
1980 04 21 12	48038.40	0.00	717.42	0.00	1.53	1.53	306.15
1980 04 22 12	48384.00	2.08	558.07	0.00	1.42	1.42	336.71
1980 04 23 12	48384.00	10.22	528.57	0.00	1.43	1.43	365.38
1980 04 24 12	48729.60	19.39	480.18	0.00	-1.85	-1.85	304.92
1980 04 25 12	48729.60	8.53	536.92	0.00	-4.80	-4.80	236.66
1980 04 26 12	49075.20	0.88	689.70	0.00	-4.44	-4.44	227.71
1980 04 27 12	49075.20	0.00	699.05	0.00	-3.16	-3.16	247.20
1980 04 28 12	49075.20	2.94	572.16	0.00	-1.91	-1.91	263.99
1980 04 29 12	49420.80	1.21	708.95	0.00	0.76	0.76	317.52
1980 04 30 12	49420.80	14.36	500.57	0.00	2.39	2.39	403.35
1980 05 01 12	49766.40	14.39	406.86	0.00	-0.92	-0.92	358.76
1980 05 02 12	49766.40	3.49	684.38	0.00	-1.87	-1.87	307.84
1980 05 03 12	49766.40	2.01	523.48	0.00	0.30	0.30	352.61
1980 05 04 12	50112.00	2.33	537.14	0.00	0.01	0.01	358.32
1980 05 05 12	50112.00	4.84	512.05	0.00	2.08	2.08	422.17
1980 05 06 12	50457.60	5.04	504.11	0.00	1.38	1.38	409.70
1980 05 07 12	50457.60	4.77	474.89	0.00	1.74	1.74	439.34
1980 05 08 12	50457.60	10.15	451.36	0.00	1.28	1.28	432.47
1980 05 09 12	50803.20	6.68	526.03	0.00	0.72	0.72	403.19
1980 05 10 12	50803.20	4.65	485.04	0.00	2.49	2.49	450.67
1980 05 11 12	50803.20	16.86	501.25	0.00	1.33	1.33	399.89
1980 05 12 12	51148.80	14.42	496.73	0.00	-1.08	-1.08	341.03
1980 05 13 12	51148.80	4.53	470.11	0.00	-2.47	-2.47	319.41
1980 05 14 12	51148.80	1.10	546.68	0.00	-2.08	-2.08	320.96
1980 05 15 12	51494.40	2.52	497.03	0.00	0.30	0.30	386.14
1980 05 16 12	51494.40	1.22	498.13	0.00	-0.05	-0.05	378.46
1980 05 17 12	51494.40	20.12	496.35	0.00	-1.09	-1.09	349.69
1980 05 18 12	51840.00	8.90	542.83	0.00	-1.21	-1.21	335.27
1980 05 19 12	51840.00	0.30	656.30	0.00	0.62	0.62	362.23
1980 05 20 12	51840.00	1.95	573.18	0.00	2.85	2.85	409.77
1980 05 21 12	52185.60	0.80	736.10	0.00	4.37	4.37	397.51
1980 05 22 12	52185.60	0.00	745.16	0.00	6.25	6.25	423.06
1980 05 23 12	52185.60	0.00	742.00	0.00	5.35	5.35	407.86
1980 05 24 12	52185.60	0.00	743.48	0.00	4.22	4.22	387.36
1980 05 25 12	52531.20	0.00	722.85	0.00	3.75	3.75	384.45
1980 05 26 12	52531.20	0.00	746.10	0.00	2.16	2.16	331.13
1980 05 27 12	52531.20	0.00	751.44	0.00	3.18	3.18	337.04
1980 05 28 12	52531.20	0.00	752.81	0.00	3.70	3.70	344.64
1980 05 29 12	52876.80	0.01	691.95	0.00	3.65	3.65	349.65
1980 05 30 12	52876.80	0.01	743.90	0.00	2.71	2.71	329.51
1980 05 31 12	52876.80	0.00	747.80	0.00	3.10	3.10	335.49
1980 06 01 12	52876.80	0.00	743.93	0.00	2.37	2.37	331.85
1980 06 02 12	52876.80	0.00	741.94	0.00	3.39	3.39	361.54
1980 06 03 12	53222.40	0.00	751.16	0.00	4.58	4.58	359.22
1980 06 04 12	53222.40	0.00	751.27	0.00	5.95	5.95	380.70
1980 06 05 12	53222.40	0.00	747.79	0.00	6.67	6.67	400.98
1980 06 06 12	53222.40	0.00	750.77	0.00	6.00	6.00	377.93
1980 06 07 12	53222.40	0.00	751.02	0.00	5.76	5.76	378.36
1980 06 08 12	53222.40	0.00	743.23	0.00	6.44	6.44	415.96
1980 06 09 12	53568.00	0.00	738.14	0.00	7.04	7.04	439.22
1980 06 10 12	53568.00	0.00	742.31	0.00	7.79	7.79	453.78
1980 06 11 12	53568.00	0.00	743.35	0.00	8.93	8.93	463.55
1980 06 12 12	53568.00	0.00	747.74	0.00	7.60	7.60	417.03
1980 06 13 12	53568.00	0.00	744.12	0.00	7.80	7.80	422.49
1980 06 14 12	53568.00	0.00	750.52	0.00	6.50	6.50	382.01
1980 06 15 12	53568.00	0.00	745.15	0.00	6.87	6.87	393.50
1980 06 16 12	53568.00	0.00	741.85	0.00	5.76	5.76	380.57
1980 06 17 12	53568.00	0.00	748.07	0.00	6.89	6.89	412.98
1980 06 18 12	53568.00	0.00	737.54	0.00	8.74	8.74	476.86
1980 06 19 12	53568.00	1.17	584.29	0.00	8.23	8.23	488.14
1980 06 20 12	53568.00	0.70	581.99	0.00	7.29	7.29	467.20
1980 06 21 12	53568.00	0.68	569.10	0.00	9.14	9.14	533.06
1980 06 22 12	53568.00	0.24	731.38	0.00	8.18	8.18	459.18
1980 06 23 12	53568.00	0.00	746.01	0.00	8.66	8.66	454.28
1980 06 24 12	53568.00	0.00	746.05	0.00	9.76	9.76	464.48
1980 06 25 12	53568.00	0.00	752.75	0.00	9.13	9.13	436.09
1980 06 26 12	53568.00	0.00	742.62	0.00	11.28	11.28	533.52
1980 06 27 12	53568.00	0.00	726.47	0.00	12.19	12.19	575.99
1980 06 28 12	53568.00	0.00	742.97	0.00	8.45	8.45	436.33
1980 06 29 12	53568.00	0.00	747.34	0.00	8.93	8.93	457.57
1980 06 30 12	53568.00	1.17	583.14	0.00	11.32	11.32	596.14
1980 07 01 12	53568.00	6.00	552.55	0.00	11.87	11.87	670.99
1980 07 02 12	53222.40	12.13	539.95	0.00	11.16	11.16	676.63
1980 07 03 12	53222.40	5.00	543.44	0.00	9.92	9.92	620.72
1980 07 04 12	53222.40	0.39	717.95	0.00	8.96	8.96	512.25
1980 07 05 12	53222.40	0.00	742.80	0.00	9.27	9.27	470.76
1980 07 06 12	53222.40	0.00	747.41	0.00	10.15	10.15	482.31
1980 07 07 12	53222.40	0.14	677.25	0.00	12.23	12.23	603.42
1980 07 08 12	53222.40	0.42	560.00	0.00	12.01	12.01	646.79
1980 07 09 12	52876.80	0.15	730.30	0.00	11.03	11.03	585.16
1980 07 10 12	52876.80	1.11	558.53	0.00	14.05	14.05	773.83
1980 07 11 12	52876.80	1.62	530.79	0.00	13.85	13.85	788.42
1980 07 12 12	52876.80	3.72	560.70	0.00	11.35	11.35	654.90
1980 07 13 12	52876.80	2.50	533.08	0.00	11.05	11.05	669.25
1980 07 14 12	52531.20	0.48	674.16	0.00	10.85	10.85	646.71
1980 07 15 12	52531.20	0.00	709.07	0.00	10.71	10.71	592.07
1980 07 16 12	52531.20	0.00	735.17	0.00	10.77	10.77	539.44
1980 07 17 12	52531.20	0.00	727.32	0.00	12.09	12.09	597.03
1980 07 18 12	52185.60	0.01	662.80	0.00	13.21	13.21	683.91
1980 07 19 12	52185.60	0.01	701.37	0.00	12.97	12.97	667.48
1980 07 20 12	52185.60	0.03	578.60	0.00	10.92	10.92	587.13
1980 07 21 12	51840.00	0.04	570.15	0.00	11.07	11.07	600.54
1980 07 22 12	51840.00	0.10	567.60	0.00	12.34	12.34	644.14
1980 07 23 12	51840.00	1.23	567.44	0.00	12.04	12.04	621.67
1980 07 24 12	51840.00	1.64	560.87	0.00	12.06	12.06	598.42
1980 07 25 12	51494.40	4.04	570.26	0.00	8.63	8.63	482.94
1980 07 26 12	51494.40	2.03	565.05	0.00	9.39	9.39	508.47
1980 07 27 12	51494.40	0.23	724.78	0.00	9.48	9.48	449.79
1980 07 28 12	51148.80	0.00	740.09	0.00	10.20	10.20	438.69
1980 07 29 12	51148.80	0.00	735.66	0.00	10.58	10.58	470.83
1980 07 30 12	51148.80	1.14	565.58	0.00	11.55	11.55	568.71
1980 07 31 12	50803.20	1.05	562.55	0.00	10.70	10.70	546.96
1980 08 01 12	50803.20	0.44	559.95	0.00	10.47	10.47	554.26
1980 08 02 12	50803.20	0.17	556.77	0.00	11.23	11.23	556.18
1980 08 03 12	50457.60	0.37	567.01	0.00	9.96	9.96	479.85
1980 08 04 12	50457.60	0.30	570.18	0.00	8.43	8.43	403.29
1980 08 05 12	50112.00	0.07	727.01	0.00	7.76	7.76	355.87
1980 08 06 12	50112.00	0.03	678.41	0.00	9.97	9.97	409.88
1980 08 07 12	50112.00	0.01	721.04	0.00	12.65	12.65	479.19
1980 08 08 12	49766.40	0.07	552.37	0.00	14.61	14.61	639.93
1980 08 09 12	49766.40	0.14	554.85	0.00	11.87	11.87	514.68
1980 08 10 12	49420.80	0.04	720.91	0.00	10.26	10.26	363.92
