  45.11
2769.00
6780279339
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	31263.81	2.92	226.08	0.00	-6.98	-6.98	212.38
1980 01 02 12	31306.15	2.50	248.13	0.00	-8.16	-8.16	191.68
1980 01 03 12	31376.62	2.62	232.38	0.00	-8.78	-8.78	181.68
1980 01 04 12	31463.79	3.68	234.97	0.00	-9.28	-9.28	183.14
1980 01 05 12	31537.73	14.55	219.65	0.00	-7.99	-7.99	196.91
1980 01 06 12	31575.74	8.15	282.66	0.00	-15.65	-15.65	80.28
1980 01 07 12	31627.58	3.51	261.95	0.00	-18.55	-18.55	55.86
1980 01 08 12	31710.73	3.12	249.42	0.00	-19.06	-19.06	71.47
1980 01 09 12	31830.76	13.86	266.97	0.00	-15.80	-15.80	100.04
1980 01 10 12	31897.95	14.52	222.29	0.00	-8.62	-8.62	180.93
1980 01 11 12	31936.61	15.30	274.33	0.00	-14.24	-14.24	106.91
1980 01 12 12	32020.53	15.18	280.55	0.00	-12.61	-12.61	123.91
1980 01 13 12	32163.41	11.58	215.64	0.00	-4.67	-4.67	286.45
1980 01 14 12	32243.55	4.54	202.90	0.00	-2.01	-2.01	389.20
1980 01 15 12	32318.78	5.60	196.33	0.00	-1.61	-1.61	393.14
1980 01 16 12	32438.05	2.46	263.79	0.00	-5.36	-5.36	270.95
1980 01 17 12	32575.95	2.38	249.25	0.00	-6.06	-6.06	239.91
1980 01 18 12	32627.81	2.15	288.64	0.00	-8.13	-8.13	185.52
1980 01 19 12	32772.16	0.51	355.05	0.00	-16.58	-16.58	80.99
1980 01 20 12	32907.90	0.42	298.54	0.00	-18.89	-18.89	58.89
1980 01 21 12	32973.41	0.43	336.89	0.00	-17.19	-17.19	68.49
1980 01 22 12	33117.77	0.18	330.34	0.00	-16.30	-16.30	68.32
1980 01 23 12	33267.15	0.23	317.74	0.00	-14.24	-14.24	95.81
1980 01 24 12	33355.58	2.52	268.47	0.00	-10.48	-10.48	154.47
1980 01 25 12	33520.81	2.64	280.97	0.00	-11.14	-11.14	138.79
1980 01 26 12	33625.95	1.40	293.71	0.00	-19.18	-19.18	63.45
1980 01 27 12	33743.89	0.74	303.33	0.00	-26.29	-26.29	30.38
1980 01 28 12	33921.38	0.36	364.19	0.00	-30.07	-30.07	18.19
1980 01 29 12	34028.61	0.09	368.86	0.00	-28.61	-28.61	20.02
1980 01 30 12	34200.52	0.01	385.61	0.00	-24.14	-24.14	35.30
1980 01 31 12	34317.15	0.00	388.80	0.00	-20.13	-20.13	56.12
1980 02 01 12	34459.44	0.93	315.34	0.00	-17.35	-17.35	81.79
1980 02 02 12	34625.54	0.94	292.69	0.00	-9.82	-9.82	183.88
1980 02 03 12	34757.51	3.71	232.47	0.00	-5.22	-5.22	277.87
1980 02 04 12	34944.72	2.81	272.34	0.00	-5.68	-5.68	248.75
1980 02 05 12	35065.41	0.84	359.78	0.00	-10.64	-10.64	140.08
1980 02 06 12	35254.43	4.38	323.47	0.00	-9.55	-9.55	145.38
1980 02 07 12	35377.34	2.44	293.53	0.00	-6.86	-6.86	198.68
1980 02 08 12	35585.84	0.28	423.09	0.00	-14.63	-14.63	94.10
1980 02 09 12	35699.55	0.00	424.34	0.00	-15.33	-15.33	71.70
1980 02 10 12	35912.43	0.00	425.16	0.00	-13.60	-13.60	89.95
1980 02 11 12	36031.94	0.00	433.35	0.00	-12.96	-12.96	95.07
1980 02 12 12	36236.66	0.30	347.53	0.00	-10.25	-10.25	131.74
1980 02 13 12	36363.90	7.16	296.81	0.00	-10.32	-10.32	146.80
1980 02 14 12	36582.26	10.56	304.69	0.00	-14.08	-14.08	117.52
1980 02 15 12	36699.14	9.88	306.08	0.00	-14.85	-14.85	114.70
1980 02 16 12	36927.86	3.52	339.63	0.00	-12.94	-12.94	142.65
1980 02 17 12	37044.73	4.79	313.36	0.00	-6.77	-6.77	234.71
1980 02 18 12	37294.83	8.09	271.34	0.00	-3.03	-3.03	332.02
1980 02 19 12	37390.34	7.96	252.08	0.00	-1.05	-1.05	400.82
1980 02 20 12	37659.44	3.56	261.00	0.00	-1.93	-1.93	366.27
1980 02 21 12	37735.93	6.55	331.85	0.00	-3.70	-3.70	297.59
1980 02 22 12	38014.59	7.93	306.71	0.00	-4.17	-4.17	274.49
1980 02 23 12	38091.90	4.61	327.41	0.00	-6.00	-6.00	228.54
1980 02 24 12	38361.60	1.20	455.06	0.00	-10.51	-10.51	131.56
1980 02 25 12	38451.15	0.10	490.55	0.00	-10.25	-10.25	119.05
1980 02 26 12	38707.20	0.00	469.30	0.00	-6.64	-6.64	190.38
1980 02 27 12	38822.41	0.00	447.58	0.00	-2.70	-2.70	283.45
1980 02 28 12	39052.80	1.17	398.16	0.00	-3.40	-3.40	245.34
1980 02 29 12	39194.21	0.76	451.27	0.00	-5.09	-5.09	206.87
