  41.56
1752.00
 453701395
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	32486.40	0.00	227.14	0.00	0.36	0.36	510.21
1980 01 02 12	32486.40	0.00	224.16	0.00	-1.33	-1.33	454.02
1980 01 03 12	32578.45	0.00	184.37	0.00	-1.72	-1.72	371.64
1980 01 04 12	32780.05	0.00	185.02	0.00	-2.16	-2.16	360.74
1980 01 05 12	32832.00	3.76	127.57	0.00	0.18	0.18	458.12
1980 01 06 12	32832.00	0.00	237.29	0.00	-1.64	-1.64	426.02
1980 01 07 12	32832.00	0.00	216.92	0.00	-4.58	-4.58	335.50
1980 01 08 12	32832.00	0.29	172.40	0.00	-1.18	-1.18	423.66
1980 01 09 12	33030.52	1.39	184.16	0.00	0.07	0.07	489.88
1980 01 10 12	33177.60	6.06	199.40	0.00	-1.56	-1.56	420.72
1980 01 11 12	33177.60	4.78	143.25	0.00	-6.70	-6.70	278.90
1980 01 12 12	33177.60	15.10	146.76	0.00	0.45	0.45	598.25
1980 01 13 12	33195.35	16.79	154.80	0.00	1.69	1.69	627.63
1980 01 14 12	33516.11	33.03	208.68	0.00	2.54	2.54	628.80
1980 01 15 12	33523.20	2.65	184.88	0.00	2.08	2.08	536.83
1980 01 16 12	33523.20	10.89	147.39	0.00	0.60	0.60	538.31
1980 01 17 12	33540.95	19.75	207.57	0.00	0.79	0.79	569.86
1980 01 18 12	33868.80	0.00	224.91	0.00	-3.42	-3.42	394.50
1980 01 19 12	33868.80	0.00	257.96	0.00	-6.01	-6.01	337.66
1980 01 20 12	33868.80	0.00	257.84	0.00	-7.05	-7.05	315.21
1980 01 21 12	34162.44	0.00	242.10	0.00	-4.63	-4.63	369.73
1980 01 22 12	34214.40	0.00	243.08	0.00	-5.24	-5.24	376.43
1980 01 23 12	34214.40	0.00	260.24	0.00	-4.44	-4.44	366.82
1980 01 24 12	34412.91	0.00	260.94	0.00	-3.11	-3.11	373.87
1980 01 25 12	34560.00	0.00	272.45	0.00	-2.98	-2.98	398.47
1980 01 26 12	34560.00	0.00	271.48	0.00	-4.88	-4.88	291.91
1980 01 27 12	34853.65	0.00	130.31	0.00	-4.83	-4.83	282.97
1980 01 28 12	34905.60	0.00	271.57	0.00	-9.35	-9.35	199.55
1980 01 29 12	34905.60	0.00	193.91	0.00	-5.92	-5.92	290.10
1980 01 30 12	35244.11	0.00	283.51	0.00	-9.55	-9.55	188.26
1980 01 31 12	35251.20	0.00	243.32	0.00	-6.50	-6.50	259.91
1980 02 01 12	35251.20	0.00	235.44	0.00	-2.62	-2.62	410.32
1980 02 02 12	35596.80	0.04	221.78	0.00	-0.53	-0.53	378.29
1980 02 03 12	35596.80	0.66	163.70	0.00	1.55	1.55	471.75
1980 02 04 12	35890.44	0.00	306.29	0.00	0.71	0.71	507.25
1980 02 05 12	35942.40	0.06	261.41	0.00	0.93	0.93	447.94
1980 02 06 12	35942.40	0.64	250.77	0.00	2.97	2.97	569.06
1980 02 07 12	36288.00	0.00	302.42	0.00	-1.18	-1.18	369.41
1980 02 08 12	36288.00	0.00	338.32	0.00	-2.56	-2.56	357.25
1980 02 09 12	36626.51	0.00	339.23	0.00	-2.48	-2.48	313.39
1980 02 10 12	36633.60	0.00	310.56	0.00	-0.83	-0.83	347.06
1980 02 11 12	36651.35	0.00	329.21	0.00	0.18	0.18	358.89
1980 02 12 12	36979.20	0.00	298.22	0.00	1.11	1.11	370.59
1980 02 13 12	36979.20	0.00	324.48	0.00	1.75	1.75	346.85
1980 02 14 12	37324.80	2.34	287.42	0.00	2.01	2.01	391.07
1980 02 15 12	37324.80	12.65	288.87	0.00	3.00	3.00	576.68
1980 02 16 12	37670.40	2.49	274.09	0.00	4.47	4.47	567.01
1980 02 17 12	37670.40	3.19	231.04	0.00	4.81	4.81	628.12
1980 02 18 12	37868.91	21.37	275.95	0.00	4.69	4.69	666.35
1980 02 19 12	38016.00	4.29	297.26	0.00	4.44	4.44	532.55
1980 02 20 12	38016.00	2.33	272.98	0.00	2.51	2.51	485.60
1980 02 21 12	38361.60	5.08	293.59	0.00	0.69	0.69	445.77
1980 02 22 12	38361.60	1.07	263.89	0.00	0.28	0.28	425.51
1980 02 23 12	38707.20	0.00	288.81	0.00	0.41	0.41	391.00
1980 02 24 12	38707.20	0.00	324.69	0.00	1.96	1.96	409.75
1980 02 25 12	39052.80	0.00	351.54	0.00	4.78	4.78	460.12
1980 02 26 12	39052.80	0.00	320.03	0.00	5.25	5.25	485.34
