	34.95									
	398									
	828441920									
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	34905.59	1.83	101.01	0	4.4	0.83	639.85
1980	1	2	12	34905.59	0	306.32	0	8.02	-6.42	378.41
1980	1	3	12	34914.43	0	304.09	0	10.14	-4.07	454.1
1980	1	4	12	34987.14	14.79	197.72	0	8.96	-1.42	552.66
1980	1	5	12	35097.22	2.37	153.32	0	2.81	-2.79	497.54
1980	1	6	12	35235.14	0	285.79	0	3.85	-7.71	341.4
1980	1	7	12	35251.17	4.12	246.49	0	6.33	-4	457.61
1980	1	8	12	35251.17	13.05	150.76	0	6.28	-0.53	589.52
1980	1	9	12	35251.17	1.59	182.06	0	7.17	0.56	631.21
1980	1	10	12	35251.17	0	279.91	0	9.59	-1.38	560
1980	1	11	12	35332.73	8.39	155.87	0	11.28	4.1	810.9
1980	1	12	12	35493.88	10.32	220.79	0	9.72	-2.31	518.11
1980	1	13	12	35596.79	0	267.48	0	8.34	-1.49	548.83
1980	1	14	12	35596.79	1.64	117.48	0	7.23	3.31	779.03
1980	1	15	12	35596.79	0	204.57	0	9.1	2.35	725.31
1980	1	16	12	35605.63	0	261.19	0	13.34	3.81	800
1980	1	17	12	35839.5	8.27	143.16	0	13.62	7.17	1013.61
1980	1	18	12	35942.39	11.75	115.73	0	12.93	7.93	1074.08
1980	1	19	12	35942.39	0	344.9	0	17.43	-1.55	547.96
1980	1	20	12	35942.39	0	334.02	0	15.88	0.18	621.57
1980	1	21	12	36023.92	0	315.15	0	13.04	0.31	625.37
1980	1	22	12	36287.99	17.13	162.22	0	9.88	2.96	758.6
1980	1	23	12	36287.99	30.11	230.78	0	8.12	-3.27	483.04
1980	1	24	12	36287.99	0	327.01	0	7.69	-4.94	429.83
1980	1	25	12	36369.55	0	322.97	0	12.54	-0.18	601.54
1980	1	26	12	36633.61	0.76	263.05	0	11.79	3.08	766.42
1980	1	27	12	36633.61	0.61	226.41	0	9.71	2.74	745.87
1980	1	28	12	36633.61	0	257.63	0	4.99	-2.97	490.53
1980	1	29	12	36825.24	1.71	249.66	0	4.36	-4.13	454.2
1980	1	30	12	36979.21	6.61	191.86	0	1.08	-5.84	396.32
1980	1	31	12	36979.21	23.38	229.05	0	1.49	-6.74	361.95
1980	2	1	12	36988.06	0.04	286.39	0	-4.8	-12	245.26
1980	2	2	12	37324.81	0	377.12	0	-3.25	-14.02	209.48
1980	2	3	12	37324.81	0	406.15	0	1.5	-11.19	260.92
1980	2	4	12	37324.81	0	391.37	0	1.85	-9.8	291.99
1980	2	5	12	37567.55	0	353.81	0	1.76	-7.76	339.92
1980	2	6	12	37670.43	4.23	161.33	0	1.13	-3.91	453.55
1980	2	7	12	37670.43	0	294.9	0	0.72	-6.43	378.3
1980	2	8	12	37862.06	0	308.57	0	2.5	-5.09	418.97
1980	2	9	12	38016.01	17.79	144.56	0	2.13	-2.17	522.29
1980	2	10	12	38016.01	7.33	194.22	0	1.55	-4.3	444.36
1980	2	11	12	38151.09	0	425.37	0	1.29	-10.71	270.52
1980	2	12	12	38361.61	0	391.23	0	2.8	-7.4	349.69
1980	2	13	12	38361.61	0	459.16	0	5.69	-9.58	296.82
1980	2	14	12	38553.24	0	473.52	0	12.19	-6.15	389.39
1980	2	15	12	38707.21	0.01	455.96	0	14.49	-1.62	545.82
1980	2	16	12	38707.21	13.32	340.65	0	13.58	-2.34	517.72
1980	2	17	12	38949.91	0	428.35	0	0.68	-11.93	246.21
1980	2	18	12	39052.79	0	479.52	0	4.79	-12.28	238.95
1980	2	19	12	39052.79	0	425.71	0	9.12	-3.34	477.84
1980	2	20	12	39398.4	6.91	243.71	0	10.35	2.13	713.43
1980	2	21	12	39398.4	1.69	315.35	0	14.35	5.23	889.43
1980	2	22	12	39398.4	0	322.85	0	20.31	11.26	1340.4
1980	2	23	12	39744.02	0	420.14	0	23.22	8.12	1089.45
1980	2	24	12	39744.02	0	441.18	0	20.62	2.62	738.72
1980	2	25	12	39752.86	0.18	407.68	0	14.1	-0.04	610.16
1980	2	26	12	40089.6	0	405.81	0	5.26	-7.69	340.28
1980	2	27	12	40089.6	0	422.99	0	7.51	-6.89	360
1980	2	28	12	40332.31	0	454.77	0	17.94	-1.55	547.16
1980	2	29	12	40435.2	0	464.3	0	20.74	-1.54	548.97
1980	3	1	12	40435.2	6.21	302.07	0	6.87	-5.58	406.98
1980	3	2	12	40780.8	5.64	278.59	0	-2.83	-12.71	229.3
1980	3	3	12	40780.8	0	480.39	0	-1.48	-16.55	171.1
1980	3	4	12	40780.8	0	490.42	0	8.4	-7.56	344.91
1980	3	5	12	41126.39	26.36	290.73	0	11.53	0.62	636.59
1980	3	6	12	41126.39	4.43	423.37	0	15.98	-2.14	523.95
1980	3	7	12	41472	0.06	400.41	0	15.75	2.69	738.93
1980	3	8	12	41472	58.57	230.48	0	19.5	9.59	1207.58
1980	3	9	12	41472	0	443.5	0	20.46	2.87	753.43
1980	3	10	12	41817.6	1.1	398.16	0	18.61	2.67	743.04
1980	3	11	12	41817.6	0	451.05	0	17.51	-0.6	588.26
1980	3	12	12	41952.67	11.07	212.13	0	9.81	0.95	650.16
1980	3	13	12	42163.19	20.71	88.05	0	6.32	3.17	773.26
1980	3	14	12	42163.19	0.35	300.13	0	8.91	-0.24	602.99
1980	3	15	12	42508.8	0	471.34	0	15.51	-2.67	504.24
1980	3	16	12	42508.8	0.01	415.73	0	17.92	3.43	782.91
1980	3	17	12	42508.8	49.68	208.48	0	17.32	8.95	1156.02
1980	3	18	12	42854.41	36.77	341.03	0	15.08	-1.04	567.77
1980	3	19	12	42854.41	0	406.04	0	11.84	-0.95	565.59
