	31.29									
	65									
1454951122										
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	35996.67	0	243.42	0	11.18	2.41	720
1980	1	2	12	36067	0	343.9	0	15.11	-1.59	546.2
1980	1	3	12	36135.86	0	343.98	0	17.48	0.43	624.22
1980	1	4	12	36190.26	10.88	240.46	0	16.35	2.38	720
1980	1	5	12	36244.19	0	293.26	0	8.8	-2.31	520
1980	1	6	12	36287.97	0	340.85	0	11.66	-3.56	464.76
1980	1	7	12	36287.97	1.83	252.05	0	17.51	6.44	959.34
1980	1	8	12	36287.97	1.95	248.1	0	19.47	9.82	1225.73
1980	1	9	12	36287.97	9.75	145.22	0	16.68	9.92	1233.95
1980	1	10	12	36342.26	0	255.63	0	18.55	9.02	1161.56
1980	1	11	12	36450.18	42.7	147.32	0	20.4	13.35	1533.43
1980	1	12	12	36535.87	0	314.91	0	18.91	5.86	926.52
1980	1	13	12	36628.8	0	250.51	0	15.79	6.88	991.48
1980	1	14	12	36633.61	0	214.76	0	16.85	9.44	1194.86
1980	1	15	12	36633.61	0	328.81	0	18.73	4.93	869.49
1980	1	16	12	36637.11	5.74	230.89	0	18.8	7.24	1019.02
1980	1	17	12	36795.83	14.06	114.65	0	18.32	13.19	1514.17
1980	1	18	12	36909.34	9.97	139.37	0	19.15	12.83	1468.02
1980	1	19	12	36979.23	0	345.69	0	21.33	6.12	943.81
1980	1	20	12	36979.23	0	345.81	0	22.43	7.15	1012.21
1980	1	21	12	36979.23	0	309.9	0	21.08	9.08	1166.21
1980	1	22	12	37103.86	14.61	186.12	0	20.59	11.91	1392.61
1980	1	23	12	37254.88	14.91	263.48	0	18.32	3.86	804.43
1980	1	24	12	37324.79	0	360.6	0	13.25	-1.15	568.22
1980	1	25	12	37324.79	0	315.1	0	16.17	4.87	869.57
1980	1	26	12	37328.29	7.81	114.57	0	15.18	10.47	1277.57
1980	1	27	12	37518.27	0	165.54	0	15.36	10.25	1260.31
1980	1	28	12	37665.59	0	263.65	0	13.66	5.23	890.05
1980	1	29	12	37670.41	0	310.14	0	14.29	3.83	805.71
1980	1	30	12	37670.41	0	367.03	0	18.86	4.28	828.53
1980	1	31	12	37832.62	17.22	300.68	0	19.87	0.77	641.29
1980	2	1	12	38011.18	0	328.39	0	5.05	-5.58	405.87
1980	2	2	12	38016	0	354.66	0	5.78	-6.07	386.14
1980	2	3	12	38016	0	363.36	0	8.43	-3.94	453.96
1980	2	4	12	38209.49	0	367.98	0	12.07	-0.78	577.99
1980	2	5	12	38361.61	1.93	346.66	0	12.72	-0.51	588.13
