  41.26
  67.00
  14704844
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	32830.82	0.00	286.66	0.00	1.29	1.29	386.04
1980 01 02 12	32832.00	0.00	260.38	0.00	2.75	2.75	527.93
1980 01 03 12	32832.00	0.00	232.18	0.00	0.23	0.23	411.50
1980 01 04 12	32832.00	0.00	281.96	0.00	-1.68	-1.68	284.95
1980 01 05 12	32832.00	1.67	152.70	0.00	-0.42	-0.42	447.82
1980 01 06 12	32832.00	0.66	309.14	0.00	-3.51	-3.51	339.19
1980 01 07 12	32879.42	0.10	195.29	0.00	1.35	1.35	562.05
1980 01 08 12	33177.60	0.00	260.30	0.00	1.68	1.68	483.88
1980 01 09 12	33177.60	0.00	158.33	0.00	-0.02	-0.02	351.29
1980 01 10 12	33177.60	0.00	243.72	0.00	-1.20	-1.20	323.77
1980 01 11 12	33177.60	5.30	167.25	0.00	3.60	3.60	675.46
1980 01 12 12	33225.02	18.65	263.58	0.00	4.39	4.39	717.28
1980 01 13 12	33523.20	0.00	258.07	0.00	-1.61	-1.61	287.87
1980 01 14 12	33523.20	0.07	134.78	0.00	4.37	4.37	745.10
1980 01 15 12	33523.20	0.00	211.33	0.00	7.02	7.02	919.24
1980 01 16 12	33570.62	0.00	314.97	0.00	3.28	3.28	564.56
1980 01 17 12	33868.80	0.20	172.88	0.00	1.30	1.30	492.39
1980 01 18 12	33868.80	0.72	217.31	0.00	2.82	2.82	646.44
1980 01 19 12	33868.80	2.96	256.25	0.00	4.47	4.47	699.89
1980 01 20 12	34214.40	0.00	234.12	0.00	2.26	2.26	490.90
1980 01 21 12	34214.40	2.49	202.43	0.00	-0.55	-0.55	318.08
1980 01 22 12	34214.40	0.72	122.03	0.00	0.74	0.74	424.46
1980 01 23 12	34261.82	3.59	164.09	0.00	3.49	3.49	686.29
1980 01 24 12	34560.00	0.00	245.52	0.00	-3.11	-3.11	259.09
1980 01 25 12	34560.00	0.00	272.52	0.00	-3.69	-3.69	258.93
1980 01 26 12	34607.42	0.00	298.79	0.00	-1.11	-1.11	311.83
1980 01 27 12	34905.60	0.00	343.67	0.00	-1.31	-1.31	331.90
1980 01 28 12	34905.60	0.00	213.04	0.00	0.48	0.48	368.88
1980 01 29 12	35250.02	0.00	224.03	0.00	-0.54	-0.54	300.74
1980 01 30 12	35251.20	0.00	300.08	0.00	-4.03	-4.03	227.20
1980 01 31 12	35251.20	0.00	121.99	0.00	-7.37	-7.37	201.06
1980 02 01 12	35596.80	0.00	216.66	0.00	-7.96	-7.96	208.12
1980 02 02 12	35596.80	0.00	352.26	0.00	-7.70	-7.70	224.35
1980 02 03 12	35596.80	0.00	221.00	0.00	-8.10	-8.10	211.67
1980 02 04 12	35942.40	0.00	314.75	0.00	-5.96	-5.96	247.53
1980 02 05 12	35942.40	0.00	265.66	0.00	-5.30	-5.30	263.14
1980 02 06 12	36288.00	0.00	257.39	0.00	-4.15	-4.15	277.92
1980 02 07 12	36288.00	0.18	202.04	0.00	0.26	0.26	447.39
1980 02 08 12	36288.00	0.00	376.12	0.00	-0.89	-0.89	305.53
1980 02 09 12	36633.60	0.00	292.89	0.00	-1.99	-1.99	270.41
1980 02 10 12	36633.60	0.00	188.38	0.00	-1.15	-1.15	284.19
1980 02 11 12	36979.20	0.02	293.51	0.00	-2.51	-2.51	273.20
1980 02 12 12	36979.20	0.00	246.87	0.00	0.12	0.12	358.66
1980 02 13 12	37026.62	0.00	298.94	0.00	-0.52	-0.52	287.61
1980 02 14 12	37324.80	0.00	145.36	0.00	0.50	0.50	345.59
1980 02 15 12	37324.80	0.08	312.72	0.00	0.39	0.39	351.42
1980 02 16 12	37670.40	13.65	140.56	0.00	1.10	1.10	543.47
1980 02 17 12	37670.40	0.06	326.02	0.00	-3.36	-3.36	350.28
1980 02 18 12	38016.00	0.00	357.09	0.00	-4.81	-4.81	298.18
1980 02 19 12	38016.00	0.00	377.81	0.00	-0.36	-0.36	444.99
1980 02 20 12	38361.60	0.00	384.20	0.00	2.65	2.65	587.00
1980 02 21 12	38361.60	0.02	255.68	0.00	2.95	2.95	603.80
1980 02 22 12	38409.02	3.49	105.19	0.00	1.80	1.80	582.48
1980 02 23 12	38707.20	3.06	319.67	0.00	3.16	3.16	687.94
1980 02 24 12	38707.20	0.13	200.11	0.00	2.96	2.96	610.00
1980 02 25 12	39052.80	0.16	175.98	0.00	2.98	2.98	558.98
1980 02 26 12	39052.80	0.00	293.98	0.00	-0.13	-0.13	384.26
1980 02 27 12	39398.40	0.03	118.78	0.00	-5.22	-5.22	259.88
1980 02 28 12	39398.40	0.00	362.37	0.00	-2.55	-2.55	343.40
1980 02 29 12	39744.00	0.00	386.94	0.00	-6.65	-6.65	268.86
1980 03 01 12	39744.00	0.00	414.66	0.00	-10.74	-10.74	194.29
1980 03 02 12	40089.60	0.00	171.13	0.00	-7.88	-7.88	242.61
1980 03 03 12	40089.60	0.00	482.48	0.00	-6.17	-6.17	265.59
1980 03 04 12	40435.20	0.00	444.11	0.00	-1.41	-1.41	364.26
