  41.68
 150.00
  77666430
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	32486.40	0.00	257.30	0.00	-1.84	-1.84	296.17
1980 01 02 12	32486.40	0.00	238.47	0.00	0.05	0.05	423.05
1980 01 03 12	32486.40	0.00	221.34	0.00	-2.37	-2.37	319.20
1980 01 04 12	32577.29	0.00	260.42	0.00	-4.19	-4.19	200.24
1980 01 05 12	32832.00	0.15	154.83	0.00	-3.05	-3.05	303.81
1980 01 06 12	32832.00	0.81	274.64	0.00	-5.98	-5.98	232.53
1980 01 07 12	32832.00	0.02	192.86	0.00	-1.75	-1.75	450.47
1980 01 08 12	32832.00	0.00	259.77	0.00	-0.03	-0.03	395.78
1980 01 09 12	32835.21	0.00	177.50	0.00	-2.22	-2.22	272.86
1980 01 10 12	33162.54	0.00	221.11	0.00	-2.99	-2.99	240.66
1980 01 11 12	33177.60	7.88	149.14	0.00	1.19	1.19	555.18
1980 01 12 12	33177.60	20.51	233.14	0.00	4.51	4.51	725.95
1980 01 13 12	33177.60	0.00	240.70	0.00	-3.55	-3.55	197.10
1980 01 14 12	33371.39	0.00	149.03	0.00	1.91	1.91	614.18
1980 01 15 12	33523.20	0.00	176.19	0.00	5.98	5.98	854.54
1980 01 16 12	33523.20	0.00	278.70	0.00	1.39	1.39	482.50
1980 01 17 12	33523.20	0.15	177.52	0.00	-0.81	-0.81	407.00
1980 01 18 12	33853.74	0.35	202.73	0.00	1.46	1.46	591.58
1980 01 19 12	33868.80	1.21	234.28	0.00	3.26	3.26	635.52
1980 01 20 12	33868.80	0.00	212.52	0.00	0.70	0.70	429.25
1980 01 21 12	33959.69	2.14	193.55	0.00	-2.96	-2.96	229.46
1980 01 22 12	34214.40	0.22	130.59	0.00	-2.59	-2.59	320.97
1980 01 23 12	34214.40	1.76	163.87	0.00	1.57	1.57	609.69
1980 01 24 12	34217.61	0.01	208.73	0.00	-5.40	-5.40	202.40
1980 01 25 12	34560.00	0.00	264.12	0.00	-6.94	-6.94	188.71
1980 01 26 12	34560.00	0.00	261.66	0.00	-4.11	-4.11	245.85
1980 01 27 12	34650.89	0.00	308.96	0.00	-3.89	-3.89	293.63
1980 01 28 12	34905.60	0.00	203.82	0.00	-2.26	-2.26	324.20
1980 01 29 12	34905.60	0.00	229.44	0.00	-2.95	-2.95	266.21
1980 01 30 12	35099.39	0.00	240.03	0.00	-7.00	-7.00	170.02
1980 01 31 12	35251.20	0.00	182.05	0.00	-10.68	-10.68	152.23
1980 02 01 12	35251.20	0.00	195.45	0.00	-10.71	-10.71	161.74
1980 02 02 12	35596.80	0.00	326.90	0.00	-10.73	-10.73	169.08
1980 02 03 12	35596.80	0.00	198.68	0.00	-11.11	-11.11	158.94
1980 02 04 12	35687.69	0.00	267.55	0.00	-8.72	-8.72	191.81
1980 02 05 12	35942.40	0.00	215.26	0.00	-7.75	-7.75	221.63
1980 02 06 12	35942.40	0.00	307.65	0.00	-6.74	-6.74	237.56
1980 02 07 12	36288.00	0.00	188.54	0.00	-1.94	-1.94	392.79
1980 02 08 12	36288.00	0.00	348.37	0.00	-3.39	-3.39	299.78
1980 02 09 12	36481.80	0.00	281.04	0.00	-4.67	-4.67	250.69
1980 02 10 12	36633.60	0.00	177.04	0.00	-3.18	-3.18	249.56
1980 02 11 12	36633.60	0.03	251.94	0.00	-5.13	-5.13	211.62
1980 02 12 12	36979.20	0.00	197.42	0.00	-1.83	-1.83	298.69
1980 02 13 12	36979.20	0.00	279.70	0.00	-2.08	-2.08	241.83
1980 02 14 12	37324.80	0.00	173.50	0.00	-0.84	-0.84	270.56
1980 02 15 12	37324.80	0.00	305.67	0.00	-0.86	-0.86	286.92
1980 02 16 12	37655.34	16.56	163.09	0.00	-1.23	-1.23	452.83
1980 02 17 12	37670.40	0.23	314.52	0.00	-5.57	-5.57	311.02
1980 02 18 12	37673.61	0.00	374.45	0.00	-7.31	-7.31	262.17
1980 02 19 12	38016.00	0.00	345.01	0.00	-3.81	-3.81	367.50
1980 02 20 12	38016.00	0.00	361.34	0.00	0.63	0.63	455.79
1980 02 21 12	38361.60	0.00	232.49	0.00	1.52	1.52	502.92
1980 02 22 12	38361.60	3.84	126.18	0.00	-1.28	-1.28	472.70
1980 02 23 12	38707.20	3.26	308.61	0.00	1.46	1.46	603.60
1980 02 24 12	38707.20	0.03	171.44	0.00	1.07	1.07	548.63
1980 02 25 12	39052.80	0.00	194.50	0.00	1.22	1.22	503.33
1980 02 26 12	39052.80	0.02	280.59	0.00	-2.18	-2.18	324.20
1980 02 27 12	39398.40	0.07	126.50	0.00	-8.15	-8.15	195.83
1980 02 28 12	39398.40	0.00	348.67	0.00	-4.23	-4.23	320.17
1980 02 29 12	39744.00	0.00	388.81	0.00	-8.64	-8.64	227.21
1980 03 01 12	39744.00	0.00	431.97	0.00	-13.04	-13.04	134.19
1980 03 02 12	40089.60	0.00	201.51	0.00	-10.21	-10.21	181.02
1980 03 03 12	40089.60	0.00	456.30	0.00	-8.48	-8.48	173.52
1980 03 04 12	40435.20	0.00	419.73	0.00	-3.70	-3.70	275.79
1980 03 05 12	40435.20	1.67	128.71	0.00	0.60	0.60	485.11
1980 03 06 12	40780.80	0.97	459.22	0.00	2.10	2.10	543.43
1980 03 07 12	40780.80	0.00	283.53	0.00	1.72	1.72	449.45
1980 03 08 12	41126.40	9.92	149.80	0.00	5.36	5.36	850.40
1980 03 09 12	41126.40	1.08	346.70	0.00	5.82	5.82	768.99
1980 03 10 12	41456.94	0.44	434.98	0.00	2.12	2.12	415.04
1980 03 11 12	41472.00	24.55	310.97	0.00	3.39	3.39	629.83
1980 03 12 12	41665.80	0.00	471.70	0.00	-3.92	-3.92	165.98
1980 03 13 12	41817.60	1.93	391.67	0.00	-5.23	-5.23	203.25
1980 03 14 12	42011.39	19.30	189.30	0.00	0.75	0.75	596.19
1980 03 15 12	42163.20	0.00	325.08	0.00	-1.44	-1.44	364.76
1980 03 16 12	42357.00	0.00	481.68	0.00	-4.39	-4.39	245.81
1980 03 17 12	42508.80	2.09	284.03	0.00	2.75	2.75	589.26
1980 03 18 12	42599.69	36.12	232.81	0.00	6.78	6.78	839.16
1980 03 19 12	42854.40	0.00	479.26	0.00	1.49	1.49	416.57
1980 03 20 12	42945.29	0.00	462.99	0.00	4.80	4.80	538.52
1980 03 21 12	43200.00	47.33	144.03	0.00	6.37	6.37	902.39
1980 03 22 12	43351.81	51.56	212.64	0.00	3.97	3.97	724.45
1980 03 23 12	43545.60	0.00	397.86	0.00	3.70	3.70	559.60
1980 03 24 12	43697.41	0.00	383.95	0.00	4.17	4.17	565.22
1980 03 25 12	43891.20	7.63	146.24	0.00	3.68	3.68	667.89
1980 03 26 12	44043.00	0.00	247.15	0.00	3.55	3.55	622.79
1980 03 27 12	44236.80	0.00	200.35	0.00	4.06	4.06	608.38
1980 03 28 12	44388.61	0.17	276.49	0.00	5.27	5.27	658.20
1980 03 29 12	44582.40	1.76	172.97	0.00	4.94	4.94	766.57
1980 03 30 12	44734.20	11.48	143.15	0.00	6.13	6.13	879.30
1980 03 31 12	44928.00	1.75	321.24	0.00	4.99	4.99	685.34
1980 04 01 12	44943.06	0.76	482.84	0.00	4.12	4.12	533.40
1980 04 02 12	45273.60	0.09	270.87	0.00	4.49	4.49	592.56
1980 04 03 12	45273.60	0.00	492.90	0.00	6.96	6.96	648.80
1980 04 04 12	45619.20	25.04	151.66	0.00	7.38	7.38	887.59
1980 04 05 12	45619.20	0.20	254.67	0.00	7.42	7.42	819.51
1980 04 06 12	45964.80	0.00	412.28	0.00	6.59	6.59	584.89
1980 04 07 12	45964.80	0.00	381.05	0.00	8.64	8.64	700.49
1980 04 08 12	46310.40	0.09	215.26	0.00	7.74	7.74	873.92
1980 04 09 12	46310.40	9.98	137.15	0.00	9.12	9.12	1061.45
1980 04 10 12	46656.00	49.76	286.55	0.00	12.62	12.62	1341.29
1980 04 11 12	46656.00	0.02	428.76	0.00	11.37	11.37	962.52
1980 04 12 12	47001.60	0.08	341.30	0.00	11.66	11.66	833.81
1980 04 13 12	47001.60	0.02	483.86	0.00	12.92	12.92	1015.32
1980 04 14 12	47347.20	5.89	139.20	0.00	7.04	7.04	735.46
1980 04 15 12	47347.20	7.54	435.74	0.00	12.33	12.33	1249.01
1980 04 16 12	47692.80	0.22	198.91	0.00	8.51	8.51	719.74
1980 04 17 12	47692.80	0.11	524.50	0.00	3.28	3.28	412.58
1980 04 18 12	48038.40	0.00	334.43	0.00	5.60	5.60	480.65
1980 04 19 12	48038.40	0.28	433.94	0.00	9.51	9.51	684.61
1980 04 20 12	48384.00	1.03	482.98	0.00	11.28	11.28	814.89
1980 04 21 12	48384.00	0.33	520.80	0.00	12.39	12.39	850.51
1980 04 22 12	48726.39	0.00	311.93	0.00	6.26	6.26	541.57
1980 04 23 12	48729.60	0.00	241.76	0.00	5.79	5.79	692.26
1980 04 24 12	48744.66	0.00	471.64	0.00	10.70	10.70	970.01
1980 04 25 12	49075.20	0.17	316.27	0.00	10.66	10.66	960.98
1980 04 26 12	49075.20	2.35	339.48	0.00	11.12	11.12	1059.37
1980 04 27 12	49420.80	3.78	170.88	0.00	10.70	10.70	1090.40
1980 04 28 12	49420.80	14.19	127.64	0.00	8.05	8.05	999.04
1980 04 29 12	49766.40	15.31	197.64	0.00	7.57	7.57	976.13
1980 04 30 12	49766.40	0.06	515.81	0.00	11.55	11.55	1138.91
1980 05 01 12	49918.20	0.00	462.19	0.00	11.77	11.77	1176.36
1980 05 02 12	50112.00	0.03	152.96	0.00	10.78	10.78	1035.08
1980 05 03 12	50112.00	0.03	526.80	0.00	11.76	11.76	980.21
1980 05 04 12	50457.60	0.03	541.52	0.00	14.08	14.08	853.80
1980 05 05 12	50457.60	0.00	393.05	0.00	12.73	12.73	870.79
1980 05 06 12	50712.31	0.07	438.38	0.00	14.76	14.76	1133.61
1980 05 07 12	50803.20	0.49	502.97	0.00	12.81	12.81	1218.54
1980 05 08 12	50803.20	22.06	129.28	0.00	10.64	10.64	1182.38
1980 05 09 12	51148.80	0.06	358.90	0.00	10.07	10.07	911.84
1980 05 10 12	51148.80	0.00	423.79	0.00	9.20	9.20	778.22
1980 05 11 12	51300.61	0.33	255.28	0.00	11.35	11.35	1082.18
1980 05 12 12	51494.40	2.82	324.57	0.00	14.75	14.75	1518.84
1980 05 13 12	51494.40	1.39	207.14	0.00	17.35	17.35	1790.35
1980 05 14 12	51749.11	1.60	404.41	0.00	17.15	17.15	1450.80
1980 05 15 12	51840.00	0.00	368.50	0.00	11.61	11.61	941.66
1980 05 16 12	51840.00	0.00	466.05	0.00	12.33	12.33	920.81
1980 05 17 12	52182.39	0.00	517.23	0.00	13.92	13.92	919.50
1980 05 18 12	52185.60	3.08	158.21	0.00	11.81	11.81	1162.22
1980 05 19 12	52185.60	0.29	386.00	0.00	17.03	17.03	1659.43
1980 05 20 12	52440.31	3.43	337.19	0.00	18.21	18.21	1615.40
1980 05 21 12	52531.20	13.83	140.47	0.00	12.70	12.70	1337.16
1980 05 22 12	52531.20	0.00	529.76	0.00	17.50	17.50	1536.01
1980 05 23 12	52546.26	0.00	527.92	0.00	21.08	21.08	1596.22
1980 05 24 12	52876.80	0.00	524.25	0.00	21.12	21.12	1705.30
1980 05 25 12	52876.80	0.00	524.07	0.00	18.14	18.14	1493.42
1980 05 26 12	52876.80	0.00	460.91	0.00	11.90	11.90	837.45
1980 05 27 12	53028.61	0.00	525.64	0.00	13.43	13.43	937.12
1980 05 28 12	53222.40	0.00	527.21	0.00	12.35	12.35	815.66
1980 05 29 12	53222.40	0.00	519.24	0.00	13.79	13.79	939.47
1980 05 30 12	53222.40	0.00	469.09	0.00	14.56	14.56	1081.74
1980 05 31 12	53237.46	0.36	339.75	0.00	16.43	16.43	1612.51
1980 06 01 12	53564.79	1.77	508.44	0.00	20.22	20.22	1883.76
1980 06 02 12	53568.00	4.95	377.78	0.00	19.93	19.93	1906.87
1980 06 03 12	53568.00	6.11	390.32	0.00	21.73	21.73	2199.74
1980 06 04 12	53568.00	0.20	400.59	0.00	18.22	18.22	1595.02
1980 06 05 12	53568.00	0.80	471.56	0.00	15.73	15.73	1257.91
1980 06 06 12	53822.71	3.39	504.99	0.00	16.80	16.80	1273.92
1980 06 07 12	53913.60	18.02	162.35	0.00	14.67	14.67	1532.22
1980 06 08 12	53913.60	1.42	370.66	0.00	18.46	18.46	1873.78
1980 06 09 12	53913.60	0.43	466.59	0.00	9.78	9.78	878.73
1980 06 10 12	53913.60	3.79	370.20	0.00	12.45	12.45	1147.21
1980 06 11 12	53913.60	0.26	478.14	0.00	11.94	11.94	987.46
1980 06 12 12	53913.60	0.00	450.66	0.00	11.72	11.72	982.97
1980 06 13 12	53913.60	0.00	516.68	0.00	15.33	15.33	1221.97
1980 06 14 12	53928.66	0.04	530.77	0.00	14.89	14.89	1230.67
1980 06 15 12	54065.41	0.32	417.57	0.00	18.82	18.82	1665.98
1980 06 16 12	54168.31	4.88	404.75	0.00	18.03	18.03	1642.47
1980 06 17 12	54168.31	0.00	415.15	0.00	16.17	16.17	1359.07
1980 06 18 12	54255.98	0.00	497.95	0.00	15.75	15.75	1425.16
1980 06 19 12	54255.98	0.00	523.30	0.00	15.82	15.82	1431.02
1980 06 20 12	54255.98	1.49	340.52	0.00	14.63	14.63	1433.50
1980 06 21 12	54255.98	0.09	448.07	0.00	15.76	15.76	1373.16
1980 06 22 12	54255.98	0.00	464.83	0.00	18.79	18.79	1479.98
1980 06 23 12	54255.98	0.00	518.74	0.00	19.64	19.64	1508.27
1980 06 24 12	54168.31	0.00	493.49	0.00	21.90	21.90	1902.69
1980 06 25 12	54065.41	0.00	515.06	0.00	23.87	23.87	2242.38
1980 06 26 12	54065.41	0.00	518.18	0.00	21.90	21.90	2074.34
1980 06 27 12	53913.60	0.44	467.39	0.00	22.21	22.21	2137.71
1980 06 28 12	53913.60	1.46	394.87	0.00	18.57	18.57	1501.89
1980 06 29 12	53913.60	21.58	194.12	0.00	15.97	15.97	1661.13
1980 06 30 12	53913.60	21.06	359.92	0.00	19.25	19.25	1938.17
1980 07 01 12	53913.60	3.91	423.56	0.00	18.92	18.92	1770.67
1980 07 02 12	53913.60	0.66	262.89	0.00	19.33	19.33	1974.23
1980 07 03 12	53913.60	0.20	402.96	0.00	21.72	21.72	2258.82
1980 07 04 12	53910.39	0.06	523.65	0.00	22.54	22.54	2069.33
1980 07 05 12	53583.06	1.53	389.90	0.00	22.92	22.92	1948.04
1980 07 06 12	53568.00	18.82	528.63	0.00	20.22	20.22	1840.66
1980 07 07 12	53568.00	0.38	433.54	0.00	16.03	16.03	1280.84
1980 07 08 12	53568.00	1.14	359.91	0.00	19.68	19.68	1724.41
1980 07 09 12	53568.00	0.01	487.68	0.00	21.17	21.17	1852.31
1980 07 10 12	53477.11	0.00	482.66	0.00	22.11	22.11	2016.10
1980 07 11 12	53222.40	0.08	488.88	0.00	21.29	21.29	2000.45
1980 07 12 12	53222.40	0.35	494.89	0.00	20.01	20.01	1597.63
1980 07 13 12	53222.40	0.00	426.58	0.00	17.36	17.36	1390.22
1980 07 14 12	53219.18	0.08	518.90	0.00	21.12	21.12	1639.40
1980 07 15 12	52876.80	1.04	465.44	0.00	21.78	21.78	1940.11
1980 07 16 12	52876.80	4.43	442.69	0.00	24.86	24.86	2534.43
1980 07 17 12	52876.80	4.55	416.57	0.00	26.72	26.72	2707.92
1980 07 18 12	52785.91	0.07	490.77	0.00	24.24	24.24	2068.88
1980 07 19 12	52531.20	0.00	408.17	0.00	23.96	23.96	1964.51
1980 07 20 12	52531.20	4.56	391.01	0.00	25.50	25.50	2613.32
1980 07 21 12	52531.20	0.76	489.46	0.00	28.04	28.04	2724.42
1980 07 22 12	52185.60	10.04	340.45	0.00	26.43	26.43	2665.29
1980 07 23 12	52185.60	16.77	292.60	0.00	23.54	23.54	2423.59
1980 07 24 12	52185.60	1.19	514.53	0.00	21.91	21.91	1905.86
