ID,year,month,day,gwdepth
00000003,2010,12,14,25.41
00000003,2010,12,15,25.4
00000003,2010,12,16,25.42
00000003,2010,12,17,25.45
00000003,2010,12,18,25.46
00000003,2010,12,19,25.48
00000003,2010,12,20,25.49
00000003,2010,12,21,25.5
00000003,2010,12,22,25.52
00000003,2010,12,23,25.54
00000003,2010,12,24,25.52
00000003,2010,12,25,25.52
00000003,2010,12,26,25.59
00000003,2010,12,27,25.59
00000003,2010,12,28,25.59
00000003,2010,12,29,25.56
00000003,2010,12,30,25.59
00000003,2010,12,31,25.61
00000003,2011,1,1,25.63
00000003,2011,1,2,25.68
00000003,2011,1,3,25.66
00000003,2011,1,4,25.66
00000003,2011,1,5,25.62
00000003,2011,1,6,25.67
00000003,2011,1,7,25.65
00000003,2011,1,8,25.74
00000003,2011,1,9,25.77
00000003,2011,1,10,25.84
00000003,2011,1,11,25.92
00000003,2011,1,12,25.96
00000003,2011,1,13,25.96
00000003,2011,1,14,25.94
00000003,2011,1,15,25.94
00000003,2011,1,16,25.93
00000003,2011,1,17,25.91
00000003,2011,1,18,25.94
00000003,2011,1,19,26
00000003,2011,1,20,25.96
00000003,2011,1,21,25.98
00000003,2011,1,22,26
00000003,2011,1,23,26.02
00000003,2011,1,24,26
00000003,2011,1,25,25.95
00000003,2011,1,26,26.05
00000003,2011,1,27,26.03
00000003,2011,1,28,26.03
00000003,2011,1,29,26.05
00000003,2011,1,30,26.05
00000003,2011,1,31,26.04
00000003,2011,2,1,26.03
00000003,2011,2,2,26.12
00000003,2011,2,3,26.09
00000003,2011,2,4,26.02
00000003,2011,2,5,26.07
00000003,2011,2,6,26.09
00000003,2011,2,7,26.08
00000003,2011,2,8,26.12
00000003,2011,2,9,26.07
00000003,2011,2,10,26.12
00000003,2011,2,11,26.14
00000003,2011,2,12,26.15
00000003,2011,2,13,26.12
00000003,2011,2,14,26.11
00000003,2011,2,15,26.13
00000003,2011,2,16,26.13
00000003,2011,2,17,26.13
00000003,2011,2,18,26.14
00000003,2011,2,19,26.13
00000003,2011,2,20,26.1
00000003,2011,2,21,26.08
00000003,2011,2,22,26.12
00000003,2011,2,23,26.13
00000003,2011,2,24,26.09
00000003,2011,2,25,26.1
00000003,2011,2,26,26.12
00000003,2011,2,27,26.1
00000003,2011,2,28,26.1
00000003,2011,3,1,26.15
00000003,2011,3,2,26.13
00000003,2011,3,3,26.13
00000003,2011,3,4,26.12
00000003,2011,3,5,26.08
00000003,2011,3,6,26.14
00000003,2011,3,7,26.13
00000003,2011,3,8,26.11
00000003,2011,3,9,26.1
00000003,2011,3,10,26.16
00000003,2011,3,11,26.13
00000003,2011,3,12,26.1
00000003,2011,3,13,26.08
00000003,2011,3,14,26.04
00000003,2011,3,15,26.04
00000003,2011,3,16,26.06
00000003,2011,3,17,26.05
00000003,2011,3,18,26.03
00000003,2011,3,19,26.03
00000003,2011,3,20,26.04
00000003,2011,3,21,26.02
00000003,2011,3,22,25.97
00000003,2011,3,23,25.95
00000003,2011,3,24,25.99
00000003,2011,3,25,25.99
00000003,2011,3,26,25.97
00000003,2011,3,27,25.99
00000003,2011,3,28,26.02
00000003,2011,3,29,26.03
00000003,2011,3,30,26
00000003,2011,3,31,26.02
00000003,2011,4,1,26.05
00000003,2011,4,2,26.08
00000003,2011,4,3,26.07
00000003,2011,4,4,26.04
00000003,2011,4,5,26.12
00000003,2011,4,6,26.11
00000003,2011,4,7,26.09
00000003,2011,4,8,26.11
00000003,2011,4,9,26.12
00000003,2011,4,10,26.11
00000003,2011,4,11,26.1
