ID,year,month,day,gwdepth
00000002,2011,5,24,17.77
00000002,2011,5,25,17.96
00000002,2011,5,26,18.02
00000002,2011,5,27,18.08
00000002,2011,5,28,18.14
00000002,2011,5,29,18.22
00000002,2011,5,30,17.25
00000002,2011,5,31,17.77
00000002,2011,6,1,18.03
00000002,2011,6,2,18.24
00000002,2011,6,3,18.44
00000002,2011,6,4,18.58
00000002,2011,6,5,18.61
00000002,2011,6,6,17.55
00000002,2011,6,7,18.08
00000002,2011,6,8,18.48
00000002,2011,6,9,17.66
00000002,2011,6,10,18.23
00000002,2011,6,11,18.57
00000002,2011,6,12,18.8
00000002,2011,6,13,17.92
00000002,2011,6,14,18.02
00000002,2011,6,15,17.66
00000002,2011,6,16,17.24
00000002,2011,6,17,16.84
00000002,2011,6,18,16.53
00000002,2011,6,19,16.24
00000002,2011,6,20,16.16
00000002,2011,6,21,16.55
00000002,2011,6,22,16.49
00000002,2011,6,23,15.11
00000002,2011,6,24,14.23
00000002,2011,6,25,15.04
00000002,2011,6,26,15.67
00000002,2011,6,27,15.58
00000002,2011,6,28,15.78
00000002,2011,6,29,15.92
00000002,2011,6,30,15.98
00000002,2011,7,1,16.02
00000002,2011,7,2,15.22
00000002,2011,7,3,15.86
00000002,2011,7,4,16.44
00000002,2011,7,5,16.93
00000002,2011,7,6,17.34
00000002,2011,7,7,17.61
00000002,2011,7,8,17.81
00000002,2011,7,9,18.02
00000002,2011,7,10,18.24
00000002,2011,7,11,18.77
00000002,2011,7,12,18.83
00000002,2011,7,13,18.74
00000002,2011,7,14,18.67
00000002,2011,7,15,18.73
00000002,2011,7,16,18.68
00000002,2011,7,17,17.68
00000002,2011,7,18,16.95
00000002,2011,7,19,16.46
00000002,2011,7,20,16.03
00000002,2011,7,21,15.73
00000002,2011,7,22,16.38
00000002,2011,7,23,15.83
00000002,2011,7,24,15.45
00000002,2011,7,25,15.1
00000002,2011,7,26,14.85
00000002,2011,7,27,14.58
00000002,2011,7,28,14.3
00000002,2011,7,29,14.07
00000002,2011,7,30,13.83
00000002,2011,7,31,13.74
00000002,2011,8,1,14.49
00000002,2011,8,2,15.1
00000002,2011,8,3,15.38
00000002,2011,8,4,14.66
00000002,2011,8,5,15.08
00000002,2011,8,6,14.55
00000002,2011,8,7,15.06
00000002,2011,8,8,14.43
00000002,2011,8,9,14.07
