  31.89
  66.00
1693128174
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	35927.16	0.00	317.94	0.00	6.69	6.69	739.13
1980 01 02 12	35942.40	0.00	307.76	0.00	7.16	7.16	659.23
1980 01 03 12	35942.40	6.51	100.44	0.00	7.34	7.34	871.83
1980 01 04 12	35942.40	2.95	324.40	0.00	5.45	5.45	782.79
1980 01 05 12	35942.40	0.00	285.42	0.00	3.52	3.52	598.83
1980 01 06 12	35942.40	0.12	320.93	0.00	5.11	5.11	711.89
1980 01 07 12	35958.34	0.97	163.76	0.00	13.24	13.24	1379.53
1980 01 08 12	36042.82	0.30	118.57	0.00	9.26	9.26	1063.71
1980 01 09 12	36188.21	4.24	208.20	0.00	10.61	10.61	1121.05
1980 01 10 12	36286.68	0.78	230.39	0.00	13.75	13.75	1377.48
1980 01 11 12	36288.00	69.45	293.78	0.00	19.14	19.14	1905.15
1980 01 12 12	36288.00	0.00	298.23	0.00	7.94	7.94	712.51
1980 01 13 12	36288.00	0.00	312.06	0.00	9.58	9.58	899.49
1980 01 14 12	36323.84	0.00	320.12	0.00	14.23	14.23	1320.58
1980 01 15 12	36424.44	0.84	304.57	0.00	15.02	15.02	1399.83
1980 01 16 12	36618.36	9.74	150.71	0.00	13.85	13.85	1451.41
1980 01 17 12	36633.60	2.57	225.67	0.00	14.87	14.87	1552.11
1980 01 18 12	36633.60	0.12	333.41	0.00	16.13	16.13	1501.58
1980 01 19 12	36633.60	0.11	340.08	0.00	12.67	12.67	1152.00
1980 01 20 12	36734.02	0.62	241.92	0.00	13.75	13.75	1202.34
1980 01 21 12	36963.96	8.40	89.82	0.00	13.48	13.48	1389.73
1980 01 22 12	36979.20	52.84	93.89	0.00	13.79	13.79	1519.93
1980 01 23 12	36979.20	2.28	334.08	0.00	6.05	6.05	758.36
1980 01 24 12	36979.20	0.41	352.71	0.00	5.72	5.72	658.46
1980 01 25 12	37161.88	0.08	69.59	0.00	9.47	9.47	1042.20
1980 01 26 12	37324.80	4.80	312.32	0.00	12.37	12.37	1309.49
1980 01 27 12	37324.80	0.05	244.65	0.00	10.08	10.08	1086.23
1980 01 28 12	37324.80	0.02	276.90	0.00	6.84	6.84	809.49
1980 01 29 12	37461.25	2.94	126.85	0.00	6.82	6.82	874.69
