  37.72
2697.00
   9760081
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33868.80	0.00	268.41	0.00	-11.47	-11.47	171.17
1980 01 02 12	33868.80	0.00	298.76	0.00	-10.67	-10.67	174.25
1980 01 03 12	34175.06	0.00	300.13	0.00	-12.26	-12.26	149.08
1980 01 04 12	34214.40	0.00	329.06	0.00	-12.27	-12.27	146.36
1980 01 05 12	34214.40	0.00	331.64	0.00	-12.22	-12.22	147.52
1980 01 06 12	34214.40	0.00	342.37	0.00	-9.54	-9.54	182.63
1980 01 07 12	34214.40	0.00	385.31	0.00	-8.38	-8.38	186.67
1980 01 08 12	34214.40	0.00	352.73	0.00	-6.13	-6.13	234.47
1980 01 09 12	34214.40	12.55	182.14	0.00	-3.99	-3.99	331.66
1980 01 10 12	34560.00	34.65	203.87	0.00	-2.97	-2.97	366.80
1980 01 11 12	34560.00	18.37	300.87	0.00	-6.31	-6.31	265.85
1980 01 12 12	34560.00	9.58	199.58	0.00	-3.54	-3.54	354.49
1980 01 13 12	34560.00	3.33	176.75	0.00	-1.37	-1.37	456.93
1980 01 14 12	34560.00	15.19	195.29	0.00	-0.54	-0.54	470.90
1980 01 15 12	34905.60	7.48	242.16	0.00	-2.49	-2.49	380.14
1980 01 16 12	34905.60	0.94	319.76	0.00	-4.20	-4.20	305.20
1980 01 17 12	34905.60	6.71	264.42	0.00	-2.85	-2.85	344.67
1980 01 18 12	34905.60	27.72	224.97	0.00	-2.47	-2.47	384.93
1980 01 19 12	35251.20	32.10	277.58	0.00	-3.99	-3.99	329.10
1980 01 20 12	35251.20	9.67	338.12	0.00	-6.92	-6.92	236.60
1980 01 21 12	35251.20	0.28	432.60	0.00	-7.57	-7.57	204.92
1980 01 22 12	35251.20	0.00	423.42	0.00	-8.43	-8.43	187.58
1980 01 23 12	35596.80	0.00	451.00	0.00	-10.80	-10.80	145.23
1980 01 24 12	35596.80	0.00	452.61	0.00	-9.28	-9.28	154.56
1980 01 25 12	35596.80	0.00	454.61	0.00	-9.02	-9.02	166.12
1980 01 26 12	35614.88	0.00	447.46	0.00	-6.38	-6.38	224.83
1980 01 27 12	35942.40	0.00	413.11	0.00	-3.73	-3.73	301.11
1980 01 28 12	35942.40	4.10	234.53	0.00	-3.04	-3.04	358.15
1980 01 29 12	35942.40	43.70	205.97	0.00	-3.62	-3.62	359.78
1980 01 30 12	36288.00	18.09	358.38	0.00	-6.47	-6.47	247.32
1980 01 31 12	36288.00	0.32	471.41	0.00	-8.78	-8.78	166.95
1980 02 01 12	36288.00	0.00	473.17	0.00	-8.20	-8.20	171.56
1980 02 02 12	36633.60	0.00	470.06	0.00	-6.28	-6.28	207.63
1980 02 03 12	36633.60	0.00	469.49	0.00	-5.01	-5.01	239.27
1980 02 04 12	36633.60	0.00	456.63	0.00	-2.87	-2.87	292.49
1980 02 05 12	36979.20	0.00	480.19	0.00	-4.15	-4.15	252.23
1980 02 06 12	36979.20	0.18	368.11	0.00	-3.20	-3.20	280.31
1980 02 07 12	36979.20	1.64	333.73	0.00	-3.19	-3.19	310.58
1980 02 08 12	37324.80	0.64	427.89	0.00	-4.76	-4.76	268.05
1980 02 09 12	37324.80	0.00	494.87	0.00	-10.64	-10.64	148.62
1980 02 10 12	37342.88	0.00	502.81	0.00	-10.41	-10.41	134.92
1980 02 11 12	37670.40	0.00	501.04	0.00	-9.12	-9.12	148.77
1980 02 12 12	37670.40	0.00	504.21	0.00	-7.94	-7.94	173.55
1980 02 13 12	38016.00	2.79	377.12	0.00	-4.55	-4.55	261.50
1980 02 14 12	38016.00	41.80	261.11	0.00	-1.98	-1.98	379.69
1980 02 15 12	38016.00	20.78	260.80	0.00	-0.91	-0.91	448.00
1980 02 16 12	38361.60	1.95	307.40	0.00	-0.81	-0.81	434.45
1980 02 17 12	38361.60	4.36	247.55	0.00	-0.99	-0.99	440.86
1980 02 18 12	38667.86	9.52	332.23	0.00	0.54	0.54	480.92
1980 02 19 12	38707.20	10.34	340.95	0.00	0.76	0.76	455.05
1980 02 20 12	38707.20	26.67	273.40	0.00	-0.44	-0.44	423.01
1980 02 21 12	39052.80	23.62	315.24	0.00	-3.90	-3.90	332.14
1980 02 22 12	39052.80	6.74	369.14	0.00	-3.65	-3.65	327.55
1980 02 23 12	39359.06	0.71	362.51	0.00	-2.38	-2.38	336.99
1980 02 24 12	39398.40	0.12	522.40	0.00	-5.54	-5.54	241.72
1980 02 25 12	39398.40	0.00	544.47	0.00	-5.88	-5.88	220.81
1980 02 26 12	39744.00	0.00	552.34	0.00	-3.56	-3.56	263.13
1980 02 27 12	39744.00	0.00	544.80	0.00	1.04	1.04	365.07
1980 02 28 12	40089.60	0.00	554.45	0.00	-0.03	-0.03	326.04
1980 02 29 12	40089.60	0.00	548.47	0.00	-0.91	-0.91	324.84
1980 03 01 12	40089.60	0.00	542.50	0.00	-1.78	-1.78	323.64
1980 03 02 12	40435.20	0.00	544.59	0.00	-0.70	-0.70	338.36
1980 03 03 12	40435.20	8.02	422.53	0.00	-2.04	-2.04	308.43
1980 03 04 12	40780.80	3.57	433.26	0.00	-3.68	-3.68	275.90
