  30.57
  36.00
1812216700
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	36288.00	0.30	272.40	0.00	6.80	6.80	761.52
1980 01 02 12	36288.00	0.00	400.72	0.00	6.11	6.11	671.00
1980 01 03 12	36288.00	0.00	402.57	0.00	7.65	7.65	661.42
1980 01 04 12	36288.00	6.38	199.98	0.00	11.38	11.38	1047.81
1980 01 05 12	36327.40	0.33	406.06	0.00	7.90	7.90	889.06
1980 01 06 12	36411.76	0.00	408.12	0.00	2.83	2.83	539.07
1980 01 07 12	36530.26	0.02	383.23	0.00	7.29	7.29	685.48
1980 01 08 12	36583.39	0.10	315.28	0.00	14.60	14.60	1216.36
1980 01 09 12	36633.60	0.12	307.90	0.00	18.36	18.36	1581.06
1980 01 10 12	36633.60	0.23	330.65	0.00	17.84	17.84	1669.44
1980 01 11 12	36633.60	4.49	233.84	0.00	19.19	19.19	1875.64
1980 01 12 12	36633.60	0.77	176.52	0.00	18.15	18.15	1793.04
1980 01 13 12	36673.00	5.57	191.79	0.00	15.59	15.59	1577.74
1980 01 14 12	36842.05	11.97	243.34	0.00	13.93	13.93	1371.24
1980 01 15 12	36928.99	0.00	409.16	0.00	11.21	11.21	1045.96
1980 01 16 12	36979.20	0.31	405.15	0.00	13.84	13.84	1175.93
1980 01 17 12	36979.20	0.11	169.17	0.00	16.86	16.86	1564.63
1980 01 18 12	36979.20	0.48	334.78	0.00	19.74	19.74	1774.98
1980 01 19 12	37018.60	0.05	414.73	0.00	16.98	16.98	1492.71
1980 01 20 12	37221.46	0.00	421.19	0.00	14.56	14.56	1032.17
1980 01 21 12	37324.80	0.00	411.76	0.00	14.80	14.80	1015.47
1980 01 22 12	37324.80	0.79	337.28	0.00	17.59	17.59	1376.16
1980 01 23 12	37324.80	23.58	163.98	0.00	17.07	17.07	1707.60
1980 01 24 12	37364.20	0.02	439.61	0.00	5.20	5.20	583.39
1980 01 25 12	37567.06	0.00	160.84	0.00	9.67	9.67	1002.27
1980 01 26 12	37670.40	28.45	159.23	0.00	14.92	14.92	1539.33
1980 01 27 12	37670.40	4.59	200.20	0.00	17.20	17.20	1768.44
1980 01 28 12	37670.40	0.00	392.31	0.00	14.12	14.12	1267.19
1980 01 29 12	37840.13	0.00	433.55	0.00	11.76	11.76	970.67
1980 01 30 12	38010.52	0.05	421.51	0.00	12.55	12.55	1036.92
1980 01 31 12	38016.00	5.86	167.93	0.00	13.59	13.59	1294.08
1980 02 01 12	38016.00	0.14	402.14	0.00	2.97	2.97	542.33
1980 02 02 12	38092.69	0.00	409.40	0.00	1.62	1.62	408.58
1980 02 03 12	38356.12	0.00	291.76	0.00	2.32	2.32	446.27
1980 02 04 12	38361.60	0.10	369.36	0.00	3.74	3.74	474.22
1980 02 05 12	38361.60	0.00	376.43	0.00	4.70	4.70	568.93
1980 02 06 12	38485.36	1.07	438.80	0.00	9.97	9.97	821.30
1980 02 07 12	38707.20	0.00	459.07	0.00	4.76	4.76	582.99
1980 02 08 12	38707.20	0.00	380.66	0.00	5.73	5.73	705.48
1980 02 09 12	38707.20	0.72	285.27	0.00	13.91	13.91	1313.31
1980 02 10 12	38949.46	16.65	354.20	0.00	14.46	14.46	1398.79
1980 02 11 12	39052.80	0.00	455.92	0.00	8.58	8.58	831.56
1980 02 12 12	39052.80	0.01	277.76	0.00	7.85	7.85	698.55
1980 02 13 12	39063.03	0.01	219.06	0.00	9.97	9.97	787.57
1980 02 14 12	39392.91	0.01	164.41	0.00	11.73	11.73	984.24
1980 02 15 12	39398.40	0.39	394.21	0.00	15.75	15.75	1306.27
1980 02 16 12	39398.40	2.93	327.83	0.00	15.97	15.97	1452.56
1980 02 17 12	39606.84	2.05	419.61	0.00	10.19	10.19	986.33
1980 02 18 12	39744.00	0.01	377.72	0.00	8.21	8.21	782.13
1980 02 19 12	39744.00	0.26	461.57	0.00	13.63	13.63	1125.00
1980 02 20 12	39783.40	0.00	282.50	0.00	15.15	15.15	1228.30
1980 02 21 12	40089.60	0.00	446.70	0.00	17.80	17.80	1627.15
1980 02 22 12	40089.60	0.38	435.19	0.00	19.21	19.21	1633.32
1980 02 23 12	40089.60	0.49	412.48	0.00	20.23	20.23	1931.18
1980 02 24 12	40435.20	36.12	297.93	0.00	21.13	21.13	2147.36
1980 02 25 12	40435.20	5.07	358.76	0.00	19.54	19.54	1896.50
1980 02 26 12	40435.20	0.00	516.17	0.00	6.92	6.92	671.52
1980 02 27 12	40730.59	0.00	467.22	0.00	5.26	5.26	503.45
1980 02 28 12	40780.80	0.00	499.43	0.00	9.13	9.13	819.52
1980 02 29 12	40780.80	2.38	369.61	0.00	12.32	12.32	1118.47
1980 03 01 12	40989.25	4.77	238.56	0.00	15.50	15.50	1416.74
1980 03 02 12	41126.40	2.59	311.50	0.00	8.12	8.12	997.90
1980 03 03 12	41126.40	0.03	530.46	0.00	0.26	0.26	336.95
1980 03 04 12	41165.80	0.00	515.99	0.00	5.83	5.83	548.79
1980 03 05 12	41472.00	0.90	319.97	0.00	13.60	13.60	1162.31
1980 03 06 12	41472.00	0.26	495.71	0.00	18.12	18.12	1638.60
1980 03 07 12	41472.00	0.07	499.06	0.00	18.89	18.89	1595.57
1980 03 08 12	41817.60	24.66	208.79	0.00	19.31	19.31	1890.41
1980 03 09 12	41817.60	43.49	219.14	0.00	19.91	19.91	2129.24
1980 03 10 12	41817.60	19.19	245.81	0.00	18.24	18.24	1865.76
1980 03 11 12	42163.20	13.87	487.23	0.00	17.90	17.90	1540.66
1980 03 12 12	42163.20	3.73	294.01	0.00	17.95	17.95	1563.47
1980 03 13 12	42163.20	14.35	469.89	0.00	22.19	22.19	2213.31
1980 03 14 12	42508.80	0.00	535.54	0.00	15.20	15.20	1340.47
1980 03 15 12	42508.80	0.00	482.81	0.00	11.71	11.71	968.88
1980 03 16 12	42508.80	0.00	371.42	0.00	16.51	16.51	1441.76
1980 03 17 12	42854.40	0.75	434.07	0.00	20.56	20.56	1947.18
1980 03 18 12	42854.40	13.49	258.03	0.00	19.84	19.84	1880.29
1980 03 19 12	42854.40	0.00	489.42	0.00	16.48	16.48	1440.07
1980 03 20 12	43200.00	2.98	341.52	0.00	21.66	21.66	2125.85
1980 03 21 12	43200.00	4.28	390.33	0.00	20.06	20.06	1888.97
1980 03 22 12	43200.00	0.19	565.70	0.00	11.10	11.10	832.70
1980 03 23 12	43545.60	0.22	551.02	0.00	13.61	13.61	970.22
1980 03 24 12	43545.60	0.07	366.78	0.00	17.71	17.71	1540.07
1980 03 25 12	43545.60	0.10	537.18	0.00	20.28	20.28	1791.50
1980 03 26 12	43891.20	1.18	298.68	0.00	16.92	16.92	1444.46
1980 03 27 12	43891.20	0.00	157.64	0.00	17.15	17.15	1670.62
1980 03 28 12	43891.20	5.02	385.02	0.00	20.95	20.95	2061.15
1980 03 29 12	44236.80	7.33	165.38	0.00	19.51	19.51	2016.88
1980 03 30 12	44236.80	40.01	471.78	0.00	21.85	21.85	2215.66
