  31.29
  65.00
1454951122
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	35996.78	0.00	334.15	0.00	7.18	7.18	788.76
1980 01 02 12	36067.17	0.51	336.83	0.00	6.71	6.71	652.58
1980 01 03 12	36136.06	1.37	124.85	0.00	5.98	5.98	723.84
1980 01 04 12	36190.44	10.39	339.99	0.00	7.89	7.89	920.86
1980 01 05 12	36244.32	0.00	288.24	0.00	2.51	2.51	590.87
1980 01 06 12	36288.00	1.42	336.74	0.00	3.82	3.82	651.87
1980 01 07 12	36288.00	1.85	236.36	0.00	13.29	13.29	1359.38
1980 01 08 12	36288.00	0.72	140.74	0.00	15.05	15.05	1531.34
1980 01 09 12	36288.00	9.20	264.76	0.00	14.35	14.35	1477.20
1980 01 10 12	36342.38	0.62	188.36	0.00	15.05	15.05	1537.92
1980 01 11 12	36450.35	42.20	244.88	0.00	19.31	19.31	1944.13
1980 01 12 12	36536.04	0.01	341.59	0.00	11.93	11.93	1076.00
1980 01 13 12	36628.80	0.02	328.03	0.00	10.64	10.64	1027.89
1980 01 14 12	36633.60	0.31	271.58	0.00	14.77	14.77	1344.08
1980 01 15 12	36633.60	0.00	345.02	0.00	14.23	14.23	1253.77
1980 01 16 12	36637.11	13.37	105.16	0.00	12.55	12.55	1345.10
1980 01 17 12	36795.95	11.72	190.22	0.00	16.08	16.08	1670.99
1980 01 18 12	36909.43	1.01	349.51	0.00	17.22	17.22	1642.52
1980 01 19 12	36979.20	0.00	358.42	0.00	13.31	13.31	1198.97
1980 01 20 12	36979.20	0.00	311.15	0.00	13.63	13.63	1136.10
1980 01 21 12	36979.20	1.58	177.42	0.00	14.06	14.06	1282.18
1980 01 22 12	37103.97	16.09	126.39	0.00	16.45	16.45	1720.71
1980 01 23 12	37255.04	4.89	371.83	0.00	9.07	9.07	992.05
1980 01 24 12	37324.80	0.03	372.81	0.00	4.93	4.93	612.78
1980 01 25 12	37324.80	0.13	90.39	0.00	9.59	9.59	1063.54
1980 01 26 12	37328.31	8.30	308.01	0.00	16.14	16.14	1584.42
1980 01 27 12	37518.45	0.02	303.07	0.00	13.43	13.43	1282.53
1980 01 28 12	37665.60	0.00	374.96	0.00	8.37	8.37	901.68
1980 01 29 12	37670.40	0.08	248.91	0.00	7.79	7.79	872.26
1980 01 30 12	37670.40	2.30	308.81	0.00	11.28	11.28	1143.42
1980 01 31 12	37832.75	15.23	380.95	0.00	8.28	8.28	1039.70
1980 02 01 12	38011.20	0.00	390.24	0.00	-1.55	-1.55	371.74
1980 02 02 12	38016.00	0.00	385.64	0.00	-0.95	-0.95	335.59
1980 02 03 12	38016.00	0.00	248.27	0.00	-0.25	-0.25	361.59
1980 02 04 12	38209.66	1.72	263.41	0.00	3.21	3.21	526.30
1980 02 05 12	38361.60	4.03	118.18	0.00	4.79	4.79	707.58
1980 02 06 12	38361.60	6.22	396.55	0.00	7.01	7.01	836.56
1980 02 07 12	38365.11	0.00	402.09	0.00	2.74	2.74	551.11
1980 02 08 12	38609.64	1.35	157.63	0.00	4.22	4.22	671.10
1980 02 09 12	38707.20	27.00	207.64	0.00	12.17	12.17	1321.53
1980 02 10 12	38707.20	1.54	407.12	0.00	5.34	5.34	755.20
1980 02 11 12	38791.88	0.00	395.18	0.00	2.72	2.72	493.11
1980 02 12 12	39052.80	0.00	247.88	0.00	3.95	3.95	553.23
1980 02 13 12	39052.80	0.00	381.94	0.00	7.20	7.20	711.37
1980 02 14 12	39052.80	0.00	270.85	0.00	9.66	9.66	880.15
1980 02 15 12	39354.72	1.00	228.37	0.00	14.69	14.69	1334.11
1980 02 16 12	39398.40	2.58	124.24	0.00	13.02	13.02	1405.53
1980 02 17 12	39398.40	0.06	432.96	0.00	0.77	0.77	446.01
1980 02 18 12	39592.06	0.00	421.18	0.00	2.45	2.45	433.47
1980 02 19 12	39744.00	0.01	218.81	0.00	8.61	8.61	905.45
1980 02 20 12	39744.00	0.03	393.56	0.00	17.06	17.06	1651.28
1980 02 21 12	39828.68	0.00	175.33	0.00	18.42	18.42	1854.21
1980 02 22 12	40089.60	14.26	289.16	0.00	19.93	19.93	2056.90
1980 02 23 12	40089.60	0.00	416.80	0.00	19.84	19.84	1848.27
1980 02 24 12	40089.60	0.01	293.00	0.00	18.53	18.53	1716.85
1980 02 25 12	40435.20	0.00	427.47	0.00	15.01	15.01	1272.60
1980 02 26 12	40435.20	0.00	456.48	0.00	2.96	2.96	463.10
1980 02 27 12	40435.20	0.00	445.32	0.00	5.73	5.73	501.35
1980 02 28 12	40780.80	0.00	436.69	0.00	10.88	10.88	957.43
1980 02 29 12	40780.80	6.32	303.45	0.00	12.11	12.11	1165.38
1980 03 01 12	40780.80	12.63	170.21	0.00	13.34	13.34	1373.01
1980 03 02 12	41126.40	0.11	381.48	0.00	-3.27	-3.27	318.26
1980 03 03 12	41126.40	0.00	483.74	0.00	-0.26	-0.26	333.69
1980 03 04 12	41126.40	0.88	390.16	0.00	6.91	6.91	837.13
1980 03 05 12	41472.00	7.63	348.80	0.00	17.45	17.45	1656.18
1980 03 06 12	41472.00	11.60	453.87	0.00	13.60	13.60	1244.09
1980 03 07 12	41472.00	9.27	245.93	0.00	17.85	17.85	1834.36
1980 03 08 12	41817.60	10.68	405.66	0.00	22.62	22.62	2311.45
1980 03 09 12	41817.60	3.26	380.62	0.00	20.84	20.84	2045.64
1980 03 10 12	41817.60	0.59	458.74	0.00	19.88	19.88	1829.58
1980 03 11 12	42163.20	0.00	395.67	0.00	16.74	16.74	1327.90
1980 03 12 12	42163.20	13.93	329.81	0.00	18.83	18.83	1843.72
1980 03 13 12	42163.20	0.59	486.97	0.00	20.31	20.31	1841.19
1980 03 14 12	42508.80	0.00	475.38	0.00	10.56	10.56	858.66
1980 03 15 12	42508.80	0.00	448.54	0.00	10.11	10.11	862.55
1980 03 16 12	42508.80	5.78	211.31	0.00	15.38	15.38	1540.16
1980 03 17 12	42854.40	57.04	232.94	0.00	19.95	19.95	2085.28
1980 03 18 12	42854.40	6.26	500.07	0.00	12.88	12.88	1184.61
1980 03 19 12	42854.40	1.86	301.48	0.00	11.54	11.54	1095.30
1980 03 20 12	43200.00	6.65	354.89	0.00	19.50	19.50	2010.05
1980 03 21 12	43200.00	8.56	510.83	0.00	16.06	16.06	1433.65
1980 03 22 12	43200.00	0.00	513.80	0.00	9.17	9.17	793.62
1980 03 23 12	43545.60	1.18	460.59	0.00	13.05	13.05	1037.83
1980 03 24 12	43545.60	12.79	397.80	0.00	19.08	19.08	1777.08
1980 03 25 12	43545.60	1.93	310.46	0.00	12.65	12.65	1157.48
1980 03 26 12	43891.20	32.87	86.50	0.00	12.30	12.30	1320.36
1980 03 27 12	43891.20	32.90	145.11	0.00	13.80	13.80	1488.04
1980 03 28 12	43891.20	84.01	216.90	0.00	18.78	18.78	1989.50
1980 03 29 12	44236.80	12.02	260.57	0.00	19.01	19.01	1963.67
1980 03 30 12	44236.80	18.64	509.77	0.00	17.10	17.10	1556.96
1980 03 31 12	44236.80	0.00	511.74	0.00	13.94	13.94	1135.86
1980 04 01 12	44582.40	0.79	506.99	0.00	15.52	15.52	1249.99
1980 04 02 12	44582.40	43.24	171.63	0.00	16.36	16.36	1653.80
1980 04 03 12	44582.40	2.60	361.77	0.00	19.80	19.80	2067.11
1980 04 04 12	44928.00	1.24	439.49	0.00	19.19	19.19	1791.61
1980 04 05 12	44928.00	0.00	517.87	0.00	11.14	11.14	959.02
1980 04 06 12	44928.00	0.59	296.78	0.00	13.03	13.03	1094.78
1980 04 07 12	45273.60	22.37	290.43	0.00	15.77	15.77	1608.43
1980 04 08 12	45273.60	9.23	327.67	0.00	20.34	20.34	2052.13
1980 04 09 12	45273.60	3.04	547.61	0.00	15.14	15.14	1188.33
1980 04 10 12	45619.20	7.58	521.39	0.00	14.06	14.06	1052.36
