  27.53
  35.00
 108733002
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	36979.20	0.00	236.51	0.00	14.62	14.62	1286.40
1980 01 02 12	36979.20	0.00	408.76	0.00	10.94	10.94	943.40
1980 01 03 12	36979.20	0.00	412.71	0.00	11.44	11.44	816.98
1980 01 04 12	37022.48	5.83	239.72	0.00	15.90	15.90	1374.68
1980 01 05 12	37290.28	0.01	395.79	0.00	13.92	13.92	1203.12
1980 01 06 12	37324.80	0.00	411.45	0.00	8.39	8.39	804.18
1980 01 07 12	37324.80	0.00	404.61	0.00	10.60	10.60	835.06
1980 01 08 12	37324.80	0.00	393.65	0.00	17.28	17.28	1412.72
1980 01 09 12	37324.80	0.00	309.50	0.00	21.03	21.03	1874.57
1980 01 10 12	37324.80	0.00	210.63	0.00	21.97	21.97	2004.63
1980 01 11 12	37324.80	5.96	289.86	0.00	21.51	21.51	2103.19
1980 01 12 12	37324.80	1.84	226.75	0.00	21.42	21.42	2167.95
1980 01 13 12	37368.08	10.49	272.76	0.00	19.62	19.62	1893.29
1980 01 14 12	37670.40	5.95	184.48	0.00	20.46	20.46	2052.07
1980 01 15 12	37670.40	0.00	418.21	0.00	15.99	15.99	1388.54
1980 01 16 12	37670.40	0.00	415.51	0.00	16.63	16.63	1333.14
1980 01 17 12	37670.40	0.00	327.67	0.00	18.89	18.89	1589.16
1980 01 18 12	37670.40	0.00	283.83	0.00	20.63	20.63	1872.43
1980 01 19 12	37670.40	0.00	410.94	0.00	20.08	20.08	1806.65
1980 01 20 12	37860.17	0.00	418.86	0.00	19.34	19.34	1591.59
1980 01 21 12	38016.00	0.00	417.49	0.00	17.74	17.74	1381.96
1980 01 22 12	38016.00	0.00	412.29	0.00	19.44	19.44	1581.79
1980 01 23 12	38016.00	10.70	167.36	0.00	20.86	20.86	2125.59
1980 01 24 12	38016.00	0.01	442.49	0.00	12.31	12.31	1008.45
1980 01 25 12	38016.00	0.00	352.97	0.00	14.25	14.25	1244.19
1980 01 26 12	38361.60	4.31	236.33	0.00	20.52	20.52	1934.51
1980 01 27 12	38361.60	11.32	350.44	0.00	22.33	22.33	2218.70
1980 01 28 12	38361.60	0.00	433.98	0.00	18.76	18.76	1676.73
1980 01 29 12	38361.60	0.00	442.66	0.00	16.50	16.50	1327.06
1980 01 30 12	38361.60	0.03	440.50	0.00	15.49	15.49	1246.69
1980 01 31 12	38707.20	0.16	355.80	0.00	18.35	18.35	1637.67
1980 02 01 12	38707.20	0.18	459.18	0.00	11.61	11.61	1055.59
1980 02 02 12	38707.20	0.00	461.25	0.00	5.50	5.50	599.42
1980 02 03 12	38707.20	0.03	305.53	0.00	9.98	9.98	763.57
1980 02 04 12	38896.97	0.03	474.04	0.00	7.64	7.64	592.53
1980 02 05 12	39052.80	0.00	466.25	0.00	7.71	7.71	678.26
1980 02 06 12	39052.80	0.02	383.30	0.00	14.19	14.19	1083.22
1980 02 07 12	39052.80	0.00	480.73	0.00	11.10	11.10	869.96
1980 02 08 12	39052.80	0.00	474.23	0.00	10.08	10.08	842.41
1980 02 09 12	39398.40	0.14	365.20	0.00	17.90	17.90	1437.37
1980 02 10 12	39398.40	23.85	292.77	0.00	19.94	19.94	1938.14
1980 02 11 12	39398.40	0.00	464.01	0.00	12.45	12.45	1078.66
1980 02 12 12	39398.40	0.00	295.45	0.00	12.55	12.55	999.85
1980 02 13 12	39744.00	0.00	162.05	0.00	13.39	13.39	935.24
1980 02 14 12	39744.00	14.21	91.33	0.00	14.72	14.72	1394.35
