  43.19
 900.00
25523777779
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	31873.03	0.04	178.01	0.00	-0.14	-0.14	326.49
1980 01 02 12	31906.40	0.21	78.44	0.00	-1.11	-1.11	393.41
1980 01 03 12	31944.41	0.10	210.58	0.00	-6.02	-6.02	340.91
1980 01 04 12	31995.80	0.00	235.08	0.00	-4.21	-4.21	374.84
1980 01 05 12	32073.54	0.00	138.60	0.00	-5.57	-5.57	334.90
1980 01 06 12	32160.47	0.00	154.74	0.00	-6.71	-6.71	314.14
1980 01 07 12	32218.63	0.42	232.25	0.00	-15.60	-15.60	138.70
1980 01 08 12	32269.91	0.58	170.54	0.00	-17.29	-17.29	126.37
1980 01 09 12	32337.11	0.09	230.04	0.00	-18.57	-18.57	122.51
1980 01 10 12	32419.14	0.04	225.82	0.00	-6.28	-6.28	341.22
1980 01 11 12	32522.35	0.01	251.44	0.00	-8.26	-8.26	258.03
1980 01 12 12	32580.68	0.00	237.18	0.00	-7.60	-7.60	279.23
1980 01 13 12	32658.04	0.12	228.60	0.00	3.46	3.46	560.10
1980 01 14 12	32757.96	0.15	202.79	0.00	2.31	2.31	520.65
1980 01 15 12	32877.20	0.24	214.38	0.00	3.37	3.37	572.74
1980 01 16 12	32943.20	0.00	184.44	0.00	0.44	0.44	461.48
1980 01 17 12	33049.09	0.12	239.35	0.00	1.18	1.18	400.54
1980 01 18 12	33180.17	0.13	224.86	0.00	-0.37	-0.37	403.89
1980 01 19 12	33256.10	0.36	187.43	0.00	-5.01	-5.01	317.08
1980 01 20 12	33349.24	0.00	189.19	0.00	-4.50	-4.50	304.90
1980 01 21 12	33497.40	0.00	174.40	0.00	-3.93	-3.93	351.07
1980 01 22 12	33601.69	0.00	263.45	0.00	-2.64	-2.64	383.85
1980 01 23 12	33694.84	0.00	179.68	0.00	-2.06	-2.06	385.90
1980 01 24 12	33863.44	0.17	148.51	0.00	3.55	3.55	498.19
1980 01 25 12	33947.30	0.48	170.52	0.00	-1.47	-1.47	359.37
1980 01 26 12	34085.89	0.11	161.92	0.00	-12.76	-12.76	139.58
1980 01 27 12	34233.24	0.17	188.56	0.00	-15.39	-15.39	124.69
1980 01 28 12	34325.60	0.95	260.17	0.00	-16.10	-16.10	130.85
1980 01 29 12	34474.10	0.22	198.72	0.00	-16.93	-16.93	127.43
1980 01 30 12	34603.68	1.69	259.11	0.00	-13.16	-13.16	184.25
1980 01 31 12	34731.64	0.00	296.56	0.00	-15.39	-15.39	135.67
1980 02 01 12	34909.73	0.22	234.53	0.00	-11.24	-11.24	194.25
1980 02 02 12	34999.88	0.00	194.98	0.00	-3.46	-3.46	401.59
1980 02 03 12	35186.13	0.64	232.28	0.00	-3.62	-3.62	375.49
1980 02 04 12	35304.13	0.29	179.14	0.00	-0.01	-0.01	502.73
1980 02 05 12	35468.29	0.00	256.25	0.00	-0.62	-0.62	402.50
1980 02 06 12	35615.44	0.00	253.48	0.00	-1.05	-1.05	378.79
1980 02 07 12	35746.01	1.19	134.51	0.00	-4.02	-4.02	383.03
1980 02 08 12	35943.20	0.81	273.51	0.00	-6.49	-6.49	303.11
1980 02 09 12	36036.68	0.00	280.61	0.00	-7.50	-7.50	287.92
1980 02 10 12	36264.00	0.01	262.96	0.00	-3.40	-3.40	350.71
1980 02 11 12	36340.93	0.01	263.07	0.00	-7.62	-7.62	221.83
1980 02 12 12	36568.54	0.12	176.93	0.00	-7.67	-7.67	232.85
1980 02 13 12	36668.75	1.10	210.33	0.00	-3.89	-3.89	368.96
1980 02 14 12	36872.11	1.24	165.50	0.00	-7.62	-7.62	298.02
1980 02 15 12	36997.84	2.27	156.44	0.00	-11.26	-11.26	218.84
1980 02 16 12	37196.29	0.01	314.45	0.00	-14.08	-14.08	167.62
1980 02 17 12	37330.56	0.00	305.02	0.00	-12.08	-12.08	204.08
1980 02 18 12	37519.64	0.00	289.49	0.00	-3.24	-3.24	414.30
1980 02 19 12	37670.40	0.07	300.00	0.00	0.77	0.77	525.03
1980 02 20 12	37842.04	0.00	265.04	0.00	1.96	1.96	542.68
1980 02 21 12	38016.00	2.38	211.27	0.00	1.24	1.24	593.11
1980 02 22 12	38165.21	0.00	272.70	0.00	0.50	0.50	545.01
1980 02 23 12	38361.60	0.24	309.86	0.00	-0.92	-0.92	490.35
1980 02 24 12	38510.81	0.08	251.38	0.00	-0.44	-0.44	429.17
1980 02 25 12	38707.20	0.17	324.91	0.00	-2.97	-2.97	323.58
1980 02 26 12	38856.41	0.00	317.68	0.00	1.15	1.15	459.82
1980 02 27 12	39052.80	0.00	248.08	0.00	4.21	4.21	538.12
1980 02 28 12	39224.44	0.00	274.67	0.00	3.31	3.31	558.73
1980 02 29 12	39398.40	0.03	327.47	0.00	-5.48	-5.48	355.17
1980 03 01 12	39593.24	0.05	379.61	0.00	-14.27	-14.27	151.26
1980 03 02 12	39744.00	0.47	341.99	0.00	-7.09	-7.09	302.01
1980 03 03 12	39961.09	0.29	312.51	0.00	0.48	0.48	494.50
1980 03 04 12	40089.60	5.56	267.02	0.00	-6.83	-6.83	320.00
1980 03 05 12	40370.13	0.04	340.73	0.00	-11.64	-11.64	196.49
1980 03 06 12	40435.20	0.06	354.87	0.00	-8.84	-8.84	278.23
1980 03 07 12	40773.07	0.00	382.65	0.00	-7.42	-7.42	305.28
1980 03 08 12	40780.80	0.08	352.44	0.00	-2.88	-2.88	401.07
1980 03 09 12	41126.40	0.00	350.46	0.00	0.14	0.14	460.32
1980 03 10 12	41126.40	0.47	243.25	0.00	0.96	0.96	471.39
1980 03 11 12	41472.00	0.00	344.69	0.00	0.60	0.60	486.26
1980 03 12 12	41472.00	0.58	296.21	0.00	2.71	2.71	564.71
1980 03 13 12	41817.60	0.13	388.57	0.00	2.13	2.13	455.26
1980 03 14 12	41817.60	0.00	390.40	0.00	5.66	5.66	500.68
1980 03 15 12	42163.20	0.00	377.24	0.00	9.17	9.17	615.52
1980 03 16 12	42163.20	0.14	302.40	0.00	5.64	5.64	526.49
1980 03 17 12	42508.80	0.00	389.45	0.00	1.91	1.91	328.98
1980 03 18 12	42508.80	0.00	404.36	0.00	6.37	6.37	368.43
1980 03 19 12	42854.40	0.00	342.97	0.00	10.06	10.06	430.79
1980 03 20 12	42854.40	0.02	271.87	0.00	5.02	5.02	397.93
1980 03 21 12	43200.00	0.00	350.05	0.00	4.61	4.61	381.54
1980 03 22 12	43545.60	0.00	320.49	0.00	4.84	4.84	474.78
1980 03 23 12	43545.60	0.00	411.91	0.00	3.29	3.29	392.18
1980 03 24 12	43891.20	0.06	405.47	0.00	1.48	1.48	344.18
1980 03 25 12	43891.20	0.99	332.70	0.00	1.83	1.83	350.51
1980 03 26 12	44236.80	1.47	168.33	0.00	2.29	2.29	500.23
1980 03 27 12	44236.80	0.50	407.36	0.00	2.59	2.59	506.98
1980 03 28 12	44582.40	15.66	265.15	0.00	2.34	2.34	562.16
1980 03 29 12	44582.40	1.72	265.08	0.00	1.85	1.85	547.94
1980 03 30 12	44928.00	0.66	397.26	0.00	2.50	2.50	523.64
1980 03 31 12	44928.00	0.20	371.46	0.00	1.53	1.53	534.36
1980 04 01 12	45273.60	4.01	324.33	0.00	3.61	3.61	577.49
1980 04 02 12	45273.60	1.60	292.99	0.00	4.34	4.34	554.03
1980 04 03 12	45619.20	6.37	288.44	0.00	3.65	3.65	588.42
1980 04 04 12	45626.93	0.09	430.64	0.00	5.70	5.70	515.02
1980 04 05 12	45964.80	0.50	419.50	0.00	8.42	8.42	565.47
1980 04 06 12	46029.87	0.12	410.23	0.00	11.77	11.77	658.40
1980 04 07 12	46310.40	2.66	397.73	0.00	11.10	11.10	606.00
1980 04 08 12	46417.49	0.07	396.67	0.00	7.31	7.31	492.47
1980 04 09 12	46656.00	1.18	433.20	0.00	6.71	6.71	455.44
1980 04 10 12	46806.76	0.80	277.73	0.00	8.26	8.26	532.46
1980 04 11 12	47001.60	2.46	393.28	0.00	6.50	6.50	542.78
1980 04 12 12	47175.56	0.01	300.78	0.00	4.94	4.94	434.83
1980 04 13 12	47347.20	0.00	378.17	0.00	7.62	7.62	453.47
1980 04 14 12	47543.59	0.01	460.83	0.00	7.89	7.89	401.68
1980 04 15 12	47692.80	0.01	328.10	0.00	10.81	10.81	493.29
1980 04 16 12	47889.19	1.22	296.46	0.00	11.10	11.10	670.29
1980 04 17 12	48038.40	0.01	458.86	0.00	12.37	12.37	547.16
1980 04 18 12	48212.36	0.00	465.95	0.00	15.19	15.19	529.46
1980 04 19 12	48384.00	0.00	457.91	0.00	19.12	19.12	624.27
1980 04 20 12	48557.96	0.00	464.55	0.00	20.42	20.42	651.59
1980 04 21 12	48729.60	0.00	460.17	0.00	21.97	21.97	666.12
1980 04 22 12	48880.36	0.00	416.53	0.00	22.06	22.06	730.43
1980 04 23 12	49069.44	0.19	436.57	0.00	12.69	12.69	656.64
1980 04 24 12	49203.71	0.01	474.82	0.00	11.04	11.04	494.25
1980 04 25 12	49402.16	0.03	452.57	0.00	9.47	9.47	489.60
1980 04 26 12	49527.89	0.00	160.56	0.00	11.62	11.62	697.47
1980 04 27 12	49731.25	0.00	385.90	0.00	11.99	11.99	829.65
1980 04 28 12	49831.46	0.00	472.53	0.00	14.19	14.19	689.03
1980 04 29 12	50059.07	0.00	468.11	0.00	16.63	16.63	603.78
1980 04 30 12	50136.00	0.30	460.89	0.00	15.86	15.86	715.02
1980 05 01 12	50363.32	0.01	359.85	0.00	16.40	16.40	857.17
1980 05 02 12	50456.80	0.06	429.61	0.00	18.67	18.67	889.73
