  43.12
 823.00
2902135601
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	31934.42	0.07	207.59	0.00	0.01	0.01	333.07
1980 01 02 12	32054.69	0.15	66.39	0.00	-2.25	-2.25	353.69
1980 01 03 12	32135.81	0.08	236.24	0.00	-7.46	-7.46	299.24
1980 01 04 12	32140.80	0.00	241.72	0.00	-4.94	-4.94	362.81
1980 01 05 12	32140.80	0.00	148.24	0.00	-6.85	-6.85	318.73
1980 01 06 12	32153.81	0.00	153.50	0.00	-6.79	-6.79	320.72
1980 01 07 12	32280.03	0.35	237.21	0.00	-16.07	-16.07	129.76
1980 01 08 12	32451.33	0.87	161.94	0.00	-17.48	-17.48	118.54
1980 01 09 12	32486.40	0.24	231.10	0.00	-18.65	-18.65	118.22
1980 01 10 12	32486.40	0.07	224.73	0.00	-8.23	-8.23	315.01
1980 01 11 12	32499.41	0.00	253.93	0.00	-9.34	-9.34	252.98
1980 01 12 12	32687.02	0.00	238.89	0.00	-9.38	-9.38	269.13
1980 01 13 12	32832.00	0.00	228.53	0.00	2.70	2.70	541.04
1980 01 14 12	32832.00	0.01	204.26	0.00	2.04	2.04	503.78
1980 01 15 12	32871.48	0.02	231.72	0.00	2.30	2.30	597.35
1980 01 16 12	33091.49	0.00	229.76	0.00	0.01	0.01	466.46
1980 01 17 12	33177.60	0.00	212.35	0.00	0.73	0.73	365.17
1980 01 18 12	33177.60	0.00	251.01	0.00	-0.08	-0.08	406.73
1980 01 19 12	33316.82	0.00	199.46	0.00	-4.49	-4.49	293.63
1980 01 20 12	33523.20	0.00	128.11	0.00	-3.23	-3.23	206.42
1980 01 21 12	33523.20	0.00	198.73	0.00	-2.61	-2.61	308.39
1980 01 22 12	33662.43	0.00	264.71	0.00	-2.24	-2.24	400.12
1980 01 23 12	33868.80	0.00	180.40	0.00	-2.92	-2.92	387.61
1980 01 24 12	33868.80	0.30	122.53	0.00	3.82	3.82	520.21
