  39.30
 441.00
 776664300
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33523.20	0.00	242.18	0.00	-1.22	-1.22	458.36
1980 01 02 12	33523.20	0.00	204.66	0.00	0.27	0.27	473.02
1980 01 03 12	33523.20	0.00	120.07	0.00	-3.37	-3.37	374.83
1980 01 04 12	33523.20	0.00	217.05	0.00	-2.62	-2.62	393.97
1980 01 05 12	33558.91	0.00	216.94	0.00	-2.42	-2.42	415.89
1980 01 06 12	33770.87	0.00	233.04	0.00	-0.75	-0.75	468.51
1980 01 07 12	33859.91	0.00	173.73	0.00	-7.45	-7.45	149.09
1980 01 08 12	33868.80	0.00	247.95	0.00	-6.30	-6.30	202.96
1980 01 09 12	33868.80	0.00	241.65	0.00	-7.54	-7.54	210.56
1980 01 10 12	33868.80	0.00	245.36	0.00	-1.25	-1.25	496.67
1980 01 11 12	33965.22	0.00	264.28	0.00	2.63	2.63	509.86
1980 01 12 12	34175.15	0.00	162.42	0.00	-1.28	-1.28	298.91
1980 01 13 12	34214.40	0.00	252.57	0.00	2.34	2.34	397.20
1980 01 14 12	34214.40	0.00	254.07	0.00	5.26	5.26	591.01
1980 01 15 12	34214.40	0.01	222.97	0.00	7.49	7.49	814.41
1980 01 16 12	34462.07	4.05	169.70	0.00	6.08	6.08	805.34
1980 01 17 12	34560.00	0.00	264.82	0.00	1.72	1.72	503.55
1980 01 18 12	34560.00	0.12	236.79	0.00	3.38	3.38	499.74
1980 01 19 12	34560.00	16.91	72.95	0.00	3.01	3.01	642.04
1980 01 20 12	34807.67	0.01	84.19	0.00	-1.11	-1.11	410.14
1980 01 21 12	34905.60	0.05	256.75	0.00	0.25	0.25	504.39
1980 01 22 12	34905.60	0.00	202.97	0.00	0.41	0.41	448.98
1980 01 23 12	34941.31	0.00	253.89	0.00	-0.68	-0.68	404.28
1980 01 24 12	35251.20	0.00	258.81	0.00	3.40	3.40	585.20
1980 01 25 12	35251.20	0.00	226.49	0.00	4.42	4.42	585.63
1980 01 26 12	35251.20	1.98	96.86	0.00	-5.78	-5.78	286.60
1980 01 27 12	35587.91	0.00	169.73	0.00	-10.38	-10.38	204.10
1980 01 28 12	35596.80	0.09	150.87	0.00	-9.76	-9.76	222.40
1980 01 29 12	35596.80	0.00	173.61	0.00	-9.95	-9.95	216.77
1980 01 30 12	35933.51	2.97	177.08	0.00	-8.38	-8.38	273.48
1980 01 31 12	35942.40	0.03	314.05	0.00	-12.16	-12.16	187.95
1980 02 01 12	35942.40	0.00	284.62	0.00	-13.22	-13.22	199.73
1980 02 02 12	36279.11	0.00	283.24	0.00	-5.57	-5.57	360.48
1980 02 03 12	36288.00	0.00	314.97	0.00	-5.33	-5.33	373.83
1980 02 04 12	36288.00	0.00	141.46	0.00	-4.27	-4.27	408.27
1980 02 05 12	36633.60	0.00	325.37	0.00	-1.50	-1.50	479.65
1980 02 06 12	36633.60	1.14	296.91	0.00	-2.75	-2.75	430.23
1980 02 07 12	36730.02	8.92	247.86	0.00	-4.91	-4.91	366.28
1980 02 08 12	36979.20	9.58	190.12	0.00	-5.60	-5.60	361.88
1980 02 09 12	36979.20	0.02	350.09	0.00	-10.25	-10.25	243.98
1980 02 10 12	37315.91	0.00	334.40	0.00	-15.33	-15.33	176.44
1980 02 11 12	37324.80	0.00	354.79	0.00	-11.42	-11.42	227.65
1980 02 12 12	37325.60	0.00	355.39	0.00	-14.88	-14.88	164.45
1980 02 13 12	37670.40	0.49	344.30	0.00	-10.44	-10.44	269.94
1980 02 14 12	37670.40	1.17	252.73	0.00	-7.38	-7.38	348.25
1980 02 15 12	38007.11	3.26	202.32	0.00	-4.18	-4.18	413.34
1980 02 16 12	38016.00	0.46	321.28	0.00	-11.57	-11.57	207.76
1980 02 17 12	38016.80	0.00	366.98	0.00	-18.26	-18.26	131.59
1980 02 18 12	38361.60	0.00	356.75	0.00	-8.50	-8.50	315.97
1980 02 19 12	38361.60	0.00	358.70	0.00	-3.31	-3.31	462.30
1980 02 20 12	38707.20	0.00	336.52	0.00	-3.54	-3.54	464.34
1980 02 21 12	38707.20	0.29	336.47	0.00	0.20	0.20	579.99
1980 02 22 12	38877.14	0.00	347.76	0.00	0.67	0.67	589.26
1980 02 23 12	39052.80	0.27	275.76	0.00	1.95	1.95	609.57
1980 02 24 12	39052.80	0.22	359.50	0.00	2.46	2.46	575.59
1980 02 25 12	39398.40	0.12	304.24	0.00	-0.44	-0.44	404.82
1980 02 26 12	39398.40	0.00	366.29	0.00	-1.78	-1.78	340.51
1980 02 27 12	39744.00	0.00	359.72	0.00	4.08	4.08	619.32
1980 02 28 12	39744.00	0.00	366.98	0.00	7.10	7.10	772.71
1980 02 29 12	39991.67	1.70	364.14	0.00	-2.28	-2.28	481.26
1980 03 01 12	40089.60	3.40	362.68	0.00	-11.66	-11.66	189.15
1980 03 02 12	40089.60	0.00	424.19	0.00	-12.44	-12.44	199.98
1980 03 03 12	40435.20	0.00	389.36	0.00	-3.85	-3.85	364.44
1980 03 04 12	40435.20	0.24	239.01	0.00	0.96	0.96	486.06
1980 03 05 12	40780.80	0.21	334.26	0.00	-7.00	-7.00	269.59
1980 03 06 12	40780.80	0.00	407.53	0.00	-3.58	-3.58	346.41
1980 03 07 12	41126.40	0.00	218.46	0.00	-0.37	-0.37	462.62
1980 03 08 12	41126.40	0.02	419.68	0.00	1.54	1.54	544.99
1980 03 09 12	41463.11	0.00	373.13	0.00	4.73	4.73	602.34
1980 03 10 12	41472.00	0.00	396.47	0.00	5.54	5.54	610.18
1980 03 11 12	41472.00	0.03	364.23	0.00	1.00	1.00	381.94
1980 03 12 12	41817.60	6.71	155.25	0.00	1.64	1.64	534.43
1980 03 13 12	41817.60	0.04	440.41	0.00	2.71	2.71	537.04
1980 03 14 12	42163.20	0.00	427.63	0.00	6.25	6.25	539.32
1980 03 15 12	42163.20	0.00	420.41	0.00	9.92	9.92	724.51
1980 03 16 12	42508.80	0.00	283.53	0.00	11.63	11.63	1070.63
1980 03 17 12	42508.80	0.00	420.49	0.00	4.98	4.98	494.87
1980 03 18 12	42854.40	0.00	447.82	0.00	6.71	6.71	455.92
1980 03 19 12	42854.40	0.02	417.43	0.00	9.26	9.26	530.73
1980 03 20 12	43200.00	0.22	294.21	0.00	10.65	10.65	670.46
1980 03 21 12	43200.00	0.00	446.24	0.00	7.05	7.05	481.98
1980 03 22 12	43200.00	0.00	414.77	0.00	7.94	7.94	582.75
1980 03 23 12	43545.60	4.99	252.42	0.00	7.27	7.27	648.37
1980 03 24 12	43545.60	14.79	408.00	0.00	2.50	2.50	564.60
