  47.67
 714.00
 191577194
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	29721.60	0.00	157.07	0.00	-5.42	-5.42	320.09
1980 01 02 12	29846.26	0.00	162.47	0.00	-7.86	-7.86	240.25
1980 01 03 12	30052.00	0.00	144.81	0.00	-10.31	-10.31	226.91
1980 01 04 12	30067.20	1.30	164.04	0.00	-5.13	-5.13	370.48
1980 01 05 12	30067.20	1.91	152.29	0.00	-11.35	-11.35	235.59
1980 01 06 12	30067.20	8.41	174.26	0.00	-13.07	-13.07	205.50
1980 01 07 12	30191.86	0.00	183.31	0.00	-21.80	-21.80	85.81
1980 01 08 12	30412.80	0.00	207.24	0.00	-27.91	-27.91	48.21
1980 01 09 12	30412.80	0.07	176.97	0.00	-28.42	-28.42	49.85
1980 01 10 12	30412.80	0.29	144.75	0.00	-21.77	-21.77	89.79
1980 01 11 12	30693.43	0.01	220.51	0.00	-23.66	-23.66	73.22
1980 01 12 12	30758.40	0.00	193.57	0.00	-21.74	-21.74	102.68
1980 01 13 12	30758.40	0.00	218.18	0.00	-2.74	-2.74	432.69
1980 01 14 12	30883.06	0.00	182.14	0.00	-5.85	-5.85	319.21
1980 01 15 12	31104.00	0.00	194.16	0.00	-3.92	-3.92	398.30
1980 01 16 12	31104.00	0.00	220.82	0.00	-5.93	-5.93	322.77
1980 01 17 12	31228.66	0.00	220.47	0.00	-6.19	-6.19	322.39
1980 01 18 12	31449.60	0.00	201.70	0.00	-7.52	-7.52	319.91
1980 01 19 12	31449.60	0.00	232.69	0.00	-13.23	-13.23	181.41
1980 01 20 12	31730.23	0.00	230.20	0.00	-11.61	-11.61	201.96
1980 01 21 12	31795.20	1.07	112.49	0.00	-5.91	-5.91	351.31
1980 01 22 12	31795.20	0.26	225.01	0.00	-8.50	-8.50	299.80
1980 01 23 12	32140.80	0.26	166.99	0.00	-5.02	-5.02	405.98
