  36.05
3122.00
1216774070
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	34560.00	0.00	298.04	0.00	-2.73	-2.73	255.67
1980 01 02 12	34560.00	0.00	317.21	0.00	-4.40	-4.40	297.46
1980 01 03 12	34593.27	0.00	321.33	0.00	-7.07	-7.07	237.59
1980 01 04 12	34696.09	0.00	318.45	0.00	-5.08	-5.08	192.68
1980 01 05 12	34838.17	0.00	316.12	0.00	-3.01	-3.01	199.15
1980 01 06 12	34905.60	0.00	298.18	0.00	-2.61	-2.61	178.18
1980 01 07 12	34905.60	1.74	230.81	0.00	-4.06	-4.06	273.66
1980 01 08 12	34905.60	1.68	278.62	0.00	-2.63	-2.63	373.39
1980 01 09 12	34905.60	0.94	272.59	0.00	-2.55	-2.55	370.80
1980 01 10 12	34912.93	6.18	147.01	0.00	-0.31	-0.31	436.54
1980 01 11 12	35114.88	11.26	220.69	0.00	-2.15	-2.15	406.57
1980 01 12 12	35249.09	4.10	300.87	0.00	-1.26	-1.26	462.46
1980 01 13 12	35251.20	0.21	317.87	0.00	0.41	0.41	508.36
1980 01 14 12	35251.20	0.40	241.09	0.00	0.96	0.96	498.51
1980 01 15 12	35251.20	12.63	281.11	0.00	1.00	1.00	535.38
1980 01 16 12	35387.29	0.04	330.35	0.00	-2.15	-2.15	394.61
1980 01 17 12	35596.80	0.36	273.28	0.00	-2.33	-2.33	380.32
1980 01 18 12	35596.80	9.78	236.34	0.00	-0.72	-0.72	430.38
1980 01 19 12	35596.80	14.10	272.31	0.00	-0.33	-0.33	416.67
1980 01 20 12	35630.07	3.95	334.36	0.00	-2.78	-2.78	377.16
1980 01 21 12	35924.23	0.00	342.90	0.00	-2.96	-2.96	328.42
1980 01 22 12	35942.40	0.00	344.39	0.00	-4.38	-4.38	253.32
1980 01 23 12	35942.40	0.00	356.42	0.00	-5.72	-5.72	208.67
1980 01 24 12	35975.67	0.00	356.69	0.00	-4.08	-4.08	195.95
1980 01 25 12	36285.89	0.00	351.73	0.00	-2.95	-2.95	241.55
1980 01 26 12	36288.00	0.00	353.53	0.00	-3.09	-3.09	275.48
1980 01 27 12	36288.00	0.15	356.50	0.00	-2.78	-2.78	278.57
1980 01 28 12	36424.09	0.22	313.52	0.00	-2.31	-2.31	290.11
1980 01 29 12	36633.60	12.49	228.71	0.00	-2.71	-2.71	368.26
1980 01 30 12	36633.60	9.50	327.23	0.00	0.11	0.11	459.76
1980 01 31 12	36640.93	0.00	372.44	0.00	-2.71	-2.71	340.32
1980 02 01 12	36979.20	0.00	360.39	0.00	-2.94	-2.94	266.69
1980 02 02 12	36979.20	0.43	369.26	0.00	-2.58	-2.58	275.73
1980 02 03 12	36979.20	0.51	366.34	0.00	-1.22	-1.22	281.36
1980 02 04 12	37306.63	0.00	369.21	0.00	0.97	0.97	279.47
1980 02 05 12	37324.80	0.00	373.42	0.00	-1.40	-1.40	253.64
1980 02 06 12	37324.80	0.00	358.29	0.00	-0.61	-0.61	225.05
1980 02 07 12	37652.23	3.98	228.53	0.00	0.62	0.62	353.77
1980 02 08 12	37670.40	2.28	339.72	0.00	-4.08	-4.08	291.15
1980 02 09 12	37670.40	0.26	392.37	0.00	-6.11	-6.11	259.27
1980 02 10 12	37997.83	0.00	395.61	0.00	-5.30	-5.30	197.99
1980 02 11 12	38016.00	0.82	395.29	0.00	-4.58	-4.58	177.98
1980 02 12 12	38016.00	0.00	394.92	0.00	-3.83	-3.83	197.21
1980 02 13 12	38359.49	0.00	382.84	0.00	-2.35	-2.35	275.27
1980 02 14 12	38361.60	11.65	249.54	0.00	0.77	0.77	466.70
1980 02 15 12	38361.60	29.08	232.81	0.00	1.15	1.15	524.44
1980 02 16 12	38707.20	2.62	349.49	0.00	0.49	0.49	469.26
1980 02 17 12	38707.20	4.96	253.83	0.00	-0.48	-0.48	433.96
1980 02 18 12	38714.53	0.72	205.50	0.00	-0.27	-0.27	488.32
1980 02 19 12	39052.80	3.53	355.39	0.00	1.74	1.74	480.45
1980 02 20 12	39052.80	14.78	180.96	0.00	0.83	0.83	435.49
1980 02 21 12	39330.97	3.07	316.82	0.00	-1.68	-1.68	387.28
1980 02 22 12	39398.40	1.86	371.79	0.00	-1.15	-1.15	386.15
1980 02 23 12	39398.40	0.00	415.44	0.00	-2.12	-2.12	321.76
1980 02 24 12	39744.00	0.00	428.09	0.00	-3.09	-3.09	274.14
1980 02 25 12	39744.00	0.00	408.91	0.00	-2.48	-2.48	194.34
1980 02 26 12	39751.33	0.00	429.13	0.00	-0.05	-0.05	248.15
1980 02 27 12	40089.60	0.00	428.47	0.00	1.44	1.44	272.48
1980 02 28 12	40089.60	0.00	422.02	0.00	3.70	3.70	270.73
1980 02 29 12	40435.20	0.00	428.79	0.00	1.23	1.23	274.35
1980 03 01 12	40435.20	0.00	439.16	0.00	-1.23	-1.23	277.97
1980 03 02 12	40435.20	1.42	382.76	0.00	-1.17	-1.17	269.01
1980 03 03 12	40780.80	2.21	262.82	0.00	2.40	2.40	353.23
1980 03 04 12	40780.80	3.04	284.17	0.00	-0.51	-0.51	369.56
1980 03 05 12	41126.40	0.00	441.90	0.00	-1.64	-1.64	325.11
1980 03 06 12	41126.40	0.00	308.50	0.00	1.51	1.51	328.17
1980 03 07 12	41126.40	0.86	383.44	0.00	0.65	0.65	300.06
1980 03 08 12	41472.00	0.00	442.13	0.00	-1.60	-1.60	251.84
1980 03 09 12	41472.00	0.00	457.75	0.00	-1.69	-1.69	249.79
1980 03 10 12	41817.60	0.00	437.55	0.00	-0.87	-0.87	204.48
1980 03 11 12	41817.60	12.24	338.09	0.00	0.90	0.90	303.09
1980 03 12 12	41817.60	1.06	437.10	0.00	-0.41	-0.41	355.06
1980 03 13 12	42163.20	0.00	466.83	0.00	-1.92	-1.92	238.35
1980 03 14 12	42163.20	0.15	467.08	0.00	2.55	2.55	271.50
1980 03 15 12	42508.80	0.18	459.70	0.00	4.81	4.81	304.29
1980 03 16 12	42508.80	0.44	375.38	0.00	2.25	2.25	285.90
1980 03 17 12	42508.80	0.02	479.35	0.00	-3.45	-3.45	204.31
1980 03 18 12	42854.40	0.00	447.64	0.00	-0.38	-0.38	184.33
1980 03 19 12	42854.40	0.00	385.37	0.00	2.62	2.62	247.01
1980 03 20 12	43200.00	0.67	478.51	0.00	1.06	1.06	315.17
1980 03 21 12	43200.00	0.34	485.60	0.00	2.68	2.68	270.88
1980 03 22 12	43200.00	0.24	410.42	0.00	4.12	4.12	232.82
1980 03 23 12	43545.60	1.60	369.58	0.00	-0.62	-0.62	288.96
1980 03 24 12	43545.60	0.24	449.86	0.00	-1.40	-1.40	320.20
1980 03 25 12	43891.20	1.80	275.69	0.00	1.12	1.12	318.47
1980 03 26 12	43891.20	0.00	326.96	0.00	0.30	0.30	271.57
1980 03 27 12	43891.20	22.44	391.15	0.00	1.31	1.31	361.24
1980 03 28 12	44236.80	0.65	283.07	0.00	-2.45	-2.45	304.97
1980 03 29 12	44236.80	0.03	444.12	0.00	-2.60	-2.60	282.41
1980 03 30 12	44582.40	0.00	497.90	0.00	-1.76	-1.76	292.92
1980 03 31 12	44582.40	0.76	327.84	0.00	0.02	0.02	300.04
1980 04 01 12	44582.40	0.00	484.63	0.00	-5.59	-5.59	219.63
1980 04 02 12	44928.00	6.43	226.73	0.00	-0.06	-0.06	326.63
1980 04 03 12	44928.00	0.32	511.72	0.00	-4.12	-4.12	273.56
1980 04 04 12	45273.60	0.93	499.89	0.00	0.88	0.88	277.70
1980 04 05 12	45273.60	0.00	476.68	0.00	5.19	5.19	337.30
1980 04 06 12	45273.60	0.00	516.20	0.00	3.32	3.32	352.94
1980 04 07 12	45619.20	0.45	523.17	0.00	2.77	2.77	300.63
1980 04 08 12	45619.20	0.00	527.52	0.00	-1.13	-1.13	211.60
1980 04 09 12	45964.80	0.00	507.68	0.00	2.53	2.53	228.38
1980 04 10 12	45964.80	0.00	523.37	0.00	4.91	4.91	275.74
1980 04 11 12	45964.80	4.46	491.47	0.00	2.92	2.92	302.51
1980 04 12 12	46310.40	5.02	352.75	0.00	-1.37	-1.37	302.58
1980 04 13 12	46310.40	0.75	499.38	0.00	-1.40	-1.40	302.12
1980 04 14 12	46648.67	0.00	535.84	0.00	0.53	0.53	272.39
1980 04 15 12	46656.00	0.00	531.42	0.00	4.03	4.03	309.10
1980 04 16 12	46656.00	0.00	537.68	0.00	6.24	6.24	321.02
1980 04 17 12	47001.60	0.00	538.18	0.00	6.05	6.05	259.26
1980 04 18 12	47001.60	0.00	539.25	0.00	8.65	8.65	253.72
1980 04 19 12	47069.03	0.00	527.23	0.00	10.59	10.59	291.80
1980 04 20 12	47347.20	0.00	409.84	0.00	11.99	11.99	307.25
1980 04 21 12	47347.20	4.15	464.69	0.00	11.62	11.62	441.25
1980 04 22 12	47685.47	0.03	425.71	0.00	9.93	9.93	488.66
1980 04 23 12	47692.80	1.03	421.18	0.00	8.05	8.05	390.40
1980 04 24 12	47692.80	19.21	407.34	0.00	2.56	2.56	401.86
1980 04 25 12	48038.40	2.85	443.26	0.00	2.09	2.09	413.06
1980 04 26 12	48038.40	0.45	520.52	0.00	2.91	2.91	405.24
1980 04 27 12	48040.51	4.38	504.40	0.00	6.02	6.02	458.64
1980 04 28 12	48384.00	0.70	506.46	0.00	9.16	9.16	488.56
1980 04 29 12	48384.00	0.00	394.61	0.00	9.97	9.97	453.28
1980 04 30 12	48402.17	1.00	434.65	0.00	6.80	6.80	437.15
1980 05 01 12	48729.60	1.83	369.73	0.00	3.82	3.82	408.70
1980 05 02 12	48729.60	0.09	522.15	0.00	5.40	5.40	424.28
1980 05 03 12	48747.77	0.06	545.32	0.00	7.32	7.32	484.57
1980 05 04 12	49075.20	4.88	542.88	0.00	8.91	8.91	572.51
1980 05 05 12	49075.20	2.08	505.05	0.00	9.79	9.79	542.61
1980 05 06 12	49093.37	2.24	498.74	0.00	10.66	10.66	559.48
1980 05 07 12	49420.80	1.48	513.59	0.00	10.65	10.65	568.12
1980 05 08 12	49420.80	3.84	522.43	0.00	10.38	10.38	529.00
1980 05 09 12	49420.80	0.00	528.66	0.00	8.72	8.72	443.33
1980 05 10 12	49759.07	0.00	422.46	0.00	9.55	9.55	393.64
1980 05 11 12	49766.40	0.00	434.60	0.00	9.59	9.59	407.34
1980 05 12 12	49766.40	0.00	560.70	0.00	5.55	5.55	336.41
1980 05 13 12	49975.91	2.17	500.27	0.00	4.72	4.72	356.31
1980 05 14 12	50112.00	0.07	456.43	0.00	8.87	8.87	387.68
1980 05 15 12	50112.00	20.32	449.98	0.00	8.67	8.67	550.27
1980 05 16 12	50114.11	1.12	545.46	0.00	7.32	7.32	530.46
1980 05 17 12	50424.33	0.81	544.69	0.00	9.53	9.53	560.09
1980 05 18 12	50457.60	0.00	498.31	0.00	8.59	8.59	446.07
1980 05 19 12	50457.60	0.00	556.30	0.00	9.73	9.73	475.40
1980 05 20 12	50475.77	0.00	555.70	0.00	11.18	11.18	445.00
1980 05 21 12	50769.93	0.11	546.27	0.00	13.75	13.75	501.91
1980 05 22 12	50803.20	0.06	548.10	0.00	15.31	15.31	594.20
1980 05 23 12	50803.20	0.00	561.49	0.00	12.52	12.52	472.57
1980 05 24 12	50803.20	0.00	568.12	0.00	11.01	11.01	377.22
1980 05 25 12	51012.71	0.00	571.95	0.00	7.19	7.19	236.81
1980 05 26 12	51148.80	0.00	562.66	0.00	9.70	9.70	253.69
1980 05 27 12	51148.80	0.00	352.26	0.00	11.73	11.73	312.40
1980 05 28 12	51148.80	0.00	550.66	0.00	12.07	12.07	359.15
1980 05 29 12	51150.91	0.00	574.80	0.00	10.85	10.85	341.97
1980 05 30 12	51285.12	0.00	574.63	0.00	10.45	10.45	261.87
1980 05 31 12	51487.07	0.00	568.00	0.00	12.69	12.69	278.46
1980 06 01 12	51494.40	0.00	521.72	0.00	12.21	12.21	280.59
1980 06 02 12	51494.40	0.00	566.18	0.00	10.88	10.88	289.41
1980 06 03 12	51494.40	0.00	566.23	0.00	13.74	13.74	299.31
1980 06 04 12	51494.40	0.00	570.88	0.00	15.31	15.31	348.21
1980 06 05 12	51561.83	0.00	562.90	0.00	15.93	15.93	342.85
