  39.81
  41.00
   6083870
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33177.60	0.00	278.13	0.00	1.10	1.10	471.41
1980 01 02 12	33177.60	0.00	277.57	0.00	2.03	2.03	545.69
1980 01 03 12	33177.60	0.68	200.94	0.00	0.11	0.11	462.50
1980 01 04 12	33401.59	1.09	207.02	0.00	-0.84	-0.84	411.98
1980 01 05 12	33523.20	13.90	73.83	0.00	0.24	0.24	545.95
1980 01 06 12	33523.20	0.11	307.65	0.00	-4.08	-4.08	369.60
1980 01 07 12	33523.20	0.59	193.43	0.00	-0.81	-0.81	500.10
1980 01 08 12	33523.20	0.66	234.79	0.00	-0.49	-0.49	468.77
1980 01 09 12	33523.20	0.20	71.75	0.00	-1.76	-1.76	431.54
1980 01 10 12	33868.80	0.00	284.50	0.00	-2.79	-2.79	393.12
1980 01 11 12	33868.80	11.52	152.79	0.00	3.79	3.79	753.66
1980 01 12 12	33868.80	16.79	261.00	0.00	3.90	3.90	676.86
1980 01 13 12	33868.80	0.00	247.81	0.00	-1.31	-1.31	315.96
1980 01 14 12	33868.80	0.14	112.63	0.00	5.43	5.43	848.10
1980 01 15 12	34214.40	0.02	296.99	0.00	8.83	8.83	978.60
1980 01 16 12	34214.40	0.00	311.33	0.00	3.68	3.68	581.52
1980 01 17 12	34214.40	0.00	239.29	0.00	2.18	2.18	586.01
1980 01 18 12	34214.40	7.82	105.68	0.00	3.08	3.08	699.63
1980 01 19 12	34560.00	8.54	259.70	0.00	4.31	4.31	697.67
1980 01 20 12	34560.00	0.00	322.09	0.00	1.88	1.88	501.41
1980 01 21 12	34560.00	3.81	245.58	0.00	0.03	0.03	405.68
1980 01 22 12	34783.99	1.48	102.25	0.00	0.74	0.74	498.25
1980 01 23 12	34905.60	3.44	130.58	0.00	3.21	3.21	664.56
1980 01 24 12	34905.60	0.00	278.21	0.00	-3.73	-3.73	186.99
1980 01 25 12	34905.60	0.26	163.64	0.00	-1.00	-1.00	330.29
1980 01 26 12	35251.20	0.23	335.35	0.00	0.06	0.06	413.11
1980 01 27 12	35251.20	0.00	268.80	0.00	-1.88	-1.88	336.95
1980 01 28 12	35251.20	0.00	251.84	0.00	0.27	0.27	405.87
1980 01 29 12	35596.80	0.00	155.60	0.00	-1.02	-1.02	303.22
1980 01 30 12	35596.80	0.00	290.71	0.00	-3.71	-3.71	211.19
1980 01 31 12	35596.80	0.00	111.00	0.00	-5.90	-5.90	194.79
1980 02 01 12	35942.40	0.00	286.01	0.00	-8.13	-8.13	161.88
1980 02 02 12	35942.40	0.00	348.17	0.00	-8.57	-8.57	182.18
1980 02 03 12	36166.39	0.00	339.14	0.00	-8.50	-8.50	193.74
1980 02 04 12	36288.00	0.00	238.55	0.00	-5.00	-5.00	227.69
1980 02 05 12	36288.00	0.00	351.99	0.00	-5.57	-5.57	252.43
1980 02 06 12	36633.60	0.03	221.58	0.00	-3.42	-3.42	305.82
1980 02 07 12	36633.60	0.01	257.52	0.00	0.35	0.35	439.40
1980 02 08 12	36633.60	0.00	366.80	0.00	-2.03	-2.03	293.14
1980 02 09 12	36979.20	0.00	138.43	0.00	-2.65	-2.65	275.26
1980 02 10 12	36979.20	0.05	232.19	0.00	-1.58	-1.58	333.34
1980 02 11 12	37324.80	0.00	287.85	0.00	-3.48	-3.48	283.91
1980 02 12 12	37324.80	0.00	326.95	0.00	-0.72	-0.72	366.66
1980 02 13 12	37324.80	0.00	303.51	0.00	-1.60	-1.60	304.38
1980 02 14 12	37670.40	0.00	256.85	0.00	-0.70	-0.70	352.44
1980 02 15 12	37670.40	0.00	317.25	0.00	-0.45	-0.45	371.95
1980 02 16 12	38016.00	10.99	113.66	0.00	2.31	2.31	626.80
1980 02 17 12	38016.00	0.00	332.78	0.00	-3.48	-3.48	270.58
1980 02 18 12	38016.00	0.00	387.36	0.00	-4.01	-4.01	201.36
1980 02 19 12	38361.60	0.00	376.47	0.00	0.23	0.23	391.18
1980 02 20 12	38361.60	0.00	341.64	0.00	3.55	3.55	570.00
1980 02 21 12	38707.20	0.00	314.95	0.00	4.83	4.83	678.36
1980 02 22 12	38707.20	7.33	137.49	0.00	4.17	4.17	751.40
1980 02 23 12	39052.80	1.90	269.84	0.00	5.71	5.71	787.27
1980 02 24 12	39052.80	0.12	261.72	0.00	6.77	6.77	762.02
1980 02 25 12	39276.79	1.44	174.74	0.00	4.87	4.87	609.21
1980 02 26 12	39398.40	0.01	306.03	0.00	0.27	0.27	419.72
1980 02 27 12	39398.40	0.71	117.15	0.00	-3.50	-3.50	267.54
1980 02 28 12	39744.00	0.14	230.06	0.00	-2.04	-2.04	287.28
1980 02 29 12	39744.00	0.32	276.16	0.00	-6.23	-6.23	221.25
1980 03 01 12	40089.60	0.50	319.49	0.00	-10.41	-10.41	155.18
1980 03 02 12	40089.60	4.59	158.28	0.00	-8.09	-8.09	264.53
1980 03 03 12	40435.20	0.00	467.71	0.00	-7.43	-7.43	269.60
1980 03 04 12	40435.20	0.00	450.56	0.00	-4.18	-4.18	341.72
1980 03 05 12	40780.80	1.00	191.37	0.00	2.14	2.14	602.21
1980 03 06 12	40780.80	0.00	410.28	0.00	3.09	3.09	605.58
1980 03 07 12	40780.80	0.00	376.51	0.00	3.91	3.91	610.92
1980 03 08 12	41126.40	2.85	313.89	0.00	9.82	9.82	1148.24
1980 03 09 12	41126.40	1.85	416.96	0.00	8.37	8.37	902.25
1980 03 10 12	41472.00	0.98	355.39	0.00	4.69	4.69	594.84
1980 03 11 12	41472.00	11.16	416.25	0.00	4.67	4.67	695.20
1980 03 12 12	41817.60	0.00	443.77	0.00	-0.74	-0.74	241.92
1980 03 13 12	41817.60	12.69	200.73	0.00	-1.29	-1.29	379.04
1980 03 14 12	42163.20	19.77	210.25	0.00	2.71	2.71	663.90
1980 03 15 12	42163.20	0.00	417.93	0.00	1.06	1.06	444.15
1980 03 16 12	42508.80	0.00	486.08	0.00	0.37	0.37	387.77
1980 03 17 12	42508.80	4.22	229.32	0.00	5.75	5.75	779.43
1980 03 18 12	42854.40	10.21	333.14	0.00	8.59	8.59	901.63
1980 03 19 12	42854.40	0.00	500.81	0.00	3.63	3.63	504.63
1980 03 20 12	43200.00	0.00	472.53	0.00	7.13	7.13	744.05
1980 03 21 12	43200.00	33.42	250.46	0.00	10.98	10.98	1242.51
1980 03 22 12	43200.00	3.78	155.12	0.00	5.64	5.64	746.60
1980 03 23 12	43545.60	1.06	501.08	0.00	4.75	4.75	623.52
1980 03 24 12	43545.60	0.04	211.22	0.00	5.15	5.15	683.31
1980 03 25 12	43891.20	28.29	168.79	0.00	6.38	6.38	870.00
1980 03 26 12	43891.20	0.01	350.40	0.00	6.15	6.15	710.26
1980 03 27 12	44236.80	2.54	294.16	0.00	5.93	5.93	674.06
1980 03 28 12	44236.80	1.31	351.14	0.00	6.55	6.55	728.68
1980 03 29 12	44582.40	22.03	136.33	0.00	7.28	7.28	961.39
1980 03 30 12	44582.40	0.98	313.34	0.00	9.53	9.53	1060.35
1980 03 31 12	44928.00	24.07	108.62	0.00	6.27	6.27	879.66
1980 04 01 12	44928.00	7.03	499.61	0.00	5.34	5.34	647.25
1980 04 02 12	45273.60	0.00	235.21	0.00	5.53	5.53	736.59
1980 04 03 12	45273.60	0.00	499.59	0.00	10.36	10.36	863.26
1980 04 04 12	45619.20	23.21	298.78	0.00	11.62	11.62	1207.95
1980 04 05 12	45619.20	0.02	388.57	0.00	9.30	9.30	798.30
1980 04 06 12	45619.20	0.00	487.72	0.00	8.17	8.17	672.43
1980 04 07 12	45964.80	0.00	421.19	0.00	10.43	10.43	876.88
1980 04 08 12	45964.80	0.09	226.72	0.00	10.56	10.56	1135.43
1980 04 09 12	46310.40	47.40	191.91	0.00	11.87	11.87	1297.09
1980 04 10 12	46310.40	10.70	448.43	0.00	14.28	14.28	1380.26
1980 04 11 12	46656.00	0.00	482.08	0.00	13.96	13.96	1010.88
1980 04 12 12	46656.00	0.00	447.20	0.00	13.60	13.60	1054.88
1980 04 13 12	47001.60	0.27	441.47	0.00	14.54	14.54	1193.08
1980 04 14 12	47001.60	9.35	294.52	0.00	9.62	9.62	1049.78
1980 04 15 12	47123.21	1.76	481.43	0.00	14.23	14.23	1272.93
1980 04 16 12	47347.20	0.00	219.73	0.00	7.75	7.75	713.51
1980 04 17 12	47347.20	0.00	532.53	0.00	3.78	3.78	461.32
1980 04 18 12	47692.80	0.00	486.83	0.00	7.21	7.21	628.96
1980 04 19 12	47692.80	0.00	445.69	0.00	11.79	11.79	813.72
1980 04 20 12	48038.40	0.02	499.28	0.00	12.70	12.70	1026.94
1980 04 21 12	48038.40	0.02	527.16	0.00	13.99	13.99	1023.87
1980 04 22 12	48384.00	0.00	529.35	0.00	10.57	10.57	685.84
1980 04 23 12	48384.00	0.00	523.44	0.00	8.93	8.93	772.34
1980 04 24 12	48384.00	0.25	509.20	0.00	12.18	12.18	986.48
1980 04 25 12	48729.60	1.87	431.44	0.00	14.28	14.28	1421.68
1980 04 26 12	48729.60	2.35	169.73	0.00	12.04	12.04	1172.74
1980 04 27 12	49075.20	12.11	190.23	0.00	11.15	11.15	1202.16
1980 04 28 12	49075.20	17.92	214.33	0.00	11.67	11.67	1299.13
1980 04 29 12	49075.20	13.55	285.88	0.00	10.70	10.70	1161.04
1980 04 30 12	49420.80	4.18	372.00	0.00	11.92	11.92	1245.90
1980 05 01 12	49420.80	8.46	240.84	0.00	11.88	11.88	1200.48
1980 05 02 12	49766.40	0.00	233.10	0.00	12.51	12.51	1185.07
1980 05 03 12	49766.40	0.01	465.56	0.00	14.15	14.15	1183.24
1980 05 04 12	49766.40	0.00	529.57	0.00	16.24	16.24	1100.17
1980 05 05 12	50112.00	0.00	512.10	0.00	17.01	17.01	1205.22
1980 05 06 12	50112.00	0.00	439.54	0.00	19.63	19.63	1520.59
1980 05 07 12	50233.61	0.65	506.68	0.00	18.36	18.36	1506.14
1980 05 08 12	50457.60	8.36	112.36	0.00	12.34	12.34	1268.85
1980 05 09 12	50457.60	0.00	401.54	0.00	10.40	10.40	892.95
1980 05 10 12	50803.20	0.00	507.08	0.00	10.59	10.59	820.02
1980 05 11 12	50803.20	1.74	177.94	0.00	12.48	12.48	1269.01
1980 05 12 12	50803.20	2.99	310.86	0.00	17.15	17.15	1731.06
1980 05 13 12	51148.80	7.39	374.44	0.00	21.22	21.22	2076.69
1980 05 14 12	51148.80	0.95	504.92	0.00	20.94	20.94	1732.06
1980 05 15 12	51148.80	0.00	420.31	0.00	13.77	13.77	1092.41
1980 05 16 12	51494.40	0.00	499.49	0.00	12.94	12.94	925.79
1980 05 17 12	51494.40	0.21	446.86	0.00	14.42	14.42	1029.84
1980 05 18 12	51494.40	13.47	130.25	0.00	14.29	14.29	1439.84
1980 05 19 12	51616.01	0.26	411.85	0.00	19.12	19.12	1852.88
1980 05 20 12	51840.00	1.29	203.00	0.00	19.35	19.35	1922.20
1980 05 21 12	51840.00	10.46	159.95	0.00	14.55	14.55	1526.47
1980 05 22 12	51840.00	0.00	524.87	0.00	18.16	18.16	1606.26
1980 05 23 12	52185.60	0.00	524.56	0.00	21.34	21.34	1807.14
1980 05 24 12	52185.60	0.00	414.71	0.00	22.74	22.74	2190.07
1980 05 25 12	52185.60	0.00	512.17	0.00	22.73	22.73	2091.38
1980 05 26 12	52185.60	0.00	546.10	0.00	15.68	15.68	1149.89
1980 05 27 12	52531.20	0.00	537.50	0.00	13.22	13.22	927.84
1980 05 28 12	52531.20	0.00	404.57	0.00	14.22	14.22	995.32
1980 05 29 12	52531.20	0.00	479.12	0.00	16.78	16.78	1218.60
1980 05 30 12	52531.20	0.04	512.57	0.00	16.69	16.69	1402.43
1980 05 31 12	52531.20	0.80	341.11	0.00	19.51	19.51	2012.38
1980 06 01 12	52876.80	2.96	519.60	0.00	23.04	23.04	2091.46
1980 06 02 12	52876.80	5.67	331.86	0.00	23.27	23.27	2378.13
1980 06 03 12	52876.80	3.71	448.52	0.00	24.61	24.61	2437.98
1980 06 04 12	52876.80	0.15	521.01	0.00	20.64	20.64	1726.29
1980 06 05 12	52876.80	0.00	561.31	0.00	16.57	16.57	1196.83
1980 06 06 12	52998.41	0.24	462.24	0.00	16.48	16.48	1223.70
1980 06 07 12	53222.40	7.13	376.57	0.00	19.43	19.43	1892.99
1980 06 08 12	53222.40	11.64	381.55	0.00	22.69	22.69	2239.48
1980 06 09 12	53222.40	0.90	455.01	0.00	13.30	13.30	1022.05
1980 06 10 12	53222.40	8.08	278.88	0.00	15.23	15.23	1417.29
1980 06 11 12	53222.40	0.05	526.22	0.00	15.58	15.58	1162.73
1980 06 12 12	53222.40	0.00	413.05	0.00	14.94	14.94	1131.81
1980 06 13 12	53222.40	0.00	502.78	0.00	16.50	16.50	1268.79
1980 06 14 12	53222.40	0.00	550.59	0.00	16.23	16.23	1328.95
1980 06 15 12	53222.40	6.14	385.76	0.00	20.17	20.17	1932.34
1980 06 16 12	53222.40	9.43	366.62	0.00	21.31	21.31	1984.24
1980 06 17 12	53222.40	0.00	552.48	0.00	17.02	17.02	1310.76
1980 06 18 12	53344.01	0.00	498.19	0.00	16.65	16.65	1390.11
1980 06 19 12	53344.01	0.00	550.60	0.00	17.66	17.66	1581.06
1980 06 20 12	53344.01	0.12	450.12	0.00	16.91	16.91	1536.52
1980 06 21 12	53344.01	0.00	542.53	0.00	16.92	16.92	1323.28
1980 06 22 12	53344.01	0.00	545.72	0.00	19.96	19.96	1496.40
1980 06 23 12	53222.40	0.00	534.05	0.00	20.98	20.98	1629.31
1980 06 24 12	53222.40	0.00	535.15	0.00	21.60	21.60	1940.21
1980 06 25 12	53222.40	0.03	508.94	0.00	22.82	22.82	2117.79
1980 06 26 12	53222.40	0.84	450.52	0.00	21.29	21.29	2102.02
1980 06 27 12	53222.40	0.14	499.02	0.00	23.38	23.38	2289.71
1980 06 28 12	53222.40	1.39	460.91	0.00	23.21	23.21	2036.05
1980 06 29 12	53222.40	20.85	378.83	0.00	22.13	22.13	2296.91
1980 06 30 12	53222.40	14.00	417.70	0.00	23.49	23.49	2282.60
1980 07 01 12	53222.40	0.00	501.89	0.00	21.22	21.22	1781.30
1980 07 02 12	53222.40	4.90	412.40	0.00	21.63	21.63	2101.70
1980 07 03 12	53222.40	3.08	391.12	0.00	23.75	23.75	2525.59
1980 07 04 12	53222.40	0.00	527.32	0.00	25.62	25.62	2439.94
1980 07 05 12	52876.80	0.06	332.41	0.00	23.51	23.51	2163.12
1980 07 06 12	52876.80	2.82	556.25	0.00	23.29	23.29	2006.53
1980 07 07 12	52876.80	0.00	559.90	0.00	18.24	18.24	1222.02
1980 07 08 12	52876.80	0.00	457.76	0.00	20.88	20.88	1780.99
1980 07 09 12	52876.80	0.95	507.14	0.00	23.39	23.39	2027.23
1980 07 10 12	52876.80	6.96	429.71	0.00	24.15	24.15	2311.51
1980 07 11 12	52531.20	0.01	523.61	0.00	24.74	24.74	2312.09
1980 07 12 12	52531.20	0.26	543.93	0.00	25.17	25.17	2138.53
1980 07 13 12	52531.20	0.00	558.36	0.00	20.52	20.52	1547.80
1980 07 14 12	52531.20	0.00	551.03	0.00	22.13	22.13	1609.73
1980 07 15 12	52307.21	0.06	478.31	0.00	22.84	22.84	1976.97
1980 07 16 12	52185.60	5.65	485.91	0.00	26.38	26.38	2606.65
1980 07 17 12	52185.60	1.53	514.35	0.00	28.20	28.20	2954.77
1980 07 18 12	52185.60	0.43	501.74	0.00	26.91	26.91	2467.80
1980 07 19 12	51840.00	0.00	443.03	0.00	25.65	25.65	2451.73
1980 07 20 12	51840.00	0.00	408.57	0.00	28.67	28.67	2802.01
1980 07 21 12	51840.00	0.28	482.17	0.00	29.48	29.48	2872.50
1980 07 22 12	51840.00	4.79	309.99	0.00	27.37	27.37	2777.50
1980 07 23 12	51494.40	20.25	316.78	0.00	25.22	25.22	2603.72
1980 07 24 12	51494.40	4.84	514.28	0.00	24.39	24.39	2108.82
1980 07 25 12	51494.40	0.00	543.52	0.00	22.68	22.68	1681.95
1980 07 26 12	51148.80	0.00	459.22	0.00	24.52	24.52	2183.24
1980 07 27 12	51148.80	0.00	521.86	0.00	25.05	25.05	2240.89
1980 07 28 12	51148.80	0.03	357.14	0.00	22.86	22.86	2302.80
1980 07 29 12	50803.20	29.85	319.04	0.00	23.62	23.62	2466.03
1980 07 30 12	50803.20	0.36	498.71	0.00	25.25	25.25	2459.16
1980 07 31 12	50803.20	0.00	526.40	0.00	26.21	26.21	2272.21
1980 08 01 12	50457.60	3.20	475.52	0.00	27.08	27.08	2659.74
1980 08 02 12	50457.60	0.71	503.46	0.00	27.05	27.05	2441.21
1980 08 03 12	50457.60	1.19	500.15	0.00	28.05	28.05	2687.60
1980 08 04 12	50112.00	9.28	494.72	0.00	27.93	27.93	2676.12
1980 08 05 12	50112.00	8.22	298.50	0.00	27.06	27.06	2943.48
1980 08 06 12	50112.00	16.16	337.76	0.00	27.15	27.15	2836.36
1980 08 07 12	49766.40	0.03	527.47	0.00	27.69	27.69	2444.40
1980 08 08 12	49766.40	0.00	520.17	0.00	26.32	26.32	2410.61
1980 08 09 12	49420.80	0.00	515.52	0.00	28.04	28.04	2596.43
1980 08 10 12	49420.80	0.08	469.13	0.00	26.48	26.48	2203.46
1980 08 11 12	49420.80	2.26	415.49	0.00	25.92	25.92	2661.30
1980 08 12 12	49075.20	14.65	276.12	0.00	26.64	26.64	2794.69
1980 08 13 12	49075.20	0.09	507.66	0.00	24.80	24.80	2140.09
1980 08 14 12	48729.60	0.12	410.69	0.00	24.17	24.17	1992.52
1980 08 15 12	48729.60	0.42	321.78	0.00	25.94	25.94	2547.81
1980 08 16 12	48729.60	0.06	497.21	0.00	23.08	23.08	1812.33
1980 08 17 12	48384.00	0.00	535.66	0.00	19.73	19.73	1353.31
1980 08 18 12	48384.00	2.12	233.84	0.00	19.21	19.21	1668.70
1980 08 19 12	48038.40	0.07	318.66	0.00	22.63	22.63	2219.40
1980 08 20 12	48038.40	0.00	385.66	0.00	23.93	23.93	2301.98
1980 08 21 12	47692.80	0.09	313.92	0.00	20.68	20.68	1881.11
1980 08 22 12	47692.80	0.05	203.35	0.00	20.16	20.16	1932.47
1980 08 23 12	47692.80	0.00	460.73	0.00	21.90	21.90	1824.58
1980 08 24 12	47347.20	0.00	519.23	0.00	23.12	23.12	1714.51
1980 08 25 12	47347.20	0.00	511.32	0.00	23.51	23.51	1735.16
1980 08 26 12	47001.60	0.00	512.56	0.00	23.90	23.90	1790.51
1980 08 27 12	47001.60	0.00	502.74	0.00	26.05	26.05	1994.54
1980 08 28 12	46656.00	0.00	484.26	0.00	26.74	26.74	2100.95
1980 08 29 12	46656.00	0.00	255.13	0.00	25.55	25.55	2291.11
1980 08 30 12	46310.40	0.00	480.36	0.00	25.91	25.91	2264.12
1980 08 31 12	46310.40	1.19	308.76	0.00	24.89	24.89	2327.58
1980 09 01 12	46310.40	0.50	412.75	0.00	27.26	27.26	2483.26
1980 09 02 12	45964.80	0.46	443.23	0.00	27.72	27.72	2450.99
1980 09 03 12	45964.80	1.34	492.01	0.00	26.46	26.46	1996.50
1980 09 04 12	45619.20	0.02	498.77	0.00	23.18	23.18	1577.65
1980 09 05 12	45619.20	0.30	262.62	0.00	22.84	22.84	2095.07
1980 09 06 12	45273.60	1.29	334.95	0.00	25.27	25.27	2147.55
1980 09 07 12	45273.60	0.00	492.89	0.00	25.01	25.01	1757.01
1980 09 08 12	44928.00	0.00	495.66	0.00	19.96	19.96	1147.99
1980 09 09 12	44928.00	0.00	467.89	0.00	21.86	21.86	1464.18
1980 09 10 12	44582.40	0.21	371.61	0.00	23.27	23.27	1708.50
1980 09 11 12	44582.40	0.00	495.51	0.00	18.82	18.82	1126.62
1980 09 12 12	44582.40	0.00	477.56	0.00	19.10	19.10	1243.37
1980 09 13 12	44236.80	0.00	394.23	0.00	21.09	21.09	1673.68
1980 09 14 12	44236.80	0.00	437.27	0.00	23.39	23.39	2050.58
1980 09 15 12	43891.20	10.85	384.15	0.00	23.46	23.46	1973.30
1980 09 16 12	43891.20	0.00	323.36	0.00	19.53	19.53	1603.72
1980 09 17 12	43545.60	4.88	272.79	0.00	20.72	20.72	2114.73
1980 09 18 12	43545.60	11.33	221.68	0.00	22.32	22.32	2304.11
1980 09 19 12	43200.00	0.00	469.17	0.00	20.24	20.24	1491.15
1980 09 20 12	43200.00	0.00	466.73	0.00	19.46	19.46	1671.65
1980 09 21 12	42854.40	0.00	452.73	0.00	23.31	23.31	2197.20
1980 09 22 12	42854.40	0.07	452.10	0.00	26.49	26.49	2464.64
1980 09 23 12	42508.80	0.00	327.45	0.00	25.60	25.60	2279.93
1980 09 24 12	42508.80	0.00	350.20	0.00	18.77	18.77	1375.98
1980 09 25 12	42163.20	17.76	185.63	0.00	17.24	17.24	1794.55
1980 09 26 12	42163.20	2.58	449.77	0.00	20.43	20.43	1705.30
1980 09 27 12	41817.60	0.00	470.40	0.00	11.21	11.21	752.85
1980 09 28 12	41817.60	0.00	449.35	0.00	12.49	12.49	900.37
1980 09 29 12	41817.60	0.09	416.70	0.00	16.51	16.51	1347.97
1980 09 30 12	41472.00	0.92	385.70	0.00	17.93	17.93	1641.95
1980 10 01 12	41472.00	0.80	295.10	0.00	18.42	18.42	1781.52
1980 10 02 12	41126.40	0.28	414.41	0.00	19.80	19.80	1841.79
1980 10 03 12	41126.40	10.00	153.27	0.00	16.92	16.92	1712.07
1980 10 04 12	40780.80	7.09	324.01	0.00	14.92	14.92	1340.18
1980 10 05 12	40780.80	0.00	172.64	0.00	11.97	11.97	961.16
1980 10 06 12	40435.20	0.00	282.29	0.00	12.47	12.47	941.90
1980 10 07 12	40435.20	0.00	180.11	0.00	12.25	12.25	933.58
1980 10 08 12	40089.60	0.00	416.92	0.00	15.74	15.74	1100.01
1980 10 09 12	40089.60	0.20	420.09	0.00	16.11	16.11	1277.16
1980 10 10 12	40089.60	0.31	193.84	0.00	14.02	14.02	1154.29
1980 10 11 12	39744.00	5.26	297.47	0.00	19.14	19.14	1853.04
1980 10 12 12	39744.00	0.35	358.40	0.00	12.90	12.90	1038.31
1980 10 13 12	39398.40	0.16	372.09	0.00	9.76	9.76	762.57
1980 10 14 12	39398.40	0.00	385.47	0.00	7.47	7.47	587.09
