  39.28
  16.00
  79737535
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33523.20	0.00	274.15	0.00	2.06	2.06	522.97
1980 01 02 12	33523.20	0.00	283.31	0.00	2.73	2.73	569.33
1980 01 03 12	33523.20	0.96	196.18	0.00	1.32	1.32	513.41
1980 01 04 12	33523.20	1.79	178.53	0.00	0.25	0.25	475.60
1980 01 05 12	33523.20	11.63	64.28	0.00	0.69	0.69	581.14
1980 01 06 12	33523.20	0.71	319.77	0.00	-3.52	-3.52	381.54
1980 01 07 12	33718.15	0.12	186.35	0.00	-0.38	-0.38	520.32
1980 01 08 12	33868.80	0.43	242.27	0.00	0.33	0.33	511.94
1980 01 09 12	33868.80	0.56	75.17	0.00	-0.82	-0.82	462.29
1980 01 10 12	33868.80	0.00	311.94	0.00	-2.12	-2.12	419.22
1980 01 11 12	33868.80	10.27	133.47	0.00	3.59	3.59	729.58
1980 01 12 12	33950.34	14.04	270.61	0.00	2.93	2.93	606.61
1980 01 13 12	34214.40	0.00	241.96	0.00	-0.65	-0.65	349.73
1980 01 14 12	34214.40	0.28	111.44	0.00	5.04	5.04	825.05
1980 01 15 12	34214.40	0.10	307.52	0.00	8.33	8.33	942.21
1980 01 16 12	34214.40	0.00	320.17	0.00	4.12	4.12	607.39
1980 01 17 12	34560.00	0.00	262.26	0.00	3.33	3.33	631.18
1980 01 18 12	34560.00	11.98	80.76	0.00	4.23	4.23	761.01
1980 01 19 12	34560.00	6.58	270.49	0.00	4.52	4.52	707.12
1980 01 20 12	34560.00	0.00	327.60	0.00	2.39	2.39	524.96
1980 01 21 12	34905.60	5.97	274.80	0.00	0.93	0.93	437.82
1980 01 22 12	34905.60	2.60	102.18	0.00	2.02	2.02	565.30
1980 01 23 12	34905.60	5.73	108.83	0.00	3.96	3.96	703.56
1980 01 24 12	35223.69	0.00	272.94	0.00	-2.95	-2.95	224.61
1980 01 25 12	35251.20	0.00	194.71	0.00	0.87	0.87	425.31
1980 01 26 12	35251.20	0.00	332.80	0.00	1.19	1.19	463.02
1980 01 27 12	35446.15	0.00	228.96	0.00	-0.23	-0.23	350.81
1980 01 28 12	35596.80	0.00	235.17	0.00	1.19	1.19	432.46
1980 01 29 12	35596.80	0.00	141.43	0.00	-0.16	-0.16	342.98
1980 01 30 12	35791.75	0.00	275.22	0.00	-2.99	-2.99	233.43
1980 01 31 12	35942.40	0.65	112.95	0.00	-4.89	-4.89	257.99
1980 02 01 12	35942.40	0.00	313.09	0.00	-7.63	-7.63	216.18
1980 02 02 12	36137.35	0.00	359.65	0.00	-8.13	-8.13	223.61
1980 02 03 12	36288.00	0.00	362.34	0.00	-7.79	-7.79	246.62
1980 02 04 12	36288.00	0.00	190.69	0.00	-4.77	-4.77	256.13
1980 02 05 12	36633.60	0.07	368.96	0.00	-5.26	-5.26	304.74
1980 02 06 12	36633.60	0.12	244.80	0.00	-2.60	-2.60	378.20
1980 02 07 12	36633.60	0.05	262.97	0.00	0.33	0.33	478.27
1980 02 08 12	36979.20	0.00	381.41	0.00	-2.12	-2.12	354.21
1980 02 09 12	36979.20	0.20	111.18	0.00	-2.17	-2.17	338.61
1980 02 10 12	37174.15	0.39	253.08	0.00	-1.31	-1.31	375.88
1980 02 11 12	37324.80	0.00	315.67	0.00	-2.78	-2.78	333.77
1980 02 12 12	37324.80	0.00	359.57	0.00	-0.49	-0.49	404.29
1980 02 13 12	37670.40	0.00	308.50	0.00	-1.37	-1.37	331.87
1980 02 14 12	37670.40	0.00	278.77	0.00	-0.35	-0.35	406.42
1980 02 15 12	37865.35	0.76	305.79	0.00	0.59	0.59	439.23
1980 02 16 12	38016.00	11.85	114.16	0.00	2.81	2.81	668.67
1980 02 17 12	38016.00	0.00	343.88	0.00	-2.68	-2.68	287.20
1980 02 18 12	38361.60	0.00	404.24	0.00	-3.27	-3.27	220.47
1980 02 19 12	38361.60	0.00	387.67	0.00	1.17	1.17	448.04
1980 02 20 12	38707.20	0.04	352.54	0.00	3.94	3.94	623.15
1980 02 21 12	38707.20	0.56	371.82	0.00	5.66	5.66	729.49
1980 02 22 12	38707.20	6.74	204.09	0.00	5.21	5.21	807.00
1980 02 23 12	39052.80	1.42	281.67	0.00	6.67	6.67	835.22
1980 02 24 12	39052.80	0.79	278.02	0.00	7.24	7.24	800.45
1980 02 25 12	39398.40	3.38	167.25	0.00	5.75	5.75	652.46
1980 02 26 12	39398.40	0.02	315.94	0.00	0.85	0.85	469.87
1980 02 27 12	39744.00	0.00	148.73	0.00	-2.13	-2.13	311.85
1980 02 28 12	39744.00	3.48	224.44	0.00	-1.85	-1.85	371.13
1980 02 29 12	39744.00	2.25	281.20	0.00	-5.88	-5.88	285.00
1980 03 01 12	40089.60	1.03	335.05	0.00	-9.90	-9.90	198.83
1980 03 02 12	40089.60	4.23	148.97	0.00	-7.78	-7.78	280.95
1980 03 03 12	40435.20	0.00	487.20	0.00	-6.93	-6.93	287.38
1980 03 04 12	40435.20	0.00	465.71	0.00	-3.39	-3.39	382.77
1980 03 05 12	40780.80	1.41	182.22	0.00	2.43	2.43	622.57
1980 03 06 12	40780.80	0.02	441.88	0.00	2.80	2.80	589.59
1980 03 07 12	41126.40	0.00	406.47	0.00	4.40	4.40	644.23
1980 03 08 12	41126.40	0.86	345.91	0.00	8.96	8.96	1090.97
1980 03 09 12	41321.35	1.29	440.23	0.00	8.01	8.01	876.23
1980 03 10 12	41472.00	0.01	340.17	0.00	5.25	5.25	650.40
1980 03 11 12	41472.00	6.82	422.78	0.00	4.67	4.67	694.83
1980 03 12 12	41817.60	0.00	492.07	0.00	-0.10	-0.10	296.29
1980 03 13 12	41817.60	18.62	177.88	0.00	-0.82	-0.82	430.55
1980 03 14 12	42163.20	13.09	187.34	0.00	2.70	2.70	662.15
1980 03 15 12	42163.20	0.03	463.47	0.00	1.87	1.87	475.39
1980 03 16 12	42508.80	0.04	501.06	0.00	1.94	1.94	446.30
1980 03 17 12	42508.80	2.66	204.70	0.00	6.23	6.23	892.65
1980 03 18 12	42854.40	13.77	373.55	0.00	8.54	8.54	931.10
1980 03 19 12	42854.40	0.00	523.42	0.00	4.12	4.12	532.18
1980 03 20 12	43200.00	0.00	476.55	0.00	7.11	7.11	783.87
1980 03 21 12	43200.00	28.25	276.86	0.00	10.48	10.48	1204.47
1980 03 22 12	43200.00	2.78	146.13	0.00	5.13	5.13	673.70
1980 03 23 12	43545.60	5.63	494.60	0.00	4.80	4.80	652.85
1980 03 24 12	43545.60	0.21	232.92	0.00	5.69	5.69	723.41
1980 03 25 12	43891.20	24.92	202.45	0.00	7.18	7.18	920.53
1980 03 26 12	43891.20	0.04	355.06	0.00	6.50	6.50	720.51
1980 03 27 12	44236.80	0.17	343.25	0.00	6.24	6.24	673.94
1980 03 28 12	44236.80	1.36	379.02	0.00	6.91	6.91	744.36
1980 03 29 12	44582.40	24.81	170.24	0.00	7.80	7.80	1000.79
1980 03 30 12	44582.40	1.23	270.08	0.00	9.65	9.65	1083.57
1980 03 31 12	44928.00	17.75	149.64	0.00	6.35	6.35	885.66
1980 04 01 12	44928.00	6.52	512.58	0.00	6.02	6.02	701.12
1980 04 02 12	45078.65	0.00	269.32	0.00	6.21	6.21	785.77
1980 04 03 12	45273.60	0.00	500.32	0.00	10.86	10.86	924.66
1980 04 04 12	45273.60	30.71	300.20	0.00	11.63	11.63	1232.10
1980 04 05 12	45619.20	0.14	458.82	0.00	9.22	9.22	809.30
1980 04 06 12	45619.20	0.00	508.85	0.00	8.48	8.48	712.45
1980 04 07 12	45964.80	0.00	426.40	0.00	10.09	10.09	902.39
1980 04 08 12	45964.80	0.00	267.36	0.00	10.89	10.89	1157.78
1980 04 09 12	46310.40	32.91	256.15	0.00	11.41	11.41	1274.19
1980 04 10 12	46310.40	6.81	479.72	0.00	13.42	13.42	1283.44
1980 04 11 12	46656.00	0.00	512.43	0.00	13.84	13.84	1003.13
1980 04 12 12	46656.00	0.00	442.02	0.00	12.64	12.64	1064.66
1980 04 13 12	46656.00	0.61	436.32	0.00	13.79	13.79	1171.77
1980 04 14 12	47001.60	10.16	331.37	0.00	10.70	10.70	1143.99
1980 04 15 12	47001.60	3.31	494.70	0.00	13.07	13.07	1219.47
