  38.31
 911.00
  44787641
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33868.80	0.00	270.40	0.00	-0.18	-0.18	342.07
1980 01 02 12	33868.80	0.00	293.94	0.00	-1.78	-1.78	355.58
1980 01 03 12	33868.80	0.00	229.55	0.00	-2.25	-2.25	372.36
1980 01 04 12	33868.80	6.56	142.14	0.00	-2.13	-2.13	449.41
1980 01 05 12	33868.80	8.89	72.57	0.00	-4.03	-4.03	417.20
1980 01 06 12	33868.80	0.39	292.35	0.00	-6.27	-6.27	328.45
1980 01 07 12	34083.98	0.45	158.85	0.00	-3.42	-3.42	404.05
1980 01 08 12	34214.40	0.29	196.40	0.00	-2.44	-2.44	378.74
1980 01 09 12	34214.40	0.29	172.19	0.00	-1.98	-1.98	408.36
1980 01 10 12	34214.40	0.38	293.63	0.00	-4.73	-4.73	339.49
1980 01 11 12	34214.40	6.66	121.44	0.00	0.66	0.66	570.71
1980 01 12 12	34214.40	2.60	313.94	0.00	-0.80	-0.80	390.59
1980 01 13 12	34560.00	0.00	172.97	0.00	-3.52	-3.52	252.47
1980 01 14 12	34560.00	17.86	137.75	0.00	0.10	0.10	547.83
1980 01 15 12	34560.00	0.40	306.04	0.00	2.90	2.90	607.34
1980 01 16 12	34560.00	0.00	257.69	0.00	2.93	2.93	562.25
1980 01 17 12	34775.18	8.57	91.52	0.00	2.20	2.20	606.43
1980 01 18 12	34905.60	19.65	106.45	0.00	3.23	3.23	725.04
1980 01 19 12	34905.60	1.25	323.18	0.00	1.80	1.80	506.97
1980 01 20 12	34905.60	0.00	275.97	0.00	0.91	0.91	409.66
1980 01 21 12	35246.57	0.00	327.94	0.00	-1.60	-1.60	325.47
1980 01 22 12	35251.20	3.53	181.79	0.00	1.07	1.07	482.19
1980 01 23 12	35251.20	1.71	213.82	0.00	-0.83	-0.83	420.00
1980 01 24 12	35251.20	3.26	221.26	0.00	-7.17	-7.17	235.00
1980 01 25 12	35596.80	3.27	207.92	0.00	1.62	1.62	563.75
1980 01 26 12	35596.80	0.16	279.40	0.00	0.01	0.01	406.07
1980 01 27 12	35596.80	0.00	114.97	0.00	-1.06	-1.06	356.46
1980 01 28 12	35942.40	0.00	187.99	0.00	-0.46	-0.46	414.79
1980 01 29 12	35942.40	0.00	206.76	0.00	-2.32	-2.32	351.94
1980 01 30 12	35942.40	0.16	253.83	0.00	-8.43	-8.43	194.30
1980 01 31 12	36283.38	4.50	141.85	0.00	-7.69	-7.69	275.62
1980 02 01 12	36288.00	0.29	343.12	0.00	-12.76	-12.76	175.75
1980 02 02 12	36288.00	0.21	360.96	0.00	-13.31	-13.31	156.40
1980 02 03 12	36633.60	0.00	358.80	0.00	-12.39	-12.39	157.56
1980 02 04 12	36633.60	0.31	174.51	0.00	-10.38	-10.38	176.43
1980 02 05 12	36633.60	0.21	350.67	0.00	-9.00	-9.00	221.88
1980 02 06 12	36979.20	1.65	260.93	0.00	-4.75	-4.75	312.88
1980 02 07 12	36979.20	0.65	235.19	0.00	-5.49	-5.49	351.36
1980 02 08 12	36979.20	0.00	325.97	0.00	-7.32	-7.32	287.46
1980 02 09 12	37324.80	1.06	96.27	0.00	-4.49	-4.49	372.13
1980 02 10 12	37324.80	1.32	375.35	0.00	-5.59	-5.59	351.41
1980 02 11 12	37360.96	0.00	231.23	0.00	-8.55	-8.55	269.96
1980 02 12 12	37670.40	0.00	373.26	0.00	-6.37	-6.37	288.40
1980 02 13 12	37670.40	0.00	392.82	0.00	-8.72	-8.72	239.47
1980 02 14 12	38016.00	0.00	325.33	0.00	-4.78	-4.78	294.46
1980 02 15 12	38016.00	0.05	172.28	0.00	-0.01	-0.01	460.31
1980 02 16 12	38016.00	1.73	195.32	0.00	0.57	0.57	524.34
1980 02 17 12	38361.60	0.00	370.14	0.00	-8.15	-8.15	170.75
1980 02 18 12	38361.60	0.41	387.80	0.00	-7.62	-7.62	208.71
1980 02 19 12	38707.20	0.00	322.11	0.00	-2.22	-2.22	290.14
1980 02 20 12	38707.20	0.53	291.30	0.00	2.31	2.31	486.65
1980 02 21 12	38707.20	0.85	386.02	0.00	5.09	5.09	732.74
1980 02 22 12	39052.80	6.46	327.78	0.00	9.30	9.30	969.93
1980 02 23 12	39052.80	0.90	338.43	0.00	9.05	9.05	835.63
1980 02 24 12	39398.40	0.29	405.16	0.00	5.34	5.34	622.77
1980 02 25 12	39398.40	1.81	289.60	0.00	2.17	2.17	522.32
1980 02 26 12	39739.38	1.94	315.67	0.00	-3.20	-3.20	386.01
1980 02 27 12	39744.00	0.63	276.15	0.00	-5.97	-5.97	258.60
1980 02 28 12	39744.00	2.64	118.54	0.00	-4.25	-4.25	373.73
1980 02 29 12	40089.60	6.65	206.78	0.00	-8.57	-8.57	274.43
1980 03 01 12	40089.60	10.66	296.05	0.00	-12.88	-12.88	175.04
1980 03 02 12	40435.20	4.58	152.93	0.00	-13.91	-13.91	170.64
1980 03 03 12	40435.20	0.88	468.57	0.00	-12.65	-12.65	179.79
1980 03 04 12	40776.18	0.00	372.39	0.00	-5.46	-5.46	233.26
