  29.70
 668.00
 326199006
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	36608.15	0.02	324.48	0.00	5.81	5.81	427.33
1980 01 02 12	36633.60	0.01	380.82	0.00	7.71	7.71	488.70
1980 01 03 12	36633.60	0.00	357.33	0.00	10.14	10.14	588.47
1980 01 04 12	36633.60	0.00	383.32	0.00	5.53	5.53	420.64
1980 01 05 12	36633.60	0.00	388.89	0.00	5.76	5.76	414.46
1980 01 06 12	36633.60	0.00	388.40	0.00	8.42	8.42	499.23
1980 01 07 12	36633.60	0.00	382.03	0.00	10.56	10.56	588.79
1980 01 08 12	36633.60	0.00	312.65	0.00	8.81	8.81	599.00
1980 01 09 12	36660.23	0.09	311.56	0.00	7.02	7.02	514.06
1980 01 10 12	36830.97	1.28	282.42	0.00	9.36	9.36	611.41
1980 01 11 12	36979.20	0.51	300.55	0.00	11.98	11.98	792.94
1980 01 12 12	36979.20	0.00	371.92	0.00	11.69	11.69	709.09
1980 01 13 12	36979.20	0.00	392.99	0.00	9.48	9.48	555.84
1980 01 14 12	36979.20	0.00	398.33	0.00	11.49	11.49	614.07
1980 01 15 12	36979.20	0.00	392.06	0.00	14.84	14.84	776.20
1980 01 16 12	37005.82	5.81	258.61	0.00	16.64	16.64	1036.29
1980 01 17 12	37299.35	6.13	251.41	0.00	17.83	17.83	1158.91
1980 01 18 12	37324.80	1.54	367.55	0.00	13.14	13.14	841.70
1980 01 19 12	37324.80	0.92	253.78	0.00	13.70	13.70	954.48
1980 01 20 12	37324.80	4.50	182.64	0.00	14.71	14.71	1091.61
1980 01 21 12	37324.80	3.92	238.74	0.00	10.09	10.09	819.18
1980 01 22 12	37522.17	1.05	139.56	0.00	7.74	7.74	736.31
1980 01 23 12	37670.40	0.05	330.31	0.00	3.58	3.58	506.79
1980 01 24 12	37670.40	0.00	417.50	0.00	4.32	4.32	429.56
1980 01 25 12	37670.40	0.00	421.90	0.00	7.67	7.67	496.65
1980 01 26 12	37670.40	0.07	338.81	0.00	9.83	9.83	582.79
1980 01 27 12	37867.77	0.48	321.27	0.00	10.87	10.87	628.29
1980 01 28 12	38016.00	1.24	194.34	0.00	7.96	7.96	657.55
1980 01 29 12	38016.00	0.59	189.05	0.00	6.25	6.25	688.73
1980 01 30 12	38016.00	0.14	187.48	0.00	5.95	5.95	669.17
1980 01 31 12	38016.00	0.07	346.02	0.00	6.98	6.98	564.33
1980 02 01 12	38361.60	0.54	192.46	0.00	4.28	4.28	500.45
1980 02 02 12	38361.60	0.23	329.69	0.00	2.44	2.44	464.74
1980 02 03 12	38361.60	0.01	441.22	0.00	4.76	4.76	455.07
1980 02 04 12	38361.60	0.00	439.08	0.00	8.00	8.00	549.50
1980 02 05 12	38707.20	0.00	356.75	0.00	9.73	9.73	661.41
1980 02 06 12	38707.20	0.00	449.49	0.00	7.15	7.15	533.25
1980 02 07 12	38707.20	0.45	330.04	0.00	10.02	10.02	683.89
1980 02 08 12	38707.20	0.87	249.14	0.00	13.94	13.94	934.62
1980 02 09 12	39052.80	0.36	355.35	0.00	6.55	6.55	526.27
1980 02 10 12	39052.80	0.03	410.73	0.00	0.83	0.83	335.63
1980 02 11 12	39052.80	0.00	450.86	0.00	1.83	1.83	388.89
1980 02 12 12	39079.43	0.02	307.07	0.00	5.90	5.90	573.27
1980 02 13 12	39398.40	0.48	272.84	0.00	7.87	7.87	713.66
1980 02 14 12	39398.40	0.33	306.13	0.00	11.16	11.16	894.63
1980 02 15 12	39398.40	5.62	271.54	0.00	15.90	15.90	1103.29
1980 02 16 12	39744.00	2.71	386.19	0.00	12.57	12.57	648.05
1980 02 17 12	39744.00	0.29	296.21	0.00	4.83	4.83	397.59
1980 02 18 12	39744.00	0.05	420.16	0.00	0.69	0.69	368.04
1980 02 19 12	39744.00	0.00	494.65	0.00	6.48	6.48	471.18
1980 02 20 12	40089.60	0.00	494.64	0.00	13.79	13.79	636.72
1980 02 21 12	40089.60	0.00	491.17	0.00	17.73	17.73	748.79
1980 02 22 12	40089.60	0.00	500.79	0.00	16.35	16.35	680.79
1980 02 23 12	40435.20	0.00	498.29	0.00	17.10	17.10	686.83
1980 02 24 12	40435.20	0.00	506.11	0.00	16.40	16.40	625.88
1980 02 25 12	40435.20	0.00	518.60	0.00	13.79	13.79	493.12
1980 02 26 12	40547.48	0.00	518.14	0.00	11.18	11.18	434.09
1980 02 27 12	40780.80	0.00	509.30	0.00	9.69	9.69	448.31
1980 02 28 12	40780.80	0.00	520.79	0.00	12.06	12.06	522.82
1980 02 29 12	40780.80	0.00	531.82	0.00	11.77	11.77	442.16
1980 03 01 12	41126.40	0.00	538.29	0.00	11.47	11.47	361.43
1980 03 02 12	41126.40	0.00	499.14	0.00	1.82	1.82	233.12
1980 03 03 12	41126.40	0.00	503.38	0.00	0.76	0.76	293.12
1980 03 04 12	41472.00	0.00	509.73	0.00	8.58	8.58	485.05
1980 03 05 12	41472.00	0.00	527.90	0.00	14.53	14.53	598.75
1980 03 06 12	41472.00	0.00	536.71	0.00	12.49	12.49	518.99
1980 03 07 12	41817.60	0.00	508.48	0.00	14.33	14.33	665.67
1980 03 08 12	41817.60	0.00	507.82	0.00	18.35	18.35	848.04
1980 03 09 12	41817.60	0.00	487.42	0.00	18.45	18.45	855.76
1980 03 10 12	42078.76	0.00	528.81	0.00	17.15	17.15	766.53
1980 03 11 12	42163.20	7.23	385.55	0.00	19.08	19.08	867.75
1980 03 12 12	42163.20	2.98	498.34	0.00	18.64	18.64	836.14
1980 03 13 12	42163.20	0.00	529.08	0.00	18.04	18.04	777.19
1980 03 14 12	42508.80	0.27	334.31	0.00	16.12	16.12	870.49
1980 03 15 12	42508.80	0.80	300.76	0.00	16.53	16.53	1013.24
1980 03 16 12	42508.80	0.36	355.34	0.00	18.34	18.34	1022.95
1980 03 17 12	42854.40	0.03	486.66	0.00	16.42	16.42	738.77
1980 03 18 12	42854.40	0.00	577.03	0.00	8.10	8.10	370.21
1980 03 19 12	42854.40	0.00	538.80	0.00	9.66	9.66	477.90
1980 03 20 12	43200.00	0.00	419.36	0.00	15.30	15.30	762.49
1980 03 21 12	43200.00	0.00	578.94	0.00	13.13	13.13	534.58
1980 03 22 12	43200.00	0.48	406.47	0.00	15.48	15.48	703.72
1980 03 23 12	43545.60	0.70	373.72	0.00	17.38	17.38	864.94
1980 03 24 12	43545.60	2.72	417.39	0.00	17.04	17.04	783.27
1980 03 25 12	43545.60	1.18	455.01	0.00	16.53	16.53	803.50
1980 03 26 12	43891.20	14.57	303.23	0.00	15.47	15.47	945.81
1980 03 27 12	43891.20	10.65	251.31	0.00	14.83	14.83	1026.51
1980 03 28 12	43891.20	3.30	368.52	0.00	13.47	13.47	850.62
1980 03 29 12	44236.80	0.73	508.76	0.00	16.34	16.34	789.92
1980 03 30 12	44236.80	0.06	595.01	0.00	12.13	12.13	525.70
1980 03 31 12	44236.80	0.07	469.77	0.00	12.85	12.85	596.05
1980 04 01 12	44321.24	0.07	472.80	0.00	16.37	16.37	871.80
1980 04 02 12	44582.40	0.02	375.79	0.00	20.73	20.73	1297.94
1980 04 03 12	44582.40	0.00	511.15	0.00	21.52	21.52	1192.55
1980 04 04 12	44582.40	0.00	550.80	0.00	20.40	20.40	997.15
1980 04 05 12	44928.00	0.00	556.43	0.00	18.79	18.79	911.34
1980 04 06 12	44928.00	0.00	530.98	0.00	19.96	19.96	1000.61
1980 04 07 12	44928.00	0.00	586.91	0.00	20.80	20.80	940.79
1980 04 08 12	45273.60	0.00	595.70	0.00	21.77	21.77	853.94
1980 04 09 12	45273.60	0.00	611.46	0.00	16.65	16.65	625.49
1980 04 10 12	45273.60	0.00	612.09	0.00	16.38	16.38	660.03
1980 04 11 12	45619.20	0.10	504.77	0.00	19.51	19.51	852.28
1980 04 12 12	45619.20	4.11	458.63	0.00	18.85	18.85	758.01
1980 04 13 12	45619.20	1.81	412.22	0.00	10.14	10.14	546.03
1980 04 14 12	45852.52	0.05	604.04	0.00	6.28	6.28	408.73
1980 04 15 12	45964.80	0.00	626.03	0.00	11.08	11.08	465.17
