  33.76
2394.00
  100448583
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	35251.20	0.00	299.62	0.00	3.63	3.63	274.19
1980 01 02 12	35251.20	0.00	334.01	0.00	-0.36	-0.36	335.93
1980 01 03 12	35251.20	0.00	336.06	0.00	-2.98	-2.98	214.94
1980 01 04 12	35251.20	0.00	331.53	0.00	0.64	0.64	239.07
1980 01 05 12	35251.20	0.00	338.96	0.00	0.74	0.74	190.39
1980 01 06 12	35596.80	0.00	271.60	0.00	0.65	0.65	247.73
1980 01 07 12	35596.80	3.05	235.64	0.00	-1.53	-1.53	349.67
1980 01 08 12	35596.80	1.87	297.20	0.00	-1.60	-1.60	490.27
1980 01 09 12	35596.80	3.27	225.73	0.00	-1.81	-1.81	461.22
1980 01 10 12	35596.80	28.99	259.55	0.00	-0.49	-0.49	556.80
1980 01 11 12	35596.80	20.74	217.60	0.00	-0.66	-0.66	550.80
1980 01 12 12	35797.15	1.86	316.19	0.00	0.17	0.17	588.00
1980 01 13 12	35942.40	0.00	334.94	0.00	3.08	3.08	623.09
1980 01 14 12	35942.40	0.96	237.17	0.00	2.92	2.92	622.14
1980 01 15 12	35942.40	24.04	324.01	0.00	0.89	0.89	598.48
1980 01 16 12	35942.40	1.85	349.05	0.00	-2.65	-2.65	388.23
1980 01 17 12	35942.40	0.00	345.52	0.00	-2.06	-2.06	400.01
1980 01 18 12	36288.00	28.81	231.71	0.00	-0.94	-0.94	501.62
1980 01 19 12	36288.00	27.44	268.54	0.00	-2.21	-2.21	447.13
1980 01 20 12	36288.00	7.89	340.99	0.00	-3.38	-3.38	413.30
1980 01 21 12	36288.00	2.73	260.66	0.00	-2.57	-2.57	446.59
1980 01 22 12	36488.36	5.58	366.76	0.00	-3.93	-3.93	386.77
1980 01 23 12	36633.60	0.00	386.62	0.00	-6.20	-6.20	190.74
1980 01 24 12	36633.60	0.00	388.98	0.00	-2.14	-2.14	148.92
1980 01 25 12	36633.60	0.17	382.99	0.00	-2.12	-2.12	233.27
1980 01 26 12	36633.60	1.34	381.07	0.00	-3.55	-3.55	280.46
1980 01 27 12	36979.20	1.61	381.05	0.00	-2.48	-2.48	355.45
1980 01 28 12	36979.20	0.32	326.15	0.00	-3.13	-3.13	409.91
1980 01 29 12	36979.20	14.83	275.98	0.00	-1.40	-1.40	516.21
1980 01 30 12	37179.56	36.40	270.76	0.00	1.16	1.16	631.00
1980 01 31 12	37324.80	0.66	376.95	0.00	0.11	0.11	539.24
