  34.73
2249.00
 367621102
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	34905.60	0.00	297.43	0.00	3.53	3.53	388.99
1980 01 02 12	34905.60	0.00	326.53	0.00	-0.18	-0.18	408.38
1980 01 03 12	34905.60	0.00	327.92	0.00	-2.84	-2.84	326.39
1980 01 04 12	34965.92	0.58	328.98	0.00	1.17	1.17	301.53
1980 01 05 12	35226.68	0.08	328.42	0.00	3.01	3.01	194.82
1980 01 06 12	35251.20	0.11	267.88	0.00	2.51	2.51	279.84
1980 01 07 12	35251.20	0.15	179.67	0.00	1.79	1.79	413.38
1980 01 08 12	35251.20	3.89	189.37	0.00	2.36	2.36	575.36
1980 01 09 12	35251.20	13.19	175.24	0.00	1.16	1.16	564.80
1980 01 10 12	35251.20	49.67	190.56	0.00	2.50	2.50	660.80
1980 01 11 12	35311.52	24.68	147.07	0.00	2.44	2.44	650.50
1980 01 12 12	35596.80	3.43	203.03	0.00	3.67	3.67	698.09
1980 01 13 12	35596.80	0.13	317.91	0.00	4.43	4.43	725.35
1980 01 14 12	35596.80	2.56	208.62	0.00	5.47	5.47	753.67
1980 01 15 12	35596.80	17.12	329.30	0.00	4.30	4.30	650.78
1980 01 16 12	35596.80	0.16	333.31	0.00	3.38	3.38	568.71
1980 01 17 12	35942.40	0.75	299.43	0.00	3.04	3.04	583.00
1980 01 18 12	35942.40	23.96	166.33	0.00	3.27	3.27	654.35
1980 01 19 12	35942.40	35.88	175.22	0.00	0.80	0.80	540.07
1980 01 20 12	35942.40	2.53	283.29	0.00	-0.54	-0.54	454.16
1980 01 21 12	36002.71	0.81	239.23	0.00	0.22	0.22	497.15
1980 01 22 12	36288.00	0.01	356.19	0.00	-1.40	-1.40	386.38
1980 01 23 12	36288.00	0.00	363.03	0.00	-3.22	-3.22	295.25
1980 01 24 12	36288.00	0.00	367.37	0.00	-1.49	-1.49	271.05
1980 01 25 12	36348.32	0.00	362.53	0.00	0.65	0.65	324.00
1980 01 26 12	36633.60	0.00	359.76	0.00	0.51	0.51	386.03
1980 01 27 12	36633.60	0.00	356.65	0.00	0.80	0.80	444.57
1980 01 28 12	36633.60	2.22	239.98	0.00	1.40	1.40	527.32
1980 01 29 12	36954.68	46.10	173.37	0.00	2.66	2.66	655.89
1980 01 30 12	36979.20	26.17	260.54	0.00	3.12	3.12	681.36
1980 01 31 12	36979.20	0.30	372.45	0.00	2.09	2.09	563.97
1980 02 01 12	36979.20	0.00	392.50	0.00	2.08	2.08	513.34
1980 02 02 12	37324.80	0.00	395.48	0.00	1.50	1.50	389.20
1980 02 03 12	37324.80	0.00	387.17	0.00	3.37	3.37	328.14
1980 02 04 12	37324.80	0.00	394.46	0.00	6.87	6.87	348.19
1980 02 05 12	37670.40	0.00	400.07	0.00	4.03	4.03	404.68
1980 02 06 12	37670.40	0.00	343.13	0.00	5.51	5.51	393.31
1980 02 07 12	37670.40	0.00	410.25	0.00	1.38	1.38	405.56
1980 02 08 12	37991.48	1.01	390.62	0.00	-1.58	-1.58	371.52
1980 02 09 12	38016.00	0.00	415.11	0.00	-1.30	-1.30	397.93
1980 02 10 12	38016.00	0.00	433.26	0.00	-3.48	-3.48	277.95
1980 02 11 12	38219.88	0.00	427.29	0.00	-1.04	-1.04	214.76
1980 02 12 12	38361.60	3.46	397.01	0.00	0.46	0.46	286.76
1980 02 13 12	38361.60	3.66	264.71	0.00	0.43	0.43	448.67
1980 02 14 12	38682.68	62.43	213.70	0.00	4.16	4.16	722.35
1980 02 15 12	38707.20	42.92	248.01	0.00	4.00	4.00	698.44
1980 02 16 12	38707.20	2.60	381.76	0.00	2.81	2.81	618.47
1980 02 17 12	39052.80	21.30	271.83	0.00	3.91	3.91	672.45
1980 02 18 12	39052.80	16.57	181.72	0.00	4.22	4.22	723.11
1980 02 19 12	39052.80	14.09	248.77	0.00	4.69	4.69	715.80
1980 02 20 12	39398.40	77.23	273.28	0.00	2.35	2.35	619.96
1980 02 21 12	39398.40	13.09	302.13	0.00	1.25	1.25	592.68
1980 02 22 12	39398.40	1.41	452.58	0.00	1.00	1.00	524.28
1980 02 23 12	39744.00	0.00	451.30	0.00	1.05	1.05	421.40
1980 02 24 12	39744.00	0.00	451.66	0.00	1.82	1.82	418.12
1980 02 25 12	39744.00	0.00	459.04	0.00	2.65	2.65	392.41
1980 02 26 12	40089.60	0.00	460.82	0.00	3.87	3.87	414.18
1980 02 27 12	40089.60	0.00	466.66	0.00	5.63	5.63	371.94
1980 02 28 12	40435.20	0.00	454.71	0.00	8.00	8.00	408.37
1980 02 29 12	40435.20	0.00	456.14	0.00	6.70	6.70	398.89
1980 03 01 12	40435.20	0.00	457.57	0.00	5.40	5.40	389.41
1980 03 02 12	40780.80	0.00	390.87	0.00	6.80	6.80	463.60
1980 03 03 12	40780.80	15.26	289.11	0.00	5.40	5.40	605.28
1980 03 04 12	40780.80	5.79	426.81	0.00	3.32	3.32	584.39
1980 03 05 12	41126.40	0.48	430.43	0.00	2.99	2.99	569.60
1980 03 06 12	41126.40	3.64	289.74	0.00	4.29	4.29	602.11
1980 03 07 12	41472.00	10.21	461.35	0.00	1.92	1.92	502.58
1980 03 08 12	41472.00	0.00	461.70	0.00	1.50	1.50	430.12
1980 03 09 12	41472.00	0.00	477.44	0.00	3.13	3.13	436.24
1980 03 10 12	41817.60	0.00	379.21	0.00	4.64	4.64	495.46
1980 03 11 12	41817.60	17.58	188.89	0.00	4.38	4.38	671.03
1980 03 12 12	42021.48	0.58	475.81	0.00	3.37	3.37	577.48
1980 03 13 12	42163.20	0.00	484.12	0.00	5.07	5.07	424.85
1980 03 14 12	42163.20	0.00	489.26	0.00	7.31	7.31	457.37
1980 03 15 12	42508.80	0.00	450.20	0.00	6.86	6.86	526.23
1980 03 16 12	42508.80	0.00	494.88	0.00	5.22	5.22	436.00
1980 03 17 12	42508.80	0.00	512.86	0.00	2.10	2.10	267.73
1980 03 18 12	42854.40	0.00	431.99	0.00	4.65	4.65	310.03
1980 03 19 12	42854.40	13.50	337.90	0.00	3.03	3.03	470.49
1980 03 20 12	43200.00	1.63	494.92	0.00	3.35	3.35	482.20
1980 03 21 12	43200.00	0.07	503.44	0.00	4.82	4.82	465.11
1980 03 22 12	43200.00	7.42	319.69	0.00	2.85	2.85	472.19
1980 03 23 12	43545.60	1.48	476.13	0.00	1.10	1.10	454.87
