  32.37
2393.00
  91905275
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	35596.80	0.00	302.92	0.00	9.22	9.22	293.59
1980 01 02 12	35596.80	0.00	363.72	0.00	8.45	8.45	350.63
1980 01 03 12	35697.89	0.00	364.16	0.00	5.58	5.58	328.70
1980 01 04 12	35942.40	0.00	360.05	0.00	6.49	6.49	278.39
1980 01 05 12	35942.40	0.00	365.95	0.00	7.69	7.69	227.26
1980 01 06 12	35942.40	0.00	244.68	0.00	8.78	8.78	244.71
1980 01 07 12	35942.40	0.28	319.85	0.00	8.03	8.03	276.61
1980 01 08 12	35942.40	1.27	285.87	0.00	8.25	8.25	478.14
1980 01 09 12	35942.40	2.37	144.48	0.00	5.98	5.98	568.29
1980 01 10 12	35942.40	11.29	176.54	0.00	5.29	5.29	676.66
1980 01 11 12	36043.49	7.60	117.70	0.00	6.16	6.16	739.18
1980 01 12 12	36288.00	0.44	259.57	0.00	7.99	7.99	741.57
1980 01 13 12	36288.00	0.00	347.57	0.00	10.59	10.59	776.48
1980 01 14 12	36288.00	0.42	134.05	0.00	9.65	9.65	794.67
1980 01 15 12	36288.00	7.89	362.76	0.00	8.73	8.73	772.29
1980 01 16 12	36288.00	0.00	368.66	0.00	7.19	7.19	574.11
1980 01 17 12	36605.66	0.00	367.77	0.00	7.28	7.28	538.21
1980 01 18 12	36633.60	12.84	266.24	0.00	7.59	7.59	541.94
1980 01 19 12	36633.60	10.32	265.40	0.00	6.48	6.48	587.70
1980 01 20 12	36633.60	10.14	304.99	0.00	4.80	4.80	524.25
1980 01 21 12	36633.60	5.68	209.05	0.00	4.46	4.46	553.17
1980 01 22 12	36951.26	2.98	347.47	0.00	4.98	4.98	540.24
1980 01 23 12	36979.20	0.76	398.55	0.00	4.12	4.12	392.85
1980 01 24 12	36979.20	0.89	404.28	0.00	4.68	4.68	267.66
1980 01 25 12	36979.20	0.00	401.61	0.00	5.63	5.63	266.09
1980 01 26 12	36981.79	0.00	398.74	0.00	5.61	5.61	289.88
1980 01 27 12	37324.80	0.00	392.08	0.00	6.27	6.27	397.79
1980 01 28 12	37324.80	0.28	251.04	0.00	5.88	5.88	439.76
1980 01 29 12	37324.80	5.63	111.11	0.00	6.69	6.69	605.45
1980 01 30 12	37327.39	2.92	118.00	0.00	7.34	7.34	703.05
1980 01 31 12	37670.40	1.06	336.51	0.00	9.70	9.70	747.99
1980 02 01 12	37670.40	0.00	376.53	0.00	11.55	11.55	752.22
1980 02 02 12	37670.40	0.00	403.98	0.00	10.44	10.44	599.23
1980 02 03 12	37771.49	0.00	409.82	0.00	11.25	11.25	373.14
1980 02 04 12	38016.00	0.00	383.21	0.00	13.98	13.98	394.69
1980 02 05 12	38016.00	0.00	411.42	0.00	13.20	13.20	380.71
1980 02 06 12	38016.00	0.00	361.82	0.00	13.19	13.19	379.24
1980 02 07 12	38361.60	0.00	414.78	0.00	10.57	10.57	433.53
1980 02 08 12	38361.60	43.62	235.41	0.00	3.93	3.93	325.10
1980 02 09 12	38361.60	4.78	412.07	0.00	3.84	3.84	451.11
1980 02 10 12	38462.69	0.00	431.43	0.00	2.67	2.67	329.27
1980 02 11 12	38707.20	0.00	426.48	0.00	4.51	4.51	297.93
1980 02 12 12	38707.20	23.49	399.54	0.00	5.19	5.19	311.07
1980 02 13 12	38707.20	7.37	228.34	0.00	2.35	2.35	475.75
1980 02 14 12	39052.80	54.20	201.79	0.00	6.43	6.43	773.97
1980 02 15 12	39052.80	17.59	197.56	0.00	6.26	6.26	760.36
1980 02 16 12	39052.80	2.99	348.68	0.00	6.66	6.66	707.78
1980 02 17 12	39398.40	23.44	214.89	0.00	5.66	5.66	676.78
1980 02 18 12	39398.40	2.91	148.64	0.00	7.34	7.34	767.60
1980 02 19 12	39398.40	2.92	246.39	0.00	9.07	9.07	859.15
1980 02 20 12	39744.00	7.65	274.89	0.00	7.51	7.51	636.19
1980 02 21 12	39744.00	0.83	287.06	0.00	6.15	6.15	558.53
1980 02 22 12	39744.00	0.04	423.11	0.00	7.87	7.87	599.99
1980 02 23 12	40089.60	0.00	457.94	0.00	8.25	8.25	513.25
1980 02 24 12	40089.60	0.00	461.40	0.00	8.46	8.46	449.88
1980 02 25 12	40089.60	0.00	448.34	0.00	10.19	10.19	400.68
1980 02 26 12	40435.20	0.00	466.49	0.00	12.29	12.29	389.73
1980 02 27 12	40435.20	0.00	467.06	0.00	13.23	13.23	375.93
1980 02 28 12	40435.20	0.00	463.77	0.00	14.04	14.04	394.54
1980 02 29 12	40780.80	0.00	460.74	0.00	12.51	12.51	407.69
1980 03 01 12	40780.80	0.00	461.64	0.00	10.97	10.97	420.83
1980 03 02 12	40780.80	0.71	440.60	0.00	12.69	12.69	363.87
1980 03 03 12	41126.40	6.30	335.01	0.00	11.93	11.93	509.44
1980 03 04 12	41126.40	1.35	456.63	0.00	8.58	8.58	579.63
1980 03 05 12	41126.40	0.00	495.79	0.00	8.78	8.78	505.24
1980 03 06 12	41472.00	0.90	385.97	0.00	8.93	8.93	444.16
1980 03 07 12	41472.00	1.35	462.98	0.00	7.47	7.47	541.64
1980 03 08 12	41472.00	0.00	501.77	0.00	9.17	9.17	467.85
1980 03 09 12	41817.60	0.76	418.90	0.00	9.08	9.08	419.61
1980 03 10 12	41817.60	0.93	306.58	0.00	9.30	9.30	444.98
1980 03 11 12	41817.60	24.99	334.60	0.00	7.57	7.57	697.46
1980 03 12 12	42163.20	0.01	498.53	0.00	7.90	7.90	582.03
1980 03 13 12	42163.20	0.00	517.79	0.00	9.36	9.36	484.40
1980 03 14 12	42508.80	0.00	491.93	0.00	12.23	12.23	502.37
1980 03 15 12	42508.80	0.00	478.14	0.00	12.58	12.58	502.19
1980 03 16 12	42508.80	0.00	531.08	0.00	10.71	10.71	398.14
1980 03 17 12	42854.40	0.00	541.77	0.00	8.75	8.75	320.03
1980 03 18 12	42854.40	0.00	439.20	0.00	10.14	10.14	250.62
1980 03 19 12	42854.40	16.32	303.78	0.00	6.68	6.68	406.01
1980 03 20 12	43200.00	0.78	529.41	0.00	6.35	6.35	432.05
1980 03 21 12	43200.00	0.01	542.81	0.00	9.80	9.80	414.63
1980 03 22 12	43200.00	0.08	386.43	0.00	8.75	8.75	385.89
1980 03 23 12	43545.60	0.00	521.23	0.00	6.09	6.09	371.88
1980 03 24 12	43545.60	0.00	460.33	0.00	8.27	8.27	382.48
1980 03 25 12	43545.60	0.25	522.11	0.00	8.03	8.03	372.24
1980 03 26 12	43891.20	0.62	150.64	0.00	5.79	5.79	410.79
1980 03 27 12	43891.20	37.10	393.42	0.00	4.63	4.63	572.32
1980 03 28 12	43891.20	0.00	550.03	0.00	7.25	7.25	450.61
1980 03 29 12	44236.80	0.00	559.76	0.00	6.58	6.58	291.95
1980 03 30 12	44236.80	0.00	567.13	0.00	8.56	8.56	301.73
1980 03 31 12	44582.40	1.99	559.10	0.00	8.86	8.86	287.14
1980 04 01 12	44582.40	0.68	567.14	0.00	7.38	7.38	289.69
1980 04 02 12	44582.40	0.09	478.48	0.00	8.38	8.38	453.77
1980 04 03 12	44928.00	0.00	559.87	0.00	9.19	9.19	409.04
1980 04 04 12	44928.00	0.00	329.94	0.00	10.86	10.86	397.15
1980 04 05 12	44928.00	0.00	577.65	0.00	12.48	12.48	360.34
1980 04 06 12	45273.60	0.00	580.01	0.00	12.37	12.37	380.23
1980 04 07 12	45273.60	0.00	584.19	0.00	12.73	12.73	415.81
1980 04 08 12	45273.60	0.00	590.10	0.00	14.01	14.01	314.83
1980 04 09 12	45619.20	0.00	590.75	0.00	15.17	15.17	286.35
1980 04 10 12	45619.20	0.00	588.98	0.00	16.26	16.26	340.87
1980 04 11 12	45619.20	0.00	595.05	0.00	15.98	15.98	300.49
1980 04 12 12	45964.80	0.00	574.96	0.00	10.02	10.02	271.92
1980 04 13 12	45964.80	0.00	586.10	0.00	9.78	9.78	304.68
1980 04 14 12	45964.80	0.00	597.08	0.00	11.52	11.52	279.64
1980 04 15 12	46310.40	0.00	593.96	0.00	14.83	14.83	295.73
1980 04 16 12	46310.40	0.00	594.78	0.00	17.63	17.63	339.92
1980 04 17 12	46310.40	0.00	599.37	0.00	19.67	19.67	325.82
1980 04 18 12	46656.00	0.00	591.95	0.00	20.62	20.62	301.48
1980 04 19 12	46656.00	0.64	581.61	0.00	22.03	22.03	313.42
1980 04 20 12	46656.00	0.76	436.53	0.00	22.68	22.68	409.05
1980 04 21 12	47001.60	1.11	298.34	0.00	20.07	20.07	505.02
1980 04 22 12	47001.60	0.00	537.52	0.00	15.41	15.41	434.14
1980 04 23 12	47001.60	0.00	443.95	0.00	9.50	9.50	383.55
1980 04 24 12	47347.20	0.25	559.42	0.00	8.37	8.37	405.13
1980 04 25 12	47347.20	0.00	590.88	0.00	11.23	11.23	379.84
1980 04 26 12	47347.20	0.00	594.49	0.00	15.78	15.78	444.90
1980 04 27 12	47692.80	0.00	499.53	0.00	18.53	18.53	398.92
1980 04 28 12	47692.80	0.00	542.69	0.00	17.56	17.56	443.18
1980 04 29 12	47692.80	1.73	297.01	0.00	13.20	13.20	642.13
1980 04 30 12	47937.31	2.56	363.53	0.00	10.09	10.09	580.82
1980 05 01 12	48038.40	0.09	365.80	0.00	11.95	11.95	605.70
1980 05 02 12	48038.40	0.35	418.74	0.00	14.52	14.52	616.35
1980 05 03 12	48038.40	0.40	591.18	0.00	16.24	16.24	563.85
1980 05 04 12	48384.00	0.19	592.93	0.00	18.84	18.84	566.29
1980 05 05 12	48384.00	0.40	475.53	0.00	19.39	19.39	525.38
1980 05 06 12	48384.00	0.00	598.74	0.00	19.00	19.00	473.67
1980 05 07 12	48628.51	0.00	580.23	0.00	18.32	18.32	476.13
1980 05 08 12	48729.60	0.00	611.18	0.00	16.69	16.69	515.20
1980 05 09 12	48729.60	0.00	616.74	0.00	16.34	16.34	465.00
1980 05 10 12	48729.60	0.16	612.82	0.00	15.28	15.28	432.88
1980 05 11 12	49072.61	0.03	509.16	0.00	14.90	14.90	541.70
1980 05 12 12	49075.20	0.00	616.93	0.00	12.08	12.08	439.27
1980 05 13 12	49075.20	0.22	561.71	0.00	14.07	14.07	343.49
1980 05 14 12	49075.20	0.87	597.70	0.00	16.95	16.95	410.31
1980 05 15 12	49418.21	2.36	588.05	0.00	14.46	14.46	557.36
1980 05 16 12	49420.80	0.00	587.78	0.00	15.56	15.56	563.74
1980 05 17 12	49420.80	0.00	569.10	0.00	18.52	18.52	550.78
1980 05 18 12	49420.80	0.00	608.82	0.00	20.47	20.47	514.41
1980 05 19 12	49448.74	0.00	609.39	0.00	21.55	21.55	460.48
1980 05 20 12	49766.40	0.00	600.34	0.00	22.41	22.41	491.09
1980 05 21 12	49766.40	0.00	598.29	0.00	22.12	22.12	489.48
1980 05 22 12	49766.40	0.00	613.84	0.00	19.08	19.08	457.05
1980 05 23 12	49766.40	0.00	613.37	0.00	17.18	17.18	485.95
1980 05 24 12	49794.34	0.00	622.49	0.00	15.70	15.70	468.05
1980 05 25 12	50112.00	0.00	626.97	0.00	12.90	12.90	234.96
1980 05 26 12	50112.00	0.00	614.86	0.00	15.35	15.35	301.62
1980 05 27 12	50112.00	0.00	610.54	0.00	17.15	17.15	366.96
1980 05 28 12	50112.00	0.00	588.73	0.00	16.93	16.93	382.00
1980 05 29 12	50112.00	0.00	622.69	0.00	17.59	17.59	356.88
1980 05 30 12	50356.51	0.00	614.19	0.00	19.30	19.30	306.03
1980 05 31 12	50457.60	0.00	578.85	0.00	18.79	18.79	335.42
1980 06 01 12	50457.60	0.00	587.15	0.00	18.01	18.01	402.88
1980 06 02 12	50457.60	0.00	599.37	0.00	17.70	17.70	450.04
1980 06 03 12	50457.60	0.00	594.86	0.00	20.28	20.28	426.18
1980 06 04 12	50457.60	0.00	602.24	0.00	21.64	21.64	372.56
1980 06 05 12	50457.60	0.00	587.93	0.00	22.95	22.95	392.90
1980 06 06 12	50457.60	0.00	586.54	0.00	22.83	22.83	367.80
1980 06 07 12	50702.11	0.00	578.05	0.00	23.82	23.82	352.58
1980 06 08 12	50803.20	0.00	581.03	0.00	25.66	25.66	379.39
1980 06 09 12	50803.20	0.00	586.60	0.00	27.24	27.24	414.49
1980 06 10 12	50803.20	0.00	590.39	0.00	26.83	26.83	419.53
1980 06 11 12	50803.20	0.00	600.15	0.00	25.41	25.41	327.46
1980 06 12 12	50803.20	0.00	595.43	0.00	25.66	25.66	359.04
1980 06 13 12	50803.20	0.00	598.39	0.00	25.78	25.78	355.03
1980 06 14 12	50803.20	0.00	591.59	0.00	26.31	26.31	356.00
1980 06 15 12	50803.20	0.00	597.27	0.00	25.90	25.90	327.38
1980 06 16 12	50803.20	0.00	586.81	0.00	27.58	27.58	339.82
1980 06 17 12	50803.20	0.00	591.06	0.00	28.48	28.48	404.59
1980 06 18 12	50803.20	0.00	578.87	0.00	27.69	27.69	566.08
1980 06 19 12	50803.20	0.00	581.83	0.00	27.99	27.99	565.91
1980 06 20 12	50803.20	0.21	456.22	0.00	27.74	27.74	553.02
1980 06 21 12	50803.20	0.33	569.83	0.00	26.96	26.96	603.13
1980 06 22 12	50803.20	0.38	584.66	0.00	27.17	27.17	656.71
1980 06 23 12	50803.20	0.00	589.70	0.00	28.03	28.03	536.46
1980 06 24 12	50803.20	0.00	587.81	0.00	27.23	27.23	489.70
1980 06 25 12	50803.20	0.00	582.62	0.00	27.96	27.96	473.16
1980 06 26 12	50803.20	0.00	579.51	0.00	30.24	30.24	497.41
1980 06 27 12	50803.20	0.17	581.30	0.00	28.69	28.69	551.54
1980 06 28 12	50803.20	0.09	578.22	0.00	29.52	29.52	679.95
1980 06 29 12	50803.20	0.56	576.13	0.00	30.08	30.08	768.56
1980 06 30 12	50803.20	1.74	571.18	0.00	28.53	28.53	844.36
1980 07 01 12	50803.20	3.65	479.24	0.00	25.18	25.18	1025.74
1980 07 02 12	50803.20	0.00	509.12	0.00	24.97	24.97	1029.51
1980 07 03 12	50800.61	0.00	532.65	0.00	26.76	26.76	751.84
1980 07 04 12	50485.54	0.00	538.55	0.00	27.61	27.61	553.79
1980 07 05 12	50457.60	0.09	532.29	0.00	27.81	27.81	531.48
1980 07 06 12	50457.60	0.43	482.96	0.00	27.41	27.41	776.73
1980 07 07 12	50457.60	4.08	509.77	0.00	27.54	27.54	893.57
1980 07 08 12	50457.60	0.00	523.73	0.00	27.79	27.79	822.69
1980 07 09 12	50457.60	0.00	515.85	0.00	28.01	28.01	734.85
1980 07 10 12	50457.60	0.01	452.93	0.00	28.53	28.53	811.63
1980 07 11 12	50457.60	3.92	521.63	0.00	28.51	28.51	879.14
1980 07 12 12	50112.00	1.88	391.34	0.00	26.43	26.43	987.83
1980 07 13 12	50112.00	23.23	448.40	0.00	25.24	25.24	1191.80
1980 07 14 12	50112.00	0.01	523.00	0.00	25.36	25.36	966.81
1980 07 15 12	50112.00	0.00	526.65	0.00	27.67	27.67	676.85
1980 07 16 12	50112.00	0.00	393.09	0.00	28.83	28.83	651.37
1980 07 17 12	50109.41	0.22	446.40	0.00	29.00	29.00	707.96
1980 07 18 12	49766.40	0.65	503.34	0.00	28.97	28.97	834.29
1980 07 19 12	49766.40	0.28	485.94	0.00	27.98	27.98	1015.10
1980 07 20 12	49766.40	0.91	506.41	0.00	27.81	27.81	1060.24
1980 07 21 12	49766.40	5.64	436.66	0.00	27.65	27.65	1097.75
1980 07 22 12	49763.81	1.28	429.61	0.00	29.11	29.11	1065.43
1980 07 23 12	49420.80	2.28	493.05	0.00	29.43	29.43	948.54
1980 07 24 12	49420.80	1.18	487.60	0.00	29.27	29.27	991.89
1980 07 25 12	49420.80	2.78	514.41	0.00	29.31	29.31	1075.38
1980 07 26 12	49420.80	13.62	514.63	0.00	29.62	29.62	1187.27
1980 07 27 12	49075.20	3.90	473.28	0.00	29.28	29.28	1219.64
1980 07 28 12	49075.20	2.49	473.53	0.00	29.96	29.96	1136.75
1980 07 29 12	49075.20	0.29	488.05	0.00	28.98	28.98	1259.95
1980 07 30 12	49075.20	0.06	506.09	0.00	27.82	27.82	1351.80
1980 07 31 12	48729.60	3.49	504.18	0.00	27.93	27.93	1420.61
1980 08 01 12	48729.60	7.45	508.56	0.00	29.32	29.32	1303.95
1980 08 02 12	48729.60	1.22	524.23	0.00	28.02	28.02	1305.44
1980 08 03 12	48729.60	1.25	511.35	0.00	26.57	26.57	1295.76
1980 08 04 12	48384.00	4.71	519.03	0.00	25.91	25.91	1182.56
1980 08 05 12	48384.00	0.00	525.89	0.00	26.21	26.21	1066.08
1980 08 06 12	48384.00	0.01	525.04	0.00	27.63	27.63	1042.78
1980 08 07 12	48282.91	0.00	527.43	0.00	29.13	29.13	925.97
1980 08 08 12	48038.40	0.54	507.18	0.00	29.44	29.44	983.65
1980 08 09 12	48038.40	3.06	457.42	0.00	28.28	28.28	1244.79
1980 08 10 12	48038.40	5.25	502.36	0.00	27.27	27.27	1362.80
1980 08 11 12	47692.80	18.65	514.67	0.00	27.68	27.68	1222.12
1980 08 12 12	47692.80	2.72	469.61	0.00	25.50	25.50	1100.57
1980 08 13 12	47692.80	15.85	429.63	0.00	22.33	22.33	1390.50
1980 08 14 12	47347.20	21.51	455.51	0.00	23.67	23.67	1411.32
1980 08 15 12	47347.20	1.21	521.13	0.00	23.21	23.21	1357.46
1980 08 16 12	47347.20	0.02	530.57	0.00	22.91	22.91	1066.37
1980 08 17 12	47029.54	0.00	534.69	0.00	23.99	23.99	745.92
1980 08 18 12	47001.60	0.00	340.62	0.00	22.86	22.86	696.64
1980 08 19 12	47001.60	0.11	517.93	0.00	22.02	22.02	856.50
1980 08 20 12	46999.01	0.00	520.63	0.00	22.00	22.00	957.78
1980 08 21 12	46656.00	0.00	529.27	0.00	24.06	24.06	801.25
