  43.49
 353.00
 222125990
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	31795.20	0.00	214.75	0.00	-6.55	-6.55	225.62
1980 01 02 12	31795.20	0.00	228.25	0.00	-6.64	-6.64	209.74
1980 01 03 12	31795.20	0.00	203.77	0.00	-6.76	-6.76	212.41
1980 01 04 12	31795.20	0.00	212.61	0.00	-10.46	-10.46	161.81
1980 01 05 12	32094.19	0.00	225.72	0.00	-10.25	-10.25	154.21
1980 01 06 12	32140.80	0.00	225.20	0.00	-11.62	-11.62	135.30
1980 01 07 12	32140.80	1.80	215.33	0.00	-10.48	-10.48	144.99
1980 01 08 12	32140.80	0.47	228.42	0.00	-4.71	-4.71	243.04
1980 01 09 12	32140.80	0.02	241.54	0.00	-10.80	-10.80	143.19
1980 01 10 12	32439.79	0.12	215.67	0.00	-13.36	-13.36	110.47
1980 01 11 12	32486.40	5.45	221.07	0.00	-7.64	-7.64	181.33
1980 01 12 12	32486.40	4.41	221.55	0.00	0.83	0.83	302.69
1980 01 13 12	32486.40	0.78	257.63	0.00	-7.14	-7.14	190.21
1980 01 14 12	32785.39	0.05	241.90	0.00	-8.21	-8.21	217.17
1980 01 15 12	32832.00	0.13	162.36	0.00	-0.63	-0.63	398.72
1980 01 16 12	32832.00	0.03	288.31	0.00	-4.38	-4.38	240.60
1980 01 17 12	32840.50	0.00	274.15	0.00	-5.00	-5.00	252.00
1980 01 18 12	33177.60	0.00	205.06	0.00	-0.55	-0.55	419.79
1980 01 19 12	33177.60	0.00	167.92	0.00	0.22	0.22	458.31
1980 01 20 12	33177.60	0.00	249.18	0.00	-2.71	-2.71	328.11
1980 01 21 12	33523.20	0.00	236.41	0.00	-7.83	-7.83	206.96
1980 01 22 12	33523.20	3.59	230.17	0.00	-12.21	-12.21	140.01
1980 01 23 12	33523.20	1.69	229.25	0.00	-8.18	-8.18	178.26
1980 01 24 12	33868.80	0.20	291.39	0.00	-11.64	-11.64	131.03
1980 01 25 12	33868.80	0.00	293.56	0.00	-12.87	-12.87	119.87
1980 01 26 12	33877.30	0.00	289.02	0.00	-11.76	-11.76	135.86
1980 01 27 12	34214.40	0.00	299.70	0.00	-10.33	-10.33	149.40
1980 01 28 12	34214.40	0.00	273.31	0.00	-10.29	-10.29	156.03
1980 01 29 12	34513.39	0.00	297.26	0.00	-11.10	-11.10	140.74
1980 01 30 12	34560.00	0.00	278.77	0.00	-13.16	-13.16	120.67
1980 01 31 12	34560.00	0.00	250.63	0.00	-15.06	-15.06	111.89
1980 02 01 12	34905.60	0.00	286.29	0.00	-14.21	-14.21	119.45
1980 02 02 12	34905.60	0.00	223.48	0.00	-12.86	-12.86	141.30
1980 02 03 12	35251.20	0.00	241.61	0.00	-12.81	-12.81	144.59
1980 02 04 12	35251.20	0.00	283.07	0.00	-11.48	-11.48	150.62
1980 02 05 12	35259.70	0.00	297.05	0.00	-11.43	-11.43	139.15
1980 02 06 12	35596.80	0.00	350.08	0.00	-12.27	-12.27	116.21
1980 02 07 12	35596.80	0.00	315.37	0.00	-7.49	-7.49	182.39
1980 02 08 12	35942.40	0.00	331.52	0.00	-8.15	-8.15	173.12
1980 02 09 12	35942.40	0.00	343.62	0.00	-8.53	-8.53	156.44
1980 02 10 12	36288.00	0.00	355.67	0.00	-10.29	-10.29	129.80
1980 02 11 12	36288.00	0.00	363.99	0.00	-9.38	-9.38	133.81
1980 02 12 12	36633.60	0.00	361.83	0.00	-8.49	-8.49	143.23
1980 02 13 12	36633.60	0.00	368.83	0.00	-9.28	-9.28	135.50
1980 02 14 12	36745.99	0.00	367.60	0.00	-8.50	-8.50	156.07
1980 02 15 12	36979.20	0.93	233.03	0.00	-6.26	-6.26	221.21
1980 02 16 12	36987.70	8.73	202.75	0.00	-8.34	-8.34	199.71
1980 02 17 12	37324.80	2.23	348.18	0.00	-12.55	-12.55	124.30
1980 02 18 12	37324.80	0.00	398.41	0.00	-14.25	-14.25	83.59
1980 02 19 12	37670.40	0.00	401.95	0.00	-9.52	-9.52	117.81
1980 02 20 12	37670.40	0.00	396.53	0.00	-1.87	-1.87	246.20
1980 02 21 12	38016.00	0.00	338.52	0.00	0.13	0.13	316.98
1980 02 22 12	38016.00	5.01	306.27	0.00	-7.47	-7.47	192.07
1980 02 23 12	38361.60	3.62	252.96	0.00	-5.09	-5.09	241.22
1980 02 24 12	38361.60	0.61	388.16	0.00	-6.59	-6.59	198.97
1980 02 25 12	38707.20	0.00	396.74	0.00	-5.18	-5.18	194.93
1980 02 26 12	38707.20	0.00	392.68	0.00	-8.40	-8.40	144.19
1980 02 27 12	39052.80	1.37	321.77	0.00	-16.08	-16.08	87.82
1980 02 28 12	39052.80	0.59	265.94	0.00	-12.39	-12.39	120.62
1980 02 29 12	39398.40	0.30	322.37	0.00	-14.28	-14.28	101.62
1980 03 01 12	39398.40	0.00	381.14	0.00	-16.17	-16.17	82.62
1980 03 02 12	39744.00	0.00	421.58	0.00	-15.04	-15.04	87.26
1980 03 03 12	39752.50	0.00	449.32	0.00	-12.92	-12.92	92.84
1980 03 04 12	40089.60	0.00	447.76	0.00	-8.06	-8.06	138.28
1980 03 05 12	40435.20	2.82	308.24	0.00	-4.03	-4.03	239.23
1980 03 06 12	40435.20	0.74	276.44	0.00	-2.67	-2.67	298.41
1980 03 07 12	40780.80	4.52	347.19	0.00	-4.01	-4.01	256.70
1980 03 08 12	40780.80	18.31	234.68	0.00	0.66	0.66	402.03
1980 03 09 12	41126.40	4.51	299.34	0.00	-0.99	-0.99	357.67
1980 03 10 12	41126.40	9.66	362.51	0.00	-3.06	-3.06	261.11
1980 03 11 12	41472.00	16.85	296.52	0.00	-1.23	-1.23	294.33
1980 03 12 12	41472.00	3.77	463.37	0.00	-10.81	-10.81	137.58
1980 03 13 12	41817.60	5.57	370.52	0.00	-10.21	-10.21	152.44
1980 03 14 12	41817.60	7.63	289.33	0.00	-4.37	-4.37	270.40
1980 03 15 12	42163.20	1.62	293.36	0.00	-5.15	-5.15	264.00
1980 03 16 12	42163.20	0.00	478.02	0.00	-7.18	-7.18	189.04
1980 03 17 12	42508.80	11.37	387.76	0.00	-4.61	-4.61	251.98
1980 03 18 12	42508.80	16.83	311.55	0.00	2.54	2.54	472.52
1980 03 19 12	42854.40	3.64	355.91	0.00	1.93	1.93	450.32
1980 03 20 12	42854.40	0.01	509.44	0.00	0.66	0.66	343.73
1980 03 21 12	43200.00	12.57	283.41	0.00	2.05	2.05	456.20
1980 03 22 12	43545.60	3.68	320.56	0.00	1.14	1.14	441.65
1980 03 23 12	43545.60	0.10	463.31	0.00	1.59	1.59	408.66
1980 03 24 12	43891.20	0.05	460.44	0.00	1.71	1.71	383.22
1980 03 25 12	43891.20	1.33	289.09	0.00	2.39	2.39	476.05
1980 03 26 12	44236.80	0.35	309.22	0.00	1.44	1.44	480.19
1980 03 27 12	44236.80	0.00	478.67	0.00	3.00	3.00	441.59
1980 03 28 12	44582.40	0.00	526.62	0.00	2.73	2.73	387.89
1980 03 29 12	44582.40	4.50	371.88	0.00	3.66	3.66	466.67
1980 03 30 12	44928.00	1.19	358.80	0.00	2.32	2.32	473.04
1980 03 31 12	44928.00	0.00	475.39	0.00	1.80	1.80	402.97
1980 04 01 12	45273.60	0.00	548.55	0.00	1.26	1.26	312.80
1980 04 02 12	45273.60	2.49	398.66	0.00	0.60	0.60	337.44
1980 04 03 12	45619.20	0.78	485.58	0.00	1.80	1.80	371.45
1980 04 04 12	45619.20	8.10	288.05	0.00	1.44	1.44	450.25
1980 04 05 12	45964.80	2.26	236.74	0.00	0.80	0.80	459.75
1980 04 06 12	45964.80	0.04	550.41	0.00	0.68	0.68	340.95
1980 04 07 12	46310.40	0.00	563.12	0.00	1.15	1.15	334.16
1980 04 08 12	46543.61	0.00	391.89	0.00	3.01	3.01	506.69
1980 04 09 12	46656.00	17.71	267.09	0.00	5.20	5.20	673.34
1980 04 10 12	47001.60	41.18	238.83	0.00	6.39	6.39	727.44
1980 04 11 12	47001.60	15.13	362.41	0.00	5.77	5.77	611.99
1980 04 12 12	47347.20	2.92	431.14	0.00	3.67	3.67	479.81
1980 04 13 12	47347.20	0.38	510.11	0.00	7.21	7.21	601.10
1980 04 14 12	47692.80	3.57	395.75	0.00	4.39	4.39	557.62
1980 04 15 12	47692.80	2.49	400.87	0.00	8.17	8.17	659.96
