  39.67
 265.00
   7766643
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	33177.60	0.00	114.79	0.00	-0.34	-0.34	464.76
1980 01 02 12	33177.60	0.03	115.39	0.00	-0.88	-0.88	471.59
1980 01 03 12	33330.00	1.28	46.45	0.00	-1.33	-1.33	468.72
1980 01 04 12	33523.20	1.01	113.20	0.00	-2.04	-2.04	425.10
1980 01 05 12	33523.20	0.21	150.89	0.00	-3.40	-3.40	359.80
1980 01 06 12	33523.20	0.51	219.53	0.00	-5.06	-5.06	297.23
1980 01 07 12	33523.20	0.35	237.28	0.00	-2.93	-2.93	309.76
1980 01 08 12	33523.20	0.06	236.60	0.00	-6.47	-6.47	248.19
1980 01 09 12	33675.60	0.00	285.03	0.00	-6.82	-6.82	250.34
1980 01 10 12	33868.80	8.10	229.51	0.00	-4.73	-4.73	306.54
1980 01 11 12	33868.80	7.01	249.91	0.00	2.00	2.00	433.26
1980 01 12 12	33868.80	1.44	327.35	0.00	0.92	0.92	321.30
1980 01 13 12	33868.80	0.96	239.40	0.00	-2.99	-2.99	298.94
1980 01 14 12	34021.20	0.32	305.21	0.00	1.21	1.21	470.02
1980 01 15 12	34214.40	0.03	258.86	0.00	3.31	3.31	536.96
1980 01 16 12	34214.40	1.22	192.66	0.00	4.55	4.55	651.59
1980 01 17 12	34214.40	0.48	217.00	0.00	7.07	7.07	752.34
1980 01 18 12	34366.80	0.02	223.30	0.00	2.77	2.77	548.57
1980 01 19 12	34560.00	1.00	203.74	0.00	-0.23	-0.23	437.92
1980 01 20 12	34560.00	0.40	195.88	0.00	0.18	0.18	445.11
1980 01 21 12	34560.00	0.41	240.74	0.00	-1.89	-1.89	367.69
1980 01 22 12	34905.60	0.21	232.39	0.00	-2.36	-2.36	339.56
1980 01 23 12	34905.60	3.06	266.64	0.00	-4.45	-4.45	258.92
