  31.06
  93.00
1320329310
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	36099.45	0.00	340.49	0.00	5.05	5.05	595.35
1980 01 02 12	36222.43	1.86	267.63	0.00	6.90	6.90	622.64
1980 01 03 12	36288.00	4.59	257.41	0.00	8.68	8.68	699.34
1980 01 04 12	36288.00	1.36	253.26	0.00	8.16	8.16	719.88
1980 01 05 12	36288.00	0.01	339.50	0.00	5.26	5.26	599.79
1980 01 06 12	36288.00	0.00	348.97	0.00	7.05	7.05	690.59
1980 01 07 12	36288.00	0.67	211.85	0.00	12.37	12.37	1007.94
1980 01 08 12	36288.00	6.90	252.54	0.00	10.36	10.36	856.34
1980 01 09 12	36313.40	5.54	96.77	0.00	7.39	7.39	803.22
1980 01 10 12	36445.06	16.46	149.14	0.00	7.91	7.91	939.39
1980 01 11 12	36620.04	5.32	293.69	0.00	13.38	13.38	1170.32
1980 01 12 12	36633.60	0.07	357.37	0.00	14.06	14.06	997.12
1980 01 13 12	36633.60	0.00	272.47	0.00	8.64	8.64	769.27
1980 01 14 12	36633.60	0.00	364.66	0.00	10.40	10.40	860.98
1980 01 15 12	36633.60	0.01	323.89	0.00	13.48	13.48	1049.09
1980 01 16 12	36692.12	3.67	116.54	0.00	16.03	16.03	1466.30
1980 01 17 12	36965.63	1.56	164.75	0.00	17.69	17.69	1669.21
1980 01 18 12	36979.20	0.11	264.78	0.00	17.63	17.63	1531.61
1980 01 19 12	36979.20	0.07	302.98	0.00	15.18	15.18	1238.62
1980 01 20 12	36979.20	0.74	253.86	0.00	15.83	15.83	1247.94
1980 01 21 12	37004.60	17.75	217.37	0.00	15.13	15.13	1267.26
1980 01 22 12	37259.23	43.92	147.20	0.00	15.12	15.12	1306.08
1980 01 23 12	37324.80	12.83	340.66	0.00	8.83	8.83	775.08
1980 01 24 12	37324.80	0.60	278.85	0.00	6.57	6.57	651.93
1980 01 25 12	37324.80	1.84	290.46	0.00	10.04	10.04	843.93
1980 01 26 12	37383.32	0.58	221.70	0.00	13.20	13.20	1103.43
1980 01 27 12	37670.40	0.01	307.50	0.00	11.22	11.22	1002.69
1980 01 28 12	37670.40	0.46	194.84	0.00	8.51	8.51	872.24
1980 01 29 12	37670.40	0.26	186.36	0.00	7.67	7.67	850.39
1980 01 30 12	37676.91	4.83	213.71	0.00	7.14	7.14	790.64
1980 01 31 12	38002.43	1.63	402.00	0.00	8.93	8.93	640.54
1980 02 01 12	38016.00	0.01	344.88	0.00	1.55	1.55	408.29
1980 02 02 12	38016.00	0.00	383.61	0.00	-0.15	-0.15	415.87
1980 02 03 12	38022.51	0.00	378.78	0.00	1.28	1.28	466.55
1980 02 04 12	38361.60	0.00	420.86	0.00	4.67	4.67	565.94
1980 02 05 12	38361.60	1.51	312.02	0.00	7.88	7.88	669.60
1980 02 06 12	38361.60	0.51	405.74	0.00	7.02	7.02	639.00
1980 02 07 12	38420.12	0.52	318.64	0.00	7.61	7.61	672.70
1980 02 08 12	38707.20	48.73	252.01	0.00	7.52	7.52	726.03
1980 02 09 12	38707.20	30.55	306.98	0.00	6.70	6.70	670.31
1980 02 10 12	38707.20	4.81	292.07	0.00	3.76	3.76	566.99
