  31.89
  66.00
1693128174
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	35927.16	0.01	300.83	0.00	5.28	5.28	647.32
1980 01 02 12	35942.40	0.01	335.44	0.00	6.10	6.10	602.63
1980 01 03 12	35942.40	5.01	230.98	0.00	7.79	7.79	687.61
1980 01 04 12	35942.40	2.95	214.39	0.00	6.68	6.68	661.95
1980 01 05 12	35942.40	0.43	308.13	0.00	2.07	2.07	482.76
1980 01 06 12	35942.40	0.00	348.43	0.00	3.85	3.85	545.33
1980 01 07 12	35958.34	0.39	261.50	0.00	10.17	10.17	817.74
1980 01 08 12	36042.82	2.20	244.09	0.00	9.78	9.78	801.70
1980 01 09 12	36188.21	2.31	114.34	0.00	8.12	8.12	841.30
1980 01 10 12	36286.68	36.05	221.89	0.00	9.48	9.48	988.80
1980 01 11 12	36288.00	35.77	204.24	0.00	15.44	15.44	1298.55
1980 01 12 12	36288.00	7.98	344.42	0.00	12.51	12.51	942.44
1980 01 13 12	36288.00	0.00	331.16	0.00	8.82	8.82	777.14
1980 01 14 12	36323.84	0.02	248.50	0.00	11.48	11.48	1012.83
1980 01 15 12	36424.44	1.45	245.75	0.00	12.69	12.69	1110.63
1980 01 16 12	36618.36	5.53	192.30	0.00	15.94	15.94	1410.47
1980 01 17 12	36633.60	6.90	133.74	0.00	16.73	16.73	1542.83
1980 01 18 12	36633.60	1.76	158.43	0.00	14.90	14.90	1353.24
1980 01 19 12	36633.60	0.01	359.77	0.00	11.44	11.44	961.11
1980 01 20 12	36734.02	0.31	300.63	0.00	13.17	13.17	1055.11
1980 01 21 12	36963.96	6.14	203.04	0.00	14.47	14.47	1228.44
1980 01 22 12	36979.20	40.31	214.82	0.00	12.96	12.96	1092.58
1980 01 23 12	36979.20	13.13	283.58	0.00	7.89	7.89	722.34
1980 01 24 12	36979.20	0.12	377.57	0.00	6.46	6.46	659.33
1980 01 25 12	37161.88	2.16	256.26	0.00	11.35	11.35	984.80
1980 01 26 12	37324.80	2.33	117.20	0.00	13.35	13.35	1189.81
1980 01 27 12	37324.80	0.87	257.41	0.00	8.97	8.97	878.17
1980 01 28 12	37324.80	0.11	249.31	0.00	7.16	7.16	786.48
1980 01 29 12	37461.25	1.14	217.43	0.00	6.91	6.91	801.37
1980 01 30 12	37670.40	4.21	273.01	0.00	8.59	8.59	785.02
1980 01 31 12	37670.40	7.20	308.86	0.00	7.16	7.16	557.40
1980 02 01 12	37670.40	1.98	316.11	0.00	-0.27	-0.27	369.21
