  44.52
1136.00
 256816995
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	31449.60	1.92	104.73	0.00	4.12	4.12	659.58
1980 01 02 12	31449.60	8.79	129.44	0.00	2.93	2.93	599.46
1980 01 03 12	31449.60	5.43	100.87	0.00	2.44	2.44	584.15
1980 01 04 12	31449.60	33.17	86.34	0.00	2.52	2.52	617.71
1980 01 05 12	31449.60	17.34	82.07	0.00	2.84	2.84	621.90
1980 01 06 12	31580.55	0.59	182.19	0.00	-0.57	-0.57	447.30
1980 01 07 12	31795.20	13.45	130.13	0.00	-2.27	-2.27	379.85
1980 01 08 12	31795.20	23.28	97.65	0.00	-2.77	-2.77	400.56
1980 01 09 12	31795.20	28.12	92.24	0.00	-1.17	-1.17	465.86
1980 01 10 12	31795.20	13.54	141.38	0.00	-2.31	-2.31	404.57
1980 01 11 12	32110.94	24.48	157.93	0.00	-3.39	-3.39	370.58
1980 01 12 12	32140.80	50.95	206.73	0.00	0.10	0.10	468.25
1980 01 13 12	32140.80	38.39	192.94	0.00	4.52	4.52	610.11
1980 01 14 12	32140.80	27.29	154.32	0.00	5.20	5.20	682.37
1980 01 15 12	32486.40	12.17	194.89	0.00	1.65	1.65	526.30
1980 01 16 12	32486.40	11.91	185.88	0.00	1.12	1.12	498.47
1980 01 17 12	32486.40	5.18	221.74	0.00	1.66	1.66	524.95
1980 01 18 12	32802.14	0.01	245.28	0.00	-1.23	-1.23	407.26
1980 01 19 12	32832.00	0.03	246.06	0.00	-3.02	-3.02	348.04
1980 01 20 12	32832.00	0.01	280.65	0.00	-1.94	-1.94	360.74
1980 01 21 12	33147.74	0.00	267.37	0.00	-0.50	-0.50	390.58
1980 01 22 12	33177.60	0.00	275.81	0.00	-0.19	-0.19	416.25
1980 01 23 12	33177.60	0.00	277.21	0.00	0.69	0.69	437.72
1980 01 24 12	33523.20	0.00	278.36	0.00	0.82	0.82	438.19
1980 01 25 12	33523.20	1.27	215.88	0.00	0.50	0.50	428.15
1980 01 26 12	33523.20	0.65	252.82	0.00	-0.83	-0.83	382.33
1980 01 27 12	33868.80	0.01	277.71	0.00	-6.80	-6.80	233.46
1980 01 28 12	33868.80	0.00	300.89	0.00	-10.39	-10.39	162.58
1980 01 29 12	34214.40	0.00	303.51	0.00	-11.20	-11.20	145.52
1980 01 30 12	34214.40	0.02	288.35	0.00	-10.06	-10.06	166.31
1980 01 31 12	34214.40	7.89	256.33	0.00	-7.20	-7.20	223.44
1980 02 01 12	34560.00	17.43	228.95	0.00	-2.44	-2.44	364.02
1980 02 02 12	34560.00	18.06	153.83	0.00	1.22	1.22	539.95
1980 02 03 12	34905.60	7.07	161.91	0.00	2.24	2.24	598.43
1980 02 04 12	34905.60	0.75	292.00	0.00	1.85	1.85	536.50
1980 02 05 12	35251.20	14.13	246.22	0.00	2.83	2.83	534.07
1980 02 06 12	35251.20	15.02	210.40	0.00	3.52	3.52	581.81
1980 02 07 12	35382.15	4.13	213.92	0.00	1.87	1.87	530.30
1980 02 08 12	35596.80	0.09	260.84	0.00	1.08	1.08	487.42
1980 02 09 12	35596.80	0.03	299.68	0.00	1.38	1.38	465.13
1980 02 10 12	35942.40	0.01	331.86	0.00	2.10	2.10	467.95
1980 02 11 12	35942.40	0.00	344.71	0.00	1.64	1.64	448.44
1980 02 12 12	36288.00	0.00	353.87	0.00	1.34	1.34	420.89
1980 02 13 12	36288.00	0.02	337.29	0.00	1.69	1.69	425.44
1980 02 14 12	36633.60	0.34	268.00	0.00	1.95	1.95	453.55
1980 02 15 12	36633.60	0.30	253.22	0.00	1.51	1.51	469.63
1980 02 16 12	36979.20	1.08	250.33	0.00	1.31	1.31	480.81
1980 02 17 12	36979.20	6.56	239.76	0.00	1.80	1.80	514.43
1980 02 18 12	37324.80	16.08	241.59	0.00	2.90	2.90	575.32
1980 02 19 12	37324.80	14.86	230.17	0.00	4.72	4.72	645.43
1980 02 20 12	37670.40	4.98	199.65	0.00	3.76	3.76	598.97
1980 02 21 12	37670.40	1.79	222.16	0.00	1.44	1.44	514.18
1980 02 22 12	38016.00	12.36	247.58	0.00	1.60	1.60	510.25
1980 02 23 12	38016.00	6.77	226.32	0.00	2.25	2.25	537.96
1980 02 24 12	38361.60	0.89	263.57	0.00	3.08	3.08	586.30
1980 02 25 12	38361.60	14.04	269.62	0.00	6.99	6.99	733.55
1980 02 26 12	38707.20	9.17	181.14	0.00	7.18	7.18	771.50
1980 02 27 12	38707.20	9.70	187.06	0.00	7.32	7.32	840.40
1980 02 28 12	39052.80	8.23	234.05	0.00	7.06	7.06	770.71
1980 02 29 12	39368.54	4.16	297.67	0.00	5.40	5.40	671.60
1980 03 01 12	39398.40	0.09	362.89	0.00	3.74	3.74	572.41
1980 03 02 12	39744.00	0.61	274.56	0.00	4.78	4.78	614.93
1980 03 03 12	39744.00	14.53	282.05	0.00	6.32	6.32	681.30
1980 03 04 12	40089.60	11.14	199.78	0.00	6.09	6.09	691.26
1980 03 05 12	40089.60	5.96	211.22	0.00	5.07	5.07	692.07
1980 03 06 12	40435.20	3.14	202.52	0.00	3.60	3.60	619.70
1980 03 07 12	40435.20	3.47	226.53	0.00	3.07	3.07	607.69
1980 03 08 12	40780.80	1.80	200.73	0.00	3.88	3.88	631.44
1980 03 09 12	40780.80	0.18	350.29	0.00	2.51	2.51	551.21
1980 03 10 12	41126.40	14.80	312.02	0.00	3.64	3.64	555.24
