  44.30
1166.00
  41939872
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	31449.60	0.65	95.41	0.00	1.09	1.09	544.80
1980 01 02 12	31449.60	5.01	145.10	0.00	0.50	0.50	498.65
1980 01 03 12	31449.60	4.17	133.81	0.00	1.34	1.34	519.45
1980 01 04 12	31449.60	27.78	104.67	0.00	2.43	2.43	593.99
1980 01 05 12	31795.20	14.73	98.54	0.00	2.60	2.60	602.81
1980 01 06 12	31795.20	0.75	163.57	0.00	-0.34	-0.34	446.16
1980 01 07 12	31795.20	15.39	205.53	0.00	-1.99	-1.99	365.25
1980 01 08 12	31795.20	20.96	165.91	0.00	-2.60	-2.60	378.75
1980 01 09 12	31795.20	24.45	189.16	0.00	-0.67	-0.67	456.32
1980 01 10 12	32140.80	13.09	184.94	0.00	-2.65	-2.65	366.55
1980 01 11 12	32140.80	41.70	208.85	0.00	-5.38	-5.38	305.54
1980 01 12 12	32140.80	70.05	259.32	0.00	-2.28	-2.28	381.75
1980 01 13 12	32140.80	63.15	240.70	0.00	2.53	2.53	531.78
1980 01 14 12	32486.40	29.56	224.34	0.00	2.73	2.73	568.04
1980 01 15 12	32486.40	7.60	238.39	0.00	0.39	0.39	477.14
1980 01 16 12	32486.40	7.10	206.99	0.00	0.05	0.05	476.82
1980 01 17 12	32832.00	3.32	206.11	0.00	0.04	0.04	484.10
1980 01 18 12	32832.00	0.18	310.79	0.00	-2.19	-2.19	381.23
1980 01 19 12	32832.00	0.00	260.93	0.00	-2.99	-2.99	351.57
1980 01 20 12	32917.27	0.00	322.39	0.00	-3.59	-3.59	336.99
1980 01 21 12	33177.60	0.00	324.79	0.00	-2.02	-2.02	359.15
1980 01 22 12	33177.60	0.00	333.95	0.00	0.16	0.16	413.99
1980 01 23 12	33523.20	0.00	327.96	0.00	0.92	0.92	424.61
1980 01 24 12	33523.20	0.00	327.06	0.00	0.34	0.34	419.99
1980 01 25 12	33523.20	0.46	261.19	0.00	-0.16	-0.16	410.56
1980 01 26 12	33868.80	0.26	314.28	0.00	-2.23	-2.23	338.36
1980 01 27 12	33868.80	0.01	317.93	0.00	-8.44	-8.44	202.50
1980 01 28 12	33868.80	0.00	336.68	0.00	-11.41	-11.41	158.06
1980 01 29 12	34214.40	0.00	340.79	0.00	-12.11	-12.11	145.36
1980 01 30 12	34214.40	0.05	346.11	0.00	-10.56	-10.56	160.90
1980 01 31 12	34560.00	8.57	294.41	0.00	-7.40	-7.40	211.48
1980 02 01 12	34560.00	23.71	257.41	0.00	-1.91	-1.91	374.85
1980 02 02 12	34560.00	26.14	168.64	0.00	0.30	0.30	502.56
1980 02 03 12	34905.60	10.86	177.85	0.00	0.65	0.65	541.73
1980 02 04 12	34905.60	3.56	271.59	0.00	0.65	0.65	500.12
1980 02 05 12	35251.20	13.69	274.77	0.00	1.70	1.70	506.09
1980 02 06 12	35251.20	14.73	246.85	0.00	2.07	2.07	524.90
1980 02 07 12	35596.80	4.47	243.03	0.00	1.03	1.03	501.75
1980 02 08 12	35596.80	0.13	341.17	0.00	0.51	0.51	460.03
1980 02 09 12	35942.40	0.03	354.12	0.00	0.49	0.49	425.32
1980 02 10 12	35942.40	0.01	380.35	0.00	1.10	1.10	425.56
1980 02 11 12	36288.00	0.00	372.81	0.00	0.74	0.74	404.08
1980 02 12 12	36288.00	0.00	392.28	0.00	0.11	0.11	390.19
1980 02 13 12	36373.27	0.06	320.96	0.00	1.94	1.94	418.76
1980 02 14 12	36633.60	0.04	376.46	0.00	3.16	3.16	451.97
1980 02 15 12	36633.60	0.00	268.84	0.00	1.41	1.41	462.14
1980 02 16 12	36979.20	0.73	309.57	0.00	1.74	1.74	511.48
1980 02 17 12	36979.20	4.82	267.05	0.00	2.91	2.91	527.52
1980 02 18 12	37324.80	12.13	248.34	0.00	2.85	2.85	586.22
1980 02 19 12	37324.80	10.14	260.94	0.00	3.18	3.18	601.01
1980 02 20 12	37670.40	2.89	258.45	0.00	3.64	3.64	603.18
1980 02 21 12	37670.40	3.00	295.55	0.00	1.62	1.62	499.58
1980 02 22 12	38016.00	11.78	316.61	0.00	1.86	1.86	485.37
1980 02 23 12	38101.27	5.78	232.23	0.00	1.50	1.50	495.20
1980 02 24 12	38361.60	0.80	303.20	0.00	1.83	1.83	549.54
1980 02 25 12	38707.20	15.51	320.71	0.00	5.67	5.67	656.82
1980 02 26 12	38707.20	11.91	231.52	0.00	5.76	5.76	683.24
1980 02 27 12	39052.80	7.40	254.60	0.00	5.63	5.63	738.61
1980 02 28 12	39052.80	6.50	282.32	0.00	5.86	5.86	702.31
1980 02 29 12	39398.40	3.27	350.11	0.00	4.45	4.45	621.10
1980 03 01 12	39398.40	0.03	420.39	0.00	3.05	3.05	539.84
1980 03 02 12	39744.00	11.91	336.99	0.00	4.05	4.05	567.93
1980 03 03 12	39744.00	14.51	319.64	0.00	5.63	5.63	652.15
1980 03 04 12	40089.60	11.66	234.82	0.00	4.96	4.96	656.82
1980 03 05 12	40089.60	8.62	287.89	0.00	4.00	4.00	630.33
1980 03 06 12	40435.20	2.53	303.49	0.00	2.29	2.29	531.54
1980 03 07 12	40435.20	1.71	310.32	0.00	2.67	2.67	552.77
1980 03 08 12	40780.80	1.42	323.95	0.00	3.19	3.19	557.37
1980 03 09 12	40780.80	0.29	401.96	0.00	3.25	3.25	550.59
1980 03 10 12	41126.40	7.98	364.89	0.00	3.39	3.39	527.77
1980 03 11 12	41472.00	15.52	351.21	0.00	3.75	3.75	513.37
1980 03 12 12	41472.00	21.98	346.23	0.00	2.64	2.64	493.30
1980 03 13 12	41817.60	33.65	254.15	0.00	0.99	0.99	471.57
1980 03 14 12	41817.60	28.29	243.24	0.00	-0.41	-0.41	463.17
1980 03 15 12	42163.20	10.29	238.24	0.00	-1.71	-1.71	418.06
1980 03 16 12	42163.20	2.32	257.02	0.00	-2.54	-2.54	397.51
1980 03 17 12	42508.80	9.02	322.60	0.00	-1.18	-1.18	434.43
1980 03 18 12	42508.80	5.82	289.95	0.00	0.69	0.69	493.19
1980 03 19 12	42854.40	2.57	280.69	0.00	1.07	1.07	524.01
1980 03 20 12	42854.40	3.56	338.88	0.00	2.30	2.30	551.08
1980 03 21 12	43200.00	1.76	319.25	0.00	1.36	1.36	493.31
1980 03 22 12	43545.60	2.29	278.45	0.00	0.69	0.69	495.79
1980 03 23 12	43545.60	2.31	366.39	0.00	1.23	1.23	495.47
1980 03 24 12	43891.20	0.95	358.49	0.00	1.47	1.47	471.08
1980 03 25 12	43891.20	2.57	394.34	0.00	1.22	1.22	453.49
1980 03 26 12	44236.80	12.87	401.67	0.00	3.16	3.16	480.33
1980 03 27 12	44236.80	6.45	333.93	0.00	2.25	2.25	470.95
1980 03 28 12	44582.40	0.74	380.87	0.00	-0.24	-0.24	424.86
1980 03 29 12	44582.40	3.72	401.80	0.00	1.91	1.91	464.61
1980 03 30 12	44928.00	1.92	366.63	0.00	1.94	1.94	464.79
1980 03 31 12	44928.00	2.52	393.13	0.00	0.53	0.53	432.56
1980 04 01 12	45273.60	2.57	370.06	0.00	0.52	0.52	429.03
1980 04 02 12	45619.20	0.68	505.92	0.00	-0.49	-0.49	393.48
1980 04 03 12	45619.20	2.35	427.19	0.00	0.77	0.77	414.43
1980 04 04 12	45964.80	3.58	416.28	0.00	2.64	2.64	475.25
1980 04 05 12	45964.80	12.72	397.56	0.00	5.15	5.15	583.21
1980 04 06 12	46310.40	20.77	368.02	0.00	3.13	3.13	517.09
1980 04 07 12	46310.40	15.42	249.62	0.00	-0.00	-0.00	457.06
1980 04 08 12	46656.00	16.18	300.67	0.00	-0.37	-0.37	478.08
1980 04 09 12	46656.00	24.02	305.55	0.00	1.41	1.41	528.21
1980 04 10 12	47001.60	12.33	355.60	0.00	1.39	1.39	499.70
1980 04 11 12	47001.60	1.69	536.10	0.00	1.10	1.10	449.66
1980 04 12 12	47347.20	0.00	566.61	0.00	5.00	5.00	523.54
1980 04 13 12	47347.20	2.78	450.62	0.00	8.75	8.75	587.27
1980 04 14 12	47692.80	9.86	435.20	0.00	10.72	10.72	636.02
1980 04 15 12	47692.80	4.56	384.82	0.00	8.23	8.23	627.75
1980 04 16 12	48038.40	0.16	552.32	0.00	5.58	5.58	560.15
1980 04 17 12	48298.73	0.00	572.05	0.00	9.02	9.02	605.54
1980 04 18 12	48384.00	0.08	449.26	0.00	8.69	8.69	608.10
1980 04 19 12	48729.60	3.00	428.60	0.00	8.92	8.92	679.52
1980 04 20 12	48729.60	11.89	371.82	0.00	9.29	9.29	743.29
1980 04 21 12	49075.20	7.56	303.37	0.00	5.74	5.74	663.26
1980 04 22 12	49075.20	1.18	281.23	0.00	3.97	3.97	648.30
1980 04 23 12	49420.80	1.73	334.75	0.00	5.44	5.44	713.75
1980 04 24 12	49420.80	2.08	354.98	0.00	7.72	7.72	745.23
1980 04 25 12	49766.40	0.61	524.62	0.00	4.94	4.94	588.69
1980 04 26 12	49766.40	0.00	569.36	0.00	7.62	7.62	663.97
1980 04 27 12	50026.73	0.01	545.94	0.00	11.36	11.36	787.28
1980 04 28 12	50112.00	0.36	447.71	0.00	13.45	13.45	824.58
1980 04 29 12	50112.00	0.35	399.87	0.00	8.26	8.26	608.07
1980 04 30 12	50457.60	0.09	527.18	0.00	4.22	4.22	532.49
1980 05 01 12	50457.60	0.00	575.69	0.00	5.94	5.94	579.45
1980 05 02 12	50803.20	0.00	561.36	0.00	9.91	9.91	679.13
1980 05 03 12	50803.20	0.00	548.98	0.00	9.19	9.19	637.70
1980 05 04 12	51148.80	0.49	440.75	0.00	9.48	9.48	672.94
1980 05 05 12	51148.80	0.25	511.91	0.00	12.47	12.47	780.55
1980 05 06 12	51494.40	0.34	390.28	0.00	11.48	11.48	792.00
1980 05 07 12	51494.40	0.17	437.20	0.00	6.62	6.62	647.46
1980 05 08 12	51840.00	3.53	415.00	0.00	8.16	8.16	696.17
1980 05 09 12	51840.00	13.61	298.85	0.00	7.97	7.97	697.48
1980 05 10 12	51840.00	7.77	283.28	0.00	4.64	4.64	624.67
1980 05 11 12	52185.60	1.07	200.62	0.00	3.22	3.22	623.18
1980 05 12 12	52185.60	1.78	209.26	0.00	5.55	5.55	754.58
1980 05 13 12	52531.20	0.85	393.07	0.00	7.85	7.85	795.70
1980 05 14 12	52531.20	1.75	323.38	0.00	8.09	8.09	764.78
1980 05 15 12	52531.20	3.32	354.78	0.00	6.12	6.12	644.25
1980 05 16 12	52876.80	1.22	497.98	0.00	4.78	4.78	562.38
1980 05 17 12	52876.80	0.00	565.17	0.00	6.87	6.87	599.62
1980 05 18 12	52876.80	0.00	576.30	0.00	9.68	9.68	662.54
