  47.35
1231.00
 170607258
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	30067.20	2.29	107.13	0.00	1.62	1.62	593.00
1980 01 02 12	30067.20	11.75	123.09	0.00	1.09	1.09	561.24
1980 01 03 12	30067.20	5.57	141.76	0.00	-0.69	-0.69	471.01
1980 01 04 12	30067.20	11.20	117.66	0.00	-1.53	-1.53	437.88
1980 01 05 12	30359.27	9.88	158.33	0.00	-3.50	-3.50	369.17
1980 01 06 12	30412.80	2.15	210.54	0.00	-6.66	-6.66	270.64
1980 01 07 12	30412.80	4.07	156.07	0.00	-8.61	-8.61	237.12
1980 01 08 12	30412.80	8.68	133.59	0.00	-8.57	-8.57	254.38
1980 01 09 12	30477.51	9.44	152.31	0.00	-9.39	-9.39	240.74
1980 01 10 12	30758.40	6.20	177.99	0.00	-8.68	-8.68	254.98
1980 01 11 12	30758.40	26.10	189.91	0.00	-5.77	-5.77	322.60
1980 01 12 12	30758.40	29.83	224.52	0.00	-2.17	-2.17	395.15
1980 01 13 12	31050.47	15.94	210.00	0.00	0.10	0.10	445.45
1980 01 14 12	31104.00	12.31	140.40	0.00	-0.77	-0.77	469.27
1980 01 15 12	31104.00	23.98	172.41	0.00	-1.70	-1.70	469.74
1980 01 16 12	31396.07	26.22	173.13	0.00	-0.55	-0.55	494.68
1980 01 17 12	31449.60	9.38	195.00	0.00	-2.33	-2.33	410.81
1980 01 18 12	31449.60	0.59	259.05	0.00	-5.61	-5.61	301.73
1980 01 19 12	31795.20	0.00	266.14	0.00	-6.21	-6.21	290.84
1980 01 20 12	31795.20	0.01	228.41	0.00	-2.91	-2.91	387.11
1980 01 21 12	31795.20	0.01	255.44	0.00	-1.84	-1.84	419.98
1980 01 22 12	32140.80	0.00	276.04	0.00	-0.54	-0.54	465.02
1980 01 23 12	32140.80	0.00	288.09	0.00	0.78	0.78	480.88
1980 01 24 12	32432.87	0.17	228.95	0.00	1.25	1.25	483.69
1980 01 25 12	32486.40	0.70	212.45	0.00	-1.67	-1.67	392.81
1980 01 26 12	32486.40	0.31	281.40	0.00	-7.49	-7.49	246.12
1980 01 27 12	32832.00	0.00	270.05	0.00	-11.25	-11.25	177.26
1980 01 28 12	32832.00	0.00	287.99	0.00	-12.23	-12.23	164.72
1980 01 29 12	33177.60	0.00	292.33	0.00	-12.31	-12.31	161.67
1980 01 30 12	33177.60	0.00	290.30	0.00	-10.59	-10.59	195.35
1980 01 31 12	33523.20	11.24	206.23	0.00	-7.56	-7.56	268.21
1980 02 01 12	33523.20	17.67	239.91	0.00	-4.53	-4.53	344.24
1980 02 02 12	33868.80	26.46	250.30	0.00	-2.03	-2.03	403.10
1980 02 03 12	33868.80	20.09	210.81	0.00	0.93	0.93	522.77
1980 02 04 12	34214.40	5.06	271.38	0.00	0.57	0.57	511.72
1980 02 05 12	34214.40	10.42	229.48	0.00	0.87	0.87	518.44
1980 02 06 12	34560.00	26.17	218.65	0.00	1.04	1.04	538.71
1980 02 07 12	34560.00	10.67	198.18	0.00	0.79	0.79	532.55
1980 02 08 12	34905.60	0.09	316.08	0.00	-0.54	-0.54	468.95
1980 02 09 12	34905.60	0.00	293.95	0.00	0.86	0.86	501.47
1980 02 10 12	35251.20	0.00	293.59	0.00	-0.54	-0.54	455.08
1980 02 11 12	35251.20	0.00	316.00	0.00	-0.89	-0.89	436.70
1980 02 12 12	35596.80	0.03	274.16	0.00	-1.48	-1.48	408.94
1980 02 13 12	35596.80	1.14	259.00	0.00	-1.57	-1.57	398.13
1980 02 14 12	35942.40	2.82	231.29	0.00	-4.47	-4.47	314.18
1980 02 15 12	35942.40	2.85	235.37	0.00	-7.68	-7.68	261.74
1980 02 16 12	36288.00	0.93	272.09	0.00	-4.98	-4.98	353.04
1980 02 17 12	36288.00	6.03	210.08	0.00	-0.05	-0.05	522.46
1980 02 18 12	36633.60	15.37	193.05	0.00	1.75	1.75	598.47
1980 02 19 12	36979.20	12.43	227.13	0.00	1.83	1.83	586.79
1980 02 20 12	36979.20	6.65	257.92	0.00	1.07	1.07	520.73
