  47.04
2207.00
  17811501
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	30067.20	7.79	168.55	0.00	-5.89	-5.89	265.11
1980 01 02 12	30067.20	5.98	149.55	0.00	-4.23	-4.23	308.67
1980 01 03 12	30411.45	1.61	209.49	0.00	-6.30	-6.30	237.26
1980 01 04 12	30412.80	1.83	214.08	0.00	-9.98	-9.98	159.48
1980 01 05 12	30412.80	20.45	212.87	0.00	-8.23	-8.23	182.39
1980 01 06 12	30412.80	14.70	235.75	0.00	-16.59	-16.59	83.88
1980 01 07 12	30412.80	4.16	193.25	0.00	-17.06	-17.06	78.66
1980 01 08 12	30758.40	4.77	202.37	0.00	-19.18	-19.18	75.25
1980 01 09 12	30758.40	19.42	173.17	0.00	-19.88	-19.88	74.96
1980 01 10 12	30758.40	19.36	237.32	0.00	-17.26	-17.26	95.39
1980 01 11 12	30758.40	5.61	246.40	0.00	-13.74	-13.74	121.92
1980 01 12 12	31104.00	10.90	247.73	0.00	-6.48	-6.48	228.02
1980 01 13 12	31104.00	9.35	219.42	0.00	-0.91	-0.91	360.00
1980 01 14 12	31104.00	8.37	229.34	0.00	0.63	0.63	423.26
1980 01 15 12	31449.60	4.32	248.00	0.00	-1.50	-1.50	323.78
1980 01 16 12	31449.60	1.12	260.08	0.00	-6.02	-6.02	218.81
1980 01 17 12	31449.60	0.46	250.22	0.00	-4.04	-4.04	266.89
1980 01 18 12	31795.20	3.16	248.15	0.00	-7.48	-7.48	189.91
1980 01 19 12	31795.20	1.53	319.18	0.00	-15.39	-15.39	88.24
1980 01 20 12	31795.20	0.00	320.13	0.00	-16.71	-16.71	76.23
1980 01 21 12	32140.80	0.00	307.72	0.00	-12.93	-12.93	118.35
1980 01 22 12	32140.80	0.00	299.66	0.00	-11.59	-11.59	140.12
1980 01 23 12	32140.80	0.00	301.18	0.00	-9.67	-9.67	176.05
1980 01 24 12	32486.40	0.00	324.16	0.00	-5.27	-5.27	232.14
1980 01 25 12	32486.40	0.47	282.88	0.00	-7.34	-7.34	167.04
1980 01 26 12	32832.00	0.24	323.50	0.00	-16.93	-16.93	73.18
1980 01 27 12	32832.00	0.00	331.31	0.00	-22.78	-22.78	41.14
1980 01 28 12	33177.60	0.00	339.65	0.00	-25.31	-25.31	31.48
1980 01 29 12	33177.60	0.00	343.05	0.00	-24.41	-24.41	34.34
1980 01 30 12	33177.60	0.00	346.36	0.00	-22.75	-22.75	42.27
1980 01 31 12	33523.20	0.00	340.37	0.00	-19.38	-19.38	65.69
1980 02 01 12	33523.20	1.58	270.50	0.00	-13.17	-13.17	131.70
1980 02 02 12	33868.80	1.62	254.03	0.00	-6.34	-6.34	253.29
1980 02 03 12	33868.80	5.33	244.64	0.00	-1.35	-1.35	370.17
1980 02 04 12	34214.40	4.01	248.82	0.00	-0.94	-0.94	354.17
1980 02 05 12	34214.40	0.78	343.55	0.00	-5.72	-5.72	235.79
1980 02 06 12	34560.00	2.14	202.31	0.00	-4.08	-4.08	296.25
1980 02 07 12	34560.00	3.75	205.57	0.00	-2.85	-2.85	348.17
1980 02 08 12	34905.60	1.34	245.54	0.00	-3.36	-3.36	325.70
1980 02 09 12	34905.60	0.00	271.98	0.00	-4.45	-4.45	295.85
1980 02 10 12	35251.20	0.00	285.40	0.00	-4.36	-4.36	290.52
1980 02 11 12	35251.20	0.00	273.27	0.00	-5.06	-5.06	273.09
1980 02 12 12	35596.80	7.26	228.33	0.00	-5.63	-5.63	256.63
1980 02 13 12	35596.80	8.45	297.35	0.00	-9.76	-9.76	165.53
1980 02 14 12	35942.40	4.20	245.28	0.00	-14.78	-14.78	107.09
1980 02 15 12	36286.65	0.93	298.16	0.00	-15.95	-15.95	103.52
1980 02 16 12	36288.00	0.02	402.08	0.00	-15.29	-15.29	100.57
1980 02 17 12	36633.60	0.00	390.72	0.00	-10.61	-10.61	154.38
1980 02 18 12	36633.60	2.50	293.87	0.00	-4.43	-4.43	286.28
1980 02 19 12	36979.20	5.93	302.68	0.00	0.19	0.19	401.62
