  42.52
2727.00
1159818688
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	32079.90	13.15	252.05	0.00	-8.97	-8.97	174.35
1980 01 02 12	32140.80	9.12	246.83	0.00	-8.33	-8.33	185.29
1980 01 03 12	32140.80	4.58	268.49	0.00	-11.22	-11.22	151.83
1980 01 04 12	32169.90	5.67	217.15	0.00	-6.48	-6.48	243.01
1980 01 05 12	32216.98	4.45	251.49	0.00	-5.64	-5.64	239.85
1980 01 06 12	32304.68	3.23	286.05	0.00	-12.78	-12.78	111.03
1980 01 07 12	32425.50	2.36	266.58	0.00	-15.98	-15.98	86.35
1980 01 08 12	32486.40	13.86	233.33	0.00	-12.98	-12.98	142.24
1980 01 09 12	32496.66	11.15	243.76	0.00	-8.56	-8.56	198.94
1980 01 10 12	32562.58	33.06	284.63	0.00	-10.94	-10.94	135.53
1980 01 11 12	32650.28	19.26	284.09	0.00	-17.51	-17.51	82.11
1980 01 12 12	32815.28	46.52	295.63	0.00	-10.64	-10.64	168.22
1980 01 13 12	32832.00	36.03	209.62	0.00	-2.23	-2.23	345.40
1980 01 14 12	32885.08	22.61	235.02	0.00	-3.25	-3.25	332.28
1980 01 15 12	33029.15	7.20	282.59	0.00	-5.75	-5.75	246.52
1980 01 16 12	33177.60	2.63	264.81	0.00	-6.08	-6.08	232.04
1980 01 17 12	33177.60	6.54	268.62	0.00	-7.68	-7.68	205.36
1980 01 18 12	33277.93	2.71	305.00	0.00	-11.10	-11.10	140.44
1980 01 19 12	33462.30	0.30	330.36	0.00	-14.97	-14.97	86.04
1980 01 20 12	33523.20	0.06	383.34	0.00	-17.93	-17.93	63.68
1980 01 21 12	33599.38	0.00	385.14	0.00	-15.98	-15.98	77.48
1980 01 22 12	33807.90	0.00	384.32	0.00	-17.09	-17.09	69.69
1980 01 23 12	33868.80	0.14	333.41	0.00	-16.49	-16.49	85.08
1980 01 24 12	33944.98	1.16	295.50	0.00	-11.51	-11.51	145.11
1980 01 25 12	34153.50	7.64	290.30	0.00	-10.96	-10.96	146.04
1980 01 26 12	34214.40	7.40	301.97	0.00	-16.42	-16.42	87.06
1980 01 27 12	34314.73	6.78	302.59	0.00	-19.11	-19.11	64.19
1980 01 28 12	34560.00	2.05	401.74	0.00	-26.92	-26.92	28.51
1980 01 29 12	34560.00	1.73	334.17	0.00	-23.34	-23.34	36.11
1980 01 30 12	34723.88	2.27	335.48	0.00	-22.88	-22.88	36.47
1980 01 31 12	34905.60	0.64	415.65	0.00	-23.43	-23.43	40.40
1980 02 01 12	34958.68	0.00	410.55	0.00	-16.66	-16.66	93.59
1980 02 02 12	35234.48	0.44	315.39	0.00	-8.26	-8.26	204.98
1980 02 03 12	35251.20	2.10	288.06	0.00	-5.32	-5.32	264.29
1980 02 04 12	35448.35	2.50	306.67	0.00	-5.21	-5.21	243.84
1980 02 05 12	35596.80	0.71	432.00	0.00	-12.35	-12.35	122.04
1980 02 06 12	35672.98	1.51	307.46	0.00	-10.52	-10.52	150.34
1980 02 07 12	35942.40	1.36	334.80	0.00	-8.67	-8.67	172.09
1980 02 08 12	35952.65	0.31	441.59	0.00	-14.59	-14.59	87.59
1980 02 09 12	36271.28	0.00	450.16	0.00	-18.79	-18.79	52.53
1980 02 10 12	36288.00	0.00	453.17	0.00	-18.44	-18.44	54.61
1980 02 11 12	36485.15	0.00	454.21	0.00	-16.66	-16.66	67.19
1980 02 12 12	36633.60	0.00	453.00	0.00	-15.63	-15.63	82.59
1980 02 13 12	36768.52	1.42	337.28	0.00	-10.91	-10.91	145.33
1980 02 14 12	36979.20	8.62	350.18	0.00	-9.16	-9.16	176.52
1980 02 15 12	37055.38	13.94	283.68	0.00	-5.07	-5.07	269.04
1980 02 16 12	37324.80	5.21	315.26	0.00	-3.93	-3.93	290.61
1980 02 17 12	37353.90	1.67	349.65	0.00	-7.40	-7.40	213.94
1980 02 18 12	37670.40	14.98	304.97	0.00	-3.77	-3.77	308.82
1980 02 19 12	37670.40	16.94	263.05	0.00	-1.47	-1.47	382.16
1980 02 20 12	38016.00	7.84	276.37	0.00	-3.22	-3.22	324.43
