11111124	2018	1	2	4.7290564
11111124	2018	1	3	4.733631
11111124	2018	1	4	4.7373886
11111124	2018	1	5	4.740453
11111124	2018	1	6	4.7429533
11111124	2018	1	7	4.748495
11111124	2018	1	8	4.997986
11111124	2018	1	9	4.691312
11111124	2018	1	10	4.698409
11111124	2018	1	11	4.807829
11111124	2018	1	12	4.7312346
11111124	2018	1	13	4.685647
11111124	2018	1	14	4.69633
11111124	2018	1	15	4.7064886
11111124	2018	1	16	4.7469435
11111124	2018	1	17	4.728073
11111124	2018	1	18	4.7203846
11111124	2018	1	19	4.7260523
11111124	2018	1	20	4.731023
11111124	2018	1	21	4.7352676
11111124	2018	1	22	4.82154
11111124	2018	1	23	4.7222624
11111124	2018	1	24	4.7265444
11111124	2018	1	25	4.7301598
11111124	2018	1	26	4.7343674
11111124	2018	1	27	4.889802
11111124	2018	1	28	5.401598
11111124	2018	1	29	4.5809965
11111124	2018	1	30	4.5997972
11111124	2018	1	31	4.619336
11111124	2018	2	1	4.6803265
11111124	2018	2	2	4.6591854
11111124	2018	2	3	4.688321
11111124	2018	2	4	5.2757854
11111124	2018	2	5	4.58045
11111124	2018	2	6	4.6251717
11111124	2018	2	7	5.1261053
11111124	2018	2	8	4.5217247
11111124	2018	2	9	4.5854645
11111124	2018	2	10	4.71601
11111124	2018	2	11	5.0251503
11111124	2018	2	12	4.4963503
11111124	2018	2	13	4.5420656
11111124	2018	2	14	4.579955
11111124	2018	2	15	4.617502
11111124	2018	2	16	4.6503057
11111124	2018	2	17	4.688878
11111124	2018	2	18	4.683793
11111124	2018	2	19	4.6938744
11111124	2018	2	20	4.719904
11111124	2018	2	21	4.7125835
11111124	2018	2	22	4.719597
11111124	2018	2	23	4.7259245
11111124	2018	2	24	4.7311754
11111124	2018	2	25	5.0905867
11111124	2018	2	26	5.0110493
11111124	2018	2	27	4.580345
11111124	2018	2	28	4.6338234
11111124	2018	3	1	4.7225266
11111124	2018	3	2	4.614111
11111124	2018	3	3	4.6414156
11111124	2018	3	4	4.6629076
11111124	2018	3	5	4.7086716
11111124	2018	3	6	4.8681164
11111124	2018	3	7	4.6586103
11111124	2018	3	8	4.6705675
11111124	2018	3	9	4.682987
11111124	2018	3	10	4.9603834
11111124	2018	3	11	5.288561
11111124	2018	3	12	4.5197744
11111124	2018	3	13	4.551709
11111124	2018	3	14	4.5829887
11111124	2018	3	15	4.6192274
11111124	2018	3	16	4.6616
11111124	2018	3	17	4.6699533
11111124	2018	3	18	4.721158
11111124	2018	3	19	4.6871166
11111124	2018	3	20	4.706423
11111124	2018	3	21	4.7077703
11111124	2018	3	22	4.716469
11111124	2018	3	23	4.723503
11111124	2018	3	24	4.729254
11111124	2018	3	25	4.733904
11111124	2018	3	26	4.737665
11111124	2018	3	27	4.74072
11111124	2018	3	28	4.7502165
11111124	2018	3	29	5.0809574
11111124	2018	3	30	4.672888
11111124	2018	3	31	4.682164
11111124	2018	4	1	4.6901913
11111124	2018	4	2	4.702012
11111124	2018	4	3	4.712163
11111124	2018	4	4	4.8058996
11111124	2018	4	5	4.7056675
11111124	2018	4	6	4.87479
11111124	2018	4	7	4.726696
11111124	2018	4	8	4.6769333
11111124	2018	4	9	4.6883
11111124	2018	4	10	4.6999493
11111124	2018	4	11	4.710326
11111124	2018	4	12	4.718726
11111124	2018	4	13	4.72544
11111124	2018	4	14	5.643942
11111124	2018	4	15	4.785389
11111124	2018	4	16	4.553628
11111124	2018	4	17	4.5768394
11111124	2018	4	18	4.6100845
11111124	2018	4	19	4.640792
11111124	2018	4	20	4.664837
11111124	2018	4	21	4.6833534
11111124	2018	4	22	5.1916685
11111124	2018	4	23	4.603668
11111124	2018	4	24	4.6282434
11111124	2018	4	25	4.6412325
11111124	2018	4	26	4.9105253
11111124	2018	4	27	4.6137896
11111124	2018	4	28	4.638838
11111124	2018	4	29	4.6582174
11111124	2018	4	30	4.6774607
11111124	2018	5	1	4.692956
11111124	2018	5	2	4.7051144
11111124	2018	5	3	4.7146854
11111124	2018	5	4	4.722274
11111124	2018	5	5	4.745777
11111124	2018	5	6	4.7290726
11111124	2018	5	7	4.733426
11111124	2018	5	8	4.7369823
11111124	2018	5	9	4.7401342
11111124	2018	5	10	4.7427454
11111124	2018	5	11	4.7448826
11111124	2018	5	12	4.7466297
11111124	2018	5	13	4.748061
11111124	2018	5	14	4.749234
11111124	2018	5	15	4.7857275
11111124	2018	5	16	4.811001
11111124	2018	5	17	4.8557005
11111124	2018	5	18	4.700183
11111124	2018	5	19	4.7066994
11111124	2018	5	20	4.9027414
11111124	2018	5	21	4.7744646
11111124	2018	5	22	6.2869086
11111124	2018	5	23	4.523774
11111124	2018	5	24	5.0766993
11111124	2018	5	25	4.522689
11111124	2018	5	26	4.6427956
11111124	2018	5	27	4.416418
11111124	2018	5	28	4.718734
11111124	2018	5	29	6.4005623
11111124	2018	5	30	5.763793
11111124	2018	5	31	4.2663746
11111124	2018	6	1	4.3211117
11111124	2018	6	2	4.3661184
11111124	2018	6	3	4.3831787
11111124	2018	6	4	4.4656267
11111124	2018	6	5	4.531784
11111124	2018	6	6	4.5834427
11111124	2018	6	7	4.622362
11111124	2018	6	8	4.651594
11111124	2018	6	9	4.6736937
11111124	2018	6	10	4.690563
11111124	2018	6	11	4.703574
11111124	2018	6	12	4.71371
11111124	2018	6	13	4.7216797
11111124	2018	6	14	4.8293247
11111124	2018	6	15	4.7227907
11111124	2018	6	16	4.712309
11111124	2018	6	17	4.763916
11111124	2018	6	18	4.7134714
11111124	2018	6	19	4.7203293
11111124	2018	6	20	4.725959
11111124	2018	6	21	4.752202
11111124	2018	6	22	4.946907
11111124	2018	6	23	4.6839952
11111124	2018	6	24	4.693164
11111124	2018	6	25	4.7046995
11111124	2018	6	26	4.711314
11111124	2018	6	27	4.7189474
11111124	2018	6	28	5.1319094
11111124	2018	6	29	4.6426096
11111124	2018	6	30	4.9218397
11111124	2018	7	1	4.5956373
11111124	2018	7	2	4.831849
11111124	2018	7	3	4.5833626
11111124	2018	7	4	4.705065
11111124	2018	7	5	4.613221
11111124	2018	7	6	4.6411552
11111124	2018	7	7	4.7178345
11111124	2018	7	8	4.689542
11111124	2018	7	9	4.676055
11111124	2018	7	10	4.6901693
11111124	2018	7	11	4.702142
11111124	2018	7	12	4.922474
11111124	2018	7	13	4.6684256
11111124	2018	7	14	4.69493
11111124	2018	7	15	4.83619
11111124	2018	7	16	4.6607695
11111124	2018	7	17	4.67642
11111124	2018	7	18	4.6890516
11111124	2018	7	19	4.918949
11111124	2018	7	20	4.6566467
11111124	2018	7	21	4.7200212
11111124	2018	7	22	4.670905
11111124	2018	7	23	4.759164
11111124	2018	7	24	4.7247515
11111124	2018	7	25	5.079627
11111124	2018	7	26	4.737138
11111124	2018	7	27	4.6764135
11111124	2018	7	28	4.690879
11111124	2018	7	29	4.702983
11111124	2018	7	30	5.12129
11111124	2018	7	31	5.3687096
11111124	2018	8	1	7.408989
11111124	2018	8	2	5.029002
11111124	2018	8	3	4.5364237
11111124	2018	8	4	4.4663906
11111124	2018	8	5	4.525301
11111124	2018	8	6	4.576029
11111124	2018	8	7	4.6154413
11111124	2018	8	8	4.6454525
11111124	2018	8	9	4.777012
11111124	2018	8	10	4.702362
11111124	2018	8	11	4.659337
11111124	2018	8	12	4.6756897
11111124	2018	8	13	4.7004385
11111124	2018	8	14	4.7205715
11111124	2018	8	15	4.704997
11111124	2018	8	16	4.738103
11111124	2018	8	17	4.7498474
11111124	2018	8	18	4.737446
11111124	2018	8	19	4.8556185
11111124	2018	8	20	4.7271585
11111124	2018	8	21	4.6836796
11111124	2018	8	22	4.693701
11111124	2018	8	23	4.7077208
11111124	2018	8	24	4.7128725
11111124	2018	8	25	4.7206364
11111124	2018	8	26	4.726866
11111124	2018	8	27	4.731929
11111124	2018	8	28	4.736027
11111124	2018	8	29	4.856262
11111124	2018	8	30	4.7852
11111124	2018	8	31	5.1087236
11111124	2018	9	1	4.814909
11111124	2018	9	2	4.653121
11111124	2018	9	3	4.6306105
11111124	2018	9	4	4.6551275
11111124	2018	9	5	4.7845497
11111124	2018	9	6	4.6608
11111124	2018	9	7	4.677641
11111124	2018	9	8	4.690837
11111124	2018	9	9	4.975871
11111124	2018	9	10	4.645234
11111124	2018	9	11	4.6621075
11111124	2018	9	12	4.6890726
11111124	2018	9	13	4.6868963
11111124	2018	9	14	4.699872
