00092278	1983	7	19	6	A
00092278	1985	3	1	7.02	A
00092278	1985	4	1	7.35	A
00092278	1985	5	1	7.52	A
00092278	1985	6	1	7.92	A
00092278	1985	7	1	8.19	A
00092278	1985	8	1	6.9	A
00092278	1985	9	1	6.34	A
00092278	1985	10	1	6.56	A
00092278	1985	11	1	6.18	A
00092278	1985	12	1	6.53	A
00092278	1986	1	1	6.93	A
00092278	1986	2	1	6.74	A
00092278	1986	3	1	6.51	A
00092278	1986	4	1	7.06	A
00092278	1986	5	1	7.21	A
00092278	1986	6	1	7.63	A
00092278	1986	7	1	8.15	A
00092278	1986	7	21	7.63	A
00092278	1986	8	1	8.22	A
00092278	1986	9	1	7.34	A
00092278	1986	9	4	6.77	A
00092278	1986	10	1	7.1	A
00092278	1986	10	7	7.03	A
00092278	1986	11	1	6.66	A
00092278	1986	12	1	6.05	A
00092278	1986	12	2	5.42	A
00092278	1987	1	1	6.38	A
00092278	1987	1	27	5.85	A
00092278	1987	2	1	6.38	A
00092278	1987	3	1	6.31	A
00092278	1987	3	10	5.63	A
00092278	1987	4	1	7.24	A
00092278	1987	4	28	6.86	A
00092278	1987	5	1	7.24	A
00092278	1987	6	1	7.1	A
00092278	1987	6	24	5.12	A
00092278	1987	7	1	6.88	A
00092278	1987	8	1	6.59	A
00092278	1987	8	4	5.99	A
00092278	1987	9	1	6.67	A
00092278	1987	9	10	6.07	A
00092278	1987	10	1	7.23	A
00092278	1987	10	6	6.51	A
00092278	1987	11	1	7.18	A
00092278	1987	12	1	6.89	A
00092278	1987	12	2	6.56	A
00092278	1988	1	1	6.91	A
00092278	1988	1	21	6.38	A
00092278	1988	2	1	7.08	A
00092278	1988	3	1	6.63	A
00092278	1988	3	9	5.61	A
00092278	1988	4	1	6.67	A
00092278	1988	5	1	7.58	A
00092278	1988	5	3	6.41	A
00092278	1988	6	1	7.88	A
00092278	1988	6	23	7.6	A
00092278	1988	7	1	8	A
00092278	1988	8	1	7.36	A
00092278	1988	8	23	5.41	A
00092278	1988	9	1	5.96	A
00092278	1988	10	1	6.34	A
00092278	1988	10	24	5.99	A
00092278	1988	11	1	6.82	A
00092278	1988	11	30	6.69	A
00092278	1988	12	1	7.06	A
00092278	1989	1	1	7.46	A
00092278	1989	2	1	7.66	A
00092278	1989	3	19	7.1	A
00092278	1989	3	31	6.78	A
00092278	1989	4	1	6.93	A
00092278	1989	4	2	6.99	A
00092278	1989	4	3	6.83	A
00092278	1989	4	4	6.76	A
00092278	1989	4	5	6.63	A
00092278	1989	4	6	6.64	A
00092278	1989	4	7	6.63	A
00092278	1989	4	8	6.67	A
00092278	1989	4	9	6.48	A
00092278	1989	4	10	6.49	A
00092278	1989	4	11	6.5	A
00092278	1989	4	12	6.43	A
00092278	1989	4	13	6.3	A
00092278	1989	4	14	6.26	A
00092278	1989	4	15	6.15	A
00092278	1989	4	16	6.17	A
00092278	1989	4	17	6.2	A
00092278	1989	4	18	6.32	A
00092278	1989	4	19	6.38	A
00092278	1989	4	20	6.16	A
00092278	1989	4	21	6	A
00092278	1989	4	22	6.04	A
00092278	1989	4	23	5.98	A
00092278	1989	4	24	6	A
00092278	1989	4	25	5.9	A
00092278	1989	4	26	5.94	A
00092278	1989	4	27	5.89	A
00092278	1989	4	28	5.78	A
00092278	1989	4	29	5.63	A
00092278	1989	4	30	5.58	A
00092278	1989	5	1	5.26	A
00092278	1989	5	2	5.17	A
00092278	1989	6	26	6.01	A
00092278	1989	7	1	6.43	A
00092278	1989	7	18	7.43	A
00092278	1989	8	1	7.1	A
00092278	1989	9	1	7.35	A
00092278	1989	10	1	7.01	A
00092278	1989	11	1	7.1	A
00092278	1989	12	1	7.51	A
00092278	1990	1	1	6.93	A
00092278	1990	1	23	6.68	A
00092278	1990	2	1	6.65	A
00092278	1990	2	2	6.63	A
00092278	1990	2	3	6.64	A
00092278	1990	2	4	6.65	A
00092278	1990	2	5	6.89	A
00092278	1990	2	6	6.86	A
00092278	1990	2	7	6.85	A
00092278	1990	2	8	6.8	A
00092278	1990	2	9	6.58	A
00092278	1990	2	10	6.43	A
00092278	1990	2	11	6.57	A
00092278	1990	2	12	6.7	A
00092278	1990	2	13	6.69	A
00092278	1990	2	14	6.56	A
00092278	1990	2	15	6.37	A
00092278	1990	2	16	6.44	A
00092278	1990	2	17	6.68	A
00092278	1990	2	18	6.69	A
00092278	1990	2	19	6.26	A
00092278	1990	2	20	6.21	A
00092278	1990	2	21	6.08	A
00092278	1990	2	22	5.74	A
00092278	1990	2	23	5.74	A
00092278	1990	2	24	6.11	A
00092278	1990	2	25	6.29	A
00092278	1990	2	26	6.21	A
00092278	1990	2	27	6.1	A
00092278	1990	2	28	6.04	A
00092278	1990	3	1	5.94	A
00092278	1990	3	2	5.88	A
00092278	1990	3	3	5.99	A
00092278	1990	3	4	6.04	A
00092278	1990	3	5	6.2	A
00092278	1990	3	6	6.25	A
00092278	1990	3	7	6.28	A
00092278	1990	3	8	6.2	A
00092278	1990	3	9	6.21	A
00092278	1990	3	10	6.21	A
00092278	1990	3	11	6.24	A
00092278	1990	3	12	6.22	A
00092278	1990	3	13	6.3	A
00092278	1990	3	14	6.29	A
00092278	1990	3	15	6.08	A
00092278	1990	3	16	5.06	A
00092278	1990	3	17	4.2	A
00092278	1990	3	18	4.53	A
00092278	1990	3	19	4.84	A
00092278	1990	3	20	5.19	A
00092278	1990	3	21	5.32	A
00092278	1990	3	22	5.31	A
00092278	1990	3	23	5.33	A
00092278	1990	3	24	5.33	A
00092278	1990	3	25	5.35	A
00092278	1990	3	26	5.47	A
00092278	1990	3	27	5.53	A
00092278	1990	3	28	5.6	A
00092278	1990	3	29	5.53	A
00092278	1990	3	30	5.42	A
00092278	1990	3	31	5.38	A
00092278	1990	4	1	5.47	A
00092278	1990	4	2	5.56	A
00092278	1990	4	3	5.72	A
00092278	1990	4	4	5.95	A
00092278	1990	4	5	5.95	A
00092278	1990	4	6	5.95	A
00092278	1990	4	7	6.01	A
00092278	1990	4	8	6.06	A
00092278	1990	4	9	6.06	A
00092278	1990	4	10	5.98	A
00092278	1990	4	11	5.96	A
00092278	1990	4	12	6.14	A
00092278	1990	4	13	6.22	A
00092278	1990	4	14	6.13	A
00092278	1990	4	15	5.9	A
00092278	1990	4	16	5.96	A
00092278	1990	4	17	6	A
00092278	1990	4	18	6.13	A
00092278	1990	4	19	6.09	A
00092278	1990	4	20	6.11	A
00092278	1990	4	21	6.1	A
00092278	1990	4	22	6.11	A
00092278	1990	4	23	6.09	A
00092278	1990	4	24	6.12	A
00092278	1990	4	25	6.17	A
00092278	1990	4	26	6.18	A
00092278	1990	4	27	6.15	A
00092278	1990	4	28	6.04	A
00092278	1990	4	29	6.21	A
00092278	1990	4	30	6.38	A
00092278	1990	5	1	6.63	A
00092278	1990	5	2	6.56	A
