97654321	2000	1	1	3920		
97654321	2000	1	2	2770		
97654321	2000	1	3	2640		
97654321	2000	1	4	14600		
97654321	2000	1	5	19700		
97654321	2000	1	6	17900		
97654321	2000	1	7	14400		
97654321	2000	1	8	9140		
97654321	2000	1	9	10500		
97654321	2000	1	10	18700		
97654321	2000	1	11	24500		
97654321	2000	1	12	24400		
97654321	2000	1	13	17900		
97654321	2000	1	14	11500		
97654321	2000	1	15	9270		
97654321	2000	1	16	5880		
97654321	2000	1	17	8440		
97654321	2000	1	18	8130		
97654321	2000	1	19	8410		
97654321	2000	1	20	9520		
97654321	2000	1	21	8140		
97654321	2000	1	22	7670		
97654321	2000	1	23	9610		
97654321	2000	1	24	12800		
97654321	2000	1	25	13900		
97654321	2000	1	26	14400		
97654321	2000	1	27	11800		
97654321	2000	1	28	12500		
97654321	2000	1	29	16400		
97654321	2000	1	30	23900		
97654321	2000	1	31	28200		
97654321	2000	2	1	22800		
97654321	2000	2	2	19400		
97654321	2000	2	3	15000		
97654321	2000	2	4	11200		
97654321	2000	2	5	10800		
97654321	2000	2	6	9130		
97654321	2000	2	7	7990		
97654321	2000	2	8	11500		
97654321	2000	2	9	8270		
97654321	2000	2	10	5770		
97654321	2000	2	11	6940		
97654321	2000	2	12	6290		
97654321	2000	2	13	4960		
97654321	2000	2	14	9190		
97654321	2000	2	15	11800		
97654321	2000	2	16	11100		
97654321	2000	2	17	11500		
97654321	2000	2	18	10600		
97654321	2000	2	19	12900		
97654321	2000	2	20	9980		
97654321	2000	2	21	8400		
97654321	2000	2	22	8380		
97654321	2000	2	23	7530		
97654321	2000	2	24	5590		
97654321	2000	2	25	6710		
97654321	2000	2	26	6540		
97654321	2000	2	27	11500		
97654321	2000	2	28	17800		
97654321	2000	2	29	17800		
97654321	2000	3	1	13700		
97654321	2000	3	2	14300		
97654321	2000	3	3	11200		
97654321	2000	3	4	10500		
97654321	2000	3	5	7810		
97654321	2000	3	6	9440		
97654321	2000	3	7	8350		
97654321	2000	3	8	7450		
97654321	2000	3	9	6780		
97654321	2000	3	10	8720		
97654321	2000	3	11	32100		
97654321	2000	3	12	66800		
97654321	2000	3	13	73000		
97654321	2000	3	14	72700		
97654321	2000	3	15	54600		
97654321	2000	3	16	35100		
97654321	2000	3	17	26600		
97654321	2000	3	18	19800		
97654321	2000	3	19	26200		
97654321	2000	3	20	61100		
97654321	2000	3	21	84000		
97654321	2000	3	22	86900		
97654321	2000	3	23	86600		
97654321	2000	3	24	74600		
97654321	2000	3	25	46800		
97654321	2000	3	26	30600		
97654321	2000	3	27	24200		
97654321	2000	3	28	22300		
97654321	2000	3	29	19300		
97654321	2000	3	30	19300		
97654321	2000	3	31	20700		
97654321	2000	4	1	21700		
97654321	2000	4	2	25400		
97654321	2000	4	3	84400		
97654321	2000	4	4	137000		
97654321	2000	4	5	160000		
97654321	2000	4	6	177000		
97654321	2000	4	7	197000		
97654321	2000	4	8	215000		
97654321	2000	4	9	221000		
97654321	2000	4	10	205000		
97654321	2000	4	11	162000		
97654321	2000	4	12	103000		
97654321	2000	4	13	66300		
97654321	2000	4	14	58000		
97654321	2000	4	15	54800		
97654321	2000	4	16	45100		
97654321	2000	4	17	42000		
97654321	2000	4	18	36600		
97654321	2000	4	19	29900		
97654321	2000	4	20	24400		
97654321	2000	4	21	23000		
97654321	2000	4	22	20200		
97654321	2000	4	23	16600		
97654321	2000	4	24	13900		
97654321	2000	4	25	13600		
97654321	2000	4	26	12000		
97654321	2000	4	27	11400		
97654321	2000	4	28	11800		
97654321	2000	4	29	11700		
97654321	2000	4	30	12400		
97654321	2000	5	1	11800		
97654321	2000	5	2	11900		
97654321	2000	5	3	9790		
97654321	2000	5	4	8820		
97654321	2000	5	5	8020		
97654321	2000	5	6	6470		
97654321	2000	5	7	4900		
97654321	2000	5	8	4240		
97654321	2000	5	9	6230		
97654321	2000	5	10	5670		
