11111111	2018	8	1	15.86595745	
11111111	2018	8	2	15.22105263	
11111111	2018	8	3	12.41354167	
11111111	2018	8	4	9.884375	
11111111	2018	8	5	10.95894737	
11111111	2018	8	6	10.21	
11111111	2018	8	7	10.82988506	
11111111	2018	8	8	11.23678161	
11111111	2018	8	9	10.61666667	
11111111	2018	8	10	11.66145833	
11111111	2018	8	11	11.70736842	
11111111	2018	8	12	9.136842105	
11111111	2018	8	13	6.692473118	
11111111	2018	8	14	6.459340659	
11111111	2018	8	15	7.083157895	
11111111	2018	8	16	6.694736842	
11111111	2018	8	17	6.907368421	
11111111	2018	8	18	7.44	
11111111	2018	8	19	8.6125	
11111111	2018	8	20	8.455384615	
11111111	2018	8	21		
11111111	2018	8	22	9.559090909	
11111111	2018	8	23	9.638461538	
11111111	2018	8	24	8.363829787	
11111111	2018	8	25	6.857142857	
11111111	2018	8	26	7.61827957	
11111111	2018	8	27	7.441304348	
11111111	2018	8	28	7.120652174	
11111111	2018	8	29	7.238947368	
11111111	2018	8	30	7.471276596	
11111111	2018	8	31	8.305882353	
11111111	2018	9	1	9.227957	
11111111	2018	9	2	9.189473684	
11111111	2018	9	3	9.201075269	
11111111	2018	9	4	10.1076087	
11111111	2018	9	5	11.50107527	
11111111	2018	9	6	12.29183673	
11111111	2018	9	7	10.34772727	
11111111	2018	9	8	11.07234043	
11111111	2018	9	9	9.473958333	
11111111	2018	9	10	8.187058824	
11111111	2018	9	11	10.28645833	
11111111	2018	9	12	12.59186047	
11111111	2018	9	13	10.08	
11111111	2018	9	14	8.141935484	
11111111	2018	9	15	9.175531915	
11111111	2018	9	16	9.015789474	
11111111	2018	9	17	8.789583333	
11111111	2018	9	18	9.495698925	
11111111	2018	9	19	9.027956989	
11111111	2018	9	20	9.385263158	
11111111	2018	9	21	10.14468085	
11111111	2018	9	22	10.18	
11111111	2018	9	23		
11111111	2018	9	24		
11111111	2018	9	25		
11111111	2018	9	26	9.4375	
11111111	2018	9	27	9.718085106	
11111111	2018	9	28	10.46914894	
11111111	2018	9	29	14.34945055	
11111111	2018	9	30	18.38064516	
11111111	2018	10	1	13.18181818	
11111111	2018	10	2	13.07571429	
11111111	2018	10	3	13.11578947	
11111111	2018	10	4	13.52446809	
11111111	2018	10	5	12.5606383	
11111111	2018	10	6	13.1172043	
11111111	2018	10	7	13.00416667	
11111111	2018	10	8	14.690625	
11111111	2018	10	9	16.38586957	
11111111	2018	10	10		
11111111	2018	10	11		
11111111	2018	10	12		
11111111	2018	10	13		
11111111	2018	10	14		
11111111	2018	10	15		
11111111	2018	10	16		
11111111	2018	10	17		
11111111	2018	10	18		
11111111	2018	10	19		
11111111	2018	10	20		
11111111	2018	10	21		
11111111	2018	10	22		
11111111	2018	10	23		
11111111	2018	10	24		
11111111	2018	10	25		
11111111	2018	10	26		
11111111	2018	10	27		
11111111	2018	10	28		
11111111	2018	10	29		
11111111	2018	10	30		
11111111	2018	10	31		
11111111	2018	11	1	14.58894737	
11111111	2018	11	2	15.24193548	
11111111	2018	11	3	15.75212766	
11111111	2018	11	4	15.75789474	
11111111	2018	11	5	16.54193548	
11111111	2018	11	6	16.45729167	
11111111	2018	11	7	15.78947368	
11111111	2018	11	8	14.99042553	
11111111	2018	11	9	14.98842105	
11111111	2018	11	10		
11111111	2018	11	11		
11111111	2018	11	12		
11111111	2018	11	13		
11111111	2018	11	14		
11111111	2018	11	15		
11111111	2018	11	16		
11111111	2018	11	17		
11111111	2018	11	18		
11111111	2018	11	19		
11111111	2018	11	20		
11111111	2018	11	21		
11111111	2018	11	22		
11111111	2018	11	23		
11111111	2018	11	24		
11111111	2018	11	25		
11111111	2018	11	26		
11111111	2018	11	27		
11111111	2018	11	28		
11111111	2018	11	29		
11111111	2018	11	30		
11111111	2018	12	1	46.03125	
11111111	2018	12	2	46.696875	
11111111	2018	12	3	45.92604167	
11111111	2018	12	4	46.35578947	
11111111	2018	12	5	49.15806452	
11111111	2018	12	6	50.73043478	
11111111	2018	12	7	59.534375	
11111111	2018	12	8	60.89791667	
11111111	2018	12	9	62.29578947	
11111111	2018	12	10		
11111111	2018	12	11		
11111111	2018	12	12		
11111111	2018	12	13		
11111111	2018	12	14		
11111111	2018	12	15		
11111111	2018	12	16		
11111111	2018	12	17		
11111111	2018	12	18		
11111111	2018	12	19		
11111111	2018	12	20		
11111111	2018	12	21		
11111111	2018	12	22		
11111111	2018	12	23		
11111111	2018	12	24		
11111111	2018	12	25		
11111111	2018	12	26		
11111111	2018	12	27		
11111111	2018	12	28		
11111111	2018	12	29		
11111111	2018	12	30		
11111111	2018	12	31		
11111111	2019	1	1		
11111111	2019	1	2		
11111111	2019	1	3		
11111111	2019	1	4		
11111111	2019	1	5		
11111111	2019	1	6		
11111111	2019	1	7		
11111111	2019	1	8		
11111111	2019	1	9		
11111111	2019	1	10		
11111111	2019	1	11		
11111111	2019	1	12		
11111111	2019	1	13		
11111111	2019	1	14		
11111111	2019	1	15		
11111111	2019	1	16		
11111111	2019	1	17		
11111111	2019	1	18		
11111111	2019	1	19		
11111111	2019	1	20		
11111111	2019	1	21		
11111111	2019	1	22		
11111111	2019	1	23		
11111111	2019	1	24		
11111111	2019	1	25		
11111111	2019	1	26		
11111111	2019	1	27		
11111111	2019	1	28		
11111111	2019	1	29		
11111111	2019	1	30		
11111111	2019	1	31		
11111111	2019	2	1		
11111111	2019	2	2		
11111111	2019	2	3		
11111111	2019	2	4		
11111111	2019	2	5		
11111111	2019	2	6		
11111111	2019	2	7		
11111111	2019	2	8		
11111111	2019	2	9		
11111111	2019	2	10		
11111111	2019	2	11		
11111111	2019	2	12		
11111111	2019	2	13		
11111111	2019	2	14		
11111111	2019	2	15		
11111111	2019	2	16		
11111111	2019	2	17		
11111111	2019	2	18		
11111111	2019	2	19		
11111111	2019	2	20		
11111111	2019	2	21		
11111111	2019	2	22		
11111111	2019	2	23		
11111111	2019	2	24		
11111111	2019	2	25		
11111111	2019	2	26		
11111111	2019	2	27		
11111111	2019	2	28		
11111111	2019	3	1		
11111111	2019	3	2		
11111111	2019	3	3		
11111111	2019	3	4		
11111111	2019	3	5		
11111111	2019	3	6		
11111111	2019	3	7		
11111111	2019	3	8		
11111111	2019	3	9		
11111111	2019	3	10		
11111111	2019	3	11		
11111111	2019	3	12		
11111111	2019	3	13		
11111111	2019	3	14		
11111111	2019	3	15		
11111111	2019	3	16		
11111111	2019	3	17		
11111111	2019	3	18		
11111111	2019	3	19		
11111111	2019	3	20		
11111111	2019	3	21		
11111111	2019	3	22		
11111111	2019	3	23		
11111111	2019	3	24		
11111111	2019	3	25		
11111111	2019	3	26		
11111111	2019	3	27		
11111111	2019	3	28		
11111111	2019	3	29		
11111111	2019	3	30		
11111111	2019	3	31		
11111111	2019	4	1		
11111111	2019	4	2		
11111111	2019	4	3		
11111111	2019	4	4		
11111111	2019	4	5		
11111111	2019	4	6		
