  47.04
2207.00
   17811501
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	30067.20	12.59	152.11	0.00	0.64	0.64	518.50
1980 01 02 12	30067.20	0.84	207.29	0.00	-0.59	-0.59	483.24
1980 01 03 12	30411.45	3.58	213.11	0.00	-1.18	-1.18	425.76
1980 01 04 12	30412.80	2.78	171.36	0.00	-3.99	-3.99	359.06
1980 01 05 12	30412.80	43.12	138.74	0.00	-0.78	-0.78	493.83
1980 01 06 12	30412.80	6.12	215.63	0.00	-12.00	-12.00	188.26
1980 01 07 12	30412.80	0.16	163.74	0.00	-12.75	-12.75	176.95
1980 01 08 12	30758.40	16.65	196.77	0.00	-15.95	-15.95	138.64
1980 01 09 12	30758.40	28.87	182.95	0.00	-13.36	-13.36	196.49
1980 01 10 12	30758.40	10.56	144.04	0.00	-6.18	-6.18	318.43
1980 01 11 12	30758.40	3.11	198.07	0.00	-10.92	-10.92	199.15
1980 01 12 12	31104.00	21.13	168.22	0.00	-1.52	-1.52	468.96
1980 01 13 12	31104.00	7.90	150.85	0.00	0.34	0.34	485.50
1980 01 14 12	31104.00	8.39	177.79	0.00	1.09	1.09	565.70
1980 01 15 12	31449.60	2.45	224.94	0.00	-0.88	-0.88	449.93
1980 01 16 12	31449.60	0.12	129.14	0.00	-4.08	-4.08	336.36
1980 01 17 12	31449.60	2.08	191.20	0.00	-1.40	-1.40	435.64
1980 01 18 12	31795.20	1.22	228.09	0.00	-6.68	-6.68	270.25
1980 01 19 12	31795.20	0.00	258.03	0.00	-11.91	-11.91	170.16
1980 01 20 12	31795.20	0.00	208.26	0.00	-8.37	-8.37	220.85
1980 01 21 12	32140.80	0.00	255.78	0.00	-5.67	-5.67	321.49
1980 01 22 12	32140.80	0.00	128.17	0.00	-8.17	-8.17	274.86
1980 01 23 12	32140.80	0.00	191.93	0.00	-5.45	-5.45	349.89
1980 01 24 12	32486.40	0.17	234.86	0.00	-2.50	-2.50	387.97
1980 01 25 12	32486.40	0.15	96.59	0.00	-8.42	-8.42	239.24
1980 01 26 12	32832.00	0.10	132.84	0.00	-17.93	-17.93	92.01
1980 01 27 12	32832.00	2.20	261.94	0.00	-19.91	-19.91	88.26
1980 01 28 12	33177.60	0.00	278.19	0.00	-18.71	-18.71	99.80
1980 01 29 12	33177.60	0.00	289.60	0.00	-17.08	-17.08	106.21
1980 01 30 12	33177.60	0.00	265.05	0.00	-16.71	-16.71	112.44
1980 01 31 12	33523.20	0.18	237.85	0.00	-11.42	-11.42	165.11
1980 02 01 12	33523.20	1.71	179.74	0.00	-4.14	-4.14	349.68
1980 02 02 12	33868.80	0.54	249.62	0.00	-0.78	-0.78	472.64
1980 02 03 12	33868.80	8.40	201.69	0.00	1.45	1.45	552.69
1980 02 04 12	34214.40	0.08	216.17	0.00	-0.29	-0.29	464.40
1980 02 05 12	34214.40	0.00	297.72	0.00	-3.26	-3.26	360.93
1980 02 06 12	34560.00	6.76	148.96	0.00	-0.10	-0.10	473.59
1980 02 07 12	34560.00	1.92	288.39	0.00	-1.27	-1.27	459.22
1980 02 08 12	34905.60	0.00	319.43	0.00	-3.69	-3.69	393.25
1980 02 09 12	34905.60	0.00	323.47	0.00	-2.94	-2.94	353.89
1980 02 10 12	35251.20	0.00	327.57	0.00	-3.89	-3.89	337.00
1980 02 11 12	35251.20	0.00	331.70	0.00	-4.70	-4.70	354.09
1980 02 12 12	35596.80	18.79	196.97	0.00	-3.86	-3.86	385.03
1980 02 13 12	35596.80	9.24	111.89	0.00	-7.54	-7.54	287.90
1980 02 14 12	35942.40	1.40	194.11	0.00	-15.17	-15.17	132.86
1980 02 15 12	36286.65	0.21	266.47	0.00	-11.44	-11.44	202.55
1980 02 16 12	36288.00	0.00	315.75	0.00	-5.23	-5.23	316.02
1980 02 17 12	36633.60	2.19	234.39	0.00	-1.02	-1.02	404.35
1980 02 18 12	36633.60	10.51	264.85	0.00	2.36	2.36	554.83
1980 02 19 12	36979.20	8.14	224.19	0.00	2.49	2.49	545.19
1980 02 20 12	36979.20	3.65	230.55	0.00	2.10	2.10	556.35
1980 02 21 12	37324.80	0.19	290.85	0.00	0.26	0.26	438.16
1980 02 22 12	37324.80	0.00	309.74	0.00	-0.46	-0.46	388.60
1980 02 23 12	37670.40	0.00	379.00	0.00	-1.35	-1.35	336.24
1980 02 24 12	38016.00	0.00	386.31	0.00	-1.99	-1.99	294.68
