  47.63
 986.00
   13824625
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	29721.60	19.27	71.04	0.00	2.83	2.83	697.36
1980 01 02 12	30067.20	7.78	62.43	0.00	1.87	1.87	636.69
1980 01 03 12	30067.20	3.69	217.56	0.00	-0.01	-0.01	518.00
1980 01 04 12	30067.20	7.77	193.81	0.00	-0.55	-0.55	476.38
1980 01 05 12	30067.20	9.95	168.48	0.00	-1.23	-1.23	499.91
1980 01 06 12	30067.20	0.82	231.94	0.00	-5.29	-5.29	330.12
1980 01 07 12	30412.80	0.06	217.39	0.00	-6.32	-6.32	310.19
1980 01 08 12	30412.80	17.32	66.88	0.00	-5.44	-5.44	371.12
1980 01 09 12	30412.80	8.81	109.42	0.00	-4.36	-4.36	405.45
1980 01 10 12	30412.80	15.31	178.03	0.00	-5.92	-5.92	350.74
1980 01 11 12	30758.40	9.62	151.92	0.00	-3.06	-3.06	438.07
1980 01 12 12	30758.40	63.85	159.36	0.00	2.81	2.81	696.73
1980 01 13 12	30758.40	15.47	134.11	0.00	-0.93	-0.93	525.46
1980 01 14 12	31104.00	8.12	146.09	0.00	0.71	0.71	581.57
1980 01 15 12	31104.00	17.52	128.57	0.00	1.18	1.18	586.21
1980 01 16 12	31104.00	20.73	116.50	0.00	2.31	2.31	668.74
1980 01 17 12	31449.60	9.41	154.27	0.00	-1.18	-1.18	502.22
1980 01 18 12	31449.60	0.00	285.63	0.00	-4.39	-4.39	318.60
1980 01 19 12	31449.60	0.27	246.96	0.00	-2.97	-2.97	190.58
1980 01 20 12	31795.20	0.04	158.44	0.00	0.89	0.89	200.18
1980 01 21 12	31795.20	0.00	273.92	0.00	1.40	1.40	299.83
1980 01 22 12	31795.20	0.00	284.36	0.00	2.43	2.43	455.74
1980 01 23 12	32140.80	0.07	278.91	0.00	3.46	3.46	468.81
1980 01 24 12	32140.80	0.14	290.29	0.00	2.89	2.89	590.04
1980 01 25 12	32486.40	1.95	206.17	0.00	-1.45	-1.45	483.41
1980 01 26 12	32486.40	0.30	278.09	0.00	-7.91	-7.91	208.69
1980 01 27 12	32832.00	0.00	321.64	0.00	-12.00	-12.00	114.34
1980 01 28 12	32832.00	0.00	327.19	0.00	-12.82	-12.82	122.30
