  46.61
1843.00
14256967667
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	30614.16	7.44	118.89	0.00	1.81	1.81	571.00
1980 01 02 12	30661.74	1.75	162.97	0.00	0.62	0.62	515.19
1980 01 03 12	30718.33	7.21	115.00	0.00	0.26	0.26	498.58
1980 01 04 12	30814.54	2.77	127.18	0.00	-1.17	-1.17	458.12
1980 01 05 12	30863.50	22.31	89.43	0.00	1.00	1.00	567.30
1980 01 06 12	30934.71	2.39	165.03	0.00	-7.25	-7.25	236.34
1980 01 07 12	31005.08	0.05	186.15	0.00	-8.90	-8.90	194.12
1980 01 08 12	31082.99	14.94	176.00	0.00	-8.57	-8.57	270.48
1980 01 09 12	31185.66	12.92	164.11	0.00	-3.57	-3.57	412.00
1980 01 10 12	31255.17	8.08	143.25	0.00	-4.30	-4.30	367.89
1980 01 11 12	31350.68	4.20	182.65	0.00	-8.84	-8.84	246.28
1980 01 12 12	31428.59	17.33	156.61	0.00	0.57	0.57	552.86
1980 01 13 12	31533.77	18.06	129.28	0.00	2.39	2.39	603.75
1980 01 14 12	31625.91	8.03	160.84	0.00	2.93	2.93	623.51
1980 01 15 12	31745.48	5.42	209.03	0.00	1.56	1.56	534.94
1980 01 16 12	31856.84	0.58	177.28	0.00	-0.42	-0.42	428.12
1980 01 17 12	31971.51	3.76	120.59	0.00	0.48	0.48	518.97
1980 01 18 12	32087.81	0.41	193.58	0.00	-4.60	-4.60	349.23
1980 01 19 12	32204.95	0.04	236.98	0.00	-8.30	-8.30	231.06
1980 01 20 12	32317.11	0.00	201.88	0.00	-5.15	-5.15	247.49
1980 01 21 12	32452.48	0.79	234.88	0.00	-2.78	-2.78	362.24
1980 01 22 12	32571.32	0.08	124.76	0.00	-4.82	-4.82	320.42
1980 01 23 12	32711.27	0.06	211.02	0.00	-3.07	-3.07	375.37
1980 01 24 12	32838.56	0.01	240.51	0.00	-0.37	-0.37	419.48
1980 01 25 12	32960.14	2.95	106.21	0.00	-4.95	-4.95	345.14
1980 01 26 12	33122.36	0.00	136.13	0.00	-11.46	-11.46	188.33
1980 01 27 12	33242.51	0.14	214.84	0.00	-14.14	-14.14	140.02
1980 01 28 12	33402.47	0.00	244.76	0.00	-15.83	-15.83	120.92
1980 01 29 12	33553.49	0.00	263.53	0.00	-13.03	-13.03	135.06
1980 01 30 12	33699.51	0.02	259.55	0.00	-13.63	-13.63	139.76
1980 01 31 12	33862.44	1.31	191.47	0.00	-8.11	-8.11	195.37
1980 02 01 12	33996.94	8.66	151.58	0.00	-1.83	-1.83	420.77
1980 02 02 12	34178.07	2.32	179.49	0.00	1.04	1.04	551.90
1980 02 03 12	34299.32	16.60	154.34	0.00	2.72	2.72	636.12
1980 02 04 12	34504.61	0.25	251.19	0.00	0.88	0.88	528.65
1980 02 05 12	34624.91	0.37	247.69	0.00	-0.59	-0.59	378.58
1980 02 06 12	34828.26	2.23	174.15	0.00	2.21	2.21	533.55
1980 02 07 12	34952.66	2.35	210.13	0.00	0.01	0.01	521.58
1980 02 08 12	35173.86	0.00	285.38	0.00	-1.95	-1.95	441.78
1980 02 09 12	35282.25	0.00	290.78	0.00	-1.16	-1.16	362.34
1980 02 10 12	35519.46	0.00	292.04	0.00	-1.49	-1.49	362.20
1980 02 11 12	35627.85	0.00	295.67	0.00	-2.43	-2.43	378.66
1980 02 12 12	35887.01	3.55	198.03	0.00	-3.06	-3.06	393.23
1980 02 13 12	35973.44	10.14	112.94	0.00	-2.99	-2.99	433.78
1980 02 14 12	36251.67	0.89	245.57	0.00	-5.18	-5.18	347.73
1980 02 15 12	36335.06	1.46	225.97	0.00	-2.41	-2.41	404.74
1980 02 16 12	36612.96	0.73	194.10	0.00	-0.56	-0.56	433.35
1980 02 17 12	36698.51	1.38	139.30	0.00	1.39	1.39	509.50
1980 02 18 12	36975.93	8.06	235.37	0.00	4.30	4.30	648.74
1980 02 19 12	37085.06	6.22	217.46	0.00	4.67	4.67	630.89
1980 02 20 12	37324.80	7.76	219.76	0.00	3.66	3.66	632.57
