  44.19
 549.00
   14756622
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	31449.60	17.26	100.40	0.00	7.08	7.08	919.06
1980 01 02 12	31449.60	2.74	130.32	0.00	6.69	6.69	903.60
1980 01 03 12	31449.60	5.79	199.69	0.00	5.47	5.47	800.89
1980 01 04 12	31795.20	6.09	69.70	0.00	4.80	4.80	762.69
1980 01 05 12	31795.20	38.44	226.40	0.00	6.54	6.54	889.01
1980 01 06 12	31795.20	0.00	239.45	0.00	1.38	1.38	522.31
1980 01 07 12	31795.20	0.11	179.94	0.00	0.02	0.02	473.49
1980 01 08 12	31795.20	43.18	55.02	0.00	3.85	3.85	760.23
1980 01 09 12	32140.80	23.48	109.39	0.00	4.49	4.49	779.16
1980 01 10 12	32140.80	18.81	97.22	0.00	1.34	1.34	547.77
1980 01 11 12	32140.80	10.95	70.53	0.00	0.79	0.79	553.62
1980 01 12 12	32140.80	73.88	132.12	0.00	8.95	8.95	1081.24
1980 01 13 12	32140.80	37.97	134.33	0.00	7.85	7.85	1017.24
1980 01 14 12	32486.40	18.27	114.89	0.00	7.92	7.92	1006.95
1980 01 15 12	32486.40	8.11	121.02	0.00	4.95	4.95	777.81
1980 01 16 12	32486.40	7.53	97.81	0.00	6.85	6.85	936.14
1980 01 17 12	32832.00	1.59	190.55	0.00	4.34	4.34	735.34
1980 01 18 12	32832.00	0.17	266.68	0.00	0.67	0.67	493.97
1980 01 19 12	32832.00	0.00	267.60	0.00	-0.18	-0.18	375.98
1980 01 20 12	33177.60	0.00	213.43	0.00	1.98	1.98	408.11
1980 01 21 12	33177.60	0.00	249.79	0.00	5.05	5.05	590.74
1980 01 22 12	33177.60	0.25	265.04	0.00	4.66	4.66	616.74
1980 01 23 12	33523.20	0.00	268.31	0.00	5.16	5.16	622.55
1980 01 24 12	33523.20	0.00	260.90	0.00	6.68	6.68	700.13
1980 01 25 12	33523.20	0.42	277.69	0.00	3.36	3.36	673.84
1980 01 26 12	33868.80	0.03	241.00	0.00	0.72	0.72	538.14
1980 01 27 12	33868.80	0.00	287.99	0.00	-2.48	-2.48	336.44
1980 01 28 12	33868.80	0.00	299.70	0.00	-6.08	-6.08	231.52
1980 01 29 12	34214.40	0.00	302.76	0.00	-7.14	-7.14	221.25
1980 01 30 12	34214.40	0.00	273.23	0.00	-5.08	-5.08	212.13
1980 01 31 12	34560.00	5.08	162.22	0.00	0.98	0.98	450.32
1980 02 01 12	34560.00	34.82	123.61	0.00	7.00	7.00	947.64
1980 02 02 12	34905.60	10.95	72.74	0.00	9.87	9.87	1146.12
1980 02 03 12	34905.60	3.43	90.24	0.00	8.54	8.54	1033.86
1980 02 04 12	34905.60	0.46	295.39	0.00	5.83	5.83	788.54
1980 02 05 12	35251.20	4.35	103.09	0.00	7.50	7.50	886.91
1980 02 06 12	35251.20	17.75	189.11	0.00	7.95	7.95	962.06
1980 02 07 12	35596.80	0.60	317.10	0.00	5.04	5.04	737.70
1980 02 08 12	35596.80	0.15	327.18	0.00	4.68	4.68	690.91
1980 02 09 12	35942.40	0.71	133.14	0.00	4.37	4.37	661.45
1980 02 10 12	35942.40	0.00	228.95	0.00	5.67	5.67	785.18
1980 02 11 12	36288.00	0.00	327.84	0.00	5.27	5.27	685.04
1980 02 12 12	36288.00	0.00	335.70	0.00	5.42	5.42	636.03
1980 02 13 12	36633.60	0.15	141.40	0.00	5.10	5.10	666.40
1980 02 14 12	36633.60	1.70	87.89	0.00	4.58	4.58	770.65
1980 02 15 12	36979.20	2.02	147.26	0.00	5.98	5.98	864.88
1980 02 16 12	36979.20	0.78	233.45	0.00	8.10	8.10	907.58
1980 02 17 12	37324.80	17.11	112.08	0.00	7.64	7.64	967.24
1980 02 18 12	37324.80	23.75	129.10	0.00	8.75	8.75	1070.68
1980 02 19 12	37670.40	8.16	222.43	0.00	7.74	7.74	979.33
1980 02 20 12	37670.40	4.15	262.61	0.00	5.74	5.74	830.75
1980 02 21 12	38016.00	4.98	270.70	0.00	4.29	4.29	703.21
1980 02 22 12	38016.00	17.25	181.67	0.00	4.80	4.80	749.89
1980 02 23 12	38361.60	3.65	299.28	0.00	5.79	5.79	765.99
1980 02 24 12	38361.60	9.61	159.58	0.00	8.56	8.56	938.49
1980 02 25 12	38707.20	8.66	180.35	0.00	9.48	9.48	1074.93
1980 02 26 12	38707.20	18.46	98.59	0.00	11.77	11.77	1280.20
1980 02 27 12	39052.80	7.63	175.06	0.00	10.83	10.83	1181.13
1980 02 28 12	39052.80	6.32	188.40	0.00	8.54	8.54	977.32
1980 02 29 12	39398.40	3.16	255.46	0.00	8.93	8.93	957.75
1980 03 01 12	39398.40	0.00	324.17	0.00	9.31	9.31	938.18
1980 03 02 12	39744.00	0.00	282.65	0.00	9.43	9.43	990.16
1980 03 03 12	39744.00	2.54	259.91	0.00	8.69	8.69	973.74
1980 03 04 12	40089.60	5.62	368.20	0.00	8.20	8.20	948.42
1980 03 05 12	40089.60	6.21	280.66	0.00	7.45	7.45	878.74
1980 03 06 12	40435.20	1.90	297.15	0.00	6.50	6.50	832.72
1980 03 07 12	40435.20	0.00	275.04	0.00	6.28	6.28	785.95
1980 03 08 12	40780.80	2.25	264.80	0.00	6.63	6.63	822.22
1980 03 09 12	40780.80	0.49	368.17	0.00	5.41	5.41	698.37
1980 03 10 12	41126.40	1.59	224.10	0.00	6.12	6.12	817.38
1980 03 11 12	41472.00	21.47	256.26	0.00	5.03	5.03	783.86
1980 03 12 12	41472.00	12.87	179.12	0.00	3.87	3.87	694.58
1980 03 13 12	41817.60	37.00	271.84	0.00	3.79	3.79	697.45
1980 03 14 12	41817.60	44.67	297.38	0.00	4.60	4.60	762.94
1980 03 15 12	42163.20	9.21	277.27	0.00	2.82	2.82	619.28
1980 03 16 12	42163.20	0.71	250.20	0.00	3.27	3.27	645.63
1980 03 17 12	42508.80	8.07	205.92	0.00	5.25	5.25	796.42
1980 03 18 12	42508.80	7.33	298.18	0.00	5.01	5.01	769.61
1980 03 19 12	42854.40	7.95	278.93	0.00	5.25	5.25	790.38
1980 03 20 12	42854.40	7.00	268.56	0.00	5.30	5.30	802.53
1980 03 21 12	43200.00	0.85	455.28	0.00	5.14	5.14	732.30
1980 03 22 12	43545.60	0.13	507.09	0.00	6.15	6.15	773.98
1980 03 23 12	43545.60	0.51	463.70	0.00	5.64	5.64	719.12
1980 03 24 12	43891.20	0.13	455.10	0.00	4.50	4.50	625.53
1980 03 25 12	43891.20	7.10	335.67	0.00	5.25	5.25	700.21
1980 03 26 12	44236.80	5.81	354.31	0.00	5.06	5.06	752.99
1980 03 27 12	44236.80	1.69	382.19	0.00	4.32	4.32	703.15
1980 03 28 12	44582.40	0.34	215.03	0.00	5.58	5.58	693.64
1980 03 29 12	44582.40	1.54	285.45	0.00	7.24	7.24	877.57
1980 03 30 12	44928.00	5.99	439.43	0.00	3.72	3.72	606.42
1980 03 31 12	44928.00	3.82	255.76	0.00	4.05	4.05	682.93
1980 04 01 12	45273.60	0.77	435.56	0.00	4.77	4.77	673.72
1980 04 02 12	45619.20	0.00	480.93	0.00	6.00	6.00	595.13
1980 04 03 12	45619.20	0.73	426.02	0.00	7.55	7.55	611.22
1980 04 04 12	45964.80	8.21	309.66	0.00	8.21	8.21	907.75
1980 04 05 12	45964.80	29.17	231.58	0.00	7.70	7.70	926.25
1980 04 06 12	46310.40	39.67	282.61	0.00	4.95	4.95	740.82
1980 04 07 12	46310.40	4.08	340.36	0.00	5.07	5.07	704.73
1980 04 08 12	46656.00	10.33	194.68	0.00	6.32	6.32	841.60
1980 04 09 12	46656.00	18.31	320.24	0.00	8.16	8.16	935.87
1980 04 10 12	47001.60	6.41	349.38	0.00	6.25	6.25	788.24
1980 04 11 12	47001.60	0.11	513.63	0.00	7.83	7.83	754.16
1980 04 12 12	47347.20	0.00	302.21	0.00	13.45	13.45	980.41
1980 04 13 12	47347.20	6.98	407.01	0.00	13.90	13.90	1031.72
1980 04 14 12	47692.80	4.62	287.60	0.00	10.34	10.34	1014.79
1980 04 15 12	47692.80	4.30	492.03	0.00	7.91	7.91	857.18
1980 04 16 12	48038.40	0.00	536.59	0.00	9.54	9.54	825.62
1980 04 17 12	48038.40	0.00	312.84	0.00	9.62	9.62	955.88
1980 04 18 12	48384.00	0.08	435.09	0.00	10.10	10.10	978.02
1980 04 19 12	48384.00	12.61	177.41	0.00	11.03	11.03	1184.16
1980 04 20 12	48729.60	25.80	262.77	0.00	8.44	8.44	1024.14
1980 04 21 12	48729.60	13.20	219.22	0.00	6.79	6.79	846.60
1980 04 22 12	49075.20	0.01	298.60	0.00	7.74	7.74	857.47
1980 04 23 12	49075.20	0.00	473.61	0.00	8.35	8.35	896.66
1980 04 24 12	49420.80	5.81	388.64	0.00	8.77	8.77	936.95
1980 04 25 12	49420.80	0.05	339.66	0.00	7.66	7.66	796.18
1980 04 26 12	49766.40	0.29	388.17	0.00	10.49	10.49	1011.24
1980 04 27 12	49766.40	0.00	539.70	0.00	13.38	13.38	1107.26
1980 04 28 12	50112.00	0.02	494.70	0.00	11.41	11.41	1065.95
1980 04 29 12	50112.00	0.16	461.38	0.00	7.51	7.51	853.97
1980 04 30 12	50457.60	0.00	549.76	0.00	8.00	8.00	831.65
1980 05 01 12	50457.60	0.00	575.98	0.00	12.34	12.34	1063.86
1980 05 02 12	50803.20	0.00	512.21	0.00	10.13	10.13	1009.88
1980 05 03 12	50803.20	0.00	600.92	0.00	9.56	9.56	913.79
1980 05 04 12	51148.80	0.00	593.22	0.00	11.70	11.70	1077.17
1980 05 05 12	51148.80	0.87	267.91	0.00	10.34	10.34	1012.45
1980 05 06 12	51494.40	0.29	411.49	0.00	9.32	9.32	972.18
1980 05 07 12	51494.40	0.83	581.39	0.00	9.33	9.33	870.51
1980 05 08 12	51494.40	1.48	463.11	0.00	9.91	9.91	987.23
1980 05 09 12	51840.00	12.06	244.83	0.00	7.90	7.90	913.94
1980 05 10 12	51840.00	1.33	233.34	0.00	7.36	7.36	881.47
1980 05 11 12	52185.60	0.65	480.99	0.00	9.81	9.81	1055.42
1980 05 12 12	52185.60	0.00	592.08	0.00	10.07	10.07	1070.39
1980 05 13 12	52531.20	0.00	395.92	0.00	8.62	8.62	958.99
1980 05 14 12	52531.20	0.00	471.27	0.00	8.34	8.34	918.00
1980 05 15 12	52531.20	0.80	566.05	0.00	8.37	8.37	852.54
1980 05 16 12	52876.80	0.51	587.04	0.00	9.07	9.07	807.88
1980 05 17 12	52876.80	0.14	603.44	0.00	11.41	11.41	922.96
1980 05 18 12	52876.80	0.00	509.59	0.00	13.52	13.52	994.78
1980 05 19 12	53222.40	0.00	550.84	0.00	11.39	11.39	1074.53
1980 05 20 12	53222.40	1.05	293.46	0.00	11.48	11.48	1070.21
1980 05 21 12	53222.40	2.31	530.02	0.00	12.17	12.17	1197.77
1980 05 22 12	53568.00	10.21	331.51	0.00	7.94	7.94	902.43
1980 05 23 12	53568.00	7.61	377.29	0.00	6.17	6.17	774.33
1980 05 24 12	53568.00	2.77	405.24	0.00	7.13	7.13	801.23
1980 05 25 12	53913.60	2.49	416.73	0.00	8.44	8.44	907.81
1980 05 26 12	53913.60	1.82	349.02	0.00	7.97	7.97	898.52
1980 05 27 12	53913.60	0.93	410.87	0.00	9.03	9.03	965.55
1980 05 28 12	54259.20	0.09	591.01	0.00	10.32	10.32	1007.40
1980 05 29 12	54259.20	0.00	589.36	0.00	12.04	12.04	1112.88
1980 05 30 12	54259.20	0.00	609.35	0.00	11.21	11.21	1076.09
1980 05 31 12	54259.20	0.00	569.82	0.00	11.79	11.79	1148.29
1980 06 01 12	54259.20	4.69	314.71	0.00	10.38	10.38	1118.44
1980 06 02 12	54604.80	3.34	286.72	0.00	6.75	6.75	849.50
1980 06 03 12	54604.80	2.48	264.43	0.00	7.73	7.73	873.60
1980 06 04 12	54604.80	0.76	479.58	0.00	9.82	9.82	931.26
1980 06 05 12	54604.80	0.16	409.63	0.00	10.29	10.29	973.86
1980 06 06 12	54604.80	1.49	193.44	0.00	10.09	10.09	1051.65
1980 06 07 12	54950.40	7.48	115.14	0.00	9.69	9.69	1082.25
1980 06 08 12	54950.40	1.33	295.54	0.00	12.94	12.94	1302.00
1980 06 09 12	54950.40	0.00	446.09	0.00	11.40	11.40	1109.81
1980 06 10 12	54950.40	0.01	450.30	0.00	10.68	10.68	1045.09
1980 06 11 12	54950.40	0.02	523.56	0.00	10.87	10.87	1039.70
1980 06 12 12	54950.40	4.06	364.34	0.00	11.00	11.00	1074.26
1980 06 13 12	54950.40	22.24	153.87	0.00	9.89	9.89	1098.86
1980 06 14 12	54950.40	1.22	335.39	0.00	10.54	10.54	1116.47
1980 06 15 12	55296.00	0.03	528.63	0.00	12.26	12.26	1159.92
1980 06 16 12	55296.00	0.00	501.35	0.00	12.76	12.76	1230.98
1980 06 17 12	55296.00	0.00	522.49	0.00	11.76	11.76	1089.55
1980 06 18 12	55296.00	0.00	548.07	0.00	12.23	12.23	1077.46
1980 06 19 12	55296.00	0.00	530.49	0.00	13.17	13.17	1108.18
1980 06 20 12	55296.00	0.08	506.72	0.00	12.92	12.92	1209.05
1980 06 21 12	55296.00	0.00	383.11	0.00	12.27	12.27	1180.10
1980 06 22 12	55296.00	0.20	298.27	0.00	11.79	11.79	1150.02
1980 06 23 12	55296.00	4.85	343.42	0.00	11.23	11.23	1088.51
1980 06 24 12	55296.00	7.39	193.04	0.00	10.70	10.70	1166.26
1980 06 25 12	55296.00	7.94	321.27	0.00	10.40	10.40	1066.46
1980 06 26 12	55296.00	0.56	388.39	0.00	11.00	11.00	1052.95
1980 06 27 12	54950.40	0.00	545.57	0.00	12.82	12.82	1122.19
1980 06 28 12	54950.40	0.00	554.03	0.00	13.65	13.65	1196.61
1980 06 29 12	54950.40	0.00	547.97	0.00	12.78	12.78	1127.63
1980 06 30 12	54950.40	0.00	553.64	0.00	12.87	12.87	1085.17
1980 07 01 12	54950.40	0.00	523.88	0.00	13.84	13.84	1233.04
1980 07 02 12	54950.40	1.79	490.43	0.00	12.63	12.63	1235.84
1980 07 03 12	54950.40	3.43	180.34	0.00	10.23	10.23	1106.61
1980 07 04 12	54950.40	4.06	249.70	0.00	11.67	11.67	1217.60
1980 07 05 12	54604.80	0.00	344.92	0.00	12.50	12.50	1157.75
1980 07 06 12	54604.80	0.00	483.79	0.00	13.91	13.91	1205.51
1980 07 07 12	54604.80	0.00	515.84	0.00	15.90	15.90	1330.11
1980 07 08 12	54604.80	0.00	402.66	0.00	14.62	14.62	1399.68
1980 07 09 12	54604.80	0.00	353.81	0.00	13.26	13.26	1300.19
1980 07 10 12	54259.20	0.12	368.18	0.00	13.13	13.13	1238.95
1980 07 11 12	54259.20	0.00	353.53	0.00	13.85	13.85	1261.31
1980 07 12 12	54259.20	0.00	461.17	0.00	15.32	15.32	1362.74
1980 07 13 12	54259.20	0.00	472.44	0.00	15.74	15.74	1317.24
1980 07 14 12	53913.60	0.00	308.12	0.00	15.85	15.85	1406.72
1980 07 15 12	53913.60	0.00	481.90	0.00	16.45	16.45	1449.68
1980 07 16 12	53913.60	0.00	484.50	0.00	16.59	16.59	1395.87
1980 07 17 12	53913.60	0.00	519.35	0.00	14.67	14.67	1274.86
1980 07 18 12	53568.00	0.00	518.71	0.00	15.42	15.42	1338.05
1980 07 19 12	53568.00	0.00	508.14	0.00	15.88	15.88	1388.05
1980 07 20 12	53568.00	0.00	507.51	0.00	18.49	18.49	1592.15
1980 07 21 12	53222.40	0.06	509.71	0.00	21.79	21.79	1835.61
1980 07 22 12	53222.40	0.07	507.90	0.00	18.47	18.47	1676.04
1980 07 23 12	53222.40	0.00	513.30	0.00	17.06	17.06	1478.47
1980 07 24 12	52876.80	0.00	517.20	0.00	14.99	14.99	1292.78
1980 07 25 12	52876.80	0.00	512.74	0.00	16.38	16.38	1344.51
1980 07 26 12	52531.20	0.00	517.51	0.00	17.75	17.75	1401.61
1980 07 27 12	52531.20	0.00	512.64	0.00	19.34	19.34	1468.01
1980 07 28 12	52531.20	0.00	510.58	0.00	19.29	19.29	1423.65
1980 07 29 12	52185.60	0.00	510.55	0.00	16.42	16.42	1188.49
1980 07 30 12	52185.60	0.00	515.17	0.00	15.46	15.46	1176.39
1980 07 31 12	51840.00	0.00	508.88	0.00	17.77	17.77	1334.87
1980 08 01 12	51840.00	0.00	524.38	0.00	15.49	15.49	1252.03
1980 08 02 12	51840.00	0.00	516.58	0.00	15.56	15.56	1349.28
1980 08 03 12	51494.40	0.00	529.97	0.00	14.95	14.95	1226.92
1980 08 04 12	51494.40	0.00	528.57	0.00	14.71	14.71	1114.81
1980 08 05 12	51148.80	0.00	487.32	0.00	13.62	13.62	1183.10
1980 08 06 12	51148.80	0.00	522.96	0.00	14.40	14.40	1126.77
1980 08 07 12	50803.20	0.00	523.61	0.00	16.52	16.52	1250.94
1980 08 08 12	50803.20	0.00	519.51	0.00	15.41	15.41	1300.10
1980 08 09 12	50803.20	0.00	520.29	0.00	18.13	18.13	1331.19
1980 08 10 12	50457.60	0.01	488.74	0.00	19.53	19.53	1351.00
1980 08 11 12	50457.60	0.00	514.27	0.00	16.06	16.06	1380.23
1980 08 12 12	50112.00	0.00	517.78	0.00	15.31	15.31	1313.50
1980 08 13 12	50112.00	0.00	501.37	0.00	15.93	15.93	1275.54
1980 08 14 12	49766.40	0.00	508.14	0.00	14.05	14.05	1211.50
1980 08 15 12	49766.40	0.00	419.26	0.00	13.06	13.06	1103.03
1980 08 16 12	49420.80	0.00	474.48	0.00	15.23	15.23	1290.51
1980 08 17 12	49420.80	0.31	411.98	0.00	15.54	15.54	1311.95
1980 08 18 12	49075.20	0.75	494.48	0.00	14.72	14.72	1295.35
1980 08 19 12	49075.20	0.00	505.19	0.00	15.01	15.01	1138.21
1980 08 20 12	48729.60	0.00	512.33	0.00	14.59	14.59	1114.14
1980 08 21 12	48729.60	0.00	451.26	0.00	13.27	13.27	1017.85
1980 08 22 12	48384.00	0.00	503.23	0.00	13.87	13.87	1130.60
1980 08 23 12	48384.00	0.00	476.54	0.00	14.48	14.48	1133.16
1980 08 24 12	48038.40	0.00	499.80	0.00	14.96	14.96	1262.68
1980 08 25 12	48038.40	0.00	502.36	0.00	14.17	14.17	1089.43
1980 08 26 12	47692.80	0.17	426.79	0.00	13.05	13.05	1094.86
1980 08 27 12	47692.80	0.37	416.11	0.00	14.20	14.20	1283.69
1980 08 28 12	47347.20	0.00	482.87	0.00	12.81	12.81	996.47
1980 08 29 12	47347.20	0.01	414.12	0.00	13.61	13.61	869.03
1980 08 30 12	47001.60	0.53	237.23	0.00	11.76	11.76	1054.73
1980 08 31 12	47001.60	0.44	343.82	0.00	14.56	14.56	1389.46
1980 09 01 12	46656.00	2.13	296.14	0.00	13.07	13.07	1230.79
1980 09 02 12	46310.40	2.75	342.33	0.00	14.97	14.97	1421.87
1980 09 03 12	46310.40	0.00	482.94	0.00	13.53	13.53	1039.96
1980 09 04 12	45964.80	0.00	478.52	0.00	14.73	14.73	944.55
1980 09 05 12	45964.80	0.00	470.42	0.00	16.37	16.37	1042.52
1980 09 06 12	45619.20	0.54	394.47	0.00	15.32	15.32	1268.80
1980 09 07 12	45619.20	0.16	418.56	0.00	15.49	15.49	1386.70
1980 09 08 12	45273.60	0.00	476.59	0.00	14.43	14.43	1016.82
1980 09 09 12	45273.60	0.00	461.70	0.00	19.80	19.80	1193.16
1980 09 10 12	44928.00	0.00	457.43	0.00	18.97	18.97	1277.67
1980 09 11 12	44928.00	2.73	298.33	0.00	13.83	13.83	1187.74
1980 09 12 12	44582.40	2.84	177.79	0.00	12.91	12.91	1252.32
