  47.37
 674.00
   79219759
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	30067.20	13.53	56.77	0.00	6.06	6.06	850.39
1980 01 02 12	30067.20	4.52	73.98	0.00	4.72	4.72	753.26
1980 01 03 12	30067.20	1.27	199.76	0.00	4.10	4.10	654.28
1980 01 04 12	30067.20	9.00	155.44	0.00	2.97	2.97	617.11
1980 01 05 12	30090.52	10.84	123.21	0.00	3.14	3.14	678.35
1980 01 06 12	30409.66	1.31	213.92	0.00	-0.26	-0.26	433.90
1980 01 07 12	30412.80	0.19	190.80	0.00	-2.48	-2.48	397.28
1980 01 08 12	30412.80	17.95	54.32	0.00	-1.65	-1.65	489.38
1980 01 09 12	30412.80	7.26	100.96	0.00	-1.09	-1.09	508.87
1980 01 10 12	30755.26	10.89	131.27	0.00	-1.74	-1.74	459.63
1980 01 11 12	30758.40	8.88	118.29	0.00	-0.02	-0.02	543.58
1980 01 12 12	30758.40	35.49	150.39	0.00	4.86	4.86	772.65
1980 01 13 12	30781.72	16.66	98.04	0.00	2.10	2.10	626.45
1980 01 14 12	31104.00	5.13	105.46	0.00	3.21	3.21	659.16
1980 01 15 12	31104.00	20.97	92.59	0.00	3.84	3.84	659.26
1980 01 16 12	31127.32	18.60	80.44	0.00	5.02	5.02	794.68
1980 01 17 12	31449.60	8.91	147.65	0.00	2.84	2.84	647.09
1980 01 18 12	31449.60	0.02	251.62	0.00	0.18	0.18	419.43
1980 01 19 12	31678.35	0.01	211.89	0.00	-0.16	-0.16	301.81
1980 01 20 12	31795.20	0.04	141.15	0.00	2.68	2.68	298.31
1980 01 21 12	31795.20	0.00	240.03	0.00	3.35	3.35	419.99
1980 01 22 12	32140.80	0.00	250.61	0.00	3.79	3.79	527.92
1980 01 23 12	32140.80	0.01	249.28	0.00	4.13	4.13	538.21
1980 01 24 12	32164.12	0.15	208.49	0.00	5.52	5.52	702.96
1980 01 25 12	32486.40	0.36	161.44	0.00	3.48	3.48	658.82
1980 01 26 12	32486.40	0.01	270.00	0.00	-2.72	-2.72	275.95
1980 01 27 12	32832.00	0.00	284.72	0.00	-6.86	-6.86	146.42
1980 01 28 12	32832.00	0.00	289.46	0.00	-7.98	-7.98	131.11
1980 01 29 12	33177.60	0.00	289.84	0.00	-8.10	-8.10	140.62
1980 01 30 12	33177.60	3.13	253.42	0.00	-6.12	-6.12	182.31
1980 01 31 12	33520.06	1.25	161.94	0.00	-1.21	-1.21	363.28
1980 02 01 12	33523.20	35.09	91.17	0.00	3.25	3.25	646.13
1980 02 02 12	33751.95	16.88	84.86	0.00	6.17	6.17	793.41
1980 02 03 12	33868.80	5.06	91.65	0.00	5.42	5.42	727.65
1980 02 04 12	34097.55	2.70	264.76	0.00	5.17	5.17	676.83
1980 02 05 12	34214.40	5.36	119.72	0.00	5.51	5.51	647.57
1980 02 06 12	34443.15	25.55	88.23	0.00	6.07	6.07	839.95
1980 02 07 12	34560.00	5.32	283.54	0.00	5.95	5.95	795.00
1980 02 08 12	34788.75	0.00	300.59	0.00	4.93	4.93	688.98
1980 02 09 12	34905.60	0.12	306.69	0.00	5.31	5.31	562.64
1980 02 10 12	35248.06	0.00	307.35	0.00	4.12	4.12	529.56
1980 02 11 12	35251.20	0.00	315.52	0.00	3.90	3.90	538.17
1980 02 12 12	35596.80	0.46	314.47	0.00	3.63	3.63	539.75
1980 02 13 12	35596.80	0.42	97.63	0.00	2.49	2.49	540.53
1980 02 14 12	35942.40	2.51	181.10	0.00	-0.41	-0.41	395.18
1980 02 15 12	35942.40	1.89	152.13	0.00	-2.02	-2.02	411.26
1980 02 16 12	36288.00	1.52	148.58	0.00	2.88	2.88	553.34
1980 02 17 12	36288.00	8.74	143.82	0.00	3.58	3.58	619.03
1980 02 18 12	36633.60	14.17	181.16	0.00	7.74	7.74	982.72
1980 02 19 12	36862.35	1.68	140.12	0.00	6.97	6.97	894.53
1980 02 20 12	36979.20	11.22	151.18	0.00	5.45	5.45	803.37
1980 02 21 12	37324.80	0.20	333.31	0.00	3.84	3.84	641.20
1980 02 22 12	37324.80	0.00	309.78	0.00	4.19	4.19	585.69
1980 02 23 12	37670.40	0.25	304.21	0.00	6.40	6.40	671.08
1980 02 24 12	37670.40	5.70	139.52	0.00	6.06	6.06	696.10
1980 02 25 12	38016.00	3.25	158.48	0.00	7.23	7.23	835.84
1980 02 26 12	38358.46	38.50	123.88	0.00	10.42	10.42	1174.28
1980 02 27 12	38361.60	22.02	119.39	0.00	11.56	11.56	1247.91
