  33.76
2394.00
 128970000
dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1980 01 01 12	35251.20	0.00	402.98	0.00	-0.68	-0.68	248.99
1980 01 02 12	35251.20	0.00	405.04	0.00	-1.78	-1.78	211.79
1980 01 03 12	35251.20	0.00	410.58	0.00	-4.86	-4.86	164.28
1980 01 04 12	35251.20	0.00	412.85	0.00	-4.41	-4.41	171.85
1980 01 05 12	35251.20	0.00	412.06	0.00	-1.84	-1.84	212.93
1980 01 06 12	35596.80	0.00	406.03	0.00	-0.46	-0.46	251.09
1980 01 07 12	35596.80	2.43	287.81	0.00	1.35	1.35	347.97
1980 01 08 12	35596.80	4.19	165.06	0.00	1.23	1.23	439.11
1980 01 09 12	35596.80	8.91	207.43	0.00	-1.26	-1.26	411.50
1980 01 10 12	35596.80	21.23	185.34	0.00	0.19	0.19	467.76
1980 01 11 12	35596.80	14.75	101.48	0.00	0.73	0.73	531.42
1980 01 12 12	35797.15	3.07	154.06	0.00	0.48	0.48	537.33
1980 01 13 12	35942.40	0.03	263.30	0.00	2.09	2.09	547.31
1980 01 14 12	35942.40	18.20	268.15	0.00	3.30	3.30	525.82
1980 01 15 12	35942.40	8.05	279.75	0.00	1.78	1.78	433.28
1980 01 16 12	35942.40	0.23	377.89	0.00	-3.12	-3.12	292.38
1980 01 17 12	35942.40	5.36	331.69	0.00	-2.62	-2.62	288.46
1980 01 18 12	36288.00	17.19	330.10	0.00	-0.99	-0.99	330.61
1980 01 19 12	36288.00	27.03	207.83	0.00	0.47	0.47	415.83
1980 01 20 12	36288.00	9.47	291.65	0.00	-5.01	-5.01	289.90
1980 01 21 12	36288.00	2.17	331.96	0.00	-3.85	-3.85	283.18
1980 01 22 12	36488.36	0.89	363.76	0.00	-2.22	-2.22	283.33
1980 01 23 12	36633.60	0.06	460.10	0.00	-7.85	-7.85	162.16
1980 01 24 12	36633.60	0.00	468.93	0.00	-7.17	-7.17	143.27
1980 01 25 12	36633.60	0.00	471.59	0.00	-4.37	-4.37	168.15
1980 01 26 12	36633.60	0.00	470.28	0.00	-2.56	-2.56	221.64
1980 01 27 12	36979.20	0.00	407.72	0.00	0.39	0.39	354.15
1980 01 28 12	36979.20	0.33	317.64	0.00	0.95	0.95	419.28
1980 01 29 12	36979.20	36.11	220.46	0.00	-0.44	-0.44	427.63
1980 01 30 12	37179.56	17.91	138.22	0.00	0.42	0.42	541.64
1980 01 31 12	37324.80	1.27	198.90	0.00	1.47	1.47	570.99
1980 02 01 12	37324.80	0.00	434.57	0.00	-0.01	-0.01	422.56
1980 02 02 12	37324.80	0.00	468.05	0.00	-0.40	-0.40	333.11
1980 02 03 12	37670.40	0.00	479.81	0.00	0.34	0.34	312.69
1980 02 04 12	37670.40	0.00	485.57	0.00	1.55	1.55	306.68
1980 02 05 12	37670.40	0.00	490.86	0.00	1.11	1.11	286.30
1980 02 06 12	37870.75	0.00	489.46	0.00	1.49	1.49	309.01
1980 02 07 12	38016.00	3.48	380.51	0.00	2.00	2.00	323.93
1980 02 08 12	38016.00	7.00	377.73	0.00	-3.39	-3.39	231.27
1980 02 09 12	38016.00	2.33	451.27	0.00	-6.80	-6.80	193.28
1980 02 10 12	38361.60	0.01	516.47	0.00	-10.34	-10.34	130.47
1980 02 11 12	38361.60	0.00	526.04	0.00	-7.96	-7.96	134.28
1980 02 12 12	38361.60	0.00	526.74	0.00	-5.14	-5.14	171.21
1980 02 13 12	38707.20	17.60	406.63	0.00	-3.10	-3.10	258.29
1980 02 14 12	38707.20	45.38	238.47	0.00	2.00	2.00	506.11
1980 02 15 12	38707.20	37.22	141.44	0.00	1.78	1.78	572.35
1980 02 16 12	39052.80	15.43	280.76	0.00	-0.95	-0.95	452.71
1980 02 17 12	39052.80	2.94	325.10	0.00	0.22	0.22	467.30
1980 02 18 12	39052.80	3.36	243.14	0.00	1.56	1.56	537.20
1980 02 19 12	39398.40	26.76	186.43	0.00	2.12	2.12	580.94
1980 02 20 12	39398.40	20.09	301.96	0.00	0.42	0.42	485.64
1980 02 21 12	39398.40	16.48	233.56	0.00	-0.71	-0.71	450.68
1980 02 22 12	39744.00	5.15	287.82	0.00	-0.41	-0.41	452.61
1980 02 23 12	39744.00	0.00	550.80	0.00	-4.35	-4.35	263.61
1980 02 24 12	39744.00	0.00	558.34	0.00	-3.18	-3.18	244.43
1980 02 25 12	40089.60	0.00	561.60	0.00	-2.24	-2.24	261.29
1980 02 26 12	40089.60	0.00	566.91	0.00	-0.85	-0.85	283.74
1980 02 27 12	40289.95	0.00	566.60	0.00	0.26	0.26	307.44
