  34.18
2138.00
 763719895
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	35251.20	0.00	318.05	0.00	-0.67	-0.67	276.05
1980 01 02 12	35251.20	0.00	322.56	0.00	-1.07	-1.07	271.24
1980 01 03 12	35251.20	0.00	307.12	0.00	-0.27	-0.27	290.82
1980 01 04 12	35251.20	0.07	338.06	0.00	-1.09	-1.09	248.53
1980 01 05 12	35251.20	0.03	375.49	0.00	0.91	0.91	263.89
1980 01 06 12	35298.92	0.00	326.35	0.00	3.90	3.90	382.66
1980 01 07 12	35480.20	0.38	213.27	0.00	5.47	5.47	524.31
1980 01 08 12	35575.15	0.95	175.35	0.00	5.04	5.04	557.50
1980 01 09 12	35596.80	3.71	185.41	0.00	3.78	3.78	534.19
1980 01 10 12	35596.80	19.54	120.46	0.00	4.36	4.36	603.78
1980 01 11 12	35596.80	16.01	105.30	0.00	4.45	4.45	662.76
1980 01 12 12	35596.80	5.85	133.36	0.00	6.18	6.18	738.66
1980 01 13 12	35693.25	1.05	185.65	0.00	7.41	7.41	746.90
1980 01 14 12	35920.75	3.00	184.78	0.00	7.57	7.57	711.76
1980 01 15 12	35942.40	14.78	226.67	0.00	5.04	5.04	570.93
1980 01 16 12	35942.40	5.58	350.13	0.00	3.61	3.61	469.63
1980 01 17 12	35942.40	1.07	260.34	0.00	3.81	3.81	481.37
1980 01 18 12	36038.86	10.56	193.43	0.00	4.53	4.53	551.14
1980 01 19 12	36266.35	23.32	220.96	0.00	1.35	1.35	456.47
1980 01 20 12	36288.00	14.86	195.13	0.00	0.62	0.62	445.19
1980 01 21 12	36288.00	4.14	164.12	0.00	1.13	1.13	481.02
1980 01 22 12	36288.00	1.97	218.23	0.00	0.40	0.40	423.52
1980 01 23 12	36517.00	0.60	394.91	0.00	-3.88	-3.88	246.58
1980 01 24 12	36633.60	0.00	402.14	0.00	-3.73	-3.73	208.23
1980 01 25 12	36633.60	0.00	403.16	0.00	-0.33	-0.33	267.01
1980 01 26 12	36633.60	0.18	378.30	0.00	2.23	2.23	339.55
1980 01 27 12	36862.60	0.08	355.45	0.00	4.54	4.54	470.00
1980 01 28 12	36979.20	0.65	235.59	0.00	4.56	4.56	554.93
1980 01 29 12	36979.20	8.35	160.07	0.00	4.09	4.09	599.76
1980 01 30 12	36979.20	18.94	190.85	0.00	4.62	4.62	645.43
1980 01 31 12	37303.15	7.43	255.54	0.00	5.53	5.53	629.55
1980 02 01 12	37324.80	0.41	401.04	0.00	5.22	5.22	525.81
1980 02 02 12	37324.80	0.00	416.74	0.00	5.31	5.31	467.41
1980 02 03 12	37487.93	0.00	419.65	0.00	7.16	7.16	496.84
1980 02 04 12	37670.40	0.00	420.90	0.00	7.85	7.85	500.40
1980 02 05 12	37670.40	0.00	429.05	0.00	6.59	6.59	452.66
1980 02 06 12	37670.40	0.04	400.77	0.00	8.10	8.10	502.89
1980 02 07 12	38016.00	0.47	363.80	0.00	5.93	5.93	448.94
1980 02 08 12	38016.00	2.08	292.86	0.00	1.97	1.97	382.71
1980 02 09 12	38016.00	1.56	339.87	0.00	-1.34	-1.34	313.55
1980 02 10 12	38361.60	0.32	467.63	0.00	-2.10	-2.10	266.01
1980 02 11 12	38361.60	0.00	482.14	0.00	-0.70	-0.70	270.95
1980 02 12 12	38361.60	0.18	456.95	0.00	2.38	2.38	334.83
1980 02 13 12	38685.55	5.35	349.99	0.00	3.53	3.53	418.38
1980 02 14 12	38707.20	25.59	258.76	0.00	4.91	4.91	565.18
1980 02 15 12	38707.20	42.21	190.55	0.00	5.04	5.04	627.76
1980 02 16 12	39031.15	17.26	288.18	0.00	4.39	4.39	579.16
1980 02 17 12	39052.80	5.99	284.66	0.00	5.28	5.28	594.30
1980 02 18 12	39052.80	5.78	243.20	0.00	6.06	6.06	659.36
1980 02 19 12	39398.40	14.97	229.68	0.00	6.51	6.51	690.35
1980 02 20 12	39398.40	29.26	257.85	0.00	5.03	5.03	615.57
1980 02 21 12	39398.40	16.77	220.07	0.00	4.16	4.16	596.85
1980 02 22 12	39744.00	7.04	279.00	0.00	4.75	4.75	599.65
1980 02 23 12	39744.00	1.72	456.04	0.00	4.64	4.64	515.20
1980 02 24 12	39744.00	0.00	473.98	0.00	5.10	5.10	481.75
1980 02 25 12	40089.60	0.00	481.14	0.00	4.83	4.83	453.32
1980 02 26 12	40089.60	0.00	491.54	0.00	5.34	5.34	450.90
1980 02 27 12	40089.60	0.00	498.20	0.00	6.78	6.78	473.09
1980 02 28 12	40435.20	0.00	496.05	0.00	8.12	8.12	509.62
1980 02 29 12	40435.20	0.00	498.61	0.00	6.90	6.90	499.02
1980 03 01 12	40664.20	0.00	498.34	0.00	5.68	5.68	488.42
1980 03 02 12	40780.80	0.53	395.37	0.00	8.99	8.99	690.98
1980 03 03 12	40780.80	12.56	274.36	0.00	7.57	7.57	697.47
1980 03 04 12	41126.40	5.98	295.82	0.00	6.25	6.25	637.53
1980 03 05 12	41126.40	0.83	372.14	0.00	4.32	4.32	508.01
1980 03 06 12	41126.40	1.21	361.57	0.00	6.07	6.07	555.92
1980 03 07 12	41472.00	3.87	356.13	0.00	5.51	5.51	534.34
1980 03 08 12	41472.00	1.42	506.57	0.00	3.58	3.58	447.00
1980 03 09 12	41519.72	0.00	518.30	0.00	4.79	4.79	478.83
1980 03 10 12	41817.60	2.15	365.77	0.00	6.30	6.30	572.05
1980 03 11 12	41817.60	9.59	319.65	0.00	6.58	6.58	641.09
1980 03 12 12	42163.20	4.77	348.71	0.00	6.92	6.92	643.48
1980 03 13 12	42163.20	0.49	533.22	0.00	5.97	5.97	521.55
1980 03 14 12	42163.20	0.00	533.92	0.00	7.87	7.87	558.02
1980 03 15 12	42508.80	0.00	528.84	0.00	7.26	7.26	536.21
1980 03 16 12	42508.80	0.00	538.87	0.00	4.96	4.96	448.33
1980 03 17 12	42508.80	0.00	555.38	0.00	3.62	3.62	403.39
