  48.13
 470.00
1509830000
dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1980 01 01 12	29721.60	0.00	140.51	0.00	-7.72	-7.72	165.00
1980 01 02 12	29722.69	0.00	144.23	0.00	-12.09	-12.09	123.79
1980 01 03 12	29805.90	0.82	147.00	0.00	-13.80	-13.80	116.80
1980 01 04 12	29919.48	2.22	110.09	0.00	-9.95	-9.95	178.10
1980 01 05 12	30043.15	4.24	114.93	0.00	-10.61	-10.61	168.39
1980 01 06 12	30067.20	6.78	169.26	0.00	-13.86	-13.86	108.51
1980 01 07 12	30068.28	2.21	180.28	0.00	-20.21	-20.21	57.59
1980 01 08 12	30214.73	0.00	185.96	0.00	-27.24	-27.24	32.22
1980 01 09 12	30355.26	0.00	207.75	0.00	-27.76	-27.76	32.73
1980 01 10 12	30412.80	3.20	129.60	0.00	-22.62	-22.62	56.73
1980 01 11 12	30438.35	2.29	153.65	0.00	-22.70	-22.70	55.55
1980 01 12 12	30610.69	0.41	224.59	0.00	-21.59	-21.59	62.16
1980 01 13 12	30753.33	0.10	200.63	0.00	-9.04	-9.04	148.11
1980 01 14 12	30759.49	0.04	212.33	0.00	-6.05	-6.05	180.39
1980 01 15 12	30956.28	0.00	235.96	0.00	-6.91	-6.91	175.82
1980 01 16 12	31098.93	0.00	237.66	0.00	-6.13	-6.13	170.94
1980 01 17 12	31105.09	0.00	239.30	0.00	-6.96	-6.96	167.89
1980 01 18 12	31348.83	0.00	212.90	0.00	-5.65	-5.65	196.49
1980 01 19 12	31449.60	0.00	241.82	0.00	-10.18	-10.18	138.80
1980 01 20 12	31475.15	0.00	232.12	0.00	-8.23	-8.23	165.00
1980 01 21 12	31771.15	1.35	166.07	0.00	-6.19	-6.19	212.60
1980 01 22 12	31795.20	0.55	230.20	0.00	-7.62	-7.62	181.65
1980 01 23 12	31993.09	0.17	196.33	0.00	-9.14	-9.14	163.11
1980 01 24 12	32140.80	0.47	196.30	0.00	-4.07	-4.07	222.35
1980 01 25 12	32225.10	0.41	214.09	0.00	-13.31	-13.31	87.21
1980 01 26 12	32481.33	0.10	214.95	0.00	-21.01	-21.01	44.69
1980 01 27 12	32487.49	0.00	230.86	0.00	-24.71	-24.71	41.56
1980 01 28 12	32807.94	0.00	234.60	0.00	-24.39	-24.39	41.02
1980 01 29 12	32832.00	0.00	268.38	0.00	-25.41	-25.41	34.68
1980 01 30 12	33120.06	0.00	273.46	0.00	-22.96	-22.96	41.11
1980 01 31 12	33177.60	0.00	268.94	0.00	-20.01	-20.01	56.42
1980 02 01 12	33422.43	0.00	254.05	0.00	-16.64	-16.64	81.26
1980 02 02 12	33523.20	0.00	269.46	0.00	-14.44	-14.44	104.41
1980 02 03 12	33768.03	0.00	188.40	0.00	-8.86	-8.86	192.85
1980 02 04 12	33868.80	0.38	130.49	0.00	-5.82	-5.82	274.04
1980 02 05 12	34113.63	0.35	138.40	0.00	-4.11	-4.11	295.13
1980 02 06 12	34214.40	0.08	266.45	0.00	-7.67	-7.67	190.51
1980 02 07 12	34459.23	0.47	140.55	0.00	-8.02	-8.02	202.55
1980 02 08 12	34560.00	0.19	234.30	0.00	-7.69	-7.69	199.42
1980 02 09 12	34881.55	0.03	239.79	0.00	-6.71	-6.71	189.73
1980 02 10 12	34905.60	0.53	213.37	0.00	-6.26	-6.26	188.44
1980 02 11 12	35246.13	0.21	252.09	0.00	-11.73	-11.73	127.30
1980 02 12 12	35251.20	0.00	293.67	0.00	-13.75	-13.75	102.53
1980 02 13 12	35596.80	0.00	299.11	0.00	-13.97	-13.97	94.48
1980 02 14 12	35622.36	0.00	302.70	0.00	-15.36	-15.36	84.17
1980 02 15 12	35942.40	0.00	299.12	0.00	-16.35	-16.35	79.99
1980 02 16 12	36089.93	0.00	314.25	0.00	-15.90	-15.90	82.15
1980 02 17 12	36288.00	0.00	336.52	0.00	-13.58	-13.58	93.22
1980 02 18 12	36609.55	0.29	252.87	0.00	-10.05	-10.05	138.90
1980 02 19 12	36633.60	0.44	186.34	0.00	-7.51	-7.51	203.26
1980 02 20 12	36979.20	1.37	134.89	0.00	-7.66	-7.66	223.63
1980 02 21 12	36980.29	5.86	208.40	0.00	-9.21	-9.21	185.96
1980 02 22 12	37324.80	2.44	222.66	0.00	-9.53	-9.53	163.89
1980 02 23 12	37522.68	0.10	368.35	0.00	-13.74	-13.74	94.51
1980 02 24 12	37670.40	1.54	278.53	0.00	-11.73	-11.73	103.79
1980 02 25 12	38016.00	0.66	364.65	0.00	-17.24	-17.24	68.24
1980 02 26 12	38016.00	0.01	374.23	0.00	-11.62	-11.62	110.73
1980 02 27 12	38361.60	1.48	270.30	0.00	-8.78	-8.78	144.62
1980 02 28 12	38509.13	0.61	368.59	0.00	-14.28	-14.28	85.56
1980 02 29 12	38707.20	0.31	384.38	0.00	-18.96	-18.96	62.11
1980 03 01 12	39052.80	0.00	398.50	0.00	-23.64	-23.64	38.65
1980 03 02 12	39052.80	0.00	391.98	0.00	-12.68	-12.68	105.10
1980 03 03 12	39398.40	0.02	327.12	0.00	-8.20	-8.20	146.96
1980 03 04 12	39596.29	0.01	352.90	0.00	-14.51	-14.51	93.50
1980 03 05 12	39744.00	0.00	362.58	0.00	-16.85	-16.85	77.12
1980 03 06 12	40089.60	0.00	384.48	0.00	-16.92	-16.92	72.26
1980 03 07 12	40089.60	0.00	419.04	0.00	-14.24	-14.24	78.37
1980 03 08 12	40435.20	0.00	403.57	0.00	-10.72	-10.72	106.03
1980 03 09 12	40775.73	0.00	404.11	0.00	-6.32	-6.32	137.96
1980 03 10 12	40780.80	0.00	437.08	0.00	-10.91	-10.91	77.48
1980 03 11 12	41126.40	0.01	409.57	0.00	-12.27	-12.27	89.38
1980 03 12 12	41126.40	0.01	332.66	0.00	-6.74	-6.74	170.77
1980 03 13 12	41472.00	0.01	398.96	0.00	-7.42	-7.42	154.85
1980 03 14 12	41817.60	0.23	259.84	0.00	-5.57	-5.57	209.39
1980 03 15 12	41817.60	0.45	279.12	0.00	-3.06	-3.06	242.35
1980 03 16 12	42163.20	0.64	324.05	0.00	-4.36	-4.36	185.76
1980 03 17 12	42484.75	0.20	425.98	0.00	-6.29	-6.29	153.52
1980 03 18 12	42508.80	0.11	353.05	0.00	-1.87	-1.87	232.50
1980 03 19 12	42854.40	1.41	285.38	0.00	0.77	0.77	308.85
1980 03 20 12	42854.40	0.63	258.60	0.00	-1.61	-1.61	281.81
1980 03 21 12	43200.00	1.17	328.31	0.00	-4.35	-4.35	221.93
1980 03 22 12	43545.60	2.18	230.48	0.00	-1.50	-1.50	302.23
1980 03 23 12	43545.60	0.71	280.94	0.00	-3.06	-3.06	269.16
1980 03 24 12	43891.20	0.00	390.08	0.00	-3.94	-3.94	221.76
1980 03 25 12	43915.25	0.00	401.55	0.00	-1.66	-1.66	254.16
1980 03 26 12	44236.80	0.01	354.10	0.00	0.02	0.02	291.52
1980 03 27 12	44582.40	0.00	452.79	0.00	-1.22	-1.22	239.22
1980 03 28 12	44582.40	0.00	396.78	0.00	0.47	0.47	281.04
1980 03 29 12	44928.00	0.00	446.19	0.00	1.61	1.61	286.37
1980 03 30 12	45273.60	0.00	465.10	0.00	3.53	3.53	302.88
1980 03 31 12	45273.60	0.00	453.65	0.00	4.30	4.30	324.56
1980 04 01 12	45619.20	0.00	438.48	0.00	3.35	3.35	317.33
