  47.32
 463.00
2418014854
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 01 01 12	30067.20	0.00	113.42	0.00	-5.59	-5.59	284.20
1980 01 02 12	30070.79	0.00	166.27	0.00	-10.76	-10.76	170.39
1980 01 03 12	30109.20	0.00	193.60	0.00	-15.27	-15.27	112.06
1980 01 04 12	30210.22	0.42	139.87	0.00	-9.52	-9.52	200.34
1980 01 05 12	30381.95	2.35	113.11	0.00	-7.12	-7.12	260.34
1980 01 06 12	30412.80	6.79	96.63	0.00	-6.94	-6.94	259.99
1980 01 07 12	30416.39	3.40	189.72	0.00	-15.29	-15.29	103.28
1980 01 08 12	30497.28	0.46	195.36	0.00	-23.11	-23.11	44.37
1980 01 09 12	30672.94	0.00	218.70	0.00	-27.24	-27.24	36.34
1980 01 10 12	30758.40	0.03	221.76	0.00	-19.48	-19.48	67.58
1980 01 11 12	30761.99	0.79	192.13	0.00	-16.80	-16.80	69.28
1980 01 12 12	30901.42	0.26	240.46	0.00	-19.11	-19.11	69.42
1980 01 13 12	31073.15	0.00	237.93	0.00	-8.43	-8.43	179.69
1980 01 14 12	31104.00	1.25	192.92	0.00	-7.62	-7.62	188.42
1980 01 15 12	31188.48	2.90	149.02	0.00	-3.32	-3.32	310.92
1980 01 16 12	31418.75	0.97	198.52	0.00	-5.71	-5.71	259.14
1980 01 17 12	31449.60	0.05	151.33	0.00	-6.81	-6.81	244.20
1980 01 18 12	31534.08	0.00	157.31	0.00	-8.76	-8.76	218.01
1980 01 19 12	31792.56	0.00	238.99	0.00	-11.88	-11.88	149.91
1980 01 20 12	31795.20	0.00	252.96	0.00	-10.64	-10.64	156.77
1980 01 21 12	31938.22	0.00	195.05	0.00	-6.56	-6.56	226.97
1980 01 22 12	32140.80	0.02	246.12	0.00	-11.92	-11.92	125.01
1980 01 23 12	32158.29	1.08	212.22	0.00	-20.85	-20.85	58.81
1980 01 24 12	32455.55	3.63	209.71	0.00	-13.68	-13.68	104.09
1980 01 25 12	32486.40	1.21	235.83	0.00	-17.90	-17.90	59.13
1980 01 26 12	32689.45	0.04	258.72	0.00	-25.95	-25.95	30.20
1980 01 27 12	32832.00	0.00	270.37	0.00	-27.49	-27.49	27.52
1980 01 28 12	32916.48	0.00	267.77	0.00	-26.92	-26.92	28.38
1980 01 29 12	33177.60	0.00	278.76	0.00	-27.96	-27.96	25.43
1980 01 30 12	33195.09	0.00	285.02	0.00	-24.67	-24.67	32.17
1980 01 31 12	33523.20	0.00	291.32	0.00	-22.48	-22.48	35.54
1980 02 01 12	33526.79	0.00	291.05	0.00	-19.81	-19.81	47.41
1980 02 02 12	33866.16	0.00	289.59	0.00	-17.17	-17.17	64.88
1980 02 03 12	33868.80	0.64	231.65	0.00	-14.20	-14.20	97.23
1980 02 04 12	34211.76	3.28	146.42	0.00	-10.38	-10.38	167.34
1980 02 05 12	34214.40	2.41	164.84	0.00	-8.92	-8.92	187.96
1980 02 06 12	34557.36	1.21	240.38	0.00	-13.45	-13.45	120.44
1980 02 07 12	34560.00	0.83	150.35	0.00	-7.59	-7.59	203.80
1980 02 08 12	34902.96	0.49	191.33	0.00	-10.14	-10.14	162.44
1980 02 09 12	34905.60	0.72	232.23	0.00	-13.91	-13.91	115.42
1980 02 10 12	35251.20	2.02	158.66	0.00	-9.70	-9.70	171.90
1980 02 11 12	35251.20	1.09	221.75	0.00	-12.53	-12.53	126.53
1980 02 12 12	35596.80	0.58	266.17	0.00	-17.01	-17.01	74.47
1980 02 13 12	35614.29	0.14	312.36	0.00	-14.53	-14.53	84.14
1980 02 14 12	35942.40	0.00	338.03	0.00	-17.90	-17.90	59.20
1980 02 15 12	35984.40	0.00	335.85	0.00	-17.99	-17.99	56.93
1980 02 16 12	36288.00	0.00	333.25	0.00	-19.03	-19.03	54.17
1980 02 17 12	36491.05	0.00	349.92	0.00	-18.85	-18.85	64.67
1980 02 18 12	36633.60	0.43	249.19	0.00	-9.00	-9.00	171.94
1980 02 19 12	36976.56	1.37	182.79	0.00	-4.79	-4.79	265.14
1980 02 20 12	36979.20	0.41	191.14	0.00	-4.47	-4.47	292.43
1980 02 21 12	37324.80	0.55	134.47	0.00	-3.39	-3.39	324.83
1980 02 22 12	37324.80	1.93	248.04	0.00	-6.54	-6.54	209.87
1980 02 23 12	37670.40	0.58	317.91	0.00	-11.40	-11.40	126.73
1980 02 24 12	37813.42	0.00	338.36	0.00	-13.10	-13.10	100.68
1980 02 25 12	38016.00	0.00	383.30	0.00	-19.86	-19.86	51.98
1980 02 26 12	38361.60	0.03	367.77	0.00	-15.75	-15.75	64.56
1980 02 27 12	38361.60	0.47	298.55	0.00	-13.64	-13.64	79.40
1980 02 28 12	38707.20	1.12	287.35	0.00	-16.68	-16.68	65.04
1980 02 29 12	38710.79	0.56	349.33	0.00	-20.84	-20.84	47.71
1980 03 01 12	39052.80	0.00	407.74	0.00	-24.99	-24.99	30.37
1980 03 02 12	39367.55	0.00	399.25	0.00	-15.20	-15.20	80.32
1980 03 03 12	39398.40	0.00	325.59	0.00	-9.99	-9.99	127.54
